epoch,G02,G03,G04,G06,G07,G08,G11,G13,G16,G17,G19,G20,G21,G23,G25,G27,G28,G29,G31,G32
08 11 15 0 4 59.9980000,,"[-0.137268278747797, 1.2521255053579807]",,"[-0.18238555267453194, 0.3911314494907856]",,,,"[-0.02902683988213539, 0.6336448974907398]","[0.11220983788371086, -0.5866767391562462]",,"[0.44508572295308113, 2.44734925031662]",,,"[-0.4391919821500778, -1.3624051660299301]","[-1.4489340856671333, -0.5683165304362774]",,,,"[0.3932606801390648, -0.44065676257014275]",
08 11 15 0 5 29.9980000,,"[0.6285977624356747, 0.39079616963863373]",,"[0.045623451471328735, 0.0625581406056881]",,,,"[0.21851031482219696, 0.467829417437315]","[0.14380111917853355, 0.04129704833030701]",,"[0.5842715166509151, 2.4601157382130623]",,"[1.3009653836488724, 0.9715892374515533]","[-0.22055497020483017, -1.5545984394848347]","[-0.5060841850936413, -0.05262778326869011]",,,,"[0.24823876470327377, -0.01929042860865593]",
08 11 15 0 5 59.9980000,,"[0.01011769101023674, -0.4707558900117874]",,"[0.07894439995288849, -0.22725854814052582]",,,,"[-0.29968124255537987, 0.4101732634007931]","[0.39190981537103653, 0.6605960391461849]",,"[-0.06496943905949593, 2.207217540591955]",,"[0.6577318757772446, 1.9567560106515884]","[0.29803361743688583, -0.07353470847010612]","[1.1840645857155323, 0.3121861219406128]",,,,"[-0.08616384863853455, 1.2500872313976288]",
08 11 15 0 6 29.9980000,,"[0.2104162909090519, 0.3098033703863621]",,"[-0.0804116278886795, -0.2834753170609474]",,,,"[-0.700061809271574, -0.10246744379401207]","[0.29872553050518036, -0.19820382818579674]",,"[0.592449601739645, 1.235131274908781]",,"[-1.1261724345386028, 1.1352618858218193]","[0.5848650485277176, 0.46889016404747963]","[1.0968967527151108, 1.2409878969192505]",,,,"[0.12662550434470177, 0.4061938114464283]",
08 11 15 0 6 59.9970000,,"[0.37587719038128853, 0.8474789708852768]",,"[0.06759164109826088, -0.2999160699546337]",,,,"[0.12163547053933144, -0.48632194474339485]","[-0.007767867296934128, -0.11011616513133049]",,"[0.061584871262311935, -0.09761713072657585]",,"[0.5762548968195915, 0.28673678636550903]","[0.11781780421733856, 0.3858048617839813]","[0.7335929572582245, 0.10984261333942413]",,,,"[-0.38899753987789154, -0.2969124987721443]",
08 11 15 0 7 29.9970000,,"[0.2700529247522354, 0.5762452147901058]",,"[-0.37090031802654266, -0.13817207887768745]",,,,"[-0.07575633376836777, 0.5768189989030361]","[0.2639503553509712, -0.03549685701727867]",,"[0.5691593140363693, -1.0462346002459526]",,"[0.7568292282521725, -1.1004477702081203]","[-0.6834878996014595, -0.0070168450474739075]","[-0.05578267201781273, -0.18971703201532364]",,,,"[0.030641116201877594, -0.4020991101861]",
08 11 15 0 7 59.9970000,,"[0.01938411220908165, 0.21825164183974266]",,"[-0.09485355019569397, -0.15268667414784431]",,,,"[-0.8860533609986305, -0.8706394769251347]","[0.16248644515872002, 0.42685750126838684]",,"[0.08177907392382622, -1.296899687498808]",,"[-0.4412657804787159, -0.1910519190132618]","[-0.17737101763486862, 0.07143813744187355]","[0.11123551428318024, 0.3792944438755512]",,,,"[-0.8562807776033878, 0.03574282303452492]",
08 11 15 0 8 29.9970000,,"[-0.5179446749389172, 0.2907012104988098]",,"[-0.3028741180896759, -0.36897270008921623]",,,,"[-0.05714549496769905, -1.9409500807523727]","[-0.15244301781058311, 0.6810336522758007]",,"[-0.4082057774066925, -1.6407542750239372]",,"[-0.14568830654025078, 0.694195345044136]","[0.21172552555799484, 0.4536222293972969]","[0.32955822721123695, -0.7956550046801567]",,,,"[-0.5659531317651272, 1.259423166513443]",
08 11 15 0 8 59.9970000,,"[-0.02549814060330391, 0.3326152227818966]",,"[0.2155013233423233, -0.135109793394804]",,,,"[-0.04902574419975281, 0.2832983769476414]","[-0.14658252894878387, 0.05267057940363884]",,"[0.01747942715883255, -1.8166447468101978]",,"[0.08681908249855042, 1.2626842334866524]","[0.12307871878147125, -0.20688694715499878]","[0.5412921532988548, -0.13703369721770287]",,,,"[-0.7864601537585258, -0.4469532258808613]",
08 11 15 0 9 29.9970000,,"[0.3485410027205944, -0.39631230011582375]",,"[0.07074892148375511, 0.42364369705319405]",,,,"[-0.4174721874296665, 0.40965308248996735]","[0.2780633866786957, -0.3455759659409523]",,"[-0.09014927595853806, -0.7853820100426674]",,"[1.4731606058776379, 1.11817954108119]","[-0.1489160768687725, 0.22674844041466713]","[0.19834508001804352, -1.0123103186488152]",,,,"[-0.1823357716202736, -1.1191674768924713]",
08 11 15 0 9 59.9970000,,"[-0.41863470152020454, 0.38393381610512733]",,"[0.301019512116909, 0.38556984439492226]",,,,"[0.35345885157585144, 0.2337217517197132]","[-0.019967269152402878, 0.22491255402565002]",,"[-0.11820143461227417, -0.06718344986438751]",,"[0.08425344526767731, 1.3343079313635826]","[0.16437557712197304, -0.7172345705330372]","[-0.44127149507403374, -0.24433830380439758]",,,,"[0.5029598735272884, 0.4542278163135052]",
08 11 15 0 10 29.9970000,,"[-0.8585151769220829, 0.039489392191171646]",,"[-0.08680551871657372, -0.06771985441446304]",,,,"[-0.25443829596042633, 1.137884572148323]","[-0.028651047497987747, 0.1311580426990986]",,"[-0.39813394472002983, 0.5043085254728794]",,"[0.08649585396051407, 0.1996813304722309]","[0.04658855125308037, -0.6790168136358261]","[0.7250274308025837, -0.28501879796385765]",,,,"[-0.08165454119443893, -0.03914077579975128]",
08 11 15 0 10 59.9970000,,"[-0.5235002599656582, 0.16116806119680405]",,"[0.15455976873636246, 0.01375393196940422]",,,,"[-0.2217562533915043, 0.044003698974847794]","[-0.33655647188425064, -0.34284090623259544]",,"[0.09162666648626328, 0.5594027414917946]",,"[1.007254220545292, 0.6211695186793804]","[0.1623428799211979, -0.04413148760795593]","[-0.32876842841506004, -0.5331486314535141]",,,,"[-0.6473411805927753, -0.351251445710659]",
08 11 15 0 11 29.9970000,,"[0.1184937171638012, 0.6862860210239887]",,"[-0.2525788024067879, -0.010741468518972397]",,,,"[-0.14699652045965195, 0.5722753740847111]","[-0.1018267571926117, -0.17369254678487778]",,"[-0.009350992739200592, 0.9911173768341541]",,"[0.5536685697734356, -0.1276359222829342]","[0.3937249109148979, -0.6727646514773369]","[-0.032427605241537094, -0.6626276858150959]",,,,"[0.2688985653221607, -0.20440460368990898]",
08 11 15 0 11 59.9970000,,"[0.010644473135471344, -0.15374939143657684]",,"[-0.18450983986258507, 0.14773662015795708]",,,,"[-0.47304580360651016, 0.002322126179933548]","[0.16464165970683098, -0.06328372657299042]",,"[0.14694081991910934, 1.2788344137370586]",,"[0.13779161870479584, -0.6453866735100746]","[0.2677466943860054, -0.08730018138885498]","[-1.0775664076209068, -0.8101481050252914]",,,,"[0.15315697714686394, 0.18539267033338547]",
08 11 15 0 12 29.9970000,,"[0.41136426851153374, 0.27680010721087456]",,"[0.21947602182626724, -0.008958149701356888]",,,,"[-0.6169802285730839, -1.5704314522445202]","[-0.16101683676242828, 0.0639093741774559]",,"[0.31083039194345474, 1.0523563139140606]",,"[0.14107847213745117, -1.048931960016489]","[-0.4409020021557808, 0.26825063675642014]","[-0.6885466650128365, 0.400773249566555]",,,,"[0.3078231029212475, 0.7427096329629421]",
08 11 15 0 12 59.9970000,,"[0.0038770250976085663, -0.4754197709262371]",,"[0.32449041306972504, 0.13568708673119545]",,,,"[-0.08233493193984032, -0.8990151695907116]","[-0.3182746656239033, -0.09659295901656151]",,"[0.5879540890455246, 1.328354101628065]",,"[-0.4909851662814617, -1.1383235938847065]","[0.1539219208061695, -0.031430672854185104]","[-0.8027780055999756, 0.7212206237018108]",,,,"[0.43764883279800415, 1.1634554788470268]",
08 11 15 0 13 29.9970000,,"[0.26010363921523094, 0.33461182191967964]",,"[0.2968452610075474, 0.7166686467826366]",,,,"[0.26594770699739456, -0.6307143904268742]","[0.022594157606363297, 0.056320920586586]",,"[1.090086404234171, 1.4037297330796719]",,"[-0.03460850566625595, -0.5212210081517696]","[0.31657715514302254, 0.030636202543973923]","[-1.0683759488165379, 1.7727473974227905]",,,,"[-0.11821359768509865, 0.9116165712475777]",
08 11 15 0 13 59.9970000,,"[-0.3767292909324169, 0.20769769325852394]",,"[-0.29324381053447723, 0.19445013627409935]",,,,"[0.8825128078460693, -0.842515341937542]","[0.22796399518847466, 0.06914621219038963]",,"[0.3946624621748924, 1.0063225403428078]",,"[0.2836875021457672, -1.2860250063240528]","[0.08612017706036568, 0.5646403580904007]","[0.13901398330926895, 0.4075099565088749]",,,,"[-0.6990064233541489, 0.5999107025563717]",
08 11 15 0 14 29.9970000,,"[-0.10032181441783905, 0.5587810091674328]",,"[-0.13483520597219467, 0.8330049365758896]",,,,"[0.4536900855600834, 0.7460009939968586]","[0.07707495614886284, 0.4083295240998268]",,"[0.3818362168967724, 0.5098178125917912]",,"[-0.003639601171016693, -1.6549266166985035]","[-0.25189971923828125, 0.568028699606657]","[-0.09721065312623978, -0.5820182599127293]",,,,"[0.00867859274148941, 0.8468669205904007]",
08 11 15 0 14 59.9970000,,"[0.5315682180225849, 0.22157810628414154]",,"[0.13983291387557983, -0.16995557770133018]",,,,"[0.18888958171010017, -0.3187379278242588]","[0.1342170648276806, 0.006359372287988663]",,"[0.24569712206721306, -0.4259451888501644]",,"[0.008464634418487549, -2.0829153172671795]","[-0.3187304176390171, -0.05696559324860573]","[0.8284558914601803, -1.2159096151590347]",,,,"[0.1774735227227211, 1.1795369759202003]",
08 11 15 0 15 29.9970000,,"[0.04063328355550766, -0.30605995282530785]",,"[0.24764318764209747, -0.20354492217302322]",,,,"[0.3490413799881935, -0.32373902574181557]","[0.051876869052648544, 0.059767961502075195]",,"[0.02258298173546791, -1.0038319379091263]",,"[-0.2247757650911808, -0.0945049487054348]","[0.11290674656629562, 0.22991260513663292]","[0.4310738928616047, -1.5348559208214283]",,,,"[0.7654228806495667, 1.0811583995819092]",
08 11 15 0 15 59.9970000,,"[-0.2805797792971134, 0.4560019411146641]",,"[-0.00823424756526947, -0.33080294728279114]",,,,"[-0.1525776945054531, -0.6360647566616535]","[-0.2839786298573017, -0.5475356839597225]",,"[0.5086983665823936, -1.6743730641901493]",,"[-0.28560183197259903, -0.31021691113710403]","[-0.09077227860689163, -0.1644486002624035]","[0.6446904204785824, -1.33838115260005]",,,,"[-0.37080634012818336, 0.4762374833226204]",
08 11 15 0 16 29.9970000,,"[0.2188287191092968, 0.43671993538737297]",,"[0.3018794395029545, -0.27627474442124367]",,,,"[0.2763678692281246, 0.003935080021619797]","[0.1267891488969326, -0.1367586851119995]",,"[-0.3513093777000904, -1.8878372125327587]",,"[-0.1248718611896038, -0.09425608068704605]","[-0.004633307456970215, 0.49173956736922264]","[0.13142088055610657, -0.3117024004459381]",,,,"[-0.6466317400336266, 0.045610636472702026]",
08 11 15 0 16 59.9970000,,"[0.6551435850560665, -0.3097751997411251]",,"[0.02995111793279648, 0.06674080714583397]",,,,"[-0.3952667750418186, 0.8253797292709351]","[-0.18144826963543892, 0.26417169347405434]",,"[-0.03703363612294197, -0.6635437719523907]",,"[-0.3021293692290783, -1.7072287388145924]","[0.15116062387824059, 0.34588368982076645]","[-0.45829907059669495, 0.540249653160572]",,,,"[-0.5084840953350067, 0.4263923689723015]",
08 11 15 0 17 29.9970000,,"[0.05724077299237251, -0.8177566342055798]",,"[-0.18509826809167862, 0.4177240915596485]",,,,"[0.14356275275349617, 0.2658565454185009]","[-0.11814258992671967, 0.3836220055818558]",,"[-0.1656390056014061, -0.25938892364501953]",,"[-0.6622512191534042, -1.1389986090362072]","[0.30911625921726227, 0.23841404169797897]","[0.46630362048745155, 0.36773500218987465]",,,,"[0.01989622414112091, -0.23236966505646706]",
08 11 15 0 17 59.9970000,,"[-0.17637304961681366, -1.5242435932159424]",,"[0.08224383741617203, 0.6125219464302063]",,,,"[-0.5763897746801376, -0.44540907070040703]","[0.3057286739349365, 0.48550787195563316]",,"[0.03132588043808937, 0.019054803997278214]",,"[-0.08038080856204033, 0.09658407792448997]","[0.09276654571294785, 0.28005480766296387]","[0.9823648817837238, 0.5457182228565216]",,,,"[0.6473168730735779, -0.9651094488799572]",
08 11 15 0 18 29.9970000,,"[-0.5783844664692879, -0.5271376669406891]",,"[0.0471683144569397, -0.04698299244046211]",,,,"[0.18630072101950645, 0.22233792021870613]","[0.2920253463089466, 0.46190477907657623]",,"[-0.5416693054139614, -0.5045750588178635]",,"[-0.07436738535761833, -0.6621836572885513]","[-0.17845623567700386, -0.6000626534223557]","[1.5208769254386425, 0.5659812726080418]",,,,"[-0.11850152909755707, -1.2845956608653069]",
08 11 15 0 18 59.9970000,,"[-0.8055590279400349, -0.15351557731628418]",,"[-0.05573410540819168, 0.14385422319173813]",,,,"[-0.3733603321015835, 0.9083311632275581]","[-0.25966593623161316, 0.6917501538991928]",,"[0.2810981906950474, -0.5374488793313503]",,"[-0.2598198466002941, -1.0463852025568485]","[-0.09833354875445366, -1.0463066063821316]","[0.3119904436171055, 0.7823041118681431]",,,,"[-0.5453524067997932, -1.2418634966015816]",
08 11 15 0 19 29.9970000,,"[-0.05136597529053688, 0.3208937458693981]",,"[-0.42030807957053185, -0.136076882481575]",,,,"[-0.31144825741648674, 0.4493805728852749]","[0.27033187448978424, 0.39173151552677155]",,"[0.28269609063863754, -0.16364393755793571]",,"[0.8799850568175316, -1.3615086078643799]","[-0.10165730863809586, -1.3013731054961681]","[0.5758555494248867, 0.599525686353445]",,,,"[0.0566621869802475, -1.045350968837738]",
08 11 15 0 19 59.9970000,,"[-0.1256968006491661, 0.22789276018738747]",,"[0.277134507894516, -0.3411909341812134]",,,,"[0.5480075478553772, -0.015701759606599808]","[0.10024116933345795, -0.6081933155655861]",,"[0.4196142554283142, -0.28560178354382515]",,"[0.18946638703346252, 0.16247596964240074]","[0.18531353771686554, -0.7190778031945229]","[-0.32001134380698204, 0.4548347778618336]",,,,"[-0.6220656670629978, -1.7888942807912827]",
08 11 15 0 20 29.9970000,,"[0.1749691255390644, 0.11161452159285545]",,"[0.16630280017852783, -0.2146274596452713]",,,,"[0.49930816516280174, -0.31883983686566353]","[0.1536693200469017, 0.06466586887836456]",,"[-0.38336268439888954, 0.0035437121987342834]",,"[0.2413972243666649, -1.4332332573831081]","[-0.015457827597856522, -0.06989667937159538]","[-0.09804018586874008, -0.24574274197220802]",,,,"[0.003912750631570816, -0.32526030391454697]",
08 11 15 0 20 59.9970000,,"[-0.41895579919219017, 0.18796072900295258]",,"[-0.3775845840573311, -0.33355260267853737]",,,,"[0.011388592422008514, -0.10310356318950653]","[0.3014695644378662, 0.43087974190711975]",,"[0.3016738221049309, 0.47435157001018524]",,"[0.3382071442902088, -2.0769567526876926]","[0.41727208718657494, 0.13132645189762115]","[-0.6577188596129417, -0.5658070892095566]",,,,"[2.0418155193328857, 1.085995763540268]",
08 11 15 0 21 29.9970000,,"[-0.24027706310153008, 0.1364697478711605]",,"[-0.047489069402217865, -0.10960297659039497]",,,,"[0.13950347900390625, -0.6147134117782116]","[-0.31811434030532837, 0.0689786821603775]",,"[0.4304424375295639, 0.9176520481705666]",,"[0.15895920619368553, -1.2103686481714249]","[0.13431240618228912, 0.28302961960434914]","[-0.2633771486580372, -0.7038875631988049]",,,,"[0.3367546312510967, 1.0311400666832924]",
08 11 15 0 21 59.9970000,,"[0.0566156841814518, 0.3734722472727299]",,"[-0.31381288543343544, -0.06935149058699608]",,,,"[-0.6844270527362823, -0.3528789393603802]","[0.39673474431037903, -0.22562163323163986]",,"[-0.24198996275663376, 0.7456046007573605]",,"[0.30687252804636955, 0.05575016140937805]","[-0.2381238229572773, 0.1299775205552578]","[-0.5672888495028019, -0.3921316862106323]",,,,"[0.872960414737463, 0.7528727576136589]",
08 11 15 0 22 29.9970000,,"[-0.01936919614672661, 0.36161261051893234]",,"[0.15033195912837982, 0.35937855020165443]",,,,"[0.14107027649879456, 0.5252288803458214]","[-0.01568131148815155, -0.48505133762955666]",,"[0.633905827999115, 0.026380162686109543]",,"[0.5748316533863544, 0.9408970698714256]","[-0.04741954058408737, 0.20478801801800728]","[-0.31965912133455276, 0.4365417920053005]",,,,"[20842960.187469177, 20844099.404102854]",
08 11 15 0 22 59.9970000,,"[-0.17054763808846474, 0.11859466880559921]",,"[0.4049162492156029, 0.706833753734827]",,,,"[0.1801520474255085, -0.0015068762004375458]","[0.2987111918628216, 0.17108869180083275]",,"[0.3170204125344753, -0.3883742615580559]",,"[0.501895297318697, -0.3749828562140465]","[-0.41786250472068787, -0.08070790395140648]","[0.04932313784956932, 0.7693594209849834]",,,,,
08 11 15 0 23 29.9970000,,"[0.33805837854743004, -0.15966102853417397]",,"[0.06772012263536453, 0.4903648756444454]",,,,"[0.135514248162508, 0.45529137924313545]","[0.019561856985092163, 0.19296155869960785]",,"[-0.22064073756337166, 0.20956777408719063]",,"[-0.11946719884872437, 1.0156539864838123]","[-0.46657970547676086, 0.9815013520419598]","[0.4944811537861824, 0.689975693821907]",,,,,
08 11 15 0 23 59.9970000,,"[0.188229750841856, 0.2014913149178028]",,"[0.23631081730127335, 1.0901195369660854]",,,,"[-0.008828636258840561, 0.15610641241073608]","[-0.330987349152565, 0.29653826355934143]",,"[-0.04376760125160217, 0.24222997203469276]",,"[-0.4067991375923157, -0.4274388998746872]","[-0.4997117221355438, -0.3313511982560158]","[-0.1821683943271637, 0.48006637394428253]",,,,,
08 11 15 0 24 29.9970000,,"[-0.12264187261462212, 0.4134794808924198]",,"[0.08525151014328003, 0.004984404891729355]",,,,"[-0.5108064673841, 0.09323736652731895]","[-0.1783086694777012, -0.41070281714200974]",,"[-0.45878836512565613, 0.1074286438524723]",,"[0.48469995707273483, -0.5252845473587513]","[-0.007491029798984528, 0.7427249252796173]","[-0.22081634029746056, 0.14977334812283516]",,,,,
08 11 15 0 24 59.9970000,,"[0.31531741842627525, 0.4438079297542572]",,"[-0.27559880912303925, -0.007923956960439682]",,,,"[0.7375565357506275, -0.2426285706460476]","[-0.2154676504433155, -0.20235338434576988]",,"[-0.7562585696578026, 0.20041514188051224]",,"[0.6456227339804173, -0.17904705926775932]","[-0.055395543575286865, -0.6290396824479103]","[-0.2255479209125042, -0.31076542660593987]",,,,,
08 11 15 0 25 29.9970000,,"[0.28905749693512917, 0.13031456992030144]",,"[-0.23039648681879044, -0.3153051994740963]",,,,"[-0.12371912971138954, 0.009325068444013596]","[-0.6351734362542629, 0.4242364428937435]",,"[-1.0824008770287037, 0.135456420481205]",,"[-0.28078196942806244, 1.2792009226977825]","[-0.39379745721817017, 0.10412612184882164]","[-0.7858819924294949, -0.27451150491833687]",,,,,
08 11 15 0 25 59.9970000,,"[-0.12444659322500229, -0.005627196282148361]",,"[0.1644219607114792, -0.39513279870152473]",,,,"[-0.6033135801553726, -0.6125253140926361]","[-0.5775751620531082, 0.38379791378974915]",,"[-1.146182306110859, 0.49797113612294197]",,"[0.09879318997263908, 1.2301233299076557]","[0.41975637897849083, 0.10441486164927483]","[0.5819517076015472, 0.5378421023488045]",,,,,
08 11 15 0 26 29.9970000,,"[-0.28549912571907043, 0.45352355018258095]",,"[0.20790202543139458, 0.2980291545391083]",,,,"[-0.3503136597573757, -0.5566084496676922]","[-0.35554884001612663, 0.3419809006154537]",,"[-0.3551914468407631, -0.6254274472594261]",,"[-0.5652530118823051, 0.09743707254529]","[0.028640493750572205, -0.013938888907432556]","[-0.17655344307422638, 0.7850726805627346]",,,,,
08 11 15 0 26 59.9970000,,"[-0.0006501562893390656, 0.8345076404511929]",,"[0.04854917526245117, 0.4466448836028576]",,,,"[-0.7356618419289589, 0.2762339636683464]","[-0.22440675646066666, 0.10688481852412224]",,"[-0.5749202258884907, -1.038913931697607]",,"[-0.718282051384449, -0.2563096359372139]","[-0.45278286933898926, -0.35072697699069977]","[0.5401142127811909, 0.9141405485570431]",,,,,
08 11 15 0 27 29.9970000,,"[0.630216509103775, 0.5192953087389469]",,"[-0.12073919177055359, 0.7418484166264534]",,,,"[-0.15850692614912987, 0.22210019454360008]","[-0.19086891412734985, -0.1714460514485836]",,"[0.6108055114746094, 0.09701161459088326]",,"[0.2783842906355858, -0.18851805105805397]","[0.06292058154940605, 0.2497490756213665]","[-0.3037448041141033, -0.1658923104405403]",,,,,
08 11 15 0 27 59.9970000,,"[0.04911065474152565, 0.0430816225707531]",,"[-0.06252026557922363, 0.17712317034602165]",,,,"[0.009365174919366837, 0.1493494175374508]","[-0.05382673442363739, -0.24471815302968025]",,"[0.6710697785019875, 0.9010664857923985]",,"[0.19402576237916946, 0.23630839958786964]","[-0.06570690125226974, 0.518893901258707]","[0.4077972173690796, 0.4951254464685917]",,,,,
08 11 15 0 28 29.9970000,,"[-0.49711382016539574, -0.596039142459631]",,"[-0.16845830529928207, -0.06991318985819817]",,,,"[0.222426887601614, -0.9458333775401115]","[-0.10782647505402565, 0.09710103273391724]",,"[-0.2470892034471035, -0.1254252754151821]",,"[-0.4514075927436352, 0.010596010833978653]","[0.14353728666901588, 0.30222150683403015]","[0.6858056597411633, 0.4962540455162525]",,,,,
08 11 15 0 28 59.9970000,,"[-0.10741062089800835, -0.319259837269783]",,"[0.09074053913354874, 0.24696215614676476]",,,,"[-0.033175576478242874, 0.6481651328504086]","[-0.10474377870559692, -0.29590316116809845]",,"[0.010169118642807007, 0.47815780341625214]",,"[-0.7423477731645107, -0.5438104495406151]","[0.09286021813750267, 0.9009596146643162]","[0.4178575798869133, 0.19047531485557556]",,,,,
08 11 15 0 29 29.9970000,,"[0.03871625289320946, -0.2824387513101101]",,"[0.0010294131934642792, 0.4093128368258476]",,,,"[0.028393913060426712, 0.5629565604031086]","[-0.19301141798496246, -0.3405960872769356]",,"[-0.8479495830833912, -0.5044007264077663]",,"[-0.8952615037560463, 0.19062571227550507]","[0.4209422990679741, 0.4338558316230774]","[1.0317222625017166, 0.06976564601063728]",,,,,
08 11 15 0 29 59.9970000,,"[0.3996637538075447, -0.20021118968725204]",,"[0.1141209527850151, -0.3757297806441784]",,,,"[-0.11027106270194054, -0.00574352964758873]","[0.2111072950065136, -0.15377608686685562]",,"[-0.5067757964134216, 0.10710578039288521]",,"[-0.45869120582938194, -0.6313621811568737]","[0.15300894528627396, 0.3196808472275734]","[0.11111806705594063, 0.5464214533567429]",,,,,
08 11 15 0 30 29.9970000,,"[0.026452720165252686, 0.13404428586363792]",,"[0.1880502589046955, -0.08476338163018227]",,,,"[0.3972769267857075, -0.5069732330739498]","[0.04573427140712738, 0.04674150049686432]",,"[-0.2165958136320114, 0.3188930116593838]",,"[0.5344612561166286, -0.017090093344449997]","[0.5533218085765839, -0.19973058998584747]","[0.5646933764219284, 0.03477637097239494]",,,,,
08 11 15 0 30 59.9970000,,"[-0.3540564216673374, 0.2697533182799816]",,"[-0.18256551027297974, 0.14144892990589142]",,,,"[-0.3480164185166359, -1.6527569107711315]","[-0.21455582976341248, -0.09965356066823006]",,"[-0.02499118074774742, 1.3283463045954704]",,"[0.17518741264939308, 0.4213767237961292]","[0.1767004355788231, -0.19047757610678673]","[0.3798373453319073, 0.5618673153221607]",,,,,
08 11 15 0 31 29.9970000,,"[-0.0799829475581646, 0.6303611695766449]",,"[-0.011217944324016571, 0.3614647351205349]",,,,"[-0.31858668103814125, 0.35026973858475685]","[0.1291033811867237, 0.014693576842546463]",,"[0.2168409749865532, 1.312078818678856]",,"[-0.533317007124424, 0.03395463153719902]","[-0.4161699637770653, -0.3568538725376129]","[0.7730615846812725, 0.3961017243564129]",,,,,
