epoch,G02,G03,G04,G06,G07,G08,G11,G13,G16,G17,G19,G20,G21,G23,G25,G27,G28,G29,G31,G32
08 11 14 23 59 59.9990000,,3.7810661531984806,,3.80285318614915,,,,3.794076717691496,3.8781420741797774,,3.7644883811008185,,3.6800266694044694,3.805162119679153,39223.49148574665,,,,3.7414619475603104,
08 11 15 0 0 29.9990000,,-0.2771413647569716,,-0.3192369560711086,,,,-0.3882344716694206,-0.2675658952266531,,-0.22294117172714323,,-0.20105976751074195,-0.22779181855730712,-19612.135219891177,,,,-0.300438329577446,
08 11 15 0 0 59.9990000,,-2.450415142811835,,-2.3962149461731315,,,,-2.408124512527138,-2.490031927538439,,-2.458958823699504,,-2.524653365719132,-2.4598396196961403,-2.2906834135064855,,,,-2.35791305010207,
08 11 15 0 1 29.9990000,,1.1036582067608833,,1.111931364517659,,,,1.158795811701566,1.181721583725448,,1.1322399154305458,,1.3320791592122987,1.1361594444606453,1.0603106255730381,,,,1.0581652680411935,
08 11 15 0 1 59.9990000,,0.7877808273769915,,0.6610159114934504,,,,0.5252857888117433,0.625866003385454,,0.6764675365993753,,0.4952130155870691,0.6529315006919205,0.6401411334663862,,,,0.7155055159237236,
08 11 15 0 2 29.9990000,,-0.8400244074873626,,-0.7607467933557928,,,,-0.6795125617645681,-0.7227972208675055,,-0.7904546718345955,,-0.7770854976261035,-0.7882401060778648,-0.6912963052163832,,,,-0.7475600731559098,
08 11 15 0 2 59.9990000,,-0.15217578643932939,,-0.04438565205782652,,,,0.04768862808123231,-0.11235766941535985,,0.01098474278114736,,0.003019859199412167,-0.06313395104371011,-0.12309704671497457,,,,-0.1836892811115831,
08 11 15 0 3 29.9990000,,-0.39778477884829044,,-0.48785839788615704,,,,-0.6341014173813164,-0.3661894926408422,,-0.5355910622747615,,-0.4512614664854482,-0.4508776923175901,-0.40174205403309315,,,,-0.381634819554165,
08 11 15 0 3 59.9990000,,1.1269237049855292,,1.0360636659897864,,,,1.1645272565074265,0.969997934618732,,1.0772721740650013,,1.0253054129425436,1.030885862186551,0.9880982211325318,,,,1.107936337357387,
08 11 15 0 4 29.9990000,,0.3817669400013983,,0.45980515517294407,,,,0.36043917713686824,0.4951626839392702,,0.42043372883927077,,0.4364578619133681,0.4583329753950238,0.4695064557599835,,,,0.3320147399790585,
