epoch,G03,G06,G07,G11,G13,G16,G19,G21,G23,G25,G27,G31
08 11 15 0 49 0.0000000,"[0.17063645335535238, -0.3975900258868936]","[-0.14977675077194963, -0.31875150284419457]",,,"[0.634443720305959, 0.3268058141072583]","[0.09942866380636906, 0.13650372574726743]","[-0.5324703817876677, 0.8820420807848374]","[0.023213858902454365, 1.5302885266020896]","[1.7163242913161714, 2.561549733144542]","[0.5328636574248473, -0.17794958669692273]",,"[-2.5890539944171906, 0.005057138452927275]"
08 11 15 0 49 30.0000000,"[-0.24696231571336558, -0.39030930362641847]","[-0.23383496847624574, -0.20724296948562065]",,,"[-0.44635199991365315, 0.13775728543599364]","[0.23429294939463352, -0.12714830090602236]","[-0.454447335532556, 0.6746474063644806]","[-0.5263459578156471, 2.0787835808470847]","[1.602601624218126, 3.0066704104964934]","[0.3745094942549865, -0.2762431742623448]",,"[-3.4729367405176164, -0.47575162624319395]"
08 11 15 0 50 0.0000000,"[0.3063749379167957, -0.059056743606925366]","[0.025870865614463945, 0.13966393092026314]",,,"[-0.0911023416866863, 0.3681747605403256]","[-0.13488378856951977, 0.14806765268246336]","[-1.5127839063915114, 0.02361626985172427]","[-0.22897416800260545, 1.537778595276177]","[1.865061483470102, 3.6384718369071685]","[0.24697954530517263, 0.09578218143433337]",,"[-4.07884002327919, -0.855742680778106]"
08 11 15 0 50 30.0000000,"[0.29665745111803243, -0.086660056933761]","[0.2711400524092218, -0.12631617865214745]",,,"[-0.8904720493902767, 0.22428557177384612]","[-0.3950530860262611, 0.5028577889005343]","[-1.2050132220300536, 0.25456295969585574]","[-0.11998430341482164, 1.6164830567315223]","[1.4854162103806932, 3.4538062761848174]","[0.44925415093700094, -0.0738043131306767]",,"[-2.644975847005844, -1.3466919985910257]"
08 11 15 0 51 0.0000000,"[-0.07830896911521723, -0.21347328983247316]","[0.3289282456350824, 0.21933564164986213]","[0.07985218070196298, -0.3577313644162725]",,"[-0.301508719598254, 0.21916268666585204]","[-0.1534396011071899, 0.274632706741492]","[0.512488984533896, 0.10537694456676638]","[0.12722441107034682, 1.8891900124028327]","[1.9017009354506929, 2.701111952525874]","[0.15711833114425344, 0.0683116821572185]",,"[-2.6254315584897996, -1.7090283659597238]"
08 11 15 0 51 30.0000000,"[-0.1478917890538769, 0.13753381408750975]","[-0.0009091660069922014, 0.43054262915005287]","[0.14935018323110727, 0.6244821178444315]",,"[-0.0805926421036327, -0.32937826315562013]","[-0.13772096966082836, 0.3780075753728549]","[0.9915871704307695, 0.34271614315609134]","[0.004707182943820942, 1.4430450888350608]","[1.5402049637710054, 0.8725621353213988]","[0.4531512963275115, -0.1000939996913075]",,"[-2.5234938621520997, -0.7220233259101708]"
08 11 15 0 52 0.0000000,"[-0.21333349434037974, -0.18517020307481324]","[0.08662077638631072, 0.7646548710142573]","[0.1588645597522178, -0.6867314053050588]",,"[-0.165772760783633, 0.030126376946766342]","[0.13700352873032307, 0.342281415561835]","[0.8906919593301912, 0.44315838875869906]","[-0.3547112539410591, 0.8153907002881171]","[1.871709398118158, 2.0783292155091964]","[-0.212506611396869, 0.20543550532311206]",,"[-2.8768460512161256, -1.0488038984437784]"
08 11 15 0 52 30.0000000,"[-0.2383645617713528, 0.21781365610659087]","[0.2055892482710382, 0.4037660769497355]","[0.07531580529855875, -0.16189492468753564]",,"[-0.28512316433092, -0.15701565245787386]","[0.22461500282709812, -0.023845419784386923]","[0.6936691487518449, 0.6200629180918137]","[-0.877117221057415, 0.743213081546128]","[2.2589498973761994, 2.646896744829913]","[-0.45531207745273905, 0.2001568285748363]",,"[-2.970953679084778, -0.9326199916501839]"
08 11 15 0 53 0.0000000,"[0.19305441590646932, 0.2466449294239279]","[-0.3029816239761809, 0.1738875619446238]","[-0.04743166066957327, -0.916572980331571]",,"[-0.09566018966337086, -0.6307946602503467]","[0.21809744353716587, -0.14341306736071902]","[0.5810150439230104, 0.5422835207233826]","[-1.3472134962677955, 1.6431000025942923]","[2.6351459092771012, 3.5368177990739547]","[-0.6441040528317292, 0.5198272375389934]",,"[-2.7793105602264405, -0.1289710429807504]"
08 11 15 0 53 30.0000000,"[0.4670284769187374, 0.22282007373869384]","[-0.31888523843760286, -0.12124881527076165]","[0.11774969301866678, -1.4084268880359243]",,"[-0.44911458579202534, 0.26137035985787627]","[0.5746667113465569, -0.04523009111483889]","[0.4488962376800676, 0.6216055459032456]","[-0.8181650832295417, 0.20250266212970036]","[1.5306231296931703, 0.15871719525506123]","[-0.6773180109759172, 0.14904492180794482]",,"[-2.7201364248991013, -0.6750755784412225]"
08 11 15 0 54 0.0000000,"[0.8653448975334568, 0.4461282197386023]","[-0.6598714157628516, -0.44799523434291283]","[0.054008023959867035, -0.779430903243215]",,"[0.1615657857308781, -0.24673390487829927]","[-0.11145222668225552, 0.044802933434645364]","[0.1450397307363649, -0.1637651169051727]","[-0.9062369808554649, 1.2650904597714545]","[1.1109307176743943, 1.6601754526918135]","[-0.4989821208020051, 0.38792121987789874]",,"[-1.8908327728509904, -0.6499570635457833]"
08 11 15 0 54 30.0000000,"[0.8874700373659534, 0.1919174794107672]","[-0.31744582351918016, -0.4035309143985311]","[-0.05486449398351523, -0.8125479889384817]",,"[-0.38876431671281697, 0.8483676304419827]","[-0.010843125327179681, 0.06937369654575987]","[0.513951980539908, 0.047944769884149196]","[-0.5767151311039924, 1.91670996863395]","[0.7578909016524751, 2.8591014097755156]","[-0.41835090940197306, 0.5725092796608806]",,"[-1.9765057474374772, 0.34109352255860964]"
08 11 15 0 55 0.0000000,"[0.20769537302355, 0.23245707191526854]","[-0.8491954818057517, -0.48562531551967064]","[0.5499284734551826, -1.4851273966304372]",,"[0.08235204728941081, 0.42580054601033446]","[-0.417783138497422, -0.08425581504901247]","[-0.09714942329252763, -0.1786286079635223]","[0.006211455166339863, 2.206818589754403]","[0.7042651391898591, 1.9568416576211654]","[-0.07513498192032175, 0.49654128234833483]",,"[-1.2404622346162797, -0.40564599906404814]"
08 11 15 0 55 30.0000000,"[-0.39795391944547465, -0.2803514447063211]","[-0.7450997322487334, -0.5329650231326619]","[0.24830259583639291, -0.4954821688405584]",,"[0.5247733047852909, 0.16896901925404784]","[-0.20654543970401074, 0.08770883033672972]","[0.16426443404828506, -0.04747202930351102]","[0.07189067751169204, 1.9822173954918982]","[0.9045718378697831, 1.501520062548419]","[-0.26473465984066324, 0.22486384790390734]",,"[-1.3851098775863648, 0.16050892795125643]"
08 11 15 0 56 0.0000000,"[-0.19776084211965372, -0.389152675494552]","[-0.25673891749853883, -0.38196164748320977]","[0.20215366981672434, -0.5500009727946829]",,"[-0.11123071101804616, 0.19337576528390166]","[-0.14049809162194515, 0.11185832271973295]","[0.15217737949763732, -0.33557559487720334]","[0.1749743327498436, 2.0328402163460852]","[1.6206628597651918, 0.9061151395862304]","[0.1240327763060729, 0.1869611052796245]",,"[-1.2353336572647096, 0.25296167756120364]"
08 11 15 0 56 30.0000000,"[0.013558053101102807, -0.3737932141870264]","[-0.24378109869236742, -0.13466571650157372]","[0.5851980765883842, -0.9749813598863195]",,"[0.3487813970694935, 0.6090989549954724]","[0.01976908262198185, -0.27594044854243593]","[-0.14201630555714173, -0.4462942176808914]","[-0.013513271510601055, 1.5123573334887626]","[1.300001776901384, 3.9731185387199126]","[0.03000749225417776, 0.7945447770878673]",,"[-1.0180068373680116, -0.09842753683527311]"
08 11 15 0 57 0.0000000,"[0.020900108541051843, -0.4008358862251047]","[0.07965620461230483, -0.10402794561038414]","[-0.0775061676676354, 0.34857381160339607]",,"[-0.9394894042362774, -0.5732729742924381]","[-0.16597322110707546, -0.19759771277507143]","[0.13991020716105895, -0.2236043059577545]","[-0.4804253026843071, 1.2636444361880423]","[0.07113619813074656, 3.7665793399636947]","[0.19440936620036764, 0.6452194212004543]",,"[-1.329429766535759, -0.01033814524610837]"
08 11 15 0 57 30.0000000,"[0.09902340235809515, -0.4044112857431177]","[-0.07740835246319566, 0.013318534878393018]","[-0.3605564365561089, -0.024938620375783316]",,"[-0.5793776759256923, 0.12413026293118712]","[-0.008195077224323999, -0.33775644054015475]","[0.16433804578458266, 0.14953109684089816]","[-0.06724834889173509, 0.9407963247969748]","[0.46726217040171214, 2.850975776774188]","[0.10881414587299032, 0.0017754791304469553]",,"[-2.1451659858226777, 0.09589782084027926]"
08 11 15 0 58 0.0000000,"[-0.04508472171922495, 0.010223687067627552]","[-0.21181701269621644, -0.28469397506366173]","[0.25871338151144174, -0.35817690913596856]",,"[-0.6698894151796901, 1.3540993322928738]","[0.04528548087303852, -0.24713277866442995]","[-0.26796089761580033, 0.08725877168277896]","[0.2093111529946327, 0.34227615017443913]","[1.1845181203757722, 2.6900493304555617]","[0.6960140871504943, 0.11188342254608874]",,"[-1.9057175874710084, -0.5618766275544961]"
08 11 15 0 58 30.0000000,"[-0.24599727926154902, -0.0004893686622384763]","[0.030988542766620775, 0.1578229627882441]","[-0.6076684425051293, 0.20372890706142677]",,"[-0.5213074335207546, -1.2203656593958545]","[0.03393465544407581, -0.6220272188385327]","[-0.14415072553480668, -0.07368971345325315]","[-0.8915537938475608, 0.7879272343590857]","[1.4230512149011094, 2.447071785790225]","[0.5014421897629897, 0.5482112823054195]",,"[-2.2583828926086427, 0.4030699404577414]"
08 11 15 0 59 0.0000000,"[-0.75716148254772, -0.12361676953733003]","[0.1837379321766397, -0.01733152947078148]","[-0.8479900936062417, 0.14761369700512184]",,"[-0.7494474002470577, -1.4551097909609485]","[-0.1654068503218391, -0.31007310797770815]","[0.13694208956634002, -0.29376500782867276]","[-0.5286438658833503, 1.1265348883345725]","[1.5868170029794175, 2.634243602616092]","[0.24702350373069448, 0.4912071285769344]",,"[-1.2616648584604264, 0.604649809251229]"
08 11 15 0 59 30.0000000,"[-0.22624795821805765, -0.08438542447984254]","[-0.1821925207662085, 0.2142613194261988]","[-0.05390141703439566, 0.7625016498096873]",,"[-0.10281970587869527, 0.8881239732106518]","[-0.15723472569758679, 0.3292043353120486]","[0.18206338680659728, -0.5063792013873657]","[-0.9595918998122215, 1.2589103670790793]","[2.0947421110545594, 1.8818008850639067]","[0.2906617032984893, 0.21629348974674945]",,"[-1.3078434377908708, 0.37095184351007143]"
08 11 15 1 0 0.0000000,"[-0.11823885080714991, 0.21172489263117278]","[0.17336235049491133, 0.16643464186539253]","[-0.256860403197535, 0.5308315532930781]",,"[0.04707585784296153, -0.23925860325495485]","[-0.5679670471387603, -0.07325042833884554]","[-0.8869204288038115, 0.017385751629869106]","[-0.18107656091451646, 1.3012950213626029]","[1.2876350499068696, 2.9813361565892897]","[0.16262766296664877, 0.3670279143378139]",,"[-1.2427622884511949, 0.37486408377687136]"
08 11 15 1 0 30.0000000,"[0.13250971647600363, 0.05272150076925719]","[-0.01586624380821977, 0.3107208124672373]","[-0.6068132052595696, 1.178446449590533]",,"[-0.0028405436625087432, 0.33654081722100493]","[-0.7710930082636573, 0.004829465846220682]","[-0.654154828718553, 0.3485271340856949]","[0.13507318049669265, 2.311263972707093]","[0.9259228474770982, 2.315285945994159]","[0.3602204280594985, -0.019733289070427373]",,"[-1.1849930942058564, 0.8163107904295127]"
08 11 15 1 1 0.0000000,"[0.12290019604067037, 0.14017923213541472]","[0.3684668377352258, 0.46246841171135505]","[0.11878176234411386, 0.9511800038345744]",,"[-0.32142707196374776, -0.336195663611095]","[-0.668716927214215, 0.16067558477322263]","[-0.24529401861752076, 0.039697811628381374]","[0.29255458265542983, 1.8656055273488166]","[2.164441994515558, 2.146416301590701]","[0.27322238261501, 0.03877074103802447]",,"[-1.189790090918541, 0.8624283048013847]"
08 11 15 1 1 30.0000000,"[0.0055911696205539485, 0.36473257876932585]","[0.24398490640645232, 0.2832550964628657]","[0.3560423424069801, 0.620975934220164]",,"[-0.050929287945231216, -0.3378656665484119]","[-0.9190604883867004, 0.38835489700237913]","[-0.1907285069736342, 0.28700067164997256]","[0.23262859433889388, 2.000159108825028]","[1.190137109843393, 3.2739874969546996]","[0.2676146286229293, 0.0766250697895885]",,"[-1.1477724373340608, -0.4184213606019815]"
08 11 15 1 2 0.0000000,"[-0.15167906818290522, 0.06269769407808745]","[0.07936969998603072, 0.05506044247498115]","[-0.399803815263041, 0.404744752002566]",,"[-0.469555954014262, -0.24572607974211458]","[-0.7096825290160873, -0.20235814203818636]","[0.2414551610437532, 0.9290980553875366]","[0.2959876909852028, 2.1318045945838096]","[1.3313786453877885, 3.7873209963863097]","[0.5919593232373397, -0.16391127724200483]",,"[-1.5003748446702958, -0.20309470867117246]"
08 11 15 1 2 30.0000000,"[0.23842483075956533, 0.19050124324858153]","[0.0994229525638124, 0.19755869725098213]","[0.45761282942938, 0.2924918460377146]",,"[-1.5412956425299251, -2.2748783687750507]","[-0.18594292287404324, -0.11711552788813906]","[0.07124876327191787, 0.18254338266948855]","[0.09887577146291732, 1.6775909008458258]","[1.525612152305742, 3.2258618722980223]","[0.44912574763099355, -0.03120788354426618]",,"[-1.7647824198007585, -0.005208122481902437]"
08 11 15 1 3 0.0000000,"[0.23905201318363378, 0.18148970641195739]","[0.11826242360596861, 0.23645840206493934]","[0.21592076323675302, 0.20193807060798896]",,"[-0.5449817874779308, -2.00773260096709]","[-0.25290985886628414, -0.4513904010256131]","[-0.14746259801710648, 0.21708509388069308]","[0.3023273304104805, 2.4969079883769156]","[0.4074596382056672, 2.2878876130407058]","[0.615004728982846, 0.34776276927441363]",,"[-1.811098000407219, -0.2565923807521661]"
08 11 15 1 3 30.0000000,"[0.04845631929735372, 0.3100652698427435]","[0.07954311224942412, 0.25662906089176735]","[0.14140044353651193, 0.4984690922029902]",,"[-1.3811417171110714, -3.4572121957937885]","[0.12739687676851963, -0.36736497332652407]","[0.0929241488066812, -0.18130394754310453]","[-0.10294861048460008, 2.375547075457871]","[2.125200457063814, 2.1522948394839965]","[0.9085008310774962, 0.19266896527260546]",,"[-1.9142947256565095, -0.6172373918195565]"
08 11 15 1 4 0.0000000,"[0.14757484259704778, 0.12498812414705718]","[0.23507667186980452, 0.4301191530500849]","[0.5211493094985404, -0.05255753521838891]",,"[-1.1177332797398174, 0.0030716647704434052]","[0.3219791602653763, -0.5443865512808164]","[0.07478754318629699, -0.20243805584808194]","[-1.1143213406205177, 2.2369837703183295]","[0.7470647759114701, 2.759685079318782]","[0.751420538375775, -0.1265689523890614]",,"[-2.104186496138573, 0.03225250268975894]"
08 11 15 1 4 30.0000000,"[-0.1642002531637745, 0.13739697672426665]","[0.2607236638975641, 0.1913379988943537]","[-0.17304380037141653, -0.8780418259374212]",,"[-1.372425953422984, -0.5493973950545001]","[0.45647946263973926, -0.6149794613321622]","[-0.3045878177198271, -0.5120040470113357]","[-0.6377694353461265, 2.3835490139201285]","[1.2914424456035096, 0.7029625277345382]","[0.9108468549946944, -0.1411762477830052]",,"[-2.169078251719475, 1.2754861983160177]"
08 11 15 1 5 0.0000000,"[-0.31508348075052073, 0.16282773055136168]","[-0.05720409151787553, 0.41300206997742256]","[0.8617690225665489, -0.8794542474023412]",,"[-1.2675736495604122, 1.669279902180035]","[-0.16005351130540157, -1.1869111066063245]","[-0.6026436229857306, 0.3196296251068512]","[-0.8880740597844123, 2.3522228540852668]","[1.5090970910464723, 3.001060227615138]","[0.3376296567420165, -0.06854475457221265]",,"[-1.503322994709015, 1.610496577868859]"
08 11 15 1 5 30.0000000,"[-0.04873535720010569, 0.3863239441066977]","[-0.14957177784914766, 0.3403942994152506]","[0.01865826748060373, -0.4308200401536535]",,"[-0.379447231565913, 0.6899026920398068]","[0.13360638435309147, -0.5523225372036298]","[-0.3936662440809111, -0.24415454206367337]","[-0.010543455183506023, 2.6211429627612235]","[2.2506455696498353, 0.7996517966811858]","[0.3606074261168639, 0.40982217174023394]",,"[-1.4812615424394608, 1.5618593963483969]"
08 11 15 1 6 0.0000000,"[-0.49990104821821024, 0.1175451878458258]","[-0.34546846297259126, 0.6440072766815623]","[0.11779247425245432, -0.09445468311229455]",,"[-0.22814163056512715, -0.04183198610941652]","[0.30773756171887134, -1.3052265500028928]","[-0.7857163017305235, 0.31505002143482363]","[0.1263678178191185, 2.248254695720971]","[1.8760800726090867, 1.0365131448333464]","[0.5835333275298278, 0.09334430675953631]",,"[-2.040733939409256, 1.9963179948429266]"
08 11 15 1 6 30.0000000,"[-0.22693846312661936, 0.023721531406044605]","[-0.0056148335027197405, 0.3768016062056025]","[-0.008159411924608673, -0.2887929153911184]",,"[0.154261162007848, 0.6751975854237866]","[-0.28410771970326687, -0.4885456417997678]","[-0.9462440972837309, 0.1580439216146866]","[-0.40517907291650773, 2.2405996711924674]","[1.374843633857866, 1.748954812747737]","[0.8920470433930556, 0.24490975420922045]",,"[-2.762922963500023, 0.17204475129644076]"
08 11 15 1 7 0.0000000,"[-0.26824038413663676, 0.11059972681105101]","[-0.09256578382725511, 0.3997609130417307]","[0.5418651273076454, 0.600744091225474]",,"[-0.10187653688093068, 0.16619059344132658]","[-0.6236942980128029, -0.2855482851465543]","[-0.6733696600111823, 0.09531952502826846]","[0.6160421177744866, 2.30782125312835]","[2.302387914744516, 1.9164436410491668]","[0.19931664640704794, 0.32724057715386157]",,"[-2.503392419219017, 0.08114056016008059]"
08 11 15 1 7 30.0000000,"[-0.4396994033207493, 0.03507977761328185]","[-0.03522780683512483, -0.1404834427560369]","[0.7215739359681526, 0.88372436935982]",,"[0.7295832684884465, -0.9944263259569812]","[0.15990743304913257, -0.4401035313804944]","[-0.4007773762258391, 0.1470011925945679]","[-0.15616520196199418, 3.3100795241072776]","[1.4106832958136994, 2.416804949504634]","[0.46543904716769857, 0.4720629064366222]",,"[-3.1115502625703813, -0.16335702215631803]"
08 11 15 1 8 0.0000000,"[-0.46609412071605494, -0.03847226463258302]","[-0.11499165889496599, -0.2819726057971517]","[0.8143213709418693, 0.5548853355177332]",,"[0.6088197729239857, 0.11995391448338744]","[-0.30608571801955486, -0.49893233229716616]","[-0.2443209802421431, 0.44461456003288424]","[-0.3635819897055626, 2.2018422873690726]","[1.9042916066323716, 1.5638133238380156]","[-0.012529794623454382, 0.6833027360960842]",,"[-1.9829529732465745, -2.549332114805778]"
08 11 15 1 8 30.0000000,"[-0.22750626442333033, 0.1526718888431784]","[0.15407518151526656, -0.2921227105582754]","[0.30933398209261087, 0.4724123256929804]",,"[0.3735519847522175, 0.5970687111218762]","[-0.25619674210126187, 0.11541561732689543]","[0.06974695719157653, 0.10252766373256839]","[-1.0472420051693916, 1.658663103170693]","[0.3110923982535798, 1.8379937957351409]","[-0.32013105278213816, -0.03258396107703443]",,"[-2.5333880841732026, -0.7545384344955285]"
08 11 15 1 9 0.0000000,"[-0.34953021196027567, 0.48174211420118773]","[0.26109842065100874, -0.21722728392730156]","[0.6658894439761558, 0.5549703019388605]",,"[0.366041084254781, -0.03250436584154848]","[0.3155945342344544, 0.3228542650739352]","[0.4989642137972017, -0.08004514810939634]","[-0.005805049836635601, 1.0553522201254966]","[2.686671859708925, 1.9246427218740187]","[-0.4710664940377076, 0.015253221802413508]",,
08 11 15 1 9 30.0000000,"[-0.3329786950101452, 0.49037736691534484]","[0.18400591465954985, 0.019548918989797437]","[0.3290211280410209, 0.0477600323685099]",,"[-0.07415887204309346, -0.5839700708786655]","[0.3389961373371384, 0.3209139997760455]","[0.6828678781477113, -1.072863339756926]","[-0.3364864930510521, 2.3504351319745185]","[0.8109615660582978, 2.500638822776576]","[-0.5591425192852815, -0.14981109816581006]",,
08 11 15 1 10 0.0000000,"[-0.17750234839816859, 0.5503538403660055]","[0.024683585794021745, 0.03403725841393074]","[0.1766948422019401, 0.8516002374418665]",,"[0.4874692759166157, -0.015557886163394485]","[-0.10520279888684536, 0.22455905328194303]","[-0.3261315812977652, -0.3023718738307556]","[0.07870971709489821, 1.80852546710521]","[0.35232832202066966, 2.478783930403491]","[-0.40421382014950114, 0.048256850056350276]",,
08 11 15 1 10 30.0000000,"[-0.22170205352206995, 0.6968233440071341]","[0.06780930462603774, -0.2358455844844381]","[0.5968848486964622, 0.3843407856949259]",,"[1.3371666571746266, -0.4639632264773059]","[0.3816268395942948, -0.13823321511348086]","[0.5168472612587114, 0.8089044398317734]","[1.1445153459906579, 1.61555089969188]","[-1.0514618538940947, 3.3592053453748427]","[-0.20046455090244608, -0.15228276867419477]",,
08 11 15 1 11 0.0000000,"[-0.20329736111064722, 0.24688456989824736]","[0.3744955867839357, -0.12613836309562126]","[1.2831317802493492, 0.12967997069439186]",,"[2.0058618387828266, -0.48845134774843935]","[0.20015896375601505, -0.4244298790891965]","[-0.35929486059273286, 0.5555161839971939]","[0.8869883969426156, 1.349372515268624]","[0.2824948198472459, 1.5597665409867965]","[-0.14137515847881632, -0.19449500162154432]",,
08 11 15 1 11 30.0000000,"[-0.28820063111682703, -0.221563279256225]","[0.14974877837424483, -0.06822230300555626]","[0.6431603600804725, 0.09446176166614784]",,"[0.21334617349008678, 1.160737737019856]","[-0.3015123951869705, -0.09794710626204806]","[-0.4234436368259291, -0.019445478295286533]","[1.1361717239022255, 1.33507376331836]","[1.8518292374288041, 0.9876778821771346]","[-0.33261785333355265, 0.4189210591837764]",,
08 11 15 1 12 0.0000000,"[-0.007552831744153998, 0.2492069605737921]","[0.2285757422757646, -0.23674835643420616]","[0.45521076224493173, 0.8860934602745463]",,"[1.019205128277341, -0.42881180445353273]","[-0.3915752369600036, -0.434921429057916]","[-0.37072779887045426, -0.3485688560952743]","[0.8876699462532998, 3.092979276366532]","[2.2105839169894654, 0.9539403717344008]","[0.08513287777702017, 0.5739975033327938]",,
08 11 15 1 12 30.0000000,"[-0.5891590559234219, 0.19826552309095824]","[0.19720887991910185, -0.0004754998410741451]","[-0.24908989466977927, -0.33383964722076165]",,"[-0.500195602451762, 0.19117730756600615]","[0.36210049207632755, -0.15089492549498873]","[-0.11727963291729493, 0.1409437215576569]","[1.081326986849308, 2.8466357382014396]","[2.3117185599481065, 2.7559789817159377]","[0.32133093054095907, 0.5609259663149715]",,
08 11 15 1 13 0.0000000,"[-0.39021508333583643, -0.3181882198899988]","[-0.09210932400698457, -0.09044704219947258]","[0.5512299110715309, -0.6496134621373724]",,"[0.6670503965268528, -1.072754324475925]","[-0.5805807459789016, -0.23628939737876253]","[-0.5703678866537909, -0.5995809578647217]","[0.7719470068812371, 2.581808918900788]","[1.0442551887904603, 2.3602117996041976]","[0.271857778976361, 0.26641792636364703]",,
08 11 15 1 13 30.0000000,"[-0.21385273275275996, 0.02067811824381316]","[0.09174675348525252, -0.5074130930627385]","[0.7137527485911765, -0.9402235222331594]",,"[0.8601397028813755, -0.057875962058703934]","[-0.6199181575017669, -0.4153746371467908]","[0.04038364536439376, -0.053766339396437046]","[0.7118958488106728, 1.6078576834872367]","[1.565637371626993, 1.7706793199603759]","[0.4429014580945174, 0.23590782862156634]",,
08 11 15 1 14 0.0000000,"[-0.2172068872799473, 0.02142831720411742]","[-0.06117937859768663, -0.21058118722091118]","[-0.5193701068337044, 0.4680275100000788]",,"[0.3461827984700596, 0.10766638716061827]","[-0.41153826300675656, -0.09802927126487093]","[0.045439795621981194, -0.3843486451854309]","[0.442965592443943, 1.7494761290028693]","[1.9564019210015733, 1.7632707606380187]","[0.3998056607941787, 0.27909432929009204]",,
08 11 15 1 14 30.0000000,"[-0.07510957804818919, -0.3327008035033945]","[-0.1583212554144362, -0.08480553707728783]","[-0.4096383879358849, -0.35547394280353295]",,"[0.7806565663466847, 0.8826781352361035]","[-0.07364354018742825, 0.08933867464462919]","[-0.028812958827863167, -0.9132049524535736]","[1.0066740170121193, 1.2136435599997641]","[1.8018298811589677, 1.1897631089513503]","[0.31253878350059194, 0.3924829719588161]",,
08 11 15 1 15 0.0000000,"[0.12190881433586309, -0.6553982194513086]","[-0.22726778831953798, 0.0496497563396891]","[0.46274566851305154, -0.8674742800466131]",,"[0.658793216074506, 0.07571114500363585]","[-0.1167882430988052, 0.6251880223552386]","[0.3527760515299936, -0.5147408985843261]","[0.8014720484614373, 1.1110188754275443]","[0.032710424748559674, 1.776125143033763]","[0.2887686150769393, 0.5588875470682979]",,
08 11 15 1 15 30.0000000,"[0.3010432800898952, -0.27804078124463594]","[0.2558707729292413, 0.14288982370247444]","[1.3568403889958778, -0.6334899735919546]",,"[-0.4577004858603084, 0.9347706278165173]","[-0.23706511144215847, 0.2386517221728961]","[0.22589137501393752, -0.33342797992130124]","[1.4861211881041527, 0.9269262196496131]","[0.008540383664270124, 1.7468368660037719]","[0.0597765552500884, -0.14046038109809156]",,
08 11 15 1 16 0.0000000,"[0.1379729068527622, -0.14434930644929445]","[0.06537218991046156, 0.11607505002369484]","[0.19019493661569742, -0.7217744809857916]",,"[0.5294614187131321, 0.23642764886220213]","[0.3143427621883652, -0.23222865213950472]","[0.15136350787555175, -0.17532028195758664]","[0.6926655873656273, 1.7785946669057013]","[-1.8971657090509932, 1.3007191817586623]","[0.2536501693228881, -0.16872919518500562]",,
08 11 15 1 16 30.0000000,"[0.07761453154186437, -0.2719233479350809]","[0.1219587087941667, 0.11027367034306129]","[-0.9159108082230172, 0.5808486568458964]",,"[-0.35944596913953664, -0.19274421135584596]","[0.4935953568977616, -0.021152332921822836]","[-0.6739600961717467, -0.7495153987159332]","[0.5620493546128273, 1.8900717290118338]","[0.18255593546976634, 1.0278959821288787]","[0.44396930510799093, -0.18235930223017927]",,
08 11 15 1 17 0.0000000,"[-0.03948382971187403, 0.05057010091841185]","[-0.06538955268139635, 0.06027619161953529]","[1.1315637697999397, 0.05098512048801673]",,"[-0.2367894002546871, 0.021999969085056748]","[0.472091029242923, -0.5812807982166608]","[-0.2386795719775061, -0.27346603510280454]","[1.0309219613671303, 1.3586345406249167]","[-1.0670652472103637, 1.4375038842981063]","[0.5795682030419509, -0.14316732604056592]",,
08 11 15 1 17 30.0000000,"[-0.1497995921721058, 0.22712016142904723]","[-0.10111288127178941, 0.38171556213249763]","[-0.6261039803202233, -0.10262738888183343]",,"[0.4235279312978184, -0.6451247344414401]","[0.4095929961962006, -0.4098562156160672]","[-0.18124518447245164, 0.5564682042847077]","[1.3744756534695626, 0.5217918248847129]","[1.0083338386689622, 1.4459077666824065]","[0.5947328763703505, 0.058248182944953486]",,
08 11 15 1 18 0.0000000,"[-0.08321942326923182, 0.2270165536552664]","[0.16446540358786788, 0.2952069602285822]","[-1.4571433345253548, 0.28012999172291053]",,"[0.9471615603814518, -0.7337000528971362]","[0.26773380752032017, -1.7120553409059842]","[-1.1244390895279746, 0.3009517497072617]","[1.516815121471882, 0.6213146241381766]","[2.138861647931238, 1.5935858588044844]","[0.37480596775809927, -0.03790072519332166]",,
08 11 15 1 18 30.0000000,"[0.2379032230625553, 0.14299868084490264]","[0.1478468537641069, 0.4442205242191752]","[-0.0812196413452706, 1.0557013380058695]",,"[0.682290901864568, 0.09293804963429686]","[0.16151980574553226, -0.8926730160911878]","[-0.30221561991299195, -0.27683746752639615]","[1.274980317056179, 2.0974626930430533]","[0.14248005220045634, 1.6845786224429808]","[0.19071523422996206, -0.6155001761391758]",,
08 11 15 1 19 0.0000000,"[0.03652891578773687, 0.3370750252157446]","[-0.028039546279857497, 0.03796399751057228]","[-1.013488171475657, 0.8146380114086558]",,"[0.4632549932847416, -0.6532897065083194]","[0.4538631391090653, -1.3935520057876905]","[0.05021704829608398, -1.7023581707229218]","[1.6643895015120507, 2.332331472821534]","[2.3351944006358583, 2.416795099837085]","[0.12164990181724233, -0.17450524289160962]",,
