epoch,G03,G06,G07,G11,G13,G16,G19,G21,G23,G25,G27,G31
08 11 15 1 19 30.0000000,"[0.04248347940544317, 0.36740699447691405]","[-0.030214020578811507, -0.12538713595519463]","[-0.46651845969510886, 0.8944073247440745]",,"[0.2500486424813664, -0.049032644430797134]","[0.7321292709869645, -0.8821903472145398]","[0.009980113276590874, -0.4718529724826416]","[0.7664176627993584, 2.22583543676883]","[1.9362592763577897, 2.5420471380775176]","[-0.23714016800125437, -0.5510713847354054]",,
08 11 15 1 20 0.0000000,"[0.30762583824495504, 0.5361858908087012]","[-0.033675843446205, -0.2403193005050222]","[-0.6360202709610543, 0.7781823801525523]",,"[0.18251619252065776, 0.966876788934071]","[0.6323299508852265, -1.4914593105514844]","[0.4381831148949762, 0.35092851581672824]","[0.9668224409222603, 3.1397934498265387]","[1.041583604303499, 2.3863220612828933]","[-0.11760586922367411, 0.0031603781506419626]",,
08 11 15 1 20 30.0000000,"[0.4750613427410526, 0.3776331249624487]","[0.016257470877220292, -0.2464557625974218]","[-0.48670488395047995, 0.6133046227224757]",,"[0.5792035511384404, 0.7913351645072293]","[1.005587260083606, -0.9627122436960538]","[0.21646235234414535, 0.063828424240152]","[0.8232220068573952, 4.361594253964722]","[1.808296716896196, 1.7351975987975798]","[-0.5158999455471833, 0.24225542526692156]",,
08 11 15 1 21 0.0000000,"[0.2574167183289928, 0.10205318070948088]","[-0.46024269011492525, 0.09138978638996681]","[-0.16440649129701468, 0.435806267214625]",,"[-0.11117584494253041, 0.4871337552865338]","[1.1413748365206025, -0.487622365852197]","[0.1443796763507028, 0.10382215740780032]","[1.0945522144436837, 3.465021902509034]","[1.6239323533450563, 1.451019461018344]","[0.06711038524905844, 0.11659589987248187]",,
08 11 15 1 21 30.0000000,"[0.3176194510112209, 0.08402344621717894]","[-0.5004531457709769, -0.01737663528571526]","[0.5621323009555259, 0.19844561095318092]",,"[0.08832942458490489, 0.7211909582217526]","[0.39537043388312076, -0.5680589829881986]","[-0.18900633507097764, 0.1902693218241135]","[0.9166446432471276, 1.8673538060858847]","[1.6520842082177598, 2.1152081589524947]","[0.024215053270260523, -1.0006448419764638]",,
08 11 15 1 22 0.0000000,"[0.2595353207240505, 0.35215181149542296]","[-0.2700991645144919, -0.17335029325137535]","[0.49611492655920175, 0.026040338230936655]",,"[0.022399415696660263, 0.9389606108268094]","[0.18966696675245975, 0.050191610554854105]","[-0.5973356356533865, 0.49177539410690463]","[0.8724359229207039, 2.9043277891352774]","[1.8636899060880143, 2.927415291530391]","[-0.007336993267138769, -0.4161556156352162]",,
08 11 15 1 22 30.0000000,"[0.017565191412965753, 0.09902943708002532]","[-0.3640366360234717, -0.2235319801295797]","[0.40485210917638925, -0.11413242642799126]",,"[0.8522784015784657, 0.5718082179625821]","[-0.23192057494694973, 0.6004046345750491]","[-0.1273381700428824, 0.7835077053556839]","[1.0653556987643242, 1.650678017921746]","[2.225412733045717, 2.3491080056255065]","[-0.18522257034977274, -0.6113878877833485]",,
08 11 15 1 23 0.0000000,"[0.06470897110799978, 0.010386675968765857]","[-0.2046614601897696, -0.13431950292239586]","[0.2543813904349723, 0.02546470637401832]",,"[0.04386127504209636, -0.1383576701084781]","[-0.29259266440446163, 1.1719793076316516]","[0.4559069807020326, 0.2720946973810593]","[0.5234679237008095, 1.239148625917733]","[2.060109398451944, 2.174264604908725]","[-0.5880247396727403, -0.7099934162572026]",,
08 11 15 1 23 30.0000000,"[0.028346680725614526, -0.3188741352409128]","[-0.12657805678124223, 0.11182416596760353]","[0.7240806838099876, 0.07254775638660682]",,"[0.7555963745961582, 0.6993584026892972]","[-0.5831498998838165, 1.4274008716146152]","[0.45036842025195556, 0.22993673446277774]","[0.8181408897042275, 1.9030435921624305]","[1.0885938025390107, 1.909189934593936]","[-0.666833330442508, -1.1370671631768345]",,
08 11 15 1 24 0.0000000,"[0.10878011646370123, -0.395473658666015]","[0.22619498375182356, 0.3068306259190043]","[0.4129382093970695, -0.049192882823140494]",,"[-0.5983703532566631, 0.5784871717294049]","[-0.7063517618613937, 1.7082967008153598]","[0.5886774370757242, 0.6297737813244263]","[0.8913677886128426, -0.27969301324337703]","[-0.24570881656060628, 2.3717915813749038]","[-0.8746727747221787, -1.543698856420815]",,
08 11 15 1 24 30.0000000,"[0.2351672804603977, 0.034300133958458545]","[0.3033685446095964, 0.09556653716911873]","[-0.5067587623770318, 0.3732204961307932]",,"[0.6679924926410115, 0.012042595942814316]","[-1.0142819482522705, 1.3416209066907565]","[-0.28965566956127686, -0.16574835715194547]","[1.091238732635975, 0.5612499805167319]","[0.7980542845403154, 2.414341236216327]","[-0.4915776742001374, -1.6535466553643345]",,
08 11 15 1 25 0.0000000,"[-0.10993510422607233, 0.10987615622580016]","[0.1562198087883493, -0.4194154032195608]","[-0.49404866792512747, 0.5222176092394282]",,"[0.5173890045533573, -0.5199306915203739]","[-0.7394155759053924, 0.7554894829789798]","[0.14570200539504485, 0.14993725779155886]","[1.414878885447979, 3.1737442554906012]","[1.5433645165835816, 2.8314830760781966]","[-0.514065403987964, -0.6186972500756382]",,
08 11 15 1 25 30.0000000,"[-0.28385938641925623, -0.14220796488225496]","[0.23778460773949828, -0.15511411807189385]","[0.0575059970443168, 0.3226425277717997]",,"[-0.6145839044203365, 0.8222590823968243]","[-0.9215336937146881, 0.5332213635245959]","[-0.2349487086447577, -0.35831895408531034]","[0.5032559141516686, 2.985144147463143]","[2.3520228184138734, 2.6798061679427825]","[-0.6121473354597886, 0.21040921490639453]",,
08 11 15 1 26 0.0000000,"[-0.10749380973478129, -0.16941989921033418]","[0.10666182491307463, -0.25285467884192864]","[-0.12562534012151572, -0.03261538569846856]",,"[-0.5655352273335064, -0.18349330226580385]","[-0.12632851783807064, 0.40946017156044645]","[-0.9496622075947623, -0.244673773025473]","[0.702943529188633, 1.9902929605916144]","[2.3865274406348664, 3.8001553665225707]","[-0.3080409509440263, 1.053994214348495]",,
08 11 15 1 26 30.0000000,"[-0.2928759300460415, 0.3855161074548956]","[0.16109834465508666, -0.38017206272731224]","[0.17572660945104746, -0.19784515325942742]",,"[0.25355025144914745, 0.43330836196740385]","[0.2453631412548325, 0.5268981004754703]","[-1.2883697366031508, 0.6442577398071686]","[1.6153091296553612, 0.8299742283299567]","[1.6821901864682633, 0.3648964266603194]","[-0.21627201562126475, 1.0547098277136684]",,
08 11 15 1 27 0.0000000,"[0.04778311463693807, 0.37901848591864074]","[0.20872220251088347, -0.6183486916745702]","[0.06416478954004434, -0.2749582452050756]",,"[0.4148973128447926, 0.32416227360566374]","[0.49789668138449406, 0.38943894157807035]","[0.00022238589202361325, 0.712345868969957]","[1.2189433380961419, 0.9419047178700568]","[1.1676003403340776, -0.15676634504149334]","[-0.04014198904236155, 0.14143515210598712]",,
08 11 15 1 27 30.0000000,"[0.1056652149806423, 0.36232528127729857]","[0.06466355028872695, -0.8206740357602635]","[0.5010525455300727, -0.473702274011762]",,"[0.6156024983773625, 0.026380940278370346]","[0.9160228025478623, 0.2616164381305377]","[0.10301155693208175, 0.7112029201040665]","[1.1805284276604653, 1.1372567208483817]","[1.9773003525411088, 0.364554012877246]","[0.2306272941331069, -0.1900642009451985]",,
08 11 15 1 28 0.0000000,"[0.029631309832136132, 0.17110203243792022]","[-0.0666614785480002, -0.6482794322694341]","[0.19954563878225473, 0.3262258994110514]",,"[-1.324543649827441, -0.7531030188004184]","[0.5794433754247925, 0.09541001866261167]","[-0.09402475409830613, 0.3185484564552704]","[0.5177495881915093, 2.1412388475611808]","[2.4440672315036256, -0.09989345564196483]","[0.33540005559722585, -0.08931488711386915]",,
08 11 15 1 28 30.0000000,"[0.1535409769664211, -0.07365874908864534]","[-0.11399798241133485, -0.3207091577971975]","[0.24727018378423837, -0.28975940470615136]",,"[-0.20050715891023518, -0.6004252145687747]","[0.733834604577472, 0.07639594326416654]","[-0.17289179467285676, 0.14536359968284762]",,"[2.663008368698259, -1.0837556023771562]","[0.12970648283759756, -0.23956569451838727]",,
08 11 15 1 29 0.0000000,"[0.041781269634763696, -0.015850096568465588]","[-0.09543972608322893, 0.08103814342369636]","[0.5574504455153861, -0.04028800849834191]",,"[0.25558791073660014, -1.3828143636385608]","[0.7891155731243393, 0.22378733704487486]","[-0.5335013856800894, 0.0981938845167557]",,"[2.599613419858118, 0.5470785300557814]","[0.2433865624169509, -0.19293349403887983]",,
08 11 15 1 29 30.0000000,"[0.17054474415878484, -0.15646113418042695]","[0.08185711357121672, 0.08626807847370704]","[0.03162440858530191, -0.007754407571942679]",,"[0.6811435422549641, -0.08232180873553041]","[0.7774663221401474, 0.6125361616412799]","[0.2619752893534799, -0.6636951261510452]",,"[2.1339851088201005, -0.4219511647398271]","[-0.15029086594780283, 0.283840080909431]",,
08 11 15 1 30 0.0000000,"[0.16189978333810995, -0.27823325954377687]","[-0.3470800235557059, 0.19740454473843178]","[-0.484964771049746, 0.48978357787212623]",,"[1.481268232191602, -1.3722484419743228]","[0.409526686028888, 1.1350504154960315]","[0.16198554731284576, 0.1025244748840729]",,"[2.7328519291554887, 2.118097449404498]","[0.02186449940005941, 0.01861678641289477]",,
08 11 15 1 30 30.0000000,"[0.02046565028528402, 0.3851949576288458]","[-0.0375748365807036, 0.07959989824642738]","[-0.38809890844179007, 0.5569269287117411]",,"[0.8904479792962467, -1.3205501894156146]","[0.2341316592258713, 0.5908619160453479]","[0.4939486915556093, -0.2196728580941757]",,"[2.31040341326346, 2.8320419143264495]","[0.583390365789334, 0.4054468331858516]",,
08 11 15 1 31 0.0000000,"[-0.15280507442851832, 0.21436478234827483]","[0.1686004460168382, -0.12509066245208184]","[-0.3418860415394387, 0.4725228774078776]",,"[-1.2738252678265178, 0.2847002287705731]","[0.04126128073160862, 0.3623892957965533]","[0.526535869607081, -0.2672918730725845]",,"[2.4775344199811418, 2.2143210272615157]","[0.21718169326583547, -0.02059028465300794]",,
08 11 15 1 31 30.0000000,"[-0.17845263270040324, 0.21692971922457183]","[-0.07374283817286287, -0.06081770739207665]","[-0.9273363182718835, 0.4196488785274912]",,"[0.1504157236466801, 0.14203837414582487]","[-0.06191117052609707, 0.6443418557445209]","[0.34959258235370116, -0.030628442143400547]",,"[0.9986802405988175, 2.189206788999339]","[0.48151899452010793, 0.02058114688843493]",,
08 11 15 1 32 0.0000000,"[-0.4221929380049305, 0.372488513961434]","[0.1268642977190515, -0.01920327922950188]","[-0.4131823907072625, -0.09779094879546868]",,"[-0.7550885030378902, -0.19946424762408022]","[0.19091449196760868, 1.2029883707563083]","[0.17397803909455734, -0.7328867906083664]",,"[1.1661532438670594, 2.393658245665332]","[0.6659167515734832, 0.6205383596941829]",,
08 11 15 1 32 30.0000000,"[0.12502268763879965, 0.33371266759932006]","[0.0003877640080949263, -0.34401378414283196]","[0.17809558115648416, 0.1872694420345713]",,"[0.30412751945356487, -0.9740362326304126]","[0.17083176489298557, 0.5206681335965793]","[0.016720236310114434, -0.33115537402530515]",,"[1.2419403708850343, 2.4276119123523436]","[0.43043178642789526, -0.26371701974421735]",,
08 11 15 1 33 0.0000000,"[0.054372944558660485, 0.1800759289413687]","[0.15468332025532927, -0.1681844480956594]","[-0.2234434465344033, 0.13779068763336433]",,"[1.3237373879800236, 0.6293380250533414]","[-0.42396301512295986, -0.5466959332426389]","[0.37820071078216033, 0.3962785011778275]",,"[2.0007078565036256, 2.498697588903209]","[0.280687007556359, -0.5985220463946461]",,
08 11 15 1 33 30.0000000,"[-0.3049570315827923, 0.726613030210137]","[0.3156862542343637, 0.3099380544697245]","[-0.15470827915025565, 0.5569416957624842]",,"[0.346672569836179, 0.8632640530665707]","[-0.26557463888699795, -0.9941761945684751]","[0.5886393422571321, 0.3850469595442215]",,"[2.2641885645066697, 2.2835681687419616]","[-0.4021922988196214, -0.4262767078354954]",,
08 11 15 1 34 0.0000000,"[0.4859231567631168, 0.3396571878343817]","[0.21658189448838439, 0.13004715361942848]","[-0.14409678973508688, -0.1369672638646673]",,"[0.5983588597426808, 0.49884797533353087]","[-0.06714183573300625, -0.48011946727832155]","[-0.062019600501904915, 0.5583220875511566]",,"[2.186488128391405, 2.246077398521205]","[-0.5190589395662148, -0.3872743489220738]",,
08 11 15 1 34 30.0000000,"[0.4464169895897312, 0.43793122507631743]","[0.2578949615669748, 0.5460220835482081]","[-0.4561763385708413, -0.13818826501289116]",,"[0.09353061529497264, -0.4633078287045169]","[0.1685401898187897, 0.0010215337077776887]","[-0.3629256328257422, 0.842313320065538]",,"[2.9627693510924775, 2.2756587366883956]","[-0.7797200647493203, -0.3199329467490315]",,
08 11 15 1 35 0.0000000,"[0.3753412446628017, 0.5517698381096121]","[0.04920049610858168, 0.5712144187962016]","[-0.19216279484582754, -0.12282364790359246]",,"[-0.10138633338113667, -0.18975406984488252]","[0.16893586035196995, 0.32812136361996336]","[-0.8704926808985571, 1.2274957007418075]",,"[2.108348927584787, 2.198011289102336]","[-0.5172703531881173, -0.43377722222357984]",,
08 11 15 1 35 30.0000000,"[0.22017546805242727, 0.12875631488859618]","[0.06601402762656416, 0.3332277796541651]","[0.00486192308115152, -0.8018788767329763]",,"[-0.27392643180986287, 1.0039618452390027]","[0.19571820910399174, 0.8083217586080234]","[-0.6683276137026648, -0.03488570389648282]",,"[2.157353378025194, 3.2200170557325087]","[-0.40838645820816355, 0.29922399502247576]",,
08 11 15 1 36 0.0000000,"[0.11698290767769048, 0.1664188209921118]","[0.1924153104734918, 0.12820627906670173]","[-0.014358294981249298, -1.217996634291799]",,"[0.5475950142989552, 1.044887094696362]","[0.14231624718134617, 1.42177109370629]","[-0.27697737418736024, 0.13280899884800113]",,"[2.2956618584071595, 2.959837491375705]","[0.17058264786998434, 0.21942365746945147]",,
08 11 15 1 36 30.0000000,"[0.46625550898412893, 0.14754235781729186]","[0.07399951520686354, 0.37782190361370643]","[0.13916535876440195, -0.864481247710378]",,"[0.20218304308752177, 0.056684507926304306]","[0.4054413538736603, 1.0958312297860782]","[0.15846517778312164, -0.11638595101734006]",,"[2.5312161363040406, 2.5016712199275695]","[0.5123680936793487, -0.5426969917491078]",,
08 11 15 1 37 0.0000000,"[0.4823310232410831, 0.09042535759508574]","[0.09886252734189238, 0.43589298048367103]","[0.24708813629793314, -0.3671249372235845]",,"[0.24768910321096538, 0.9859143634637189]","[0.09107742722456669, 0.8830448682109515]","[0.08051690555488067, 0.26029758217434085]",,"[1.9172694749509294, 2.533443907958766]","[0.42419214124480886, -0.592424133606255]",,
08 11 15 1 37 30.0000000,"[0.3909759527693195, 9.124018251860377e-05]","[0.19093462678914275, 0.2795844934259852]","[0.510594802123777, -0.6678662968150686]",,"[-0.4862194159378612, 0.7611961950858426]","[0.19892346377794956, 0.35234069774548216]","[0.6892273957220216, 0.08365632655719912]",,"[1.4410713232432801, 2.182180504066249]","[0.2918496909240882, 0.33397116344422106]",,
08 11 15 1 38 0.0000000,"[0.25230418952802847, -0.27892653606832063]","[0.3069569677424928, 0.350950028685232]","[0.3812410553519645, -0.2256755155793737]",,"[-0.48472234097619893, 1.3226223131020856]","[0.04976814504091953, -0.16791987468798952]","[0.8897090712872644, -0.6154325747241577]",,"[-0.304995992096762, 0.5340165297811232]","[-0.16328183983763056, 0.4022982178255916]",,
08 11 15 1 38 30.0000000,"[0.33602555903295706, -0.07733009718358552]","[-0.19139556732649599, 0.3226818702494105]","[0.38837966523813394, 0.15276151175579322]",,"[-0.9919047453751171, 1.1342094232638669]","[0.21263491626208042, 0.11621175656716032]","[0.6954066688505312, -0.5124010139455398]",,"[1.3368543452893693, 0.9668371479337416]","[0.08292769218484564, 0.13613668661564593]",,
08 11 15 1 39 0.0000000,"[0.27816976668934057, 0.19246715344488585]","[-0.15238588449234758, 0.3145539126669367]","[0.6118998994653144, 0.3824853527077128]",,"[1.4028179696450627, 1.4835864891608548]","[0.6156181495947144, 0.19706436942021055]","[0.9293631399360796, 0.1967203623304764]",,"[0.4980171389256913, 1.27976050482442]","[0.2870532679061095, -0.28666604477912183]",,
08 11 15 1 39 30.0000000,"[0.27071727874378393, 0.1374891404062506]","[-0.13865976181502138, 0.3600440732513865]","[0.6516801287953773, 0.20238640184482826]",,"[-0.09788904575010182, 0.8313270350297284]","[0.34065898771708225, -0.17167462458213167]","[0.6945150951234003, 0.5541812187681595]",,"[1.5822501994048555, 2.4989889066045485]","[0.17666409487525625, -0.3146410079672932]",,
08 11 15 1 40 0.0000000,"[0.1420228114972515, -0.14204069934785402]","[0.13127341720586028, 0.08911525824417671]","[0.5972351898972907, 0.2377058046587397]",,"[-0.3112038323034847, 1.1730836470921826]","[0.4471828740400574, -0.6251640324791272]","[0.38326511628304916, 0.6407390541086594]",,"[2.330556548324724, 2.281063164335986]","[-0.5465978053708871, -0.10574016887694593]",,
08 11 15 1 40 30.0000000,"[0.3979664227614803, -0.34116177223622834]","[0.35514828416829314, 0.010302867678304517]","[0.4799151291673103, 0.3803980576523234]",,"[-1.2490517595161998, -0.037426785628001724]","[-0.24936257783944393, 0.2672994280854861]","[-0.03375095777834458, 0.7418235099563996]",,"[2.670162460890909, 1.8180119644229613]","[-0.6261274856825669, 0.13634004276245837]",,
08 11 15 1 41 0.0000000,"[0.31922157170871923, -0.08153265677392518]","[0.23891560587411131, 0.3679893276964625]","[0.1211051364962974, 0.2810504662521769]",,"[-1.5080767372002208, -0.0014190236727404937]","[0.350541437820842, -0.3388456856211026]","[0.24622323460256057, 0.10892804029087222]",,"[2.2860192871962983, 2.1216097425048552]","[-0.17248503540952997, 0.7086460052058101]",,
08 11 15 1 41 30.0000000,"[0.2882920435319347, 0.01877440549433196]","[0.013504824073364396, 0.17559536912788948]","[0.1330946554963508, 0.3165445404776026]",,"[-0.445490578686198, 0.5671564479668927]","[0.5760133516353867, -0.1069271569450696]","[0.23135473675404983, 0.07087685229877627]",,"[0.5112310118352372, 2.3408863048379622]","[0.5301132979492347, 0.3453553376719356]",,
08 11 15 1 42 0.0000000,"[0.07550419929126928, -0.012545600160956738]","[0.02735517028098311, 0.2156166694437464]","[0.21837415002035288, -0.007629208015591971]",,"[0.18235838922361491, 0.5246749659379315]","[0.10585270340864872, -0.23859460701545077]","[0.433370546468844, -0.07547274169822538]",,"[-0.39984227052579335, 1.2193151365344725]","[0.5645431014398734, 0.31055234950035815]",,
08 11 15 1 42 30.0000000,"[-0.05721868512531092, -0.210913568362594]","[0.3433760837030908, 0.4019354096924265]","[0.38258807562040476, 0.44182924206337226]",,"[0.14977771552900432, -0.7024436155955005]","[-0.25091073398167874, -0.22893874396880465]","[0.12442888415729003, 0.10929882588485873]",,"[1.4801135576640565, 1.9643512915199004]","[-0.14637391691406565, 0.25828232448548083]",,
08 11 15 1 43 0.0000000,"[-0.11447089103360941, 0.0012852404266592288]","[-0.06049292680496965, 0.02122248330463966]","[0.38690902493642954, 0.36619488174995674]",,"[0.659873624766866, -0.00860776106516603]","[-0.3345471072631576, -0.2666610484321912]","[0.5393012622681757, -0.5625684255113205]",,"[1.7837084896241624, 2.4025751899306975]","[-0.3946716082592805, 0.06233034115284686]",,
08 11 15 1 43 30.0000000,"[0.22718729885915945, -0.38079583607614076]","[0.3465479225230714, 0.5171174369131526]","[0.16261019013570932, 0.24726202364048255]",,"[0.1570886275420582, 0.10597675939400908]","[-0.4707085538345077, 0.034496589998404215]","[0.3789088065115114, -0.5218549811591705]",,"[2.6409887141858537, 1.4892712633435927]","[-0.343862917770942, -0.6295745762065053]",,
08 11 15 1 44 0.0000000,"[0.1610970056305332, -0.28733360730111634]","[0.16081908944373335, 0.3716864398991068]","[0.4223758747403541, 0.5402671473749567]",,"[1.11161096903185, 0.40918324788411375]","[-0.34128173176820065, -0.4290064727266629]","[0.7196153039423128, 0.30646362962822116]",,"[2.814327961889406, 1.5001107405250274]","[0.13560337896148367, -0.7200112136080861]",,
08 11 15 1 44 30.0000000,"[0.19892994376520345, 0.03612384237348998]","[0.09805561456208434, 0.2860612384354075]","[0.20147527955221323, 0.340749316168635]",,"[1.7251862785468495, 0.044101848204929794]","[0.009230042652537573, -0.47941568543513613]","[0.9840370202747484, 0.4240578717241684]",,"[1.8254602468882997, 2.194026167256137]","[0.4027221533159415, -0.45854482967406507]",,
08 11 15 1 45 0.0000000,"[0.14373301776746938, -0.30952058695256746]","[0.2584459096503755, 0.26724096753944954]","[0.32771191201852945, 0.7494046169050623]",,"[-0.019410500799616592, -0.8697014013926196]","[0.5512757402223847, -0.32796144535144167]","[0.803309046694388, 0.38632164957622683]",,"[2.481082714286943, 2.7388228426997863]","[-0.43337669645746546, -0.21511527318507428]",,
08 11 15 1 45 30.0000000,"[0.1411135649929447, -0.3748009797185663]","[0.2061514020276567, 0.3906873575722178]","[0.2083989401881614, 1.1369355844982554]",,"[-1.1042028018583858, 0.07774010201295134]","[0.5853972535890839, 0.6300335521499316]","[0.6091364110199113, 0.5298974967251221]",,"[1.511421254960199, 2.2814110319440566]","[-0.7686370802422364, -0.7131961377337575]",,
08 11 15 1 46 0.0000000,"[-0.14622078028817942, -0.21570746563375032]","[0.17588608566050734, 0.457803290275236]","[0.3402152826611915, 1.1719761567839075]",,"[-2.491206611072024, -0.10262674192587617]","[0.32764932032053684, 0.8902016128102939]","[0.4341258937803407, 0.8778793668995301]",,"[1.2687902516995866, 1.8933009009187423]","[-0.806937296440204, -0.45951759237796064]",,
08 11 15 1 46 30.0000000,"[0.07985784920553396, -0.18884037397801912]","[-0.2483091145443419, 0.19748411693920692]","[0.19228536091493753, 0.8077398317583491]",,"[-1.391401211296519, -0.024839074412982498]","[0.26480124409620975, 0.6144531960288684]","[0.13764543927585082, 0.6094169920931259]",,"[1.6440648950015504, 2.9425841818874083]","[0.12847201849023504, -0.22445715386420484]",,
08 11 15 1 47 0.0000000,"[0.048004992927114465, -0.061403646692633984]","[-0.22537389543528352, 0.0710406563555201]","[0.42154912851499704, 0.6947029757030894]",,"[0.20326577636102794, -0.24398332933584932]","[0.06210317726557468, -0.23974371006091433]","[0.28949911243592696, 0.3826785540829102]",,"[1.6777896500503022, 3.166848147970935]","[0.3517251494030158, -0.09893346745520826]",,
08 11 15 1 47 30.0000000,"[-0.021415523563821814, -0.30003571473062074]","[-0.15463427600140367, 0.29009933390965065]","[0.02149717710661081, 0.32814767236789955]",,"[0.3035296252618229, -0.5546505908171344]","[0.3227518748802445, -0.21855261971553164]","[0.4011502424565454, 0.43522723081211245]",,"[2.569484732237955, 2.0461541663234435]","[-0.10046937738855677, 0.0992618260905147]",,
08 11 15 1 48 0.0000000,"[0.12167282464603613, -0.1285911943763498]","[-0.06807106879229341, 0.12114211538185676]","[0.21874132953333048, 0.32469602699360145]",,"[0.09958054634431956, -0.024339900414149795]","[-0.10658574585492397, -0.4023678009708722]","[0.49570858574782806, 0.09286898436645663]",,"[2.4514373458301026, 2.019718001348277]","[-0.5425847140451272, -0.2773698361590504]",,
08 11 15 1 48 30.0000000,"[0.19112058791021536, -0.30716562233865297]","[-0.0980534121083716, 0.4579219184195002]","[0.13630084894346384, 0.15920258338531745]",,"[-0.3991496065010631, 0.3767117549975705]","[-0.1980572689014175, -0.20148278822501497]","[0.28452213204776244, 0.05416460397342837]",,"[2.075467652765413, 2.7347055922572814]","[-0.21597704713543253, 0.39549221675843005]",,
08 11 15 1 49 0.0000000,"[0.2686240157733364, -0.21808719597756898]","[0.01807780417924132, 0.46067002036919197]","[0.21332207523035196, 0.12275759155830634]",,"[-0.4027807810654247, 1.1801142384608578]","[0.20607810731356357, 0.22979469547669096]","[0.2816576967326303, 0.3969319767008225]",,"[2.2930667913829286, 2.6648039917772017]","[0.3228393527368705, 0.5445293841883541]",,
08 11 15 1 49 30.0000000,"[0.29209573629001806, 0.18608324266970122]","[0.20130576047425475, 0.3255085311209162]","[0.42323096297430185, -0.1976179850570272]",,"[0.12792753192285655, 1.296953915556271]","[-0.10508832816655422, 0.04885159383217497]","[0.25765545762454467, 0.5263607806215683]",,"[1.2507426954184968, 2.296366746289035]","[0.4380482616523902, 0.2909815369173885]",,
08 11 15 1 50 0.0000000,"[0.18490316780904958, 0.18984721638262236]","[0.3908551991296312, 0.44200156250347694]","[-0.2010793963844857, -0.20935653870025384]",,"[0.5372132113824284, 0.5469595928986859]","[0.7962349158090851, -0.26354570736487704]","[0.4030875945774217, 0.31286364855865634]",,"[1.5229504621898133, 1.8982254068677626]","[-0.6260020998617013, 0.5600209144875408]",,
08 11 15 1 50 30.0000000,"[0.3536631769190235, -0.012583061680198071]","[0.152513323755314, 0.24704628804077705]","[-0.8551320115501961, -0.24355531458774315]",,"[-0.051895896469553726, 1.181240945061047]","[0.41366280134146427, 0.2324987942973773]","[0.6071754703608652, -0.058830901359518406]",,"[1.7480607546245057, 0.45154442892720326]","[-1.0145251048107942, 0.7164332328364253]",,
08 11 15 1 51 0.0000000,"[0.281720445180933, -0.11931203268468416]","[0.14024352881436553, 0.43684281030048927]","[-1.108775583880671, -0.026953436183125845]",,"[-0.9893098720659816, 0.5714156915744137]","[0.6884826820654175, -0.017068863411744406]","[0.41381230301534133, 0.5719622975836197]",,"[2.1699962384377915, -1.8194552560026445]","[-0.4663719651599725, 0.7460725812241435]",,
08 11 15 1 51 30.0000000,"[0.07763250234226415, -0.2777710702270273]","[0.11519683751588072, 0.046439658788343274]","[-1.0769842246944985, 0.03799209768852485]",,"[-1.1353556760897243, 0.81657102604707]","[0.9152064871353409, -0.6556098168094953]","[0.5207277247992654, 0.2826569682608048]",,"[1.7646642840777833, -0.03086193396399395]","[0.4204735490183036, 0.923286965303123]","[0.3373439034871879, 0.19835031712264328]",
08 11 15 1 52 0.0000000,"[0.11388874861101339, -0.13560995422303712]","[0.11232587549214568, 0.28184334555019935]","[-1.079509539383181, 0.207685910416453]",,"[-2.3491234132399166, 1.3022822429736447]","[0.8867771577400467, -0.3384679113825162]","[0.431552485593905, 0.11325559082130587]",,"[0.7233423508082826, 1.318055982453128]","[0.06757947380344076, 1.0060059634968639]","[0.29112439066694407, 1.0520200797340324]",
08 11 15 1 52 30.0000000,"[0.20007016571859548, 0.08562095500528777]","[0.2580397710514566, -0.22582775733123223]","[-0.8109086135799966, -0.2952856791488241]",,"[-0.9137966134895885, -0.6204026053349185]","[0.389716322378566, 0.28433014402786894]","[0.25146236366902786, -0.15675398645301664]",,"[1.297411388841768, 2.9062249313419066]","[-0.6350009036560853, 0.7282831428572536]","[-0.01633213251306387, 0.3009241738340309]",
08 11 15 1 53 0.0000000,"[0.07517850461105535, 0.10309909321367705]","[0.11734489205603804, -0.1682416238511602]","[-0.04408594765020224, -0.5152061206571172]",,"[0.29700924965242503, -0.184036941329639]","[0.6304907005590699, -0.17566262235244112]","[-0.017303808561215828, 0.013757035757104519]",,"[1.120466864792009, 3.037724504930278]","[-0.04923709159096079, 0.5483707694336772]","[0.45358038157747416, 0.5688157298585823]",
08 11 15 1 53 30.0000000,"[0.3642783841739101, -0.007503166422248242]","[0.3358345762205621, 0.2569369486843546]","[0.41321155629800943, -0.3638071042768072]",,"[-0.48565870014329793, 0.3133824308713269]","[0.37065097208445286, -0.2076082681616147]","[0.3122893804994722, 0.10828486147026217]",,"[1.1230980671321351, 3.536334852439662]","[-0.06761365061004954, 0.6020398644730449]","[0.3966599425725761, 0.055567018034165194]",
08 11 15 1 54 0.0000000,"[0.32762500705818365, -0.14208930693566835]","[0.12565504613642897, 0.06397692480434974]","[0.5910869409863868, 0.04428903038582099]",,"[-0.25709384170671346, 0.18010653456052061]","[-0.35247096900517727, 1.0209212894241015]","[0.4486009264675279, 0.11898142161468661]",,"[1.093055389014383, 2.6031219314162932]","[0.6697753029565017, 0.6712870357558132]","[0.8270654699258628, -0.07706839656620712]",
