epoch,G02,G03,G04,G06,G07,G08,G11,G13,G16,G17,G19,G20,G21,G23,G25,G27,G28,G31,G32
08 11 15 0 0 0.0000000,,1.6066033167298883,,1.5651305696810596,,,,1.598990750964731,1.6768339381087571,,1.533258463605307,,1.4321560647513252,1.5001658300461713,-14904.173649855005,,,1.4369312175549567,
08 11 15 0 0 30.0000000,,-5.99142758268863,,-5.976504439138807,,,,-6.0663704426260665,-5.943569091788959,,-5.903839055914432,,-5.851255742774811,-5.840466033783741,-6.037285415262886,,,-5.930545942625031,
08 11 15 0 1 0.0000000,,2.9381602904759347,,2.9383616144186817,,,,3.009542234009132,2.871282973268535,,2.9353480455465615,,2.8277277821325697,2.8767879254592117,3.081452651800646,,,3.0115617635892704,
08 11 15 0 1 30.0000000,,-1.1571978019783273,,-1.0894522754242644,,,,-1.1963930717902258,-1.0512007145443931,,-1.1237906011519954,,-0.9226427535759285,-1.0677533221023623,-1.1931026814272627,,,-1.1741593501064926,
08 11 15 0 2 0.0000000,,0.9629830501507968,,0.8016407352406532,,,,0.7851573331281543,0.7824205832439475,,0.8522674314444885,,0.6971221185522154,0.7611934835149441,0.8452777130005416,,,0.818262547836639,
08 11 15 0 2 30.0000000,,1.7592132040299475,,1.8017995211994275,,,,1.860428845626302,1.846858351607807,,1.7845296962186694,,1.709844782424625,1.8104501628258731,1.794658811064437,,,1.8839397160336375,
08 11 15 0 3 0.0000000,,-2.1226785315666348,,-1.9338177382014692,,,,-1.8717784861801192,-2.0213056026841514,,-1.9592978071887046,,-1.8102299648453481,-1.9648468011582736,-1.9277591446007136,,,-2.105962346191518,
08 11 15 0 3 30.0000000,,-2.0753107655327767,,-2.2335577273042873,,,,-2.3559878896921873,-2.084993192635011,,-2.1922296850243583,,-2.2207421952625737,-2.1746704551624134,-2.1770800515951123,,,-2.1032507638446987,
08 11 15 0 4 0.0000000,,0.4263350391993299,,0.4026983432704583,,,,0.5102494026068598,0.29222179419593886,,0.35455045057460666,,0.3806848207022995,0.3174376265669707,0.30101084578200243,,,0.4086122347507626,
08 11 15 0 4 30.0000000,,6.808299734373577,,7.0145373054547235,,,,6.839561578934081,7.501634446263779,,6.6354756583459675,,7.114740038407035,7.292389598907903,6.7508531885105185,,,7.6245112956967205,
08 11 15 0 5 0.0000000,,-4.371304098982364,,-4.8658942700130865,,,,-4.4822210458805785,-6.144383494218346,,-3.5444789916509762,,-5.223043056379538,-5.445537539373618,-3.879840745299589,,,-6.799881874816492,
08 11 15 0 5 30.0000000,,-3.3093640110455453,,-2.7933139589149505,,,,-3.221926476689987,-1.5251803387654945,,-4.218234941828996,,-2.420606601925101,-2.282032772724051,-3.7300871420884505,,,-0.8355764143634588,
08 11 15 0 6 0.0000000,,3.5601319344714284,,3.395172074320726,,,,3.536545567214489,2.929031505715102,,4.0235042966669425,,3.217465891095344,3.2589386374747846,3.6846130820922554,,,2.7115764152258635,
08 11 15 0 6 30.0010000,,1.2958156715612859,,1.2372933013830334,,,,1.430016997270286,1.3258129494497553,,1.1562918470008299,,1.2637044946313836,1.2065788066538516,1.2252704829443246,,,1.2654534948524088,
08 11 15 0 7 0.0010000,,-5.5731014627963305,,-5.502807927434333,,,,-5.792456551687792,-5.541864785016514,,-5.60068285302259,,-5.430161419149954,-5.542267432640074,-5.4834493665839545,,,-5.490892062429339,
08 11 15 0 7 30.0010000,,5.113724121358246,,5.029948167852126,,,,5.219740086817183,5.060083856224082,,5.172001130180433,,5.023839244211558,5.114183391182451,5.051628248067573,,,5.049419974675402,
08 11 15 0 8 0.0010000,,-2.1730787372216582,,-2.103804403799586,,,,-2.2833225067006424,-2.1906882962211967,,-2.182629046146758,,-2.199049534741789,-2.208008452289505,-2.057298559928313,,,-2.1082398244179785,
08 11 15 0 8 30.0010000,,-1.040291469777003,,-1.103431711671874,,,,-0.8688389125745744,-0.9854684266028926,,-1.016120003652759,,-1.0389639884815551,-0.9693310486327391,-1.182677872478962,,,-1.1663580457679927,
08 11 15 0 9 0.0010000,,3.5293985658790916,,3.598364619887434,,,,3.5078506061108783,3.5861971004633233,,3.502546973293647,,3.5683925075572915,3.4837043068837374,3.6162572908215225,,,3.657144939294085,
08 11 15 0 9 30.0010000,,-1.2791309477761388,,-1.2529525335412472,,,,-1.2430750761413947,-1.270178318489343,,-1.2426283857785165,,-1.2192307618679479,-1.2472336735518184,-1.1991549846716225,,,-1.283012725878507,
08 11 15 0 10 0.0010000,,-3.8225766462273896,,-3.9681779441889375,,,,-4.181071788072586,-3.983730224892497,,-3.8455212938133627,,-3.962679283169564,-3.919476409093477,-3.930744261597283,,,-3.9284164528362453,
08 11 15 0 10 30.0010000,,4.498201136477292,,4.588067140663043,,,,4.921440820209682,4.572502280236222,,4.476753840222955,,4.582360864849761,4.571149633527966,4.433211231837049,,,4.621663086349145,
08 11 15 0 11 0.0010000,,-0.949896989390254,,-0.9458956753369421,,,,-1.166609700070694,-0.8720978464698419,,-0.962894972646609,,-0.9979316412936896,-1.0061418851546478,-0.8274731205310673,,,-1.14894352061674,
