epoch,G03,G06,G07,G08,G11,G13,G16,G19,G21,G23,G25,G27
08 11 15 1 0 0.0000000,1.9218138121068478,2.0438853427767754,2.1853721290826797,,,2.0831561908125877,1.9994745217263699,2.0126360580325127,1.8205415084958076,2.0479306653141975,1.9805626347661018,
08 11 15 1 0 30.0000000,-1.9763411357998848,-2.1280891075730324,-2.2894188836216927,,,-2.0815455615520477,-2.064093232154846,-2.1047669425606728,-1.8826625645160675,-2.077160455286503,-2.049056850373745,
08 11 15 1 1 0.0000000,-3.121868461370468,-3.006170067936182,-3.035223610699177,,,-3.024918355047703,-3.032260399311781,-3.029586609452963,-3.2026308327913284,-3.0399672463536263,-3.076885126531124,
08 11 15 1 1 30.0000000,2.9081504493951797,2.883249197155237,2.989189624786377,,,2.7935719192028046,2.834478437900543,2.852912198752165,2.9403748884797096,2.762555368244648,2.917681872844696,
08 11 15 1 2 0.0000000,1.3259324543178082,1.3282539620995522,1.3667949736118317,,,1.4370067119598389,1.4294067174196243,1.393998872488737,1.3204715251922607,1.5248343124985695,1.3236738964915276,
08 11 15 1 2 30.0000000,-4.413638707250357,-4.315518442541361,-4.440609864890575,,,-4.474124051630497,-4.398004684597254,-4.335430711507797,-4.480427987873554,-4.440534360706806,-4.313750624656677,
08 11 15 1 3 0.0000000,-299787.70020420477,-299787.6802982576,-299788.36246579885,,,-299787.5289088711,-299787.4673162922,-299788.30670525506,-299787.3072762713,-299787.4208482504,-299788.27018381655,
08 11 15 1 3 30.0000000,899375.5162072778,899374.9295050912,899377.3104697317,,,899375.0108210891,899374.4807789698,899376.7215654925,899374.5559986457,899374.2646011189,899376.7644663379,
08 11 15 1 4 0.0000000,-899380.4365281984,-899379.5891932473,-899382.0800682008,,,-899379.8935322016,-899379.2660178207,-899381.4013042599,-899379.3594070002,-899378.9236978889,-899381.481588468,
08 11 15 1 4 30.0000000,299796.70710670575,299796.272221718,299797.2232448831,,,299796.47144438326,299796.36147743464,299796.9435743205,299796.26631408185,299796.0250524804,299796.9338226989,
08 11 15 1 5 0.0000000,-0.6046011373400688,-0.5232977084815502,-0.598838284611702,,,-0.49783648550510406,-0.7034197598695755,-0.5377615876495838,-0.7909642159938812,-0.5272990241646767,-0.433721125125885,
08 11 15 1 5 30.0000000,-3.1098707988858223,-3.173256415873766,-3.1553763076663017,,,-3.250797636806965,-3.14563100785017,-3.2113380394876003,-2.880128726363182,-3.1519160866737366,-3.3280934020876884,
08 11 15 1 6 0.0000000,1.4428262189030647,1.5457531735301018,1.502021811902523,,,1.5357247069478035,1.6222499795258045,1.5109365917742252,1.4667838737368584,1.6359337493777275,1.6355247274041176,
08 11 15 1 6 30.0000000,3.0865864418447018,3.0557208843529224,3.110934004187584,,,3.031115345656872,3.029800470918417,3.109644338488579,3.09572771191597,2.8583227023482323,3.027573339641094,
08 11 15 1 7 0.0000000,-5.05833487957716,-5.101594336330891,-5.121525399386883,,,-5.033716693520546,-5.225534453988075,-5.160978619009256,-5.370412163436413,-5.017963066697121,-5.09166656434536,
08 11 15 1 7 30.0000000,1.3003517761826515,1.2271453253924847,1.2590236738324165,,,1.1802053526043892,1.464745406061411,1.3364264629781246,1.6175754144787788,1.3040447682142258,1.2549091428518295,
08 11 15 1 8 0.0000000,4.5250212624669075,4.70771649479866,4.7047344371676445,,,4.735341958701611,4.61338359862566,4.674391116946936,4.444391041994095,4.6473759189248085,4.691302329301834,
