epoch,G03,G06,G07,G11,G13,G16,G19,G21,G23,G25,G27,G31
08 11 15 0 20 0.0000000,8.793247494846582,8.680008966475725,,,8.750258587300777,8.770365685224533,8.647966958582401,8.626557521522045,8.733340982347727,8.77902901172638,,8.641977675259113
08 11 15 0 20 30.0000000,-0.5748681277036667,-0.48902853950858116,,,-0.5028822720050812,-0.3807539790868759,-0.4987172484397888,-0.4244539365172386,-0.5257827863097191,-0.5501304566860199,,-0.45502374321222305
08 11 15 0 21 0.0000000,-0.42009398713707924,-0.4771190509200096,,,-0.5264055952429771,-0.6545547097921371,-0.4427115097641945,-0.5404983535408974,-0.4483988955616951,-0.4243972823023796,,-0.3815844655036926
08 11 15 0 21 30.0000000,5.736054353415966,5.775016847997904,,,5.911753565073013,5.8712246008217335,5.796432696282864,5.864706724882126,5.712166000157595,5.796338327229023,,5.6303529888391495
08 11 15 0 22 0.0000000,-0.7402620501816273,-0.8458376303315163,,,-1.0808770954608917,-0.88640446215868,-0.8914375305175781,-0.9284433946013451,-0.7116363011300564,-0.929261289536953,,-0.7965950891375542
08 11 15 0 22 30.0000000,-0.23632293939590454,-0.11727122962474823,,,0.03484788537025452,-0.031400229781866074,-0.05048198252916336,-0.058679670095443726,-0.2842506170272827,-0.03597407042980194,,-0.09095436334609985
08 11 15 0 23 0.0000000,-4.337953541427851,-4.294159263372421,,,-4.336707785725594,-4.39414182305336,-4.390417322516441,-4.3713041096925735,-4.224325008690357,-4.365176312625408,,-4.320142678916454
08 11 15 0 23 30.0000000,10.796025019139051,10.61802938953042,,,10.679879881441593,10.740333769470453,10.702874898910522,10.695123948156834,10.581898014992476,10.79131904244423,,10.661704123020172
08 11 15 0 24 0.0000000,-7.301637947559357,-7.120490331202745,,,-7.352195419371128,-7.184159088879824,-7.16247271746397,-7.08988918364048,-6.939795725047588,-7.338121607899666,,-7.177880235016346
08 11 15 0 24 30.0000000,-9.47898219153285,-9.578052535653114,,,-9.14039295911789,-9.594995193183422,-9.553918741643429,-9.740244038403034,-9.781735811382532,-9.39093442261219,,-9.565784350037575
08 11 15 0 25 0.0000000,-2.2419504448771477,-2.228455387055874,,,-2.535279504954815,-2.1526380255818367,-2.2308335974812508,-2.0496861040592194,-2.305442951619625,-2.354194827377796,,-2.1590238213539124
08 11 15 0 25 30.0000000,3.2913392409682274,3.2892253138124943,,,3.266274370253086,3.218101315200329,3.2552833408117294,3.14618469029665,3.5010810680687428,3.387169413268566,,3.185814045369625
08 11 15 0 26 0.0000000,-6.99730522185564,-6.944520611315966,,,-6.911685883998871,-6.933535870164633,-6.884922355413437,-6.772118084132671,-6.9688241593539715,-7.024112723767757,,-6.866211920976639
08 11 15 0 26 30.0000000,5.151503786444664,5.039234254509211,,,5.091138064861298,5.098108951002359,5.056780844926834,4.89363294839859,4.882742568850517,5.137826323509216,,5.022379711270332
08 11 15 0 27 0.0000000,-7.799990281462669,-7.652444999665022,,,-7.641995020210743,-7.677962835878134,-7.748960956931114,-7.717315323650837,-7.486057016998529,-7.719800427556038,,-7.6841221153736115
08 11 15 0 27 30.0000000,10.512170687317848,10.37736539915204,,,10.376214101910591,10.3427125364542,10.46781650185585,10.613581322133541,10.24197505787015,10.380982920527458,,10.49510221928358
08 11 15 0 28 0.0000000,-13.659959621727467,-13.538800287991762,,,-13.69855722784996,-13.43923930451274,-13.545588701963425,-13.744326919317245,-13.48638690263033,-13.492539785802364,,-13.743200778961182
08 11 15 0 28 30.0000000,6.623433966189623,6.483520045876503,,,6.774609446525574,6.421776495873928,6.400731846690178,6.5813132002949715,6.471887316554785,6.496549472212791,,6.64553552120924
08 11 15 0 29 0.0000000,1.0238458290696144,1.0999400056898594,,,0.8088317513465881,1.121261477470398,1.1986076533794403,1.0563092976808548,1.2451386786997318,1.0975870341062546,,1.1011353805661201
08 11 15 0 29 30.0000000,3.1854993775486946,3.2159182131290436,,,3.427044205367565,3.2389446534216404,3.2053738608956337,3.273754835128784,2.9736876375973225,3.1581445038318634,,3.1731116995215416
08 11 15 0 30 0.0000000,-2.8237327225506306,-2.875995207577944,,,-3.025553807616234,-2.9862326942384243,-2.875422701239586,-2.8632363080978394,-2.7294501699507236,-2.7826437577605247,,-2.865947887301445
08 11 15 0 30 30.0000000,6.543206352740526,6.614336632192135,,,6.738358534872532,6.814112961292267,6.543489471077919,6.517921328544617,6.599746935069561,6.5710582211613655,,6.555707313120365
