epoch,G02,G03,G04,G06,G07,G08,G11,G13,G16,G17,G19,G20,G21,G23,G25,G27,G28,G31,G32
08 11 15 0 5 0.0000000,,"[0.02623220326131559, -0.016583855292992666]",,"[0.007920526844827691, -0.004133852999075316]",,,,"[-0.02141206572377996, -0.0051027240660914686]","[-0.07360195939043024, -0.017633466405186482]",,"[0.08501042446368956, -0.0003068096557399258]",,"[0.11473056628892664, 0.00011303502651571762]","[-0.05814845462464291, -0.017504283368907636]","[0.08022258324126597, 0.003859339365590131]",,,"[-0.13579545389256964, -0.025933468277798966]",
08 11 15 0 5 30.0000000,,"[0.034927827433421044, 0.017391248344210908]",,"[0.0026321016339352354, -0.010576850421784911]",,,,"[-0.013330060566659085, 0.01616401031424175]","[-0.08034369216159121, -0.013483465542321937]",,"[0.0916471965101664, 0.01327354409295367]",,"[0.14600090306430502, 0.06254067355075676]","[-0.0640182028291747, -0.011739496409063577]","[0.10800498152639193, 0.05556479657025193]",,,"[-0.14044603800084587, -0.009301168216552469]",
08 11 15 0 6 0.0000000,,"[0.03431420901142701, -0.0012272368439880665]",,"[-0.0025755842707440024, -0.010415371809358476]",,,,"[-0.004941245457303012, 0.016777630218712147]","[-0.08291927635718821, -0.005151168391194005]",,"[0.11691860189603176, 0.05054281077173073]",,"[0.1771420568029498, 0.06228230747728957]","[-0.07014631680885941, -0.012256227959369426]","[0.13577123187860707, 0.055532500704430277]",,,"[-0.14809205150504567, -0.015292027008399598]",
08 11 15 0 6 30.0000000,,"[0.044568101619006484, 0.020507785215158947]",,"[0.005353016653316445, 0.015857201848120894]",,,,"[-0.023406326998156146, -0.03693016308170627]","[-0.08947530865316367, -0.013112064591950912]",,"[0.14608164266610402, 0.058326081540144514]",,"[0.1834558710361307, 0.012627628466361784]","[-0.07807491743551509, -0.01585720125331136]","[0.14879448338251677, 0.02604650300781941]",,,"[-0.18040392516468273, -0.06462374731927412]",
08 11 15 0 7 0.0000000,,"[0.03940885959309526, -0.010318484051822452]",,"[0.000500583690154599, -0.009704865926323691]",,,,"[-0.01146498247544514, 0.023882689045422012]","[-0.09879262561992164, -0.018634633933515943]",,"[0.17811092860938516, 0.06405857188656228]",,"[0.1700208492247839, -0.02687004362269363]","[-0.07954437308126217, -0.0029389112914941506]","[0.15966199522517854, 0.02173502368532354]",,,"[-0.1859264942104346, -0.011045138091503759]",
08 11 15 0 7 30.0000000,,"[0.042363918448245386, 0.005910117710300256]",,"[-0.000500583690154599, -0.002002334760618396]",,,,"[-0.02047548978771374, -0.0180210146245372]","[-0.11424613049734944, -0.030907009754855608]",,"[0.19906278074086003, 0.04190370426294976]",,"[0.18745246736762056, 0.03486323628567334]","[-0.07733211583126831, 0.004424514499987708]","[0.15568154697575665, -0.007960896498843795]",,,"[-0.20729011694493238, -0.042727245468995534]",
08 11 15 0 8 0.0000000,,"[0.050502441266871756, 0.01627704563725274]",,"[0.004585993108776165, 0.010173153597861528]",,,,"[-0.0037866738421143964, 0.03337763189119869]","[-0.11934885515745464, -0.010205449320210391]",,"[0.22732961507790606, 0.05653366867409204]",,"[0.21167426164265635, 0.04844358855007158]","[-0.08562404332951701, -0.016583854996497394]","[0.17153067452272808, 0.03169825509394286]",,,"[-0.2238901200989858, -0.03320000630810682]",
08 11 15 0 8 30.0000000,,"[0.05461207203370577, 0.008219261533668032]",,"[0.006774028715881286, 0.004376071214210242]",,,,"[-0.019764983904678957, -0.03195662012512912]","[-0.12087482824165363, -0.00305194616839799]",,"[0.2538363319781638, 0.053013433800515486]",,"[0.2001446875738111, -0.0230591481376905]","[-0.08594700084540818, -0.0006459150317823514]","[0.18036355551157612, 0.017665761977696093]",,,"[-0.23495140634713607, -0.022122572496300563]",
08 11 15 0 9 0.0000000,,"[0.06736081019698759, 0.02549747632656363]",,"[0.006539884583617095, -0.0004682882645283825]",,,,"[-0.029050005447061267, -0.01857004308476462]","[-0.13107220363144734, -0.02039475077958741]",,"[0.2811342946570221, 0.054595925357716624]",,"[0.20701560330689972, 0.013741831466177246]","[-0.08782822679677338, -0.0037624519027303904]","[0.201339629582435, 0.04195214814171777]",,,"[-0.25627465957768436, -0.04264650646109658]",
08 11 15 0 9 30.0000000,,"[0.06628697729502164, -0.0021476658039318863]",,"[0.008857103077389183, 0.004634436987544177]",,,,"[-0.02630486819180078, 0.005490274510520976]","[-0.13732950057351445, -0.012514593884134229]",,"[0.32028478817846917, 0.07830098704289412]",,"[0.22410004214270884, 0.03416887767161825]","[-0.08773941356139403, 0.0001776264707586961]","[0.1919980908241996, -0.018683077516470803]",,,"[-0.2780662004797705, -0.04358308180417225]",
08 11 15 0 10 0.0000000,,"[0.07149466319970088, 0.010415371809358476]",,"[0.00692743354193226, -0.003859339070913848]",,,,"[-0.03885175794675888, -0.025093779509916203]","[-0.1366593642690077, 0.001340272609013482]",,"[0.34297253551267204, 0.045375494668405736]",,"[0.21278039026765327, -0.02263930375011114]","[-0.09102550356601569, -0.006572180009243311]","[0.1985541231206298, 0.013112064592860406]",,,"[-0.2898541404720163, -0.02357587998449162]",
08 11 15 0 10 30.0000000,,"[0.08385585210817226, 0.024722377816942753]",,"[0.013757979622823768, 0.013661092161783017]",,,,"[-0.027394849252232234, 0.022913817389053293]","[-0.14127765310001905, -0.009236577662022682]",,"[0.3631654381788394, 0.04038580533233471]",,"[0.23191560789109644, 0.038270435246886336]","[-0.09897832613296487, -0.01590564513389836]","[0.21348282251528872, 0.029857398789317816]",,,"[-0.3088036575463775, -0.03789903414872242]",
08 11 15 0 11 0.0000000,,"[0.09129194341949187, 0.01487218262263923]",,"[0.01948239678313257, 0.011448834320617607]",,,,"[-0.03194854634239164, -0.009107394180318806]","[-0.15007823836742773, -0.017601170534817356]",,"[0.3878635946475697, 0.04939631293746061]",,"[0.2186824343416447, -0.026466347098903498]","[-0.10917570152196276, -0.020394750777995796]","[0.22433418642322067, 0.02170272781586391]",,,"[-0.31551309452152054, -0.01341887395028607]",
08 11 15 0 11 30.0000000,,"[0.09300361697933113, 0.0034233471196785104]",,"[0.022808856736446614, 0.006652919906628085]",,,,"[-0.04199251735008147, -0.020087942015379667]","[-0.15228242176067397, -0.004408366786492479]",,"[0.39940931672572333, 0.02309144415630726]",,"[0.22782212483798503, 0.01827938099268067]","[-0.10722988427551172, 0.003891634492902085]","[0.23907718541704526, 0.02948599798764917]",,,"[-0.32419257112724154, -0.017358953211441985]",
08 11 15 0 12 0.0000000,,"[0.09946276166374446, 0.012918289368826663]",,"[0.021024517653131625, -0.0035686781666299794]",,,,"[-0.04186333416510024, 0.00025836636996245943]","[-0.15829750071407034, -0.012030157906792738]",,"[0.4072006603855698, 0.015582687319692923]",,"[0.22260636500323017, -0.010431519669509726]","[-0.11334185039413569, -0.012223932237247936]","[0.24426872316507797, 0.01038307549606543]",,,"[-0.3386772039020798, -0.028969265549676493]",
08 11 15 0 12 30.0000000,,"[0.1046139299069182, 0.010302336486347485]",,"[0.020499712320088292, -0.0010496106660866644]",,,,"[-0.033514889153593685, 0.01669689002301311]","[-0.1610264895148248, -0.005457977601508901]",,"[0.4437352004315471, 0.07306908009195467]",,"[0.23160072460177616, 0.017988719197091996]","[-0.11802473037278105, -0.00936575995729072]","[0.25010617564839777, 0.011674904966639588]",,,"[-0.3635772087818623, -0.049800009759565]",
08 11 15 0 13 0.0000000,,"[0.10850556469813455, 0.007783269582432695]",,"[0.021040665515101864, 0.001081906390027143]",,,,"[-0.04070876195692108, -0.01438774560665479]","[-0.16793777482621408, -0.013822570622778585]",,"[0.4951015527058189, 0.10273270454854355]",,"[0.24432524067833583, 0.025449032153119333]","[-0.11632113104042219, 0.0034071986647177255]","[0.25625851141921885, 0.012304671541642165]",,,"[-0.38517497564862424, -0.043195533733523916]",
08 11 15 0 13 30.0000000,,"[0.11474671429823502, 0.012482299200200941]",,"[0.0224697513585852, 0.0028581716869666707]",,,,"[-0.03609854720525618, 0.009220429503329797]","[-0.17949964469050883, -0.0231237397285895]",,"[0.5046368656476261, 0.01907062588361441]",,"[0.2546840948261888, 0.02071770829570596]","[-0.11798436086883157, -0.00332645965681877]","[0.2819982052187697, 0.051479387599101756]",,,"[-0.3905845096678604, -0.010819068038472324]",
08 11 15 0 14 0.0000000,,"[0.10812609011372842, -0.013241248369013192]",,"[0.02231634682721051, -0.00030680906274938025]",,,,"[-0.029518293118599104, 0.013160508173314156]","[-0.18304410076677868, -0.007088912152539706]",,"[0.5160695529939403, 0.022865374692628393]",,"[0.24378428718773648, -0.02179961527690466]","[-0.11888056715270068, -0.0017924125677382108]","[0.30778634230409807, 0.05157627417065669]",,,"[-0.3886871355589392, 0.0037947482178424252]",
08 11 15 0 14 30.0000000,,"[0.10388727705321799, -0.008477626121020876]",,"[0.027685511342497193, 0.010738329030573368]",,,,"[-0.03376518114600913, -0.008493776054820046]","[-0.18403719429068133, -0.001986187047805288]",,"[0.5242807410395471, 0.016422376091213664]",,"[0.2555318576760328, 0.023495140976592666]","[-0.12863387651395897, -0.019506618722516578]","[0.31039422214780643, 0.005215759687416721]",,,"[-0.4167278998429538, -0.05608152856802917]",
08 11 15 0 15 0.0000000,,"[0.1124375698818767, 0.017100585657317424]",,"[0.031165375827185926, 0.0069597289693774655]",,,,"[-0.04129815873602638, -0.015065955180034505]","[-0.19433145684638475, -0.020588525111406852]",,"[0.5544045793885743, 0.06024767669805442]",,"[0.2525929465336958, -0.005877822284674039]","[-0.12539623009251954, 0.006475292842878844]","[0.2924055026524002, -0.035977438990812516]",,,"[-0.44542265234758815, -0.05738950500926876]",
08 11 15 0 15 30.0000000,,"[0.11393932065584522, 0.0030035015479370486]",,"[0.034039695376122836, 0.00574863909787382]",,,,"[-0.024455937962557073, 0.033684441546938615]","[-0.20356803450829375, -0.01847315532381799]",,"[0.552329579995785, -0.004149998785578646]",,"[0.26174878474284924, 0.018311676418306888]","[-0.13568241871780629, -0.02057237725057348]","[0.3115326461975201, 0.038254287090239814]",,,"[-0.44813549299124134, -0.005425681287306361]",
08 11 15 0 16 0.0000000,,"[0.11726578060915926, 0.006652919906628085]",,"[0.03269942261795222, -0.002680545516341226]",,,,"[-0.034645239717065124, -0.020378603509016102]","[-0.2148473168055034, -0.022558564594419295]",,"[0.5541300657532702, 0.003600971514970297]",,"[0.24125714664933184, -0.04098327618703479]","[-0.1429974007751298, -0.01462996411464701]","[0.32729296058096224, 0.03152062876688433]",,,"[-0.47273676259192143, -0.049202539201360196]",
08 11 15 0 16 30.0000000,,"[0.12374914723477559, 0.012966733251232654]",,"[0.032336095599021064, -0.0007266540378623176]",,,,"[-0.04035350901722268, -0.011416538600315107]","[-0.22243681250006375, -0.015178991389120709]",,"[0.5509489368450886, -0.006362257816363126]",,"[0.26730364965897024, 0.0520930060192768]","[-0.14976335526444018, -0.013531908978620777]","[0.32385346589762776, -0.006878989366668975]",,,"[-0.48964357510431, -0.03381362502477714]",
08 11 15 0 17 0.0000000,,"[0.12410440076928353, 0.0007105070690158755]",,"[0.02781469422916416, -0.009042802739713807]",,,,"[-0.034128508166759275, 0.012450001700926805]","[-0.22963068530441433, -0.014387745608701152]",,"[0.5622605147891591, 0.0226231558881409]",,"[0.2593104572915763, -0.015986384734787862]","[-0.15929866835358553, -0.019070626178290695]","[0.3091023932702228, -0.02950214525480988]",,,"[-0.5309094387112054, -0.08253172721379087]",
08 11 15 0 17 30.0000000,,"[0.11720118975790683, -0.013806422022753395]",,"[0.0330627493422071, 0.010496110226085875]",,,,"[-0.03038220382768486, 0.007492608678148827]","[-0.23389372119390828, -0.008526071778987898]",,"[0.557335416897331, -0.00985019578365609]",,"[0.2630406137686805, 0.007460312954208347]","[-0.17421121974075504, -0.029825102774339033]","[0.33268634703563293, 0.04716790753082023]",,,"[-0.5379014634008854, -0.01398404937935993]",
08 11 15 0 18 0.0000000,,"[0.11647453571822552, -0.001453308079362614]",,"[0.02956673729386239, -0.00699202409668942]",,,,"[-0.03454027817679162, -0.00831614869821351]","[-0.24043360577707062, -0.013079769166324695]",,"[0.5842700525554392, 0.05386927131621633]",,"[0.2817963566594699, 0.03751148578157881]","[-0.1841098597024029, -0.01979727992329572]","[0.3404130995477317, 0.01545350502419751]",,,"[-0.5557044820498049, -0.035606037297839066]",
08 11 15 0 18 30.0000000,,"[0.12718056843186787, 0.021412065427284688]",,"[0.02896926614084805, -0.001194942306028679]",,,,"[-0.042783762537510484, -0.016486968721437734]","[-0.24328370368334618, -0.005700195812551101]",,"[0.5869102276774356, 0.005280350243992871]",,"[0.2840005399793881, 0.0044083666398364585]","[-0.18848593061920837, -0.008752141833610949]","[0.35384004728075524, 0.026853895466047106]",,,"[-0.5783760821159376, -0.04534320013226534]",
08 11 15 0 19 0.0000000,,"[0.127656930775629, 0.0009527246875222773]",,"[0.027725880550860893, -0.002486771179974312]",,,,"[-0.029332592865102924, 0.026902339344815118]","[-0.251147712717966, -0.015728018069239624]",,"[0.5742180071738403, -0.025384441007190617]",,"[0.2922763196165761, 0.016551559274375904]","[-0.1992646290036646, -0.02155739676891244]","[0.36268907627891167, 0.017698057996312855]",,,"[-0.6009992383023928, -0.045246312372910324]",
08 11 15 0 19 30.0000000,,"[0.12974807862337912, 0.0041822956955002155]",,"[0.027709732985385926, -3.229513094993308e-05]",,,,"[-0.03068093910769676, -0.0026966924851876684]","[-0.25882602149965805, -0.015356617563384132]",,"[0.5684047766317235, -0.011626461084233597]",,"[0.3097160118386455, 0.03487938444413885]","[-0.20849313288363192, -0.01845700775993464]","[0.3741540590526711, 0.022929965547518805]",,,"[-0.6136349408479873, -0.02527140509118908]",
08 11 15 0 20 0.0000000,,"[0.13421296292290208, 0.008929768599045929]",,"[0.02204990697282483, -0.011319652025122195]",,,,"[-0.023252922172105173, 0.014856033871183172]","[-0.26492183990603735, -0.012191636812758588]",,"[0.5543884321214136, -0.028032689020619728]",,"[0.3166272970756836, 0.013822570474076201]","[-0.22616696879231313, -0.035347671817362425]","[0.37105366944888374, -0.006200779207574669]",,,"[-0.6380828053243022, -0.048895728952629725]",
08 11 15 0 20 30.0000000,,"[0.13536753483458597, 0.0023091438233677763]",,"[0.02779854636901291, 0.011497278792376164]",,,,"[-0.0344676135428017, -0.022429382741393056]","[-0.2728665883937538, -0.01588949697543285]",,"[0.5643839589520212, 0.01999105366121512]",,"[0.32269081961203483, 0.012127045072702458]","[-0.23045422647373925, -0.008574515362852253]","[0.3795716671502305, 0.017035995402693516]",,,"[-0.6513805707618303, -0.026595530875056284]",
08 11 15 0 21 0.0000000,,"[0.14898825778800528, 0.027241445906838635]",,"[0.027079966112069087, -0.0014371605138876475]",,,,"[-0.028178020656923763, 0.012579185771755874]","[-0.2704444090996958, 0.004844358588115938]",,"[0.5780611986774602, 0.02735447945087799]",,"[0.3384592077782145, 0.031536776332359295]","[-0.24243594094514265, -0.023963428942806786]","[0.38161437171038415, 0.004085409120307304]",,,"[-0.6746577151698148, -0.0465542888159689]",
08 11 15 0 21 30.0000000,,"[0.1527184139686142, 0.007460312361217803]",,"[0.024407494674960617, -0.00534494287421694]",,,,"[-0.03473405221302528, -0.013112063112203032]","[-0.2665931436649771, 0.007702530869437396]",,"[0.5995620783796767, 0.04300175940443296]",,"[0.3412366404581917, 0.0055548653599544195]","[-0.24960559195824317, -0.01433930202620104]","[0.40298606852411467, 0.042743393627461046]",,,"[-0.6890373866999653, -0.028759343060301035]",
08 11 15 0 22 0.0000000,,"[0.1498037249148183, -0.005829378107591765]",,"[0.028662457079917658, 0.008509924809914082]",,,,"[-0.036696017765279976, -0.003923931104509393]","[-0.266819213718577, -0.00045214010719973885]",,"[0.6073292003966344, 0.015534244033915455]",,"[0.3390970484351783, -0.004279184046026785]","[-0.2584303990170156, -0.017649614117544843]","[0.39005970418475044, -0.025852728678728454]",,,"[-0.7147124894991066, -0.05135020559828263]",
08 11 15 0 22 30.0000000,,"[0.16050975763027964, 0.021412065430922667]",,"[0.027346405964635778, -0.00263210223056376]",,,,"[-0.03092315761568898, 0.011545720299181994]","[-0.26970160734674664, -0.005764787256339332]",,"[0.6115760881275492, 0.0084937754618295]",,"[0.330675937900196, -0.01684222106996458]","[-0.26357349347836134, -0.010286188922691508]","[0.39772186495792994, 0.015324321546358988]",,,"[-0.7293989706840875, -0.029372962369961893]",
08 11 15 0 23 0.0000000,,"[0.1668154986728041, 0.01261148208504892]",,"[0.02621605540116434, -0.0022607011269428767]",,,,"[-0.04543201203341596, -0.02901770883545396]","[-0.2763787485998819, -0.013354282506270465]",,"[0.6244378613191657, 0.025723546383233042]",,"[0.3308131947187576, 0.0002745136371231638]","[-0.2769358500627277, -0.026724713168732706]","[0.41376476705590903, 0.03208580419595819]",,,"[-0.7410819491351504, -0.023365956902125617]",
08 11 15 0 23 30.0000000,,"[0.15778076882816094, -0.018069459689286305]",,"[0.0323037995804043, 0.012175488358479924]",,,,"[-0.03636498705964186, 0.018134049947548192]","[-0.27779976051374433, -0.0028420238277249155]",,"[0.6588085876974219, 0.06874145275651244]",,"[0.33297700853381684, 0.0043276276301185135]","[-0.28542155204195296, -0.016971403958450537]","[0.4228721615345421, 0.018214788957266137]",,,"[-0.7769544268803656, -0.07174495549043058]",
08 11 15 0 24 0.0000000,,"[0.1565777536306996, -0.002406030394922709]",,"[0.036090474015509244, 0.007573348870209883]",,,,"[-0.04667539703223156, -0.02062081994517939]","[-0.2857445091497084, -0.01588949727192812]",,"[0.6552237619689549, -0.007169651456933934]",,"[0.3096514203944025, -0.04665117627882864]","[-0.2976454842801104, -0.024447864476314862]","[0.4112860699533485, -0.023172183162387228]",,,"[-0.8023711633113635, -0.05083347286199569]",
08 11 15 0 24 30.0000000,,"[0.16071160604042234, 0.008267704819445498]",,"[0.033789403381888405, -0.004602141267241677]",,,,"[-0.051527829995393404, -0.009704865926323691]","[-0.2842669797224744, 0.0029550588544680068]",,"[0.6737372870938998, 0.037027050249889726]",,"[0.3357059970376213, 0.052109153286437504]","[-0.3065914004446313, -0.01789183232904179]","[0.44887829474282626, 0.07518444957895554]",,,"[-0.8018544314636529, 0.0010334636954212328]",
08 11 15 0 25 0.0000000,,"[0.16318222906556912, 0.004941246050293557]",,"[0.038133178577481885, 0.00868755039118696]",,,,"[-0.06440575134365645, -0.025755842696526088]","[-0.2869636729494687, -0.005393386453988569]",,"[0.6798088840041601, 0.012143193820520537]",,"[0.33018342814011703, -0.011045137795008486]","[-0.31955813443528314, -0.025933467981303693]","[0.45077566885265696, 0.0037947482196614146]",,,"[-0.8305734059085808, -0.05743794888985576]",
08 11 15 0 25 30.0000000,,"[0.1661049927897693, 0.005845527448400389]",,"[0.04093483260476205, 0.00560330805456033]",,,,"[-0.06219349350067205, 0.0044245156859687995]","[-0.29144470481401186, -0.008962063729086367]",,"[0.6987180306859955, 0.03781829336367082]",,"[0.33434150278571906, 0.008316149291204056]","[-0.3198649437945278, -0.000613618718489306]","[0.44338802142010536, -0.014775294865103206]",,,"[-0.8379691274194556, -0.014791443021749727]",
08 11 15 0 26 0.0000000,,"[0.16743719146870717, 0.002664397357875714]",,"[0.03890020182552689, -0.004069261558470316]",,,,"[-0.051342129741897224, 0.021702727517549647]","[-0.2931886739472702, -0.0034879382665167213]",,"[0.7161173531076201, 0.03479864484324935]",,"[0.33938771008070034, 0.010092414589962573]","[-0.33000580167026783, -0.02028171575148008]","[0.4651068970961205, 0.04343775135203032]",,,"[-0.8566441311540984, -0.03735000746928563]",
08 11 15 0 26 30.0000000,,"[0.17350071370856313, 0.012127044479711913]",,"[0.04263035859912634, 0.0074603135471988935]",,,,"[-0.04319553314053337, 0.016293193202727707]","[-0.28940200025272134, 0.007573347389097762]",,"[0.7232143396340689, 0.01419397305289749]",,"[0.34478109623796627, 0.010786772314531845]","[-0.33589169773586036, -0.011771792131185066]","[0.46954755975275475, 0.008881325313268462]",,,"[-0.8691748724540957, -0.025061482599994633]",
08 11 15 0 27 0.0000000,,"[0.1755676399134245, 0.004133852409722749]",,"[0.03855302325791854, -0.008154670682415599]",,,,"[-0.04997763534083788, -0.013564204400609015]","[-0.2919856583047249, -0.005167316104007114]",,"[0.7260159927718632, 0.005603306275588693]",,"[0.3394280795846498, -0.01070603330663289]","[-0.33579481042215775, 0.00019377462740521878]","[0.45251963783630345, -0.03405584383290261]",,,"[-0.879614465906343, -0.020879186904494418]",
08 11 15 0 27 30.0000000,,"[0.18711336198975914, 0.023091444152669283]",,"[0.04129815992018848, 0.005490273324539885]",,,,"[-0.04595681766295456, 0.00804163535576663]","[-0.295659296972417, -0.007347277335384205]",,"[0.731304418277432, 0.010576851011137478]",,"[0.32537136497830943, -0.028113429212680785]","[-0.34647662193765427, -0.02136362303099304]","[0.47934931254894764, 0.05365934942528838]",,,"[-0.9093991985828325, -0.05956946535297902]",
08 11 15 0 28 0.0000000,,"[0.18452163015535916, -0.005183463668799959]",,"[0.046005261541722575, 0.009414203243068187]",,,,"[-0.046715766831766814, -0.0015178983376245014]","[-0.2999788503753962, -0.008639106805958363]",,"[0.7524096758297674, 0.042210515104670776]",,"[0.31783031301438314, -0.015082103927852584]","[-0.349560863827719, -0.006168483780129463]","[0.49120184398452693, 0.02370506287115859]",,,"[-0.9215989091781012, -0.024399421190537396]",
08 11 15 0 28 30.0000000,,"[0.19204653396263893, 0.01504980761455954]",,"[0.05059932902622677, 0.009188134969008388]",,,,"[-0.05748639158264268, -0.021541249501751736]","[-0.3039108549668299, -0.007864009182867449]",,"[0.7682265072817245, 0.03163366290391423]",,"[0.328665529209502, 0.021670432390237693]","[-0.3553983163101293, -0.011674904964820598]","[0.48127898208258557, -0.01984572380388272]",,,"[-0.9389094191046752, -0.03462101985314803]",
08 11 15 0 29 0.0000000,,"[0.20273641970379686, 0.021379771482315846]",,"[0.050793103357136715, 0.000387548661819892]",,,,"[-0.04878269422260928, 0.017407394720066804]","[-0.31630433974532934, -0.024786969556998883]",,"[0.7745403218123101, 0.01262762906117132]",,"[0.3144231134601796, -0.02848483149864478]","[-0.3703996810809258, -0.030002729541593]","[0.4876170179595647, 0.01267607175395824]",,,"[-0.9741844251047951, -0.0705500120002398]",
08 11 15 0 29 30.0000000,,"[0.2014122945129202, -0.0026482503817533143]",,"[0.053150691059272503, 0.0047151754042715766]",,,,"[-0.05189923109355732, -0.006233073741896078]","[-0.32926299980601925, -0.025917320121379817]",,"[0.781629233075364, 0.014177822526107775]",,"[0.2958772932061038, -0.03709164050815161]","[-0.36755765710495325, 0.005684047951945104]","[0.5024569042670919, 0.02967977261505439]",,,"[-0.9824359841359183, -0.016503118062246358]",
08 11 15 0 30 0.0000000,,"[0.2116500395550247, 0.020475490084209014]",,"[0.05311032125973725, -8.073959907051176e-05]",,,,"[-0.06456722936127335, -0.02533599653543206]","[-0.3391697138465588, -0.01981342808107911]",,"[0.7945313760665158, 0.025804285982303554]",,"[0.3018358544977673, 0.011917122583327]","[-0.3757849933072066, -0.01645467240450671]","[0.5183141058168985, 0.031714403099613264]",,,"[-0.9915191560812673, -0.018166343890698045]",
08 11 15 0 30 30.0000000,,"[0.21334556525289372, 0.0033910513957380317]",,"[0.0572280264004803, 0.00823541028148611]",,,,"[-0.058067715170182055, 0.012999028382182587]","[-0.34095405263224166, -0.003568677571365697]",,"[0.8006433421869588, 0.012223932240885915]",,"[0.28128769889099203, -0.04109631121355051]","[-0.3805486127394033, -0.00952723886439344]","[0.5179992226767354, -0.0006297662803262938]",,,"[-1.0066577779662111, -0.030277243769887722]",
