epoch,G04,G08,G11,G17,G19,G20,G28,G32
08 11 15 4 40 0.0000000,,-4.296977803111076,-4.384975302964449,,-4.327579021453857,,-4.412304952740669,
08 11 15 4 40 30.0000000,,-0.6727556362748146,-0.7035644352436066,,-0.7954374328255653,,-0.76739052683115,
08 11 15 4 41 0.0000000,,5.433892242610455,5.560613039880991,,5.649233371019363,,5.629358969628811,
08 11 15 4 41 30.0000000,,-4.364169750362635,-4.5615741312503815,,-4.579856880009174,,-4.448191024363041,
08 11 15 4 42 0.0000000,,7.011454615741968,7.214860983192921,,7.162271372973919,,7.03468231856823,
08 11 15 4 42 30.0000000,,-5.906682826578617,-5.977272026240826,,-5.823045216500759,,-5.841504134237766,
08 11 15 4 43 0.0000000,,-4.361181229352951,-4.41375195980072,,-4.522542454302311,,-4.514357388019562,
08 11 15 4 43 30.0000000,,5.296318665146828,5.387172423303127,,5.342113584280014,,5.5141261368989944,
08 11 15 4 44 0.0000000,,4.897854469716549,4.910959407687187,,4.998447299003601,,4.771712347865105,
08 11 15 4 44 30.0000000,,-12.575773216784,-12.693478599190712,,-12.73528479039669,,-12.571394421160221,
08 11 15 4 45 0.0000000,,11.030642926692963,11.111531179398298,,11.209273964166641,,11.04989456385374,
08 11 15 4 45 30.0000000,,1.5836146213114262,1.5608335547149181,,1.4510868415236473,,1.6366823762655258,-35382550.954932675
08 11 15 4 46 0.0000000,,-14.777163129299879,-14.706209026277065,,-14.642194345593452,,-14.85235770046711,106133924.37194216
08 11 15 4 46 30.0000000,,13.489954054355621,13.328108441084623,,13.37066338211298,,13.515509687364101,-106120147.66316338
08 11 15 4 47 0.0000000,,-3.288684234023094,-3.103485006839037,,-3.2368811145424843,,-3.1775031089782715,35368776.68508097
08 11 15 4 47 30.0000000,,1.620960220694542,1.5336673445999622,,1.6887183785438538,,1.5345482379198074,1.640696257352829
08 11 15 4 48 0.0000000,,-6.613405507057905,-6.533247038722038,,-6.6176773980259895,,-6.627127036452293,-6.638998776674271
08 11 15 4 48 30.0000000,,5.38627278059721,5.254682324826717,,5.226037785410881,,5.464279547333717,5.3929730504751205
08 11 15 4 49 0.0000000,,-0.1819591484963894,-0.039421699941158295,,0.12377019226551056,,-0.12924370914697647,-0.055093541741371155
08 11 15 4 49 30.0000000,,-9.625766288489103,-9.689038708806038,,-9.89913908392191,,-9.770644083619118,-9.818546622991562
08 11 15 4 50 0.0000000,,13.358067981898785,13.251655723899603,,13.37694837898016,,13.344874985516071,13.374972939491272
