epoch,G04,G08,G11,G17,G19,G20,G28,G32
08 11 15 5 39 0.0000000,,,"[-0.04506868916252138, 0.00329415771123287]","[0.710183014495785, 0.019328986324558706]",,"[0.290798795968934, 0.06321889556506122]","[0.6827720117516503, -0.012272371968496287]","[8.41816354688367, 0.047926839513039]"
08 11 15 5 39 30.0000000,,,"[-0.04176645144538682, 0.006604475434269119]","[0.7222939096327217, 0.024221790273873278]",,"[0.31395483156766124, 0.04631207119745451]","[0.6858077989455298, 0.006071574387759071]","[8.447552671636016, 0.058778249504690905]"
08 11 15 5 40 0.0000000,,,"[-0.03074552255057572, 0.0220418577896222]","[0.7288660840105348, 0.0131443487556262]",,"[0.3191463681295379, 0.010383073123753306]","[0.6901112176756223, 0.00860683746018509]","[8.473663760754631, 0.052222178237229855]"
08 11 15 5 40 30.0000000,,,"[-0.021985316715459113, 0.017520411670233216]","[0.7492043218703777, 0.0406764757196858]",,"[0.32147973537374686, 0.004666734488417923]","[0.695302754237499, 0.010383073123753306]","[8.490893529301779, 0.034459537094296167]"
08 11 15 5 41 0.0000000,,,"[-0.01773842957595395, 0.008493774279010324]","[0.7566484920024716, 0.014888340264187951]",,"[0.3426657289701658, 0.04237198719283786]","[0.7013178349689717, 0.012030161462945443]","[8.504982546446925, 0.028178034290291976]"
08 11 15 5 41 30.0000000,,,"[-0.011198537287447685, 0.013079784577012532]","[0.766361427265861, 0.019425870526778688]",,"[0.3673154465988526, 0.04929943525737368]","[0.7069695904585442, 0.01130351097914506]","[8.540790429784277, 0.07161576667470371]"
08 11 15 5 42 0.0000000,,,"[-0.0037786071730581128, 0.014839860228779143]","[0.7971069593000122, 0.0614910640683024]",,"[0.405553581382633, 0.0764762695675607]","[0.709771228185625, 0.005603275454161505]","[8.562242864420377, 0.042904869272199164]"
08 11 15 5 42 30.0000000,,,"[-0.004989688151534999, -0.0024221619569537722]","[0.810655014359897, 0.027096110119769534]",,"[0.4468598233838996, 0.08261248400253329]","[0.7165129783680477, 0.013483500364845469]","[8.590533933441119, 0.0565821380414846]"
08 11 15 5 43 0.0000000,,,"[-0.0011464978327122566, 0.007686380637645485]","[0.8382840160426019, 0.05525800336540998]",,"[0.4848961097573379, 0.07607257274687651]","[0.714429892151716, -0.004166172432663373]","[8.611962128059513, 0.04285638923678903]"
08 11 15 5 43 30.0000000,,,"[-0.002963133525788919, -0.003633271386153325]","[0.8621586221192283, 0.047749212153252785]",,"[0.5149230618300149, 0.06005390414535405]","[0.7202269739446185, 0.011594163585805006]","[8.639825269725442, 0.055726283331857474]"
08 11 15 5 44 0.0000000,,,"[0.008227333239331891, 0.02238093353024162]","[0.8916607626348718, 0.059004281031286965]",,"[0.5305541841390817, 0.03126224461813365]","[0.7255799873380537, 0.010706026786870382]","[8.64659930199717, 0.013548064543456917]"
08 11 15 5 44 30.0000000,,,"[0.012022081457043754, 0.007589496435423726]","[0.9131777993838841, 0.04303407349802457]",,"[0.5263395980560328, -0.008429172166097842]","[0.7241589779433335, -0.002842018789440459]","[8.66831009766705, 0.04342159133975798]"
08 11 15 5 45 0.0000000,,,"[0.018053312716744152, 0.012062462519400796]","[0.9355991044929091, 0.044842610218049916]",,"[0.5327018535011772, 0.012724510890288698]","[0.7317565543846598, 0.015195152882652609]","[8.673194831094037, 0.009769466853974507]"
08 11 15 5 45 30.0000000,,,"[0.02321255770573938, 0.010318489977990453]","[0.9658117544477001, 0.060425299909582016]",,"[0.5500123652058924, 0.03462102340943041]","[0.7399031444664237, 0.016293180163527765]","[8.671047171215516, -0.004295319757041227]"
08 11 15 5 46 0.0000000,,,"[0.024722380780352715, 0.0030196461492266735]","[0.9764128359935986, 0.02120216309179712]",,"[0.583155847630016, 0.06628696484824737]","[0.744820178949869, 0.009834068966890541]","[8.682600963222537, 0.023107584014042004]"
08 11 15 5 46 30.0000000,,,"[0.03214232986189103, 0.014839898163076624]","[1.0017165314708463, 0.05060739095449529]",,"[0.6261737611162372, 0.08603582697244239]","[0.7532655111277702, 0.016890664355802443]","[8.695349695163381, 0.025497463881688276]"
08 11 15 5 47 0.0000000,,,"[0.04872617211565533, 0.033167684507528605]","[1.0133752876859892, 0.02331751243028579]",,"[0.6550219142997453, 0.05769630636701617]","[0.7531524669137468, -0.00022608842804672236]","[8.724214008358693, 0.057728626390623816]"
08 11 15 5 47 30.0000000,,,"[0.06292014398534906, 0.028387943739387467]","[1.0245011618217716, 0.022251748271564953]",,"[0.6901273682038509, 0.07021090780821115]","[0.756793808822227, 0.0072826838169604]","[8.732691632109475, 0.01695524750156352]"
08 11 15 5 48 0.0000000,,,"[0.0730206350247693, 0.020200982078840468]","[1.049191251029242, 0.0493801784149408]",,"[0.7132107406509132, 0.046166744894124534]","[0.7558087878210724, -0.0019700420023092136]","[8.75829406968286, 0.051204875146769524]"
08 11 15 5 48 30.0000000,,,"[0.07879350525069118, 0.011545740451843756]","[1.0703772446256608, 0.04237198719283741]",,"[0.7522562690760606, 0.07809105685029483]","[0.7577869098292833, 0.003956244016421806]","[8.79659679709598, 0.0766054548262396]"
08 11 15 5 49 0.0000000,,,"[0.08511538911705241, 0.012643767732722466]","[1.099540280949959, 0.05832607264859657]",,"[0.7861102704229066, 0.06770800269369204]","[0.7603463465343889, 0.005118873410211222]","[8.816418303404689, 0.039643012617418094]"
08 11 15 5 49 30.0000000,,,"[0.08820769841794363, 0.006184618601782432]","[1.1171091536884525, 0.035137745476987]",,"[0.8230404400259905, 0.07386033920616786]","[0.76293000429005, 0.005167315511322101]","[8.840236406341454, 0.04763620587353046]"
08 11 15 5 50 0.0000000,,,"[0.09121120352251655, 0.006007010209145847]","[1.1288325120165088, 0.023446716656112532]",,"[0.8547386920048394, 0.0633965039576978]","[0.7597408013033631, -0.006378405973373802]","[8.853340393001872, 0.026207973320836686]"
08 11 15 5 50 30.0000000,,,"[0.09654807587129799, 0.010673744697562881]","[1.1459008037320988, 0.03413658343117998]",,"[0.883522252559009, 0.05756712110833906]","[0.7683152997727918, 0.017148996938857408]","[8.870295649987014, 0.03391051397028377]"
08 11 15 5 51 0.0000000,,,"[0.095724522218128, -0.00164710730633999]","[1.1543461359100002, 0.016890664355802887]",,"[0.8950437529931485, 0.02304300086827915]","[0.7679842755873478, -0.0006620483708879021]","[8.882083581977259, 0.02357586398048994]"
08 11 15 5 51 30.0000000,,,"[0.10323328497955941, 0.01501752552286284]","[1.1717131507545768, 0.03473402968915318]",,"[0.9163992939434524, 0.042711081900607795]","[0.7762600604113645, 0.016551569648033393]","[8.89270080456781, 0.021234445181100625]"
08 11 15 5 52 0.0000000,,,"[0.10064963670747407, -0.005167296544170696]","[1.1938195822063866, 0.04421286290361959]",,"[0.939999397941647, 0.04720020799638913]","[0.7806926454329837, 0.00886517004323828]","[8.904819779710648, 0.0242379502856771]"
08 11 15 5 52 30.0000000,,,"[0.10955517832949635, 0.017811083244044568]","[1.2278592814353462, 0.0680793984579191]",,"[0.9583110716921697, 0.036623347501045345]","[0.7826707674411937, 0.00395624401642003]","[8.921516666178436, 0.03339377293557533]"
08 11 15 5 53 0.0000000,,,"[0.12022084302115754, 0.021331329383322384]","[1.2387106534926966, 0.021702744114700856]",,"[0.9646733366208888, 0.012724529857438327]","[0.7840917673523382, 0.002841999822289054]","[8.92481890389557, 0.006604475434269119]"
08 11 15 5 53 30.0000000,,,"[0.11624845796008376, -0.00794477012214756]","[1.2659278688652411, 0.054434430745089024]",,"[0.9902515531437186, 0.05115643304565953]","[0.7957505330510566, 0.023317531397436753]","[8.938843318927805, 0.028048830064470565]"
08 11 15 5 54 0.0000000,,,"[0.121771037674554, 0.011045159428940465]","[1.2918694011463963, 0.05188306456231029]",,"[1.0057858007341403, 0.031068495180843314]","[0.7993192118078714, 0.007137357513629539]","[8.951438663526567, 0.02519068919752243]"
08 11 15 5 54 30.0000000,,,"[0.12081023772395483, -0.0019215999011983342]","[1.3000886733469759, 0.016438544401159216]",,"[1.012680938258645, 0.013790275049009537]","[0.7984230044866107, -0.0017924146425212228]","[8.952762779235492, 0.002648231417850866]"
08 11 15 5 55 0.0000000,,,"[0.11578824851596359, -0.01004397841598248]","[1.316058909330963, 0.031940471967974116]",,"[1.0204884241490646, 0.015614971780839149]","[0.8005545138369028, 0.004263018700584098]","[8.971849545570924, 0.03817353267086432]"
08 11 15 5 55 30.0000000,,,"[0.11919545044121982, 0.006814403850512463]","[1.3200070543743316, 0.007896290086737423]",,"[1.0401645946708702, 0.03935234104361118]","[0.8014184390688568, 0.0017278504639079983]","[8.977646636847401, 0.011594182552954635]"
08 11 15 5 56 0.0000000,,,"[0.11762910525959569, -0.0031326903632482583]","[1.3394006333282287, 0.03878715790779408]",,"[1.061181031429829, 0.0420328735179174]","[0.8033400294864803, 0.0038431808352470394]","[8.990952481401736, 0.026611689108669623]"
08 11 15 5 56 30.0000000,,,"[0.11955070516079402, 0.0038431998023966685]","[1.345762898256948, 0.012724529857438771]",,"[1.0819875682232687, 0.0416130735868796]","[0.8051808767465367, 0.0036816945201127993]","[9.000633115608668, 0.01936126841386354]"
08 11 15 5 57 0.0000000,,,"[0.11589320324051045, -0.007315003840567158]","[1.3456337129982714, -0.0002583705173533346]",,"[1.095075404355458, 0.02617567226437867]","[0.804744888352972, -0.0008719767871294692]","[9.0162158053002, 0.031165379383065073]"
08 11 15 5 57 30.0000000,,,"[0.11931656517757006, 0.0068467238741192205]","[1.3577769186752398, 0.02428641135393672]",,"[1.1207020724629726, 0.051253336215029144]","[0.8026375905696597, -0.004214595566624624]","[9.055229051636042, 0.07802649267168249]"
08 11 15 5 58 0.0000000,,,"[0.11941344937979004, 0.00019376840443996457]","[1.3702349790422734, 0.02491612073406735]",,"[1.1549759021915809, 0.06854765945721653]","[0.8040747504926076, 0.002874319845895812]","[9.069923595045065, 0.029389086818046195]"
08 11 15 5 58 30.0000000,,,"[0.12110897033651735, 0.003391041913454629]","[1.3843724382885303, 0.028274918492513734]",,"[1.1550727863938008, 0.00019376840443996457]","[0.8072316619064122, 0.006313822827609172]","[9.092344900154089, 0.044842610218047696]"
08 11 15 5 59 0.0000000,,,"[0.12709983001743463, 0.011981719361834564]","[1.400326523744289, 0.03190817091151743]",,"[1.1742968179938127, 0.0384480632000237]","[0.8013376864277149, -0.0117879509573946]","[9.121774396485218, 0.058858992662258906]"
08 11 15 5 59 30.0000000,,,"[0.1315566360896092, 0.008913612144349159]","[1.4054050255757173, 0.010157003662856656]",,"[1.2046063616343985, 0.06061908728117161]","[0.8079098608055277, 0.013144348755625757]","[9.144486363684479, 0.04542393439852077]"
08 11 15 6 0 0.0000000,,,"[0.1377251326138884, 0.012336993048558398]","[1.428052409629214, 0.04529476810699329]",,"[1.2253240657807956, 0.04143540829279413]","[0.8127219310808513, 0.009624140550647198]","[9.17012916335307, 0.05128559933718435]"
08 11 15 6 0 30.0000000,,,"[0.1434010996704398, 0.011351934113102757]","[1.4366753691669023, 0.017245919075376648]",,"[1.2360139515230122, 0.021379771484433263]","[0.8206909032864038, 0.015937944411104965]","[9.195529761999689, 0.050801197293235845]"
08 11 15 6 1 0.0000000,,,"[0.1479386489001815, 0.0090750984594834]","[1.4586122437812519, 0.04387374922869913]",,"[1.277635076665069, 0.0832422502841137]","[0.8272146355631067, 0.013047464553405774]","[9.225879658251909, 0.06069979250444035]"
08 11 15 6 1 30.0000000,,,"[0.150360829824284, 0.0048443618482050255]","[1.4788374279434964, 0.040450368324489006]",,"[1.3090991791771196, 0.06292820502410112]","[0.8350705825217855, 0.0157118939173575]","[9.250109528531683, 0.04845974055954727]"
08 11 15 6 2 0.0000000,,,"[0.15001364562703667, -0.0006943683944946599]","[1.4836010656012844, 0.009527275315575956]",,"[1.3344109546602687, 0.050623550966298225]","[0.8359264087806881, 0.001711652517805362]","[9.283584063591976, 0.06694907012058593]"
08 11 15 6 2 30.0000000,,,"[0.14738154577026563, -0.005264199713542084]","[1.494525091326725, 0.0218480514508812]",,"[1.364268349895486, 0.05971479047043448]","[0.8342954804533003, -0.003261856654775741]","[9.312884346213702, 0.05860056524345225]"
08 11 15 6 3 0.0000000,,,"[0.14808397520351146, 0.001404858866491665]","[1.5115207009234999, 0.03399121919354986]",,"[1.4029909341410916, 0.07744516849121119]","[0.831857158484544, -0.004876643937512526]","[9.340602152092725, 0.05543561175804612]"
08 11 15 6 3 30.0000000,,,"[0.14688095526378664, -0.0024060398794496507]","[1.5321415303512513, 0.041241658855502905]",,"[1.4342370471981467, 0.06249222611411032]","[0.8328502500080255, 0.0019861830469629638]","[9.372857516685064, 0.06451072918467915]"
08 11 15 6 4 0.0000000,,,"[0.15329973281594267, 0.01283755510431206]","[1.5542479523194859, 0.04421284393646907]",,"[1.4667992149253748, 0.06512433545445617]","[0.8301212564654596, -0.005457987085131677]","[9.397119678537722, 0.04852432370531545]"
08 11 15 6 4 30.0000000,,,"[0.16035635665558168, 0.014113247679278018]","[1.5648732549159396, 0.021250605192907557]",,"[1.5006612867945477, 0.06772414373834579]","[0.833754527851613, 0.00726654277230665]","[9.416545558548075, 0.03885176002070523]"
08 11 15 6 5 0.0000000,,,"[0.16365858488914142, 0.0066044564671194905]","[1.5797454351683238, 0.02974436050476825]",,"[1.5091954231687676, 0.017068272748439917]","[0.8336253520765107, -0.0002583515502045941]","[9.44489313070868, 0.05669514432121048]"
08 11 15 6 5 30.0000000,,,"[0.16606462476859019, 0.004812079758897525]","[1.6001159646010483, 0.0407410588654491]",,"[1.5475223811160164, 0.07665391589449744]","[0.82549488407225, -0.0162609360085213]","[9.476833593193078, 0.06388092496879594]"
08 11 15 6 6 0.0000000,,,"[0.16815577202367393, 0.004182294510167495]","[1.609457504100211, 0.018683078998325442]",,"[1.5754662564559365, 0.05588775067984031]","[0.8299113375327911, 0.008832906921082184]","[9.49000218196641, 0.026337177546665202]"
08 11 15 6 6 30.0000000,,,"[0.1686240614736958, 0.0009365789000437276]","[1.6333482607050656, 0.047781513209709026]",,"[1.5896198472632719, 0.028307181614670718]","[0.8292089080995453, -0.001404858866491665]","[9.500094592999927, 0.020184822067033537]"
08 11 15 6 7 0.0000000,,,"[0.17346034331599913, 0.009672563684606672]","[1.6496010977405364, 0.03250567407094174]",,"[1.6211727824223656, 0.06310587031818748]","[0.8250669662010113, -0.008283883797068015]","[9.53075132083776, 0.06131345567566626]"
08 11 15 6 7 30.0000000,,,"[0.17073942977933498, -0.005441827073328298]","[1.6634882475081911, 0.02777429953530941]",,"[1.6530728828115562, 0.06380020077838111]","[0.8249135693753544, -0.00030679365131369707]","[9.560423018190864, 0.05934339470620742]"
08 11 15 6 8 0.0000000,,,"[0.16935879196339876, -0.0027612756318724507]","[1.6795392361333203, 0.03210197725025843]",,"[1.6712634607928787, 0.03638115596264502]","[0.8196978117629223, -0.010431515224864185]","[9.584523703211962, 0.0482013700421966]"
08 11 15 6 8 30.0000000,,,"[0.16981093088519206, 0.0009042778435865984]","[1.6935717216878803, 0.028064971109119874]",,"[1.7052789294877084, 0.06803093738965948]","[0.8243968378242226, 0.009398052122600475]","[9.6214700138597, 0.07389262129547447]"
08 11 15 6 9 0.0000000,,,"[0.16755022679264808, -0.0045214081850879495]","[1.70863767982828, 0.030131916280799583]",,"[1.7275710398544817, 0.04458422073354651]","[0.8285306997168549, 0.008267723785264636]","[9.63229715538292, 0.021654283046441236]"
08 11 15 6 9 30.0000000,,,"[0.16202765656175355, -0.01104514046178906]","[1.7295895239579002, 0.04190368825924029]",,"[1.748361416636118, 0.04158075356327284]","[0.8282723291995007, -0.0005167410347084456]","[9.659021860254887, 0.05344940974393353]"
08 11 15 6 10 0.0000000,,,"[0.15859623358594188, -0.006862845951623342]","[1.7465932230441517, 0.03400739817250287]",,"[1.7774195077194448, 0.058116182166653374]","[0.8310093837808186, 0.0054741091626357985]","[9.673966713142512, 0.02988970577525052]"
08 11 15 6 10 30.0000000,,,"[0.15433319591820727, -0.00852607533546923]","[1.7636938158161979, 0.03420118554409246]",,"[1.799679335996911, 0.044519656554932396]","[0.83079946484815, -0.00041983786533705825]","[9.702944051584696, 0.05795467688436773]"
08 11 15 6 11 0.0000000,,,"[0.15115207293742294, -0.006362245961568647]","[1.77619225724559, 0.024996882858784097]",,"[1.8351965572440272, 0.07103444249423241]","[0.8323900215967548, 0.003181113497209509]","[9.711389374279022, 0.016890645388652814]"
08 11 15 6 11 30.0000000,,,"[0.14895597095779234, -0.0043922039592612094]","[1.7912339943354347, 0.0300834741796896]",,"[1.832943933157385, -0.004505248173284571]","[0.8349575383077621, 0.005135033422014601]","[9.733124400483032, 0.04347005240801849]"
08 11 15 6 12 0.0000000,,,"[0.14705858262357374, -0.003794776668437194]","[1.799412875990081, 0.016357763309292395]",,"[1.8640527904334365, 0.06221771455210323]","[0.8381386707721221, 0.006362264928720052]","[9.749005832270699, 0.03176286357533442]"
08 11 15 6 12 30.0000000,,,"[0.1351656864252071, -0.023785792396733285]","[1.8008661959248322, 0.0029066398695025697]",,"[1.8686710733371692, 0.009236565807465347]","[0.8432252431258771, 0.010173144707509962]","[9.763546978854066, 0.029082293166734274]"
08 11 15 6 13 0.0000000,,,"[0.13244477288854295, -0.005441827073328298]","[1.8025778674097872, 0.0034233429699099815]",,"[1.8813955937110332, 0.025449040747727913]","[0.8435643568007976, 0.0006782273498409097]","[9.78635583973912, 0.04561772177010681]"
08 11 15 6 13 30.0000000,,,"[0.1328242486586717, 0.0007589515402575131]","[1.8132273815732207, 0.02129902832686703]",,"[1.9219993967954792, 0.081207606168892]","[0.8411179548261396, -0.004892803949315905]","[9.82159854942423, 0.07048541937022179]"
08 11 15 6 14 0.0000000,,,"[0.12748738579346508, -0.010673725730413253]","[1.8129367384501356, -0.000581286246170265]",,"[1.9297988121635714, 0.015598830736184512]","[0.8362816729838372, -0.009672563684604896]","[9.834048548752511, 0.02489999865656145]"
08 11 15 6 14 30.0000000,,,"[0.1184768609961715, -0.01802104959458717]","[1.8128317647584387, -0.00020994738339386032]",,"[1.9448970618768526, 0.030196499426562436]","[0.8299436291056725, -0.012676087756329224]","[9.840047478955755, 0.011997860406488314]"
08 11 15 6 15 0.0000000,,,"[0.1109277456231057, -0.015098230746131591]","[1.8185884749725576, 0.011513420428237886]",,"[1.9725099130313293, 0.055225702308953295]","[0.8232018978903994, -0.013483462430546211]","[9.843527344032676, 0.006959730153841548]"
08 11 15 6 15 30.0000000,,,"[0.11588514220175838, 0.009914793157305368]","[1.8312322521888549, 0.02528755443259456]",,"[1.9891341268638771, 0.033248427665095726]","[0.8206263201406401, -0.0051511554995187225]","[9.839579198989309, -0.00789629008673387]"
08 11 15 6 16 0.0000000,,,"[0.11744340737748171, 0.003116530351446656]","[1.8380627970840215, 0.013661089790333314]",,"[2.003869051335258, 0.029469848942762056]","[0.8141913920602555, -0.012869856160769189]","[9.826822387042562, -0.025513623893495208]"
08 11 15 6 16 30.0000000,,,"[0.11955071464436884, 0.0042146145337742524]","[1.845111340917758, 0.014097087667472863]",,"[2.0420264524450467, 0.07631480221957698]","[0.8151683425390832, 0.0019539009576554633]","[9.832772865661122, 0.01190095723712048]"
08 11 15 6 17 0.0000000,,,"[0.12822211628316715, 0.01734280327759663]","[1.8428021947241044, -0.004618292387307044]",,"[2.053297671851309, 0.0225424388125246]","[0.8118257237595898, -0.006685237558986756]","[9.817488918065727, -0.030567895190788615]"
08 11 15 6 17 30.0000000,,,"[0.1316938918706123, 0.006943551174890317]","[1.8562210740088874, 0.02683775856956583]",,"[2.058804082070401, 0.011012820438184079]","[0.8118176627208387, -1.6122077502345178e-05]","[9.829228417438436, 0.02347899874541781]"
08 11 15 6 18 0.0000000,,,"[0.13275965602933315, 0.0021315283174416777]","[1.8542994741076886, -0.0038431998023975567]",,"[2.089929089874681, 0.062250015608560354]","[0.8066907093047249, -0.0102539068322276]","[9.844391259781055, 0.030325684685237775]"
08 11 15 6 18 30.0000000,,,"[0.12937667515463147, -0.00676596174940336]","[1.8628416904878102, 0.017084432760243295]",,"[2.093578521272638, 0.007298862795913408]","[0.804462306268638, -0.004456806072173691]","[9.843341646150563, -0.0020992272609845486]"
08 11 15 6 19 0.0000000,,,"[0.13006296354322444, 0.001372576777185941]","[1.8679202018028136, 0.010157022630006729]",,"[2.113795634912556, 0.040434227279836144]","[0.7986813655203893, -0.011561881496497506]","[9.866747972260743, 0.04681265222036046]"
08 11 15 6 19 30.0000000,,,"[0.12651850583696422, -0.007088915412520436]","[1.882170695779519, 0.028500987953410828]",,"[2.1404638366446616, 0.0533364034642112]","[0.7948866078191017, -0.00758951540257513]","[9.894506149718548, 0.05551635491561058]"
08 11 15 6 20 0.0000000,,,"[0.12332931233385214, -0.006378387006224173]","[1.8894856711693608, 0.014629950779683654]",,"[2.1537373706589644, 0.026547068028605736]","[0.7925370995302394, -0.004699016577724535]","[9.903589318700359, 0.01816633796362055]"
08 11 15 6 20 30.0000000,,,"[0.11683786214645586, -0.01298290037479255]","[1.9032355651560124, 0.027499787973303214]",,"[2.1776927293767323, 0.047910717435535766]","[0.7890410934086649, -0.006992012243149048]","[9.92225625665403, 0.03733387590734338]"
08 11 15 6 21 0.0000000,,,"[0.11620001585897377, -0.0012756925749641823]","[1.920982074737868, 0.03549301916371128]",,"[2.2008810565483414, 0.04637665434321825]","[0.7850283557359576, -0.008025475345414534]","[9.937968122120663, 0.031423730933266114]"
08 11 15 6 21 30.0000000,,,"[0.10894962361489569, -0.014500784488156171]","[1.928127502773825, 0.014290856071913716]",,"[2.2063390341498983, 0.010915955203113725]","[0.7899938133533624, 0.00993091523480949]","[9.954277462295995, 0.03261868035066229]"
08 11 15 6 22 0.0000000,,,"[0.10839253945212945, -0.0011141683255324608]","[1.9405371305233234, 0.024819255498996995]",,"[2.2189101482145306, 0.025142228129264588]","[0.7958716288202563, 0.011755630933787842]","[9.95858894206484, 0.008622959537689212]"
08 11 15 6 22 30.0000000,,,"[0.10992657409372253, 0.003068069283186148]","[1.9529063961776136, 0.02473853130858039]",,"[2.2251432184009983, 0.012466140372935364]","[0.7983826423914024, 0.0050220271422922735]","[9.963287977609713, 0.009398071089748328]"
08 11 15 6 23 0.0000000,,,"[0.10136820718537276, -0.017116733816699536]","[1.9586631063917326, 0.011513420428237886]",,"[2.2267822267342883, 0.003278016666580008]","[0.8000458622916717, 0.0033264398005385942]","[9.971507230843144, 0.01643850646686218]"
08 11 15 6 23 30.0000000,,,"[0.09535313593747574, -0.012030142495794038]","[1.9565396675637674, -0.004246877655930348]",,"[2.2274362235499985, 0.0013079936314204232]","[0.8018867190353038, 0.0036817134872642043]","[9.964628243846867, -0.013757973992554184]"
08 11 15 6 24 0.0000000,,,"[0.0951916591059172, -0.00032295366311707596]","[1.9652595113036757, 0.017439687479816612]",,"[2.2340326284619416, 0.013192809823886265]","[0.8031058800196815, 0.0024383219687553748]","[9.970820942454552, 0.012385397215368243]"
08 11 15 6 24 30.0000000,,,"[0.09080750670183324, -0.008768304808167926]","[1.9658812070629297, 0.0012433915185079414]",,"[2.2347915705186243, 0.0015178841133653975]","[0.8041070515490647, 0.0020023430587663427]","[9.982221337635917, 0.022800790362730083]"
08 11 15 6 25 0.0000000,,,"[0.08364592813764737, -0.014323157128371733]","[1.9721627193505074, 0.012563024575155346]",,"[2.2412264891154337, 0.012869837193618672]","[0.8035499484191488, -0.0011142062598317182]","[9.991441771882304, 0.018440868492774598]"
08 11 15 6 25 30.0000000,,,"[0.0765731632533555, -0.014145529768583742]","[1.9823116619746124, 0.02029788524821008]",,"[2.2439554826579995, 0.005457987085131677]","[0.8071832198053022, 0.00726654277230665]","[9.99625383267405, 0.00962412158349224]"
08 11 15 6 26 0.0000000,,,"[0.06486596493710284, -0.02341439663250533]","[1.993453677155048, 0.02228403036087112]",,"[2.244722504720584, 0.0015340441251687764]","[0.8002073486068051, -0.013951742396994149]","[9.985450912201387, -0.021605840945326804]"
08 11 15 6 26 30.0000000,,,"[0.05344135818875806, -0.022849213496689558]","[1.9994203157854102, 0.011933277260724573]",,"[2.266877378273503, 0.04430974710583868]","[0.7971150298223391, -0.006184637568932061]","[9.98532980694861, -0.00024221050555439663]"
08 11 15 6 27 0.0000000,,,"[0.044858779713428554, -0.01716515695065901]","[2.016375572770552, 0.03391051397028333]",,"[2.2753873030807434, 0.017019849614480442]","[0.7872244671991631, -0.019781125246352005]","[9.983569693362545, -0.0035202271721281875]"
08 11 15 6 27 30.0000000,,,"[0.037487272732999344, -0.014743013960858422]","[2.0330643887160127, 0.03337763189092158]",,"[2.286763467727978, 0.022752329294468687]","[0.7846084989034701, -0.005231936591385988]","[9.993072709693266, 0.01900603266144074]"
08 11 15 6 28 0.0000000,,,"[0.034911676016090354, -0.00515119343381798]","[2.043503974463203, 0.020879171494380344]",,"[2.2931418831849255, 0.012756830913895456]","[0.7759532477929003, -0.0173105022211395]","[10.018610545153738, 0.05107567092094456]"
08 11 15 6 28 30.0000000,,,"[0.02510185655048147, -0.019619638931217764]","[2.056422272725082, 0.02583659652375836]",,"[2.2904128896423597, -0.005457987085131677]","[0.7706406059782482, -0.01062528362930415]","[10.03194869076453, 0.02667629122158388]"
08 11 15 6 29 0.0000000,,,"[0.040288910460080984, 0.030374107819199022]","[2.0594015567790995, 0.005958568108034967]",,"[2.2987128860333557, 0.01659999278199198]","[0.760628928618722, -0.020023354719052477]","[10.046255697364671, 0.028614013200282784]"
08 11 15 6 29 30.0000000,,,"[0.037228892732071195, -0.006120035456019579]","[2.063268968148477, 0.007734822738754588]",,"[2.2988743723484895, 0.0003229726302675928]","[0.7537660921506744, -0.013725672936095279]","[10.051608710758106, 0.010706026786870382]"
08 11 15 6 30 0.0000000,,,"[0.045682304915874106, 0.01690682436760582]","[2.0699461067344114, 0.0133542771718691]",,"[2.295386427265666, -0.006975890165646703]","[0.7437059632064624, -0.020120257888423865]","[10.04757174255127, -0.008073936413673266]"
08 11 15 6 30 30.0000000,,,"[0.047482799564297906, 0.003600989296847601]","[2.0791826915090272, 0.018473169549231727]",,"[2.301764842722614, 0.012756830913895456]","[0.7401292234108956, -0.00715347959113366]","[10.050131179256375, 0.005118873410211222]"
08 11 15 6 31 0.0000000,,,"[0.0544505907568924, 0.013935582385188994]","[2.085948643774856, 0.01353190453165709]",,"[2.307933320279743, 0.012336955114258252]","[0.7320391364689929, -0.016180173883805438]","[10.049872818222596, -0.0005167220675588169]"
08 11 15 6 31 30.0000000,,,"[0.05864903579528846, 0.008396890076792118]","[2.091891061354663, 0.011884835159614582]",,"[2.312600054768161, 0.009333468976835846]","[0.7262339841537644, -0.01161030463045698]","[10.051027386577637, 0.002309136710081816]"
08 11 15 6 32 0.0000000,,,"[0.060199230448684915, 0.0031003893067929056]","[2.0949349190708695, 0.006087715432412821]",,"[2.3185666839149484, 0.011933258293574944]","[0.7171750267389356, -0.018117914829657522]","[10.056041295779725, 0.010027818404175548]"
08 11 15 6 32 30.0000000,,,"[0.05426490235835413, -0.011868656180661574]","[2.098826560974376, 0.007783283807013319]",,"[2.325340716186678, 0.013548064543459581]","[0.7056293052542406, -0.02309144296939003]","[10.062290516494421, 0.012498441429393381]"
08 11 15 6 33 0.0000000,,,"[0.04601333858489287, -0.016503127546922514]","[2.096904961073178, -0.0038431998023966685]",,"[2.326495294025293, 0.0023091556772296684]","[0.6985080982688388, -0.014242413970803725]","[10.07675093888737, 0.028920844785897515]"
08 11 15 6 33 30.0000000,,,"[0.038399621098913705, -0.01522743497195833]","[2.099997279857644, 0.006184637568932061]",,"[2.3362808924403473, 0.01957119683010866]","[0.6909670534180998, -0.015082089701477841]","[10.088086722472246, 0.02267156716975194]"
