epoch,G03,G04,G06,G07,G08,G11,G13,G16,G17,G19,G20,G21,G22,G23,G25,G27,G28,G31,G32
08 11 15 0 0 0.0000000,-0.9130924381315708,,-0.8837054194882512,,,,-0.9709542270284146,-0.8295618407428265,,-0.9853992220014334,,-0.9115636418573558,,-0.8964140070602298,-355940.02048889623,,,-1.0307160001248121,
08 11 15 0 0 30.0000000,1.554787545464933,,1.5041482588276267,,,,1.4851105704437941,1.5736805377528071,,1.6473148055374622,,1.4898542664013803,,1.5635954695753753,311458.2766433392,,,1.571912677027285,
08 11 15 0 1 0.0000000,-0.6068786289542913,,-0.5469281179830432,,,,-0.5589131875894964,-0.6639728592708707,,-0.6610788330435753,,-0.641065965872258,,-0.5545847159810364,-88989.30860844605,,,-0.5377175454050303,
08 11 15 0 1 30.0000000,-0.19819719437509775,,-0.17791379801928997,,,,-0.1411344208754599,-0.07962364330887794,,-0.11569838598370552,,0.09118719073012471,,-0.19524654326960444,,,,-0.20678492728620768,
08 11 15 0 2 0.0000000,0.551067840307951,,0.4086625725030899,,,,0.22358289128169417,0.34347133338451385,,0.42071683844551444,,0.21023259544745088,,0.40486887050792575,,,,0.42225194722414017,
08 11 15 0 2 30.0000000,-0.2939896648749709,,-0.2281315652653575,,,,-0.049531996715813875,-0.15837278123944998,,-0.2317050569690764,,-0.2447407878935337,,-0.22835175320506096,,,,-0.15432743821293116,
08 11 15 0 3 0.0000000,-0.31068698130548,,-0.15937940031290054,,,,-0.12226029206067324,-0.25555566418915987,,-0.17689459212124348,,-0.08543687453493476,,-0.2082004831172526,,,,-0.32931574434041977,
08 11 15 0 3 30.0000000,0.47977397218346596,,0.3524742890149355,,,,0.1840038476511836,0.48171172104775906,,0.3502597254700959,,0.32012404408305883,,0.4114370681345463,,,,0.4414657996967435,
08 11 15 0 4 0.0000000,-0.31207107566297054,,-0.3768156189471483,,,,-0.21392562985420227,-0.4227237841114402,,-0.34253391809761524,,-0.3195326551795006,,-0.41706155566498637,,,,-0.2858737977221608,
08 11 15 0 4 30.0000000,0.254907650873065,,0.2999413087964058,,,,0.2115160347893834,0.30397407803684473,,0.2685599313117564,,0.27670726366341114,,0.34033823292702436,,,,0.16446283645927906,
08 11 15 0 5 0.0000000,-0.31653167866170406,,-0.22901864256709814,,,,-0.19817202957347035,-0.24474078230559826,,-0.20881074387580156,,-0.28520061960443854,,-0.24331264290958643,,,,-0.11695666052401066,
08 11 15 0 5 30.0000000,0.26679835468530655,,0.18226743675768375,,,,0.14533077087253332,0.2207769388332963,,0.1661615134216845,,0.23929874738678336,,0.19007502496242523,,,,0.11620169691741467,
08 11 15 0 6 0.0000000,-0.17364824563264847,,-0.10814245324581861,,,,-0.12489009322598577,-0.1727108359336853,,-0.057402510195970535,,-0.14582778792828321,,-0.16946448013186455,,,,-0.12070003245025873,
08 11 15 0 6 30.0000000,0.04029625374823809,,-0.06229090131819248,,,,0.07882464351132512,0.026933379471302032,,-0.056345556396991014,,-0.09099215595051646,,0.00879534101113677,,,,-0.003932110033929348,
08 11 15 0 7 0.0000000,-0.01467148493975401,,0.06687731388956308,,,,-0.08588356478139758,0.03964195493608713,,-0.029556878376752138,,0.14135461393743753,,-0.0015854253433644772,,,,0.04204526077955961,
08 11 15 0 7 30.0000000,0.10348683688789606,,0.042246585711836815,,,,0.14709864230826497,0.07012996077537537,,0.16758965142071247,,0.10053617879748344,,0.09796300297603011,,,,0.048129020258784294,
08 11 15 0 8 0.0000000,0.02504594810307026,,0.06529189273715019,,,,-0.13683111546561122,-0.052237290889024734,,-0.01075825048610568,,-0.1056384826079011,,0.019931075163185596,,,,0.09577989764511585,
08 11 15 0 8 30.0000000,-0.30538333486765623,,-0.32581773959100246,,,,-0.020295979920774698,-0.1592221213504672,,-0.28739631408825517,,-0.19044621801003814,,-0.2742347503080964,,,,-0.3844785252586007,
08 11 15 0 9 0.0000000,0.4453098187223077,,0.4651087885722518,,,,0.3052575262263417,0.4084926974028349,,0.4300532448105514,,0.3877689107321203,,0.4338343548588455,,,,0.48162994254380465,
08 11 15 0 9 30.0000000,-0.5344145698472857,,-0.5085318591445684,,,,-0.4545644414611161,-0.47257664520293474,,-0.448826702311635,,-0.470217383466661,,-0.5411840896122158,,,,-0.4630011795088649,
08 11 15 0 10 0.0000000,0.3915563141927123,,0.30426348000764847,,,,0.07252697506919503,0.21793953143060207,,0.2522086431272328,,0.3183247121050954,,0.3200674201361835,,,,0.24910700134932995,
08 11 15 0 10 30.0000000,-0.027203909121453762,,0.01856586430221796,,,,0.36179181979969144,0.06029652897268534,,0.08061768440529704,,0.0081599117256701,,0.07481703069061041,,,,0.10531762521713972,
08 11 15 0 11 0.0000000,-0.09330737497657537,,-0.11048285569995642,,,,-0.3310018312186003,-0.0460654366761446,,-0.16658303327858448,,-0.14829400088638067,,-0.2240610304288566,,,,-0.2767261443659663,
08 11 15 0 11 30.0000000,0.05048198439180851,,0.14702944736927748,,,,0.11082257516682148,0.08539911732077599,,0.12882219906896353,,0.20317995734512806,,0.25873279897496104,,,,0.3087744079530239,
08 11 15 0 12 0.0000000,-0.35014647897332907,,-0.45043730083853006,,,,-0.12506624963134527,-0.4479899499565363,,-0.35905507346615195,,-0.5261728698387742,,-0.5397622394375503,-116540.30830243969,,,-0.47148194909095764,
08 11 15 0 12 30.0000000,0.45575979351997375,,0.47545180562883615,,,,0.08972759637981653,0.5232159327715635,,0.4239694820716977,,0.5368745010346174,,0.5284126019105315,466161.23320975876,,,0.42424630047753453,
08 11 15 0 13 0.0000000,-0.04885252192616463,,-0.01185923907905817,,,,0.091709372587502,-0.016426791436970234,,-0.01208573067560792,,-0.0054609146900475025,,-0.049003522377461195,-903782.0073906392,,,0.002705293707549572,
08 11 15 0 13 30.0000000,-0.24205437116324902,,-0.32647833973169327,,,,-0.15164101356640458,-0.2708311155438423,,-0.26443908363580704,,-0.30711347702890635,,-0.2534732152707875,1035825.8317830429,,,-0.28279102221131325,
08 11 15 0 14 0.0000000,0.05284126102924347,,0.14882248919457197,,,,0.054105824790894985,0.00293807964771986,,0.08307761000469327,,0.09432658459991217,,0.04417803743854165,-642218.8019837732,,,0.11959274858236313,
08 11 15 0 14 30.0000000,0.2376692807301879,,0.10320999845862389,,,,0.03161416156217456,0.28047578502446413,,0.15059665078297257,,0.10851993318647146,,0.17773134913295507,160555.15622900613,,,0.10624874383211136,
08 11 15 0 15 0.0000000,-0.35593455377966166,,-0.1450728066265583,,,,-0.16487177880480886,-0.2647033082321286,,-0.16872839769348502,,-0.17049626866355538,,-0.240651392377913,-0.40159735205816105,,,-0.15859927469864488,
08 11 15 0 15 30.0000000,0.21583821065723896,,-0.013532761484384537,,,,0.16215390479192138,0.04318398796021938,,-0.06041606888175011,,0.0645620939321816,,0.09120606537908316,0.08380740857683122,,,0.014658902306109667,
08 11 15 0 16 0.0000000,0.009726464748382568,,0.19044622872024775,,,,-0.022139351349323988,0.13050829991698265,,0.25464969826862216,,0.16262575378641486,,0.16009033471345901,0.3027724310522899,,,0.22221137257292867,
08 11 15 0 16 30.0000000,0.09630208276212215,,-0.026159541681408882,,,,-0.022774774581193924,0.09179115202277899,,-0.019912201911211014,,-0.07105478830635548,,-0.013161559589207172,-0.017924128100275993,,,-0.10643748519942164,
08 11 15 0 17 0.0000000,-0.30201117880642414,,-0.20457664970308542,,,,0.08257429581135511,-0.30152044259011745,,-0.20247532706707716,,-0.17389990342780948,,-0.31796610029414296,598193.2666528168,,,-0.22406732896342874,
08 11 15 0 17 30.0000000,0.06568825617432594,,-0.1161639466881752,,,,-0.26329404953867197,0.01216123253107071,,-0.10235438356176019,,-0.0490790163166821,,0.04012010060250759,-1768054.0451427165,,,0.06255514547228813,
08 11 15 0 18 0.0000000,0.12731854803860188,,0.39132353104650974,,,,0.16431184485554695,0.18911873269826174,,0.37807390093803406,,0.2191663454286754,,0.2553102932870388,1741504.7530089756,,,0.20772233325988054,
08 11 15 0 18 30.0000000,-0.17123864125460386,,-0.30001680087298155,,,,-0.0353260706178844,-0.09922128077596426,,-0.3872152715921402,,-0.05861674342304468,,-0.22563387546688318,-571644.785395549,,,-0.19734156550839543,
08 11 15 0 19 0.0000000,0.2559016849845648,,0.18835118040442467,,,,0.10675205243751407,0.17853665444999933,,0.3287746929563582,,-0.031010187231004238,,0.18295947834849358,0.16314794099889696,,,0.13757979404181242,
08 11 15 0 19 30.0000000,-0.21205080766230822,,-0.093068303540349,,,,-0.1649221070110798,-0.22893056645989418,,-0.13749172445386648,,0.046134653966873884,,-0.12160598952323198,-0.09542128769680858,,,-0.03984957281500101,
08 11 15 0 20 0.0000000,0.08230378292500973,,-0.009927797131240368,,,,0.08307131566107273,0.07627663295716047,,-0.06904154270887375,,-0.10107723390683532,,-0.0036238315515220165,0.02112643828149885,,,-0.1002027285285294,
08 11 15 0 20 30.0000000,0.01818206161260605,,0.07484220527112484,,,,0.08664482133463025,0.19674388598650694,,0.14579632505774498,,0.12442452600225806,,0.09226930607110262,0.06275017595908139,,,0.15079796547070146,
08 11 15 0 21 0.0000000,-0.06658790912479162,,-0.09174713119864464,,,,-0.17304427595809102,-0.29976515658199787,,-0.09568552672863007,,-0.12280134856700897,,-0.11362223327159882,-0.09707591895130463,,,-0.019647957291454077,
08 11 15 0 21 30.0000000,-0.06855082139372826,,-0.06429784651845694,,,,0.10319742746651173,0.06691507529467344,,-0.03133104369044304,,0.009638381656259298,,-0.09094812255352736,-0.009556599296047352,,,-0.19820349104702473,
08 11 15 0 22 0.0000000,0.1665326962247491,,0.09076566155999899,,,,-0.18067571334540844,0.02697740588337183,,-0.012167525477707386,,-0.015961215365678072,,0.21010677237063646,0.01684830291196704,,,0.1417069397866726,
08 11 15 0 22 30.0000000,-0.0799759617075324,,0.032790656201541424,,,,0.20899948617443442,0.12399042584002018,,0.1527734692208469,,0.1495837364345789,,-0.1421725070104003,0.12080069549847394,,,0.06150448275730014,
08 11 15 0 23 0.0000000,-0.07969913724809885,,-0.050620414316654205,,,,-0.10050472198054194,-0.13819004967808723,,-0.12990431860089302,,-0.18339988077059388,,0.03006020188331604,-0.1285453790333122,,,-0.10799774713814259,
08 11 15 0 23 30.0000000,0.16662707272917032,,0.0017364276573061943,,,,0.07904484122991562,0.11179772485047579,,0.04829888744279742,,0.10305901989340782,,-0.04112672992050648,0.10828715097159147,,,0.10896032629534602,
08 11 15 0 24 0.0000000,-0.18126081489026546,,-0.005548996850848198,,,,-0.26419372018426657,-0.07144484296441078,,-0.027115823701024055,,0.007895674090832472,,0.20095282280817628,-0.09029381768777966,,,-0.1253430675715208,
08 11 15 0 24 30.0000000,-0.02943734358996153,,-0.12681524734944105,,,,0.3403319399803877,-0.13494371622800827,,-0.12458181474357843,,-0.2648228546604514,,-0.36691300477832556,-0.10395868250634521,,,-0.1010961071588099,
