epoch,G04,G08,G11,G17,G19,G20,G28,G32
08 11 15 5 42 30.0000000,,,"[0.3105978024192151, 0.30691900054613797]","[0.6523011524129558, 0.2838367583179795]",,"[0.08463933088761921, 0.7117632900309911]","[-0.136216947094848, -0.6280367718388629]","[2.141623135606448, 5.046530914372868]"
08 11 15 5 43 0.0000000,,,"[0.40193797918036545, -0.2942311396201447]","[0.664140214388435, -0.17547107618805535]",,"[-0.01392415395992641, 0.5571410332751623]","[0.340531541748593, 0.04489345389107946]","[2.6297509334484737, 5.064076003498501]"
08 11 15 5 43 30.0000000,,,"[0.2422853586263951, -0.6465973784526184]","[0.506560047333305, -1.3506729392385162]",,"[0.09476056464892979, 0.4316207741332403]","[0.244304313107083, 0.04994338291386846]","[2.301356848279635, 4.506626990503735]"
08 11 15 5 44 0.0000000,,,"[0.35689527066424453, -0.11459168096383365]","[1.0131780702520061, 0.209533950867685]",,"[-0.06871766082065944, 0.4412826870513311]","[0.11644945923859851, -0.20380872947474238]","[2.438371073404948, 4.094302174515194]"
08 11 15 5 44 30.0000000,,,"[0.0883375284261998, -0.06365879674752506]","[0.5272186446834255, -0.9319732425784744]",,"[-0.0463684894801939, -0.06102371467825263]","[0.3419574562149741, 0.3771410985539365]","[3.1825670711199443, 4.504026484555668]"
08 11 15 5 45 0.0000000,,,"[-0.02190732685849106, -0.24653447469075473]","[0.946423967545097, 0.19503950196746223]",,"[0.03647228100282307, 1.1893162702155462]","[0.17729727063948886, -0.3995346472909045]","[1.858983095685641, 4.7563613027996485]"
08 11 15 5 45 30.0000000,,,"[-0.3770339312963191, 0.3973655472199127]","[0.17035082465893514, 0.6818343462372147]",,"[0.10237639912349339, 1.208020222647225]","[0.04979986582572238, -0.7428319649149966]","[2.466016005674998, 5.116550561851925]"
08 11 15 5 46 0.0000000,,,"[-0.6148072081618015, 0.41218533317248074]","[1.2214781541276623, -1.5468740699863113]",,"[-0.4178044669987524, 1.5128585969043127]","[0.16527537141616122, 0.17157503503064397]","[2.971591662565867, 4.212664735383457]"
08 11 15 5 46 30.0000000,,,"[-0.3439113172702495, 0.3849958995978042]","[0.7453224707294155, 1.4999099137211167]",,"[0.07742417373639698, 1.1339853082728735]","[-0.10774418081467374, -0.911127065246303]","[2.344739373723666, 5.595820334619946]"
08 11 15 5 47 0.0000000,,,"[-0.20585064319893753, 0.4715709606806442]","[0.47899488097912557, -1.539837935385672]",,"[0.5595028526423609, 0.8583959911895147]","[0.0694458696680762, 0.043018574888508354]","[2.4200640879074733, 5.468483385509915]"
08 11 15 5 47 30.0000000,,,"[0.03631926598027313, 0.4373164693514511]","[0.7666092712331463, 0.7491468550587022]",,"[0.2549805022118723, 0.0646635864806524]","[-0.39578379805510266, 0.047219271833698784]","[2.854593034783999, 3.936342474884457]"
08 11 15 5 48 0.0000000,,,"[0.4415479105897244, -0.1724872668584183]","[0.994003107016151, -0.6337606547450698]",,"[-0.29329797110575084, -0.16654737545725196]","[0.244766956909249, -0.29661688668032404]","[3.3090687505404155, 4.906875205106205]"
08 11 15 5 48 30.0000000,,,"[0.5429300320334729, -0.31683746774991306]","[0.7375001061607052, -1.685941496310202]",,"[-0.3227055766345823, -0.214617329375709]","[0.1015215206580855, 0.35391470330456976]","[2.89560342947642, 5.783455786175198]"
08 11 15 5 49 0.0000000,,,"[0.43344103069975937, 0.153156838814418]","[0.8568931270290066, -0.5830927876805938]",,"[-0.30633937797563915, -0.9259527797865519]","[0.40825798992688433, 0.24165655213097814]","[1.9922379366556804, 5.078876477546162]"
08 11 15 5 49 30.0000000,,,"[0.3244712156243619, 0.43140173653761593]","[0.4632501799512554, -0.8198344199037231]",,"[-0.18371272317188625, -1.2268193985390314]","[-0.03511180843537076, 0.12730165856580022]","[2.40392842511336, 5.18392307764954]"
08 11 15 5 50 0.0000000,,,"[0.03811515392735565, 0.34722550908724514]","[0.5443335819888759, -1.1001458851670898]",,"[0.2234044573543703, -0.4922506685423502]","[0.38270290081078784, 0.4858636065075803]","[1.3860121927658717, 5.357154277033276]"
08 11 15 5 50 30.0000000,,,"[-0.2415133985690776, 0.4256933550039932]","[-0.18558266275637858, -1.660357469139067]",,"[0.19579826065284367, 0.8724497531485906]","[0.0793379384713866, 0.4568668259928632]","[2.0071158371369044, 5.737918210095829]"
08 11 15 5 51 0.0000000,,,"[-0.9951818930916492, 0.017701364556948818]","[0.23285025841480977, -0.8426070747947372]",,"[0.2805471546290552, 1.9837244574857107]","[0.2051512065964438, 0.4825500650952268]","[3.1902817897001903, 5.3797146201796]"
08 11 15 5 51 30.0000000,,,"[-0.7169124308042232, 0.5809203753868744]","[-0.2975978504967045, -1.4482331810569442]",,"[0.39100597568732853, 1.9205720697474828]","[-0.16841908659165128, 0.4882306261609006]","[1.94027192513148, 5.413875368303723]"
08 11 15 5 52 0.0000000,,,"[-0.19641877440735733, -0.07560087045033725]","[-1.2599120389770817, -1.3398636220073379]",,"[0.059632038259330944, 0.81546862171415]","[0.13011667017514483, -0.1394924269368243]","[2.768240269223849, 5.307604220575756]"
08 11 15 5 52 30.0000000,,,"[0.23268702896311844, -0.5329968114693955]","[-1.7662886332821202, -0.8208689181184448]",,"[0.09582808383685704, 0.23885774360421808]","[0.4568473312693335, -0.07298474473257777]","[3.935741018454234, 5.281663787431187]"
08 11 15 5 53 0.0000000,,,"[0.2935941693373021, -0.7979000439246491]","[-0.908664117391045, 0.0170181753063523]",,"[-0.22886356196421032, -0.13433471574064582]","[0.31410152350241916, 0.31682763534287695]","[2.931900586883227, 4.773120504683918]"
08 11 15 5 53 30.0000000,,,"[0.17169519783928955, -0.16935943861802372]","[-0.53862487786525, 0.559748760046991]",,"[0.3156087971566355, -0.7038148517775187]","[0.29693690572554843, 0.18324276345471624]","[3.1276924721399944, 4.802421373195118]"
08 11 15 5 54 0.0000000,,,"[0.13187118889763916, -0.1780141075452164]","[0.5144072074342418, 0.30097105223182075]",,"[0.5411549038527643, -0.7921666379141459]","[0.3123025137620665, -0.052989800398547615]","[3.3637502230207126, 4.327426773375935]"
08 11 15 5 54 30.0000000,,,"[0.42086464436724746, 0.030601955453555263]","[0.1881782907891918, 0.2949707867527329]",,"[0.21024793901425953, -0.8203651036190638]","[0.4517240959840514, 0.17407977121571783]","[3.5395631379882495, 5.36675981885857]"
08 11 15 5 55 0.0000000,,,"[0.47887372495606506, 0.03463829259077755]","[-0.14138136320822947, 0.1516844989681565]",,"[0.2285471610067522, -1.2359989757704386]","[0.26608868573481814, 0.27528161841134313]","[2.949725147287051, 5.640419390863842]"
08 11 15 5 55 30.0000000,,,"[0.7694764536805447, 0.1835794369379684]","[0.16263886279351003, -0.7207444099759734]",,"[0.0204819641349947, 0.5846649234128347]","[0.13365441445882098, 0.29818671482304815]","[3.4216105751196544, 4.544582021302647]"
08 11 15 5 56 0.0000000,,,"[0.3551695969887074, 0.2286572972933456]","[0.14210436231381185, -0.1706608174419082]",,"[-0.556299897349056, 0.4551386360955587]","[-0.3430013146561883, 0.3022858156512189]","[2.7859937436381976, 4.954191905326313]"
08 11 15 5 56 30.0000000,,,"[0.07829278977587784, 0.6645353356997177]","[-0.9601900678228688, -1.1864560483073867]",,"[0.12083073475343342, -0.5115576262640604]","[0.2899428371029593, 0.5809530867884565]","[3.2763762585322063, 5.372377124494976]"
08 11 15 5 57 0.0000000,,,"[-0.39261483876034653, 0.7241909722487136]","[-0.8205878537248921, -0.2419045804118789]",,"[0.19281501837951298, -0.8074322517084727]","[0.1762002173500754, 0.5400391920159269]","[3.331615906159083, 5.203737896747059]"
08 11 15 5 57 30.0000000,,,"[-0.3927432569675151, 0.5134073118368789]","[-0.6191588889908146, 0.21629442888739936]",,"[0.20495267727357502, -1.5312280233072886]","[0.2031954515414931, 0.02120665746430639]","[3.276897448996703, 4.7613444299168055]"
08 11 15 5 58 0.0000000,,,"[-0.42246607420966065, 0.010722539822261012]","[0.12648709601647146, -1.475165882525412]",,"[0.055951421642128185, -1.6337660278248438]","[0.49667557959134356, 0.6062513096878934]","[3.7960535101095836, 5.6002727270788615]"
08 11 15 5 58 30.0000000,,,"[-0.017827068548649905, -0.19797242482503208]","[0.12941176182514913, -1.4296878216838516]",,"[-0.3830744423629606, -0.9417538370060572]","[0.5861767742472388, 0.7729926063368726]","[3.4296451396743457, 5.155671757525868]"
08 11 15 5 59 0.0000000,,,"[-0.05792114613577759, -0.32971321841080936]","[0.683419873182838, -0.49141269308087]",,"[0.05543450036031361, -1.1226934070753702]","[0.4515373844342925, 0.7590379669020582]","[3.773076388935248, 4.298663374847836]"
08 11 15 5 59 30.0000000,,,"[0.22455646367743576, -0.7504849066336945]","[0.11076589411980398, -1.01207178216931]",,"[0.06773791977149601, -1.6024839456247935]","[0.45584330592925326, 0.8619255228588987]","[3.5072227678696315, 4.069731351799435]"
08 11 15 6 0 0.0000000,,,"[0.6762744364328679, -1.012343831857045]","[0.5901803273606945, -1.4807611046409286]",,"[0.35545459904653187, -1.572629037039245]","[0.3315191629963614, 0.47949166136483434]","[3.124730076591174, 3.9823115438885157]"
08 11 15 6 0 30.0000000,,,"[0.6714071211405095, -0.28898153503735813]","[-0.006785164411003519, -0.5553393749570525]",,"[0.2507237918017542, -0.7621606911587366]","[0.3820042077141501, 0.7101070238898206]","[3.630595032076041, 5.672154215044445]"
08 11 15 6 1 0.0000000,,,"[0.5939918559975919, -0.04161440630753788]","[0.19832943863159902, 1.4953923584843003]",,"[0.046505381846252636, 0.8939702932668081]","[0.6441254827814795, 0.11579091387490514]","[3.5927445925275485, 5.481225666469998]"
08 11 15 6 1 30.0000000,,,"[0.3895263326354321, 0.5558715532223388]","[0.33629638439900167, -0.11269591134544976]",,"[0.07575595893842335, 1.407580432755982]","[0.528489417179177, 0.34724078613023046]","[3.6296672559777896, 4.8936661899752085]"
08 11 15 6 2 0.0000000,,,"[0.05516390027478302, 0.6933727333943054]","[-0.2551653038811039, -1.1202863989448226]",,"[-0.5401796647073591, 0.12358766542199762]","[0.10653695349271075, 0.12362448411683324]","[2.952783908645312, 3.7219321549601023]"
08 11 15 6 2 30.0000000,,,"[0.298051918763667, 0.8062268118063614]","[0.613529388969009, 0.38869943338874213]",,"[-0.5958645515801275, 1.084631202085053]","[0.2776556376057364, 0.060102532679836784]","[2.982741374472777, 4.963399213618702]"
08 11 15 6 3 0.0000000,,,"[0.21518265726044739, 0.8136334935824081]","[0.6385380972076107, 0.009384250822099371]",,"[-0.1741988979937399, 0.23550766454461725]","[0.20315675322587268, -0.26835416716833826]","[3.0863611362377803, 4.288906943864292]"
08 11 15 6 3 30.0000000,,,"[0.028474922198801877, 0.8064532051483795]","[0.12384279555565603, 0.5367891253853165]",,"[0.03924211629611607, 0.043222633464371274]","[0.43998989347989337, -0.3861309186865878]","[2.50713388244311, 4.534350064463085]"
08 11 15 6 4 0.0000000,,,"[-0.16212203828617966, 0.2903776387373611]","[-0.08287342899554484, 1.2057566555166566]",,"[0.13982350149137135, 0.5755949144196859]","[0.18913399313266055, -0.5720588014771533]","[3.1818022243181865, 4.623548966712422]"
08 11 15 6 4 30.0000000,,,"[-0.3689424592070285, 0.2803291300932571]","[0.12326778954750783, -0.0749283669566787]",,"[0.7507915697334444, -0.6131354893612513]","[0.4669043931799628, 0.21713879245023016]","[2.444829601744811, 5.5652071059412425]"
08 11 15 6 5 0.0000000,,,"[-0.32169097391888535, 0.2298777918020889]","[0.6311077821899105, -1.0652463672732986]",,"[0.62394161292297, -0.6596331174540171]","[0.26741570864493625, -0.26740061206122157]","[2.7342741749684016, 4.990787056154675]"
08 11 15 6 5 30.0000000,,,"[-0.8779499801807109, 0.18356390992800442]","[0.3191182363677669, -0.8822340605830825]",,"[0.21978465237599965, 0.08226534472230584]","[0.39621058736617343, 0.2902004821846891]","[2.913031812707583, 4.175091353125042]"
08 11 15 6 6 0.0000000,,,"[-0.9280067208223048, 0.09732861022154538]","[-0.28258533292525523, 0.6377318711901032]",,"[-0.16851427636164074, -0.6450568164753565]","[0.23364259932811038, 0.279367352897923]","[2.8609708137313525, 4.7002031923002665]"
08 11 15 6 6 30.0000000,,,"[-1.0896602096967403, -0.03214091857274326]","[0.2185887742686916, 0.6722906442308747]",,"[0.09235711910707112, -1.777625667588676]","[0.41849295680100695, 0.3769417806218076]","[2.3395617492000262, 7.051758584446377]"
08 11 15 6 7 0.0000000,,,"[-0.7240156876854602, -0.21859664519627842]","[0.0032275516439128626, -0.01768624168392785]",,"[0.4865241474745905, 0.3699358229470602]","[-0.09107846136515363, 0.19674333470563177]","[4.1448912955323856, 5.331130546397633]"
08 11 15 6 7 30.0000000,,,"[-0.8195757019333545, 0.3237745384375259]","[0.4001736838269878, -0.5642850039577163]",,"[0.2772660530446207, -0.7187914277481684]","[0.05099189166600482, 0.10275344091157201]","[3.1953074223796527, 4.9062021494574015]"
08 11 15 6 8 0.0000000,,,"[-0.3599058437161151, 0.31990205446879116]","[0.3792905408788372, -0.4698630956983245]",,"[0.29244021096212025, -1.5514717574286112]","[-0.3882882904571794, 0.47242442804078344]","[3.343353491226832, 4.389715340799755]"
08 11 15 6 8 30.0000000,,,"[-0.6376031163148586, 0.13938238422075955]","[-0.019085208709175516, -0.05772666018959649]",,"[-0.010549338972743794, -1.5620995189118037]","[-0.4841239240330957, 0.21443463402489904]","[1.9156615472833316, 4.343536448544926]"
08 11 15 6 9 0.0000000,,,"[-0.20498400656506455, -0.07188654740651401]","[-0.21585456543677561, 1.6004221053743684]",,"[0.243247931384865, -1.1195455665754923]","[0.13045262430484073, -0.005364959066112007]","[3.107984740237395, 3.971112695402569]"
08 11 15 6 9 30.0000000,,,"[-0.005839427094906924, 0.91508867541949]","[-0.35827835911029093, 1.4002284916067445]",,"[-0.2526939459802473, -1.7393206681179652]","[0.35290488485867755, -0.12301418644686457]","[2.8592573217550914, 4.150883165068096]"
08 11 15 6 10 0.0000000,,,"[0.3327933055348691, 0.2423735032478973]","[-0.531321714456017, 0.24786444622519843]",,"[-0.5957155027152861, -0.8659277732538828]","[-0.0950831260842584, 0.3350729598353315]","[4.075846914152304, 4.905343306130833]"
08 11 15 6 10 30.0000000,,,"[0.03565292330458725, 0.3065585414568588]","[0.32912382966763265, 0.21602737027648322]",,"[-0.5261050485731924, -0.13557333006140082]","[0.03329498951012866, 0.32436860638360265]","[4.938492145339648, 3.738371279901928]"
08 11 15 6 11 0.0000000,,,"[0.30108903618529403, 0.5077450642983123]","[0.4891850549626995, 0.8169981600666367]",,"[-0.41821976236122493, -1.27473634733435]","[-0.00689373280232175, 0.14980467694501165]","[3.790398139456908, 4.852594700521893]"
08 11 15 6 11 30.0000000,,,"[-0.00879162279889023, 0.8880017320315048]","[0.19990168995148427, 0.29962343591693275]",,"[-0.09919808290022258, -1.9175995315479883]","[-0.23814113552992566, -0.4004341856886935]","[4.013842325607936, 5.271576759285397]"
08 11 15 6 12 0.0000000,,,"[0.1403077495284375, 0.7053557703892395]","[0.04701991862541921, 0.14295445996764533]",,"[0.1913450486300623, -1.1178363884853968]","[0.08507463966185824, -0.6399688170601916]","[3.098148617843787, 4.779121500319905]"
08 11 15 6 12 30.0000000,,,"[0.3232335624285039, 0.3286099056402847]","[-0.23763942235224955, 0.5838659914160096]",,"[-0.18592015883940105, -1.876287462847198]","[0.2978743228750922, -0.24217105371256586]","[3.254073847035567, 5.462758717007107]"
08 11 15 6 13 0.0000000,,,"[0.4331279573030766, 0.10443546573321072]","[-0.2263948124002766, 1.43578297513965]",,"[-1.2961961873533094, 1.0024348919225088]","[0.19298473630721347, -0.13892741960783717]","[3.0673902891079585, 4.665034812755055]"
08 11 15 6 13 30.0000000,,,"[0.2837837812490758, 0.4152403692404434]","[-0.5068208824943852, 0.4585401924276673]",,"[-0.37988477430361156, 1.3636960958075872]","[0.08553189669425265, -0.4373412476231646]","[3.4030104539791743, 3.6994988442129557]"
08 11 15 6 14 0.0000000,,,"[0.27432729573920334, 0.90468748609225]","[0.275294770662849, -0.8734583197211898]",,"[-1.1145514049293364, -1.1699068124460825]","[0.14931601916129367, 0.2335431082795072]","[3.20274793724219, 4.562126872009701]"
08 11 15 6 14 30.0000000,,,"[0.552820998150855, 0.629641703764598]","[-0.5156075161051106, -0.07140184324738152]",,"[-0.09416666111963634, -0.01259124531027167]","[-0.10992049540703519, 0.08181693690518621]","[4.21962983528773, 4.513365235990948]"
08 11 15 6 15 0.0000000,,,"[0.2772346091456708, 0.04308991829554287]","[-0.7178689044069599, 1.307598075451883]",,"[-0.2128617637516821, 0.30856039868119867]","[0.2913151893454291, 0.15040435927609686]","[3.652675878206889, 4.360778224534458]"
08 11 15 6 15 30.0000000,,,"[-0.30564646897837555, 0.22915617326895443]","[-0.2868638884376835, 1.4505697550201737]",,"[-0.2633509509922827, -1.1303985442089686]","[0.5442568946319319, -0.03166565758486506]","[4.689773809115092, 5.3353252679771845]"
08 11 15 6 16 0.0000000,,,"[0.03406009348109329, 0.34547483126322476]","[-0.7547178071092915, 1.0983989747190797]",,"[1.312708211624447, -1.0595513011383662]","[0.44839364175374286, 0.1709433301041532]","[3.3083885646859805, 1.5669289649195142]"
08 11 15 6 16 30.0000000,,,"[0.0338064831681546, 0.4900490264097854]","[-1.0727859091114353, 0.7820996405506455]",,"[0.10456067093593235, -0.4557100261616358]","[0.3777245420652129, 0.03465801017979864]","[3.0704251192013423, 3.6803029448456233]"
08 11 15 6 17 0.0000000,,,"[0.15671889754012192, 0.49836768905321804]","[-0.3520344000410389, -0.30905593317505486]",,"[0.4443961060879862, -2.1834470803904185]","[0.3283577698903777, -0.10502177936335322]","[3.3730773440996806, 2.188951399988598]"
08 11 15 6 17 30.0000000,,,"[0.07968079568818176, 0.802693359057109]","[-0.02540170663111918, -0.7571520892953552]",,"[0.09744787731153126, 1.099767682416474]","[0.2073959845739104, 0.012013251955311333]","[3.6776484660307567, 3.779134002394146]"
08 11 15 6 18 0.0000000,,,"[-0.3924364644102756, 0.2939947317043945]","[0.021934111778800558, -0.707571083126036]",,"[-0.06851120523231868, -0.030965047614539554]","[-0.06238796676819547, 0.5192153556893278]","[3.1004895530144374, 2.647931245035595]"
08 11 15 6 18 30.0000000,,,"[-0.2839703979901973, -0.4368680795033768]","[-0.8344863604854893, -0.23963604253288873]",,"[-0.03990059576052074, -2.1429208840298304]","[0.20806289349372165, 0.2687908812115598]","[2.9887606910864513, 3.932790082759327]"
08 11 15 6 19 0.0000000,,,"[-0.12411621687933838, -0.04774431188901218]","[-0.9493107747387242, 0.06553444880488746]",,"[-0.5630823173286283, 0.5158389781546941]","[0.06221584115798251, 0.0036729826281476363]","[2.149757485787074, 4.14398124522633]"
08 11 15 6 19 30.0000000,,,"[-0.46531811086460984, 0.1816614637772247]","[0.21096162981278188, 0.4414046468162858]",,"[0.06172785677892323, -0.22287515057798712]","[-0.0021565344495080296, 0.5318099661419797]","[3.202277328769366, 5.4624049187368815]"
08 11 15 6 20 0.0000000,,,"[-0.4345713081769649, 0.04415551523367611]","[0.3842968840051342, 0.5926133306646668]",,"[-0.23093502453583126, -0.021324011223281314]","[0.15238503996903674, 0.11242861586312536]","[2.8854619971911113, 4.418157589501805]"
08 11 15 6 20 30.0000000,,,"[-0.5272878008894626, -0.3871109267075852]","[0.56254120654351, 1.1522588195228898]",,"[0.05428086736184712, 1.6653019015622488]","[-0.0555759232801698, -0.24190561932821986]","[3.933134209314982, 3.4201624364323084]"
08 11 15 6 21 0.0000000,,,"[-0.14965832708403504, -0.5227319975694016]","[0.6775189984489132, 0.700207716407808]",,"[-0.6615174584748114, -0.07038769377943366]","[0.03664231185490863, -0.20326365989943262]","[2.6116275749603908, 5.3718276739782755]"
08 11 15 6 21 30.0000000,,,"[-0.01525570927187836, -0.14217744072278293]","[0.05823639518505819, 0.025731957140000983]",,"[-0.1943383016349638, -0.023064571158851077]","[-0.2988896083397172, -0.06084508163233515]","[3.1898156068722407, 4.192422267860836]"
08 11 15 6 22 0.0000000,,,"[0.5075443488545712, 0.7484037796656295]","[0.17369288689381368, -0.7509368745660461]",,"[-0.05331253490465526, 1.2228993301225057]","[-0.004440360919883091, -0.5390869275977206]","[2.0152611098686855, 4.892561388081974]"
08 11 15 6 22 30.0000000,,,"[0.4422992569394406, 0.34876128236452786]","[-0.7214592646908116, -1.0082301734065688]",,"[0.4403549335239565, 0.2030152504277578]","[0.10229883973176257, -0.1993613736083102]","[2.3328302464882533, 4.8219763607449]"
08 11 15 6 23 0.0000000,,,"[0.5055485245771703, -0.17535129984219822]","[-1.3549772378157925, -0.5054868398284591]",,"[-0.390590595519718, 0.46471352623227746]","[0.22224940989787356, 0.16624253528813604]","[0.7778345010677974, 3.3842092574305003]"
08 11 15 6 23 30.0000000,,,"[0.2054116678424176, -0.36685096522172245]","[-1.4855050619792294, -0.751848780927626]",,"[-0.05968588820713405, 1.2108751510215154]","[-0.1479410317105554, 0.44377521711091283]","[2.5542950145403545, 4.6569676221079295]"
08 11 15 6 24 0.0000000,,,"[-0.18212804673239624, 0.09754588405291287]","[-0.9966280784558605, -0.9015465168332732]",,"[0.24493165829164143, 0.5100838516784063]","[-0.3167841296953462, 0.17041101592282537]","[2.2337977252403896, 3.769902911848492]"
08 11 15 6 24 30.0000000,,,"[0.2940948260016736, 0.410046584407489]","[-1.1344303440403294, -0.6911045400476135]",,"[0.7495070002315676, 0.9869573240113607]","[0.05623678748185412, 0.14582521754006628]","[2.9473963938156764, 5.978979823059506]"
08 11 15 6 25 0.0000000,,,"[0.6848265779204663, 0.1519651631514236]","[-0.23848134541028254, -0.9526881067132629]",,"[1.7664716146228945, 0.618449670536553]","[0.030149659855911892, 0.15251923638085607]","[3.0701404027144115, 3.8193457395500605]"
08 11 15 6 25 30.0000000,,,"[0.36429865928366745, 0.20465896228949276]","[-0.12517101579421275, -0.4963911114310897]",,"[1.5375116146443522, 0.01956166074994714]","[-0.2621935617489122, 0.18960323470334295]","[3.8368585668007533, 4.205954161352581]"
08 11 15 6 26 0.0000000,,,"[0.07825500043109024, 0.17101655105749813]","[0.08848616219050176, -0.3843571929311431]",,"[1.4378223619697725, 0.9191737000775686]","[-0.29561331237976773, -0.41155674022932764]","[3.45933611313502, 4.478188154167599]"
08 11 15 6 26 30.0000000,,,"[0.09846381368115509, 0.4627375970284149]","[-0.05451751017087214, 0.18798292297366492]",,"[0.6659574709175264, 0.7400115852189413]","[-0.4232415866417192, -0.2843997226407122]","[3.420420434276263, 3.3522249133057063]"
08 11 15 6 27 0.0000000,,,"[-0.4722103747539226, -0.8663079371054963]","[0.3226430166412044, 0.2088037343645417]",,"[0.2256761393783724, -0.010926919715369632]","[-0.49056799824660047, -0.3816113070895266]","[3.484722133676211, 4.396835219926304]"
08 11 15 6 27 30.0000000,,,"[-0.7711272287182513, -0.6771204402049378]","[0.12527991569525487, 0.28399624544623725]",,"[-0.98425662002581, 0.21360905216458947]","[-0.08959709222738965, -0.5316679821660113]","[3.5796284339825313, 4.535474446482128]"
08 11 15 6 28 0.0000000,,,"[-0.9644456702284518, -0.4854506035645798]","[-0.0009947072815250646, 0.3748224737072312]",,"[-1.6926331915618742, 0.6707380090785375]","[-0.8302170645756028, -0.6056878612687182]","[2.5708648971716563, 4.523742568559117]"
08 11 15 6 28 30.0000000,,,"[0.024314652103930356, -0.16654373009999546]","[-0.6813019987296414, 0.504589653196367]",,"[-1.8351439111592138, -1.1658446962999949]","[-0.3525991898340486, -0.15315688115854975]","[2.1997970602909724, 3.7159141272968714]"
08 11 15 6 29 0.0000000,,,"[0.19375083865597809, -0.7641418655713395]","[-0.6904769416999172, 0.7815850140476548]",,"[-1.1318317600251997, 0.29572780178311975]","[-0.6905158620638154, 0.16499371367196325]","[3.6782229653994243, 4.722960051960415]"
08 11 15 6 29 30.0000000,,,"[0.30482618035748565, -0.5872685243686036]","[-0.5845923449944805, 0.603988787713083]",,"[-0.5969974049093092, -0.09337438894983618]","[-0.21425551290934308, 0.175558234627049]","[3.5127834043900172, 4.639623236722416]"
08 11 15 6 30 0.0000000,,,"[0.5186424207873639, -0.38913164337476047]","[-0.24495324754231684, 0.5492507727766358]",,"[-0.4796071597101057, -0.6153542722630152]","[-0.13180703784649594, -0.04294504684706446]","[3.6862910054127376, 3.9335450500912135]"
08 11 15 6 30 30.0000000,,,"[0.344126696605235, 0.2640598783890411]","[-0.027778531248505045, 0.9430537583256089]",,"[-0.22193423143642788, -0.2761758144068369]","[-0.1164495360416673, -0.2179925636698794]","[3.605668049256007, 4.172927495903439]"
08 11 15 6 31 0.0000000,,,"[0.5530019429512318, 0.7996721635262176]","[0.41726008540875204, 0.4657501490736329]",,"[-0.0792763777734602, 0.21990510569337518]","[-0.10874544943993314, -0.26046638650198695]","[3.6279941163460414, 4.251152080363697]"
08 11 15 6 31 30.0000000,,,"[0.6481388089247044, 0.7184582571188614]","[0.46498198545462377, 0.0828063251400315]",,"[-0.14907025775926952, 0.3429443811011663]","[-0.16698394830649121, -0.22598521870871302]","[3.748787876168887, 4.832399350470967]"
08 11 15 6 32 0.0000000,,,"[-0.17452148078009522, -0.3365930845340088]","[0.06051736808306463, 0.4215373756313645]",,"[-0.4625101037980879, 0.07984834657434137]","[-0.2824608024520181, -0.3380205677201342]","[3.5276036522785823, 5.506184664434857]"
08 11 15 6 32 30.0000000,,,"[-1.0854080366902057, -0.6698107351859406]","[-0.019713687534267832, 0.8468350084448182]",,"[-0.24973586431759243, -0.07671648515936225]","[-0.7627507012647889, -0.13284579378863093]","[3.4957741610209148, 3.7518099517292445]"
08 11 15 6 33 0.0000000,,,"[-1.4421543079428378, 0.883201650778453]","[0.05124561226851232, 1.366039475979837]",,"[-0.72583975873011, 0.3716331695151678]","[-0.5177637499136232, -0.22865616244574305]","[3.368221145073573, 4.301937219566769]"
08 11 15 6 33 30.0000000,,,"[-1.2277576672844592, 0.7996075073877975]","[-0.30137051158660166, 0.9356380613470399]",,"[-0.26237423203009014, -0.09705737485166877]","[-0.35686765726034864, -0.22872232360144373]","[3.228431906501452, 3.992600840396351]"
08 11 15 6 34 0.0000000,,,"[-0.2193569364957515, 1.3478084276119873]","[-0.027496310706074167, 0.7007101686621033]",,"[-0.26238753876703624, 0.19864195333245904]","[0.00698125247533099, -0.5476390020300936]","[2.726193811694781, 3.747068402237362]"
08 11 15 6 34 30.0000000,,,"[0.16423679413273895, 0.10486393372217861]","[0.19740363693720586, 0.1408289434337937]",,"[-0.08465726158636455, 0.23775945351842553]","[-0.0035726961058877293, -0.29858211142321345]","[2.6228837184111278, 4.11247124976582]"
08 11 15 6 35 0.0000000,,,"[-0.20004556057974732, 0.9158150325218841]","[0.2888279754567791, -0.25485868137833245]",,"[0.10005058118087407, 0.443237033946549]","[0.07164964710051791, 0.12307127850751165]","[2.5435565076271693, 4.331060898370213]"
08 11 15 6 35 30.0000000,,,"[-1.1722755926661197, 0.8556557367245361]","[0.7591160882163692, -0.509686955628363]",,"[0.4863020829198992, 0.5049020920825353]","[-0.11102458204453214, -0.017118980114657845]","[2.7998126111427943, 4.624392432040638]"
08 11 15 6 36 0.0000000,,,"[-0.14725412903353607, -0.7534721573193863]","[0.6728435430575062, -0.5040016857957519]",,"[0.23491091051084156, 0.5639159058165899]","[-0.13698500509684308, 0.08295645850400213]","[2.9577238521973293, 4.028712821073002]"
08 11 15 6 36 30.0000000,,,"[-0.11848599193617737, -1.3612742354472473]","[0.4935557518053699, -0.12877538186070092]",,"[0.49628916897756215, 0.04469312475446374]","[-0.43878896649306043, 0.5663891090701032]","[3.517150457898776, 4.130416628784603]"
08 11 15 6 37 0.0000000,,,"[-0.6920452314428989, -0.6238017757733658]","[0.6347225282240558, 0.24226484316829078]",,"[0.36505149074775334, 0.030487445457016538]","[-0.04469369466727002, 0.3482833160708356]","[3.740400697986285, 4.742826697296566]"
