epoch,G03,G06,G07,G11,G13,G16,G19,G21,G23,G25,G27,G31
08 11 15 0 52 0.0000000,"[0.0693792836327134, -0.006426848074482905]","[-0.01527588655664307, -0.007218119638346968]","[0.03306275823370708, 0.021751186215810847]",,"[-0.2352582105191905, -0.0117879509573946]","[-0.47089591577565926, -0.017568891705643574]","[0.6730025638648243, 0.011900976204268332]","[-0.20905023719835492, -0.011384235169561219]","[-0.5967684858356641, -0.029211478425406057]","[0.2691848845012763, 0.0162285970177658]",,"[-1.4551565902713104, -0.0683700510645795]"
08 11 15 0 52 30.0000000,"[0.07196295087194926, 0.00516733447847173]","[-0.01491256131474272, 0.0007266504838007032]","[0.07222939191162991, 0.07833326735584567]",,"[-0.23218203277937732, 0.006152355479626337]","[-0.48295835932791087, -0.024124887104503223]","[0.6804547950356696, 0.014904462341690738]","[-0.20846891301788428, 0.0011626483609412652]","[-0.6137560533608379, -0.03397513505034766]","[0.2781630987585384, 0.01795642851452417]",,"[-1.487508829582295, -0.06470447862196904]"
08 11 15 0 53 0.0000000,"[0.07301256450244153, 0.0020992272609845486]","[-0.015695714938405138, -0.0015663072473248371]","[0.0902261920049372, 0.03599360018661457]",,"[-0.23025237183942693, 0.00385932187990079]","[-0.4932687692999992, -0.020620819944176638]","[0.6928644322687434, 0.024819274466147512]","[-0.20596599841979035, 0.005005829196187861]","[-0.6170017689709617, -0.006491431220247534]","[0.2895231223611192, 0.02272004720516163]",,"[-1.5282256673971892, -0.08143367562978865]"
08 11 15 0 53 30.0000000,"[0.07861586840732926, 0.011206607809775448]","[-0.021379771484433957, -0.011368113092057638]","[0.10795654157498946, 0.035460699140104524]",,"[-0.23122124231235297, -0.0019377409458520847]","[-0.5044350244981399, -0.02233251039628148]","[0.6939867090509011, 0.00224455356431541]","[-0.20251843439932538, 0.006895128040929954]","[-0.6337470975398585, -0.033490657137793534]","[0.29825910714568105, 0.01747196956912367]",,"[-1.5722124513563367, -0.08797356791829491]"
08 11 15 0 54 0.0000000,"[0.08368629023285568, 0.010140843651052833]","[-0.025860808090738277, -0.00896207321260864]","[0.13020022880780235, 0.044487374465625784]",,"[-0.2383101482412977, -0.014177811857889466]","[-0.5116854262257936, -0.014500803455307354]","[0.7104978881530004, 0.03302235820419863]","[-0.20083905448725203, 0.0033587598241466843]","[-0.6460921421435941, -0.02469008920747129]","[0.3047263267989473, 0.012934439306532486]",,"[-1.603232494952495, -0.062040087192316566]"
08 11 15 0 54 30.0000000,"[0.0904683930269119, 0.013564205588112443]","[-0.035945139118354674, -0.020168662055232794]","[0.14739768681491894, 0.03439491601423317]",,"[-0.22957415397316172, 0.017471988536271965]","[-0.5194202394809727, -0.015469626510358214]","[0.7252570431585112, 0.02951831001102168]","[-0.19040752977881348, 0.02086304941687711]","[-0.6563621900204737, -0.020540095753759147]","[0.3097079444281554, 0.009963235258416248]",,"[-1.6446679127288633, -0.08287083555273655]"
08 11 15 0 55 0.0000000,"[0.09890565468248713, 0.01687452331115047]","[-0.03936848208826464, -0.006846685939819935]","[0.16681550578652127, 0.03883563794320466]",,"[-0.24404264688843735, -0.028936985830551265]","[-0.5262669349043677, -0.013693390846789999]","[0.7393299097754296, 0.028145733233836623]","[-0.1848526584914616, 0.011109742574703763]","[-0.6503390292830993, 0.012046321474748822]","[0.3092396549781333, -0.0009365789000441715]",,"[-1.6644813390316724, -0.03962685260561827]"
08 11 15 0 55 30.0000000,"[0.1086831920587894, 0.01955507475260454]","[-0.03793133164889159, 0.0028743008787461]","[0.18023437558772892, 0.02683773960241531]",,"[-0.24723184039154855, -0.006378387006222397]","[-0.5345992323518207, -0.016664594894906015]","[0.7564950762096647, 0.034330332868470315]","[-0.165200709020211, 0.03930389894250119]","[-0.6595756140577151, -0.018473169549231727]","[0.3217704069475571, 0.02506150393884754]",,"[-1.7133528469342327, -0.09774301580512068]"
08 11 15 0 56 0.0000000,"[0.11888056730042962, 0.020394750483280433]","[-0.04138696619168326, -0.00691126908558333]","[0.20984147082791926, 0.059214190480380686]",,"[-0.2589148271408215, -0.023365973498545856]","[-0.5445220960314536, -0.01984572735926582]","[0.7666359483114429, 0.02028174420355633]","[-0.16382815121017624, 0.002745115620069516]","[-0.6913869007670126, -0.0636225734185949]","[0.3226100826782312, 0.001679351461348233]",,"[-1.7396335023738831, -0.05256131087930083]"
08 11 15 0 56 30.0000000,"[0.12916675622196294, 0.020572377843066647]","[-0.04561772177011067, -0.008461511156854826]","[0.22505276475522384, 0.030422587854609162]",,"[-0.26728749616705816, -0.016745338052473357]","[-0.5548728680987502, -0.02070154413459324]","[0.7780282634869053, 0.022784630350924928]","[-0.15108748030808394, 0.0254813418041846]","[-0.7024239517393269, -0.022074101944628666]","[0.3241602868152027, 0.0031004082739429784]",,"[-1.7770965350891776, -0.074926065430589]"
08 11 15 0 57 0.0000000,"[0.13073310140358707, 0.0031326903632482583]","[-0.05529028545471667, -0.019345127369211998]","[0.23589605680667258, 0.021686584102897477]",,"[-0.28536502993435686, -0.03615506753459741]","[-0.5699307557168232, -0.03011577523614584]","[0.7825173800991114, 0.008978233224412158]","[-0.1403976040494419, 0.02137975251728408]","[-0.7092302945510891, -0.013612685623524357]","[0.3248546362425466, 0.001388698854687842]",,"[-1.8139782625911516, -0.07376345500394788]"
08 11 15 0 57 30.0000000,"[0.13150012346617146, 0.0015340441251687764]","[-0.059335324183880565, -0.008090077458327793]","[0.25763109249425575, 0.04347007137516634]",,"[-0.29226016745886163, -0.013790275049009537]","[-0.5774072079382236, -0.014952904442800952]","[0.7919557943169189, 0.01887682843561489]","[-0.13282424865867126, 0.015146710781541282]","[-0.6856301905528941, 0.04720020799639002]","[0.3277854876790296, 0.005861702872965946]",,"[-1.8496892522427075, -0.0714219793031119]"
08 11 15 0 58 0.0000000,"[0.13084613613403562, -0.0013079746642716827]","[-0.0659640301522803, -0.013257411936799482]","[0.26652047410447377, 0.017778763220436034]",,"[-0.2961275788282389, -0.007734822738754588]","[-0.5948630554298439, -0.03491169498324043]","[0.7971150393059137, 0.010318489977989564]","[-0.11520693381906777, 0.035234629679206986]","[-0.6733658891067247, 0.024528602892338824]","[0.327551328728656, -0.0004683179007471949]",,"[-1.8986253432910314, -0.09787218209664772]"
08 11 15 0 58 30.0000000,"[0.12371684914273207, -0.014258573982607103]","[-0.06669875115840768, -0.0014694420122547402]","[0.2697984907710538, 0.006556033333160016]",,"[-0.280972807007946, 0.030309543640585804]","[-0.6013383456054368, -0.012950580351185792]","[0.8053665935958001, 0.016503108579772885]","[-0.11134758348844231, 0.00771870066125091]","[-0.6746657932486695, -0.0025998082838896153]","[0.3323876105709589, 0.009672563684605784]",,"[-1.9301621374054718, -0.06307358822888087]"
08 11 15 0 59 0.0000000,"[0.11871909046887108, -0.009995517347721972]","[-0.0689998173461599, -0.004602132375504442]","[0.27796124086462193, 0.0163255001871363]",,"[-0.2952394420293043, -0.028533270042716552]","[-0.6107686987844925, -0.018860706358111434]","[0.8049386757245613, -0.0008558357424774954]","[-0.10957132885772403, 0.003552509261436576]","[-0.6990894319328849, -0.04884727736843075]","[0.3359885903842308, 0.007201959626543797]",,"[-1.9763369528219232, -0.09234963083290282]"
08 11 15 0 59 30.0000000,"[0.10934524991325212, -0.018747681111237924]","[-0.06766762163133361, 0.0026643914296525795]","[0.2799958754962688, 0.004069269263293762]",,"[-0.2860593888452758, 0.01836010636805696]","[-0.6206834824582237, -0.01982956734746244]","[0.810703465944582, 0.011529580440041265]","[-0.10874778468812818, 0.0016470883391916935]","[-0.7254831126194095, -0.05278736137304918]","[0.3345837220341643, -0.0028097367001329587]",,"[-2.0132993950307387, -0.07392488441763101]"
08 11 15 1 0 0.0000000,"[0.10196568189407174, -0.014759136038360765]","[-0.0660931964438071, 0.003148850375053025]","[0.2883685445225055, 0.016745338052473357]",,"[-0.2893131749777256, -0.006507572264899508]","[-0.632705563915267, -0.02404416291408662]","[0.8202468538540864, 0.01908677581900875]","[-0.09889758416016026, 0.019700401055935846]","[-0.7620337969687885, -0.07310136869875805]","[0.33399432733136725, -0.0011787894055941273]",,"[-2.062098239781634, -0.09759768950179026]"
08 11 15 1 0 30.0000000,"[0.09241421397866567, -0.01910293583081213]","[-0.06732851743998827, -0.0024706419923623546]","[0.2898137749677794, 0.0028904608905477858]",,"[-0.284945182585445, 0.008735984784561168]","[-0.6398187098619172, -0.014226291893300491]","[0.8339321552113994, 0.027370602714626102]","[-0.09935781257143073, -0.0009204568225409382]","[-0.783260162143991, -0.04245273035040498]","[0.3381847018474362, 0.008380749032137924]",,"[-2.0909221813981618, -0.05764788323305581]"
08 11 15 1 1 0.0000000,"[0.08240254610271425, -0.02002333575190285]","[-0.06372754711029147, 0.007201940659393613]","[0.29271231586423063, 0.005797081792902503]",,"[-0.3082384739651758, -0.04658658275946159]","[-0.6488049946415059, -0.017972569559177254]","[0.8372666939849911, 0.006669077547183377]","[-0.10735099634396339, -0.015986367545065328]","[-0.8046157220614454, -0.04271111983490883]","[0.33691708927837327, -0.002535225138125874]",,"[-2.1420543933932663, -0.10226442399020907]"
08 11 15 1 1 30.0000000,"[0.07696071902938595, -0.010883654146656596]","[-0.06049797254482169, 0.006459149130939548]","[0.30425804683250046, 0.02309146193653966]",,"[-0.30102845329987993, 0.014420041330591715]","[-0.6589297067314807, -0.02024942417994957]","[0.8518724426812698, 0.02921149739255746]","[-0.11631306007299713, -0.017924127458067485]","[-0.8380256455252493, -0.06681984692760778]","[0.34063917434442015, 0.0074441701320937526]",,"[-2.1824482680614685, -0.08078774933640442]"
08 11 15 1 2 0.0000000,"[0.06737695954109846, -0.019167518976574982]","[-0.06451879022343057, -0.00804163535721776]","[0.29818643451044125, -0.012143224644118433]",,"[-0.30416921418545684, -0.00628152177115382]","[-0.6617071328915817, -0.005554852320202031]","[0.8618356684561113, 0.019926451549682866]","[-0.1181296957660738, -0.003633271386153325]","[-0.8377914960584505, 0.00046829893359756625]","[0.3282133960666933, -0.02485155655545368]",,"[-2.2131776400838166, -0.06145874404469608]"
08 11 15 1 2 30.0000000,"[0.0640666323344865, -0.006620654413223903]","[-0.06593171961224861, -0.002825858777636081]","[0.3143019967977585, 0.032231124574634507]",,"[-0.312856756868908, -0.017375085366902354]","[-0.665518022153947, -0.00762177852473056]","[0.876223408730245, 0.028775480548267396]","[-0.1260260048199615, -0.015792618107775436]","[-0.844646271487747, -0.013709550858592934]","[0.3270345971775237, -0.0023575977783392155]",,"[-2.286254797215597, -0.14615431426356107]"
08 11 15 1 3 0.0000000,"[0.057349131653343655, -0.013435001362285703]","[-0.06577831330301678, 0.0003068126184636588]","[0.30956260864125085, -0.009478776313015302]",,"[-0.31328468422372246, -0.0008558547096289004]","[-0.6739391427648684, -0.01684224122184297]","[0.8870505502534656, 0.021654283046441236]","[-0.13145975188738834, -0.010867494134853661]","[-0.8543753572793644, -0.01945817158323493]","[0.3196308081077883, -0.014807578139470754]",,"[-2.339889923808795, -0.10727025318639605]"
08 11 15 1 3 30.0000000,"[0.05778512004690839, 0.0008719767871294692]","[-0.06860419104780285, -0.005651755489572141]","[0.3249676614894206, 0.030810105696339466]",,"[-0.3242813825844024, -0.021993396721359915]","[-0.6772010089032199, -0.006523732276702887]","[0.890167090088487, 0.00623307967004294]","[-0.14185898502294503, -0.02079846627111337]","[-0.8704989900890094, -0.03224726561929003]","[0.31812905555550186, -0.0030035051045729233]",,"[-2.397037216535372, -0.11429458545315363]"
08 11 15 1 4 0.0000000,"[0.054741252847127164, -0.00608773439956245]","[-0.07126052143870373, -0.005312660781801759]","[0.3357221588281254, 0.021508994677409632]",,"[-0.34751007185121985, -0.04645737853363485]","[-0.6838296959044696, -0.013257374002499489]","[0.9003564042913752, 0.02037862840577631]","[-0.14998135405415458, -0.016244738062419106]","[-0.9098917027114037, -0.0787854252447886]","[0.31518208204151565, -0.005893947027972413]",,"[-2.449525835812283, -0.1049772385538219]"
08 11 15 1 4 30.0000000,"[0.055209542297149916, 0.0009365789000455038]","[-0.07235049716440478, -0.0021799514514020957]","[0.35025521592201514, 0.02906611418777949]",,"[-0.3596694185728415, -0.024318693443243333]","[-0.6891584977309249, -0.010657603652910463]","[0.9176911275630701, 0.03466944654338988]","[-0.1601302966782594, -0.020297885248209635]","[-0.9050554113855256, 0.0096725826517563]","[0.32018791123770396, 0.01001165839237661]",,"[-2.5128496861018905, -0.12664770057921526]"
08 11 15 1 5 0.0000000,"[0.056008865416190545, 0.0015986462380812583]","[-0.07593533593302326, -0.0071696775372369626]","[0.3751390830175003, 0.04976773419097036]",,"[-0.37538936404537715, -0.03143989094507127]","[-0.6927190964818382, -0.007121197501826604]","[0.9245378324700402, 0.013693409813940072]","[-0.17036803401510747, -0.020475474673696148]","[-0.9013817873877379, 0.007347247995575401]","[0.317257069284796, -0.005861683905815873]",,"[-2.558023339472534, -0.09034730674128699]"
08 11 15 1 5 30.0000000,"[0.05893162736319635, 0.005845523894011606]","[-0.07909223786325295, -0.006313803860459377]","[0.39485562511808947, 0.0394330842011783]",,"[-0.38685434237250504, -0.02292995665425579]","[-0.7056293242213907, -0.025820455479105053]","[0.9404192452905586, 0.03176282564103694]","[-0.18465081956469476, -0.02856557109917457]","[-0.880906293746893, 0.04095098728168978]","[0.32079344698515433, 0.007072755400716613]",,"[-2.5827134191964296, -0.04938015944779117]"
08 11 15 1 6 0.0000000,"[0.05991663888077614, 0.001970023035159585]","[-0.07524904754443093, 0.0076863806376440405]","[0.4132641830708321, 0.03681711590548531]",,"[-0.38950259275750376, -0.0052965007699974365]","[-0.7133560764378182, -0.015453504432854981]","[0.9639789777099697, 0.04711946483882201]","[-0.1943233927328758, -0.019345146336362085]","[-0.8594538496272186, 0.04290488823934879]","[0.32231135006566913, 0.0030358061610296083]",,"[-2.643986484326162, -0.12254613025946436]"
08 11 15 1 6 30.0000000,"[0.06555224384211922, 0.011271209922686154]","[-0.0779457400305402, -0.005393384972218529]","[0.42755504862632066, 0.02858173111097706]",,"[-0.41845571014913396, -0.0579062347832604]","[-0.7196537392536242, -0.012595325631612031]","[0.978035684315085, 0.028113413210230753]","[-0.2022358428314166, -0.015824900197081604]","[-0.8730019046871025, -0.027096110119767758]","[0.31989724914746853, -0.0048282018364012025]",,"[-2.6900240439616097, -0.09207511927089573]"
08 11 15 1 7 0.0000000,"[0.07619369696680156, 0.021282906249364686]","[-0.07562852331455963, 0.004634433431961127]","[0.44922547271741564, 0.04334084818218997]",,"[-0.42830590119352596, -0.019700382088783996]","[-0.7359873004795117, -0.032667122451774944]","[0.9917855972688867, 0.02749982590760336]","[-0.2200550060813622, -0.03563832649989118]","[-0.8858717608478717, -0.025739712321538377]","[0.3175073597962479, -0.004779778702441284]",,"[-2.7242252200221277, -0.06840235212103618]"
08 11 15 1 7 30.0000000,"[0.08622151537098155, 0.020055636808359978]","[-0.07201947297896114, 0.007218100671196992]","[0.47028229053873183, 0.042113635642632374]",,"[-0.44377556563818477, -0.030939328889317608]","[-0.7491155176740594, -0.026256434389095418]","[1.0072875532864265, 0.031003912035079573]","[-0.23414402322650907, -0.028178034290293752]","[-0.8755209887805755, 0.020701544134592353]","[0.3218349900933204, 0.008655260594145009]",,"[-2.8167363276865887, -0.18502221532892182]"
08 11 15 1 8 0.0000000,"[0.09091247090995402, 0.009381911077944949]","[-0.07641168642179705, -0.008784426885671826]","[0.47642654704530685, 0.012288513013150038]",,"[-0.4714126378432164, -0.055274144410063286]","[-0.7639715473982153, -0.02971205944831179]","[1.0204157609973994, 0.02625641542194579]","[-0.2387784566584703, -0.009268866863922476]","[-0.9177799412429639, -0.08451790492477684]","[0.33254909688609247, 0.021428213585544142]",,"[-2.856379330820435, -0.07928600626769278]"
08 11 15 1 8 30.0000000,"[0.09742005265842835, 0.013015163496948645]","[-0.08205537138904248, -0.011287369934490865]","[0.4930104082662208, 0.03316772244182786]",,"[-0.5009874415105244, -0.05914960733461606]","[-0.7857146441245496, -0.04348619345266869]","[1.0352960117721104, 0.029760501549422003]","[-0.24264585854427234, -0.00773480377160407]","[-0.9397248768960651, -0.043889871306202366]","[0.33182244640229164, -0.0014533009676016562]",,"[-2.899074281159965, -0.0853899006790595]"
08 11 15 1 9 0.0000000,"[0.10020555882443105, 0.0055710123320054095]","[-0.07983504835885702, 0.004440646060370923]","[0.5031997035019593, 0.020378590471477054]",,"[-0.496054275466002, 0.00986633208904486]","[-0.8018867285188785, -0.03234416878865787]","[1.0511047709245387, 0.031617518304856596]","[-0.254732542114229, -0.02417336713991336]","[-0.9471851975563883, -0.01492064132064641]","[0.3286978265613687, -0.006249239681845875]",,
08 11 15 1 9 30.0000000,"[0.10551013960033107, 0.010609161551800028]","[-0.08526071542038224, -0.010851334123050449]","[0.5176035943043216, 0.028807781604724525]",,"[-0.5069136990785292, -0.02171884722505446]","[-0.8129399489865708, -0.022106440935384608]","[1.0543585665405637, 0.006507591232050025]","[-0.25278672116247547, 0.0038916419035071037]","[-0.9682985280011422, -0.04222666088950788]","[0.3312734137947029, 0.005151174466668351]",,
08 11 15 1 10 0.0000000,"[0.10932909938502355, 0.0076379195693849775]","[-0.08828844157551016, -0.006055452310255838]","[0.5307560420329986, 0.02630489545735415]",,"[-0.5151006702226519, -0.016373942288245402]","[-0.8286114523579959, -0.03134300674285018]","[1.0657912532948097, 0.02286537350849205]","[-0.2836049163482919, -0.06163639037163282]","[-0.9866828649033295, -0.03676867380437443]","[0.32399072049416744, -0.014565386601070873]",,
08 11 15 1 10 30.0000000,"[0.11103270034765167, 0.0034072019252562313]","[-0.09085595828651766, -0.00513503342201499]","[0.5525233598098884, 0.043534635553779566]",,"[-0.5204536836160871, -0.010706026786870382]","[-0.8378318771208082, -0.018440849525624525]","[1.0767314295484784, 0.02188035250733744]","[-0.28559110887882877, -0.00397238506107378]","[-1.009055737394819, -0.04474574498297912]","[0.315618060951506, -0.01674531908532284]",,
08 11 15 1 11 0.0000000,"[0.11270400973739836, 0.003342618779493378]","[-0.0958940790555875, -0.010076241538139685]","[0.5603954288460704, 0.015744138072363967]",,"[-0.5311032072630955, -0.02129904729401666]","[-0.8498700996225048, -0.024076445003393232]","[1.0811963061429795, 0.008929753189002021]","[-0.29234092010000357, -0.01349962244234959]","[-1.0126082656234061, -0.007105056457174186]","[0.3072131003523879, -0.01680992119823621]",,
08 11 15 1 11 30.0000000,"[0.1087719962551077, -0.007864026964581328]","[-0.09420663810476254, 0.0033748819016499176]","[0.5750415491211331, 0.02929224055012547]",,"[-0.5394920173339854, -0.01677762014177997]","[-0.8545691351673794, -0.009398071089749216]","[1.0816726755989035, 0.0009527389118479944]","[-0.2935681516067081, -0.002454463013409125]","[-1.0187767431805348, -0.012336955114257364]","[0.31143576644133875, 0.008445332177901665]",,
08 11 15 1 12 0.0000000,"[0.10399222703624211, -0.009559538437731163]","[-0.09255954976557096, 0.003294176678383165]","[0.5994328962324671, 0.0487826942226679]",,"[-0.5507147946391378, -0.02244555461030462]","[-0.8619810137265915, -0.01482375711842421]","[1.0846277291187911, 0.0059101070397753475]","[-0.31289714741484165, -0.03865799161626704]","[-1.035304082294438, -0.03305467822780628]","[0.31481066731013874, 0.006749801737599981]",,
08 11 15 1 12 30.0000000,"[0.10059310511688668, -0.00679824383871086]","[-0.08838533526130526, 0.008348429008531388]","[0.6181886383824562, 0.03751148429997819]",,"[-0.5573596321686161, -0.013289675058956618]","[-0.8661794492814122, -0.00839687110964138]","[1.0822459197734722, -0.004763618690637905]","[-0.32817302448790975, -0.030551754146136204]","[-1.0584601178931656, -0.046312071197455396]","[0.31412438840512125, -0.00137255781003498]",,
08 11 15 1 13 0.0000000,"[0.09448921070552085, -0.012207788822731658]","[-0.0900485551615752, -0.003326439800539871]","[0.6306790187730966, 0.024980760781280864]",,"[-0.5578117710904098, -0.0009042778435874865]","[-0.8858152482244345, -0.03927159788604451]","[1.0862263753568728, 0.00796091116680131]","[-0.3471306245318164, -0.03791520008781335]","[-1.0694164446750616, -0.021912653563791906]","[0.3140355747252279, -0.00017762735978665845]",,
08 11 15 1 13 30.0000000,"[0.0881350352662782, -0.01270835087848532]","[-0.08195848718682239, 0.016180135949505625]","[0.6379778531182856, 0.01459766869037793]",,"[-0.5456201422794811, 0.024383257621857446]","[-0.8979019223108162, -0.02417334817276351]","[1.1042070249219516, 0.03596129913015744]","[-0.3596048449106535, -0.024948440757674106]","[-1.076836384273026, -0.014839879195928772]","[0.31771728821249146, 0.007363426974527076]",,
08 11 15 1 14 0.0000000,"[0.08076353776942469, -0.014742994993707013]","[-0.0800288167632972, 0.0038593408470503636]","[0.6567497457965041, 0.0375437853564371]",,"[-0.5647149886208163, -0.03818969268267036]","[-0.9158099087242301, -0.03581597282682769]","[1.1051274438101928, 0.0018408377764824735]","[-0.35820804708291387, 0.0027935956554792085]","[-1.0976429210664662, -0.04161307358688049]","[0.3184358681739654, 0.001437159922947906]",,
08 11 15 1 14 30.0000000,"[0.07509564123519841, -0.01133579306845256]","[-0.08023873569596573, -0.00041983786533705825]","[0.6688848525004207, 0.024270213407833197]",,"[-0.5938941659897679, -0.058358354737903184]","[-0.924788122981492, -0.017956428514523948]","[1.106136685861902, 0.0020184841034183165]","[-0.379951143809248, -0.04348619345266824]","[-1.1000247209282108, -0.004763599723489165]","[0.3226504637405896, 0.00842919113324836]",,
08 11 15 1 15 0.0000000,"[0.07072763935934301, -0.008736003751710797]","[-0.07667005693915063, 0.007137357513630205]","[0.6780891362185795, 0.01840856743631747]",,"[-0.6221610044763799, -0.05653367697322409]","[-0.9426234272760909, -0.035670608589197794]","[1.100727150361455, -0.010819071000893743]","[-0.40393879409989797, -0.04797530058129995]","[-1.1140733664945746, -0.02809729113272752]","[0.3307324611930156, 0.016163994904851986]",,
08 11 15 1 15 30.0000000,"[0.068749517351133, -0.00395624401642003]","[-0.07641169590537206, 0.0005167220675571516]","[0.693082421723739, 0.0299865710103191]",,"[-0.6411185855531367, -0.03791516215351365]","[-0.9534667288111147, -0.02168660307004755]","[1.0986844452074813, -0.004085410307947512]","[-0.42364726567816025, -0.03941694315652455]","[-1.1372859147167382, -0.04642509644432735]","[0.34000941754641456, 0.01855391270679796]",,
08 11 15 1 16 0.0000000,"[0.06050604306714824, -0.016486948567969506]","[-0.07976237572361694, -0.006701359636489768]","[0.6787269825060616, -0.028710878435354914]",,"[-0.6576782352070709, -0.03311929930786839]","[-0.9720206225507626, -0.03710778747929577]","[1.1053938943334478, 0.013418898251932987]","[-0.4411515457873154, -0.035008560218310336]","[-1.173973864330696, -0.07337589922791565]","[0.3472840308410483, 0.014549226589267494]",,
08 11 15 1 16 30.0000000,"[0.05995701045955926, -0.001098065215177968]","[-0.07820410106431877, 0.00311654931859634]","[0.6653081032212791, -0.02683775856956494]",,"[-0.6634430159435167, -0.011529561472891636]","[-0.9928352014158044, -0.04162915773008358]","[1.0929923181391261, -0.02480315238864339]","[-0.4612798647144898, -0.04025663785434874]","[-1.1855437973823708, -0.023139866103349505]","[0.34741320661615016, 0.0002583515502037059]",,
08 11 15 1 17 0.0000000,"[0.05637219065809074, -0.007169639602937039]","[-0.08240255558628948, -0.008396909043941414]","[0.6695388493161314, 0.0084614921897046]",,"[-0.6937687006287558, -0.060651369370478214]","[-1.0046070113285457, -0.023543619825482587]","[1.0745837696699583, -0.03681709693833568]","[-0.49007149579098597, -0.057583262152992365]","[-1.2206008091853668, -0.07011402360599206]","[0.3489230296907633, 0.0030196461492262294]",,
08 11 15 1 17 30.0000000,"[0.05857636316004822, 0.00440834500391496]","[-0.08453406493658155, -0.0042630187005841536]","[0.6493136461867364, -0.04045040625879004]",,"[-0.7254427315570497, -0.06334806185658781]","[-1.0098954320926425, -0.010576841528193714]","[1.0707647909181162, -0.007637957503684234]","[-0.49108073784269535, -0.0020184841034187606]","[-1.2333172590369035, -0.025432899703073275]","[0.35719881451477953, 0.016551569648032505]",,
08 11 15 1 18 0.0000000,"[0.06192705246186758, 0.00670137860363873]","[-0.08984671623480833, -0.010625302596453556]","[0.6411589760990708, -0.016309340175331144]",,"[-0.7437947863699308, -0.036704109625762094]","[-1.0260352249140898, -0.03227958564289457]","[1.0673979700552179, -0.006733641725796602]","[-0.5058883349493162, -0.029615194213241658]","[-1.227843130907118, 0.010948256259570854]","[0.3566336313789624, -0.0011303662716342089]",,
08 11 15 1 18 30.0000000,"[0.06411508391917131, 0.004376062914607459]","[-0.09078328565127758, -0.0018731388329384924]","[0.6326248302412756, -0.017068291715590433]",,"[-0.762865411660711, -0.03814125058156037]","[-1.0499744236200546, -0.04787839741192945]","[1.067365678482336, -6.458314576374136e-05]","[-0.5110233588877562, -0.010270047876880017]","[-1.2523475032653248, -0.04900874471641359]","[0.35024715488326286, -0.012772952991399134]",,
08 11 15 1 19 0.0000000,"[0.07289952028841817, 0.017568872738493724]","[-0.09427122125052595, -0.006975871198496741]","[0.6356929184916114, 0.006136176500671553]",,"[-0.776082433051577, -0.026434042781732003]","[-1.0581775358088308, -0.01640622437755246]","[1.070030069911989, 0.005328782859305825]","[-0.5174905690574474, -0.012934420339382413]","[-1.279072227104443, -0.05344944767823634]","[0.35040056119249474, 0.00030681261846376984]",,
08 11 15 1 19 30.0000000,"[0.07386032023901734, 0.0019215999011983342]","[-0.09726665583277216, -0.0059908691644924295]","[0.6199083803897381, -0.031569076203746604]",,"[-0.792722816379503, -0.03328076665585211]","[-1.0757544885532262, -0.035153905488790826]","[1.0719193592731557, 0.0037785787223336698]","[-0.5417365898654509, -0.048492041616007064]","[-1.3040529689185743, -0.04996148362826247]","[0.345879153007407, -0.009042816370175455]",,
08 11 15 1 20 0.0000000,"[0.07802647370453197, 0.008332306931029265]","[-0.09591830958971753, 0.0026966924861092645]","[0.6180675331296817, -0.0036816945201127993]",,"[-0.8196009275607024, -0.05375622236239863]","[-1.1100444688100626, -0.06857996051367277]","[1.078483472612217, 0.013128226678122523]","[-0.586151282212262, -0.08882938469362212]","[-1.324544594120498, -0.04098325040384765]","[0.3400174785851664, -0.01172334884448123]",,
08 11 15 1 20 30.0000000,"[0.08060206093786615, 0.005151174466668351]","[-0.09609593694950436, -0.00035525471957364996]","[0.6252129706492129, 0.014290875039062456]",,"[-0.8354581193306658, -0.03171438353992695]","[-1.1291635456855276, -0.03823815375092998]","[1.0826092544989476, 0.008251563773461257]","[-0.5978584900120899, -0.023414415599655847]","[-1.3343140609744744, -0.019538933707952566]","[0.3435538562855247, 0.007072755400716613]",,
08 11 15 1 21 0.0000000,"[0.08585819012908047, 0.01051225838242864]","[-0.09521588015647184, 0.0017601135860650374]","[0.6333676407368793, 0.01630934017533292]",,"[-0.8528251531423927, -0.03473406762345377]","[-1.1563969210698755, -0.05446675076869578]","[1.0904409614399218, 0.01566341388194825]","[-0.6205220151102402, -0.04532705019630057]","[-1.3567515166117285, -0.04487491127450838]","[0.35203148951988283, 0.016955266468716257]",,
08 11 15 1 21 30.0000000,"[0.08781206263601149, 0.003907745013862041]","[-0.09408552336841242, 0.0022607135761188446]","[0.6361692879475358, 0.00560329442131291]",,"[-0.8768773865788058, -0.0481044668728261]","[-1.1804087924110802, -0.0480237426824095]","[1.0951076959283397, 0.009333468976835846]","[-0.6326409712859286, -0.024237912351376734]","[-1.3872063865556434, -0.06090973988782977]","[0.35878936177980947, 0.013515744519853268]",,
08 11 15 1 22 0.0000000,"[0.0883530247212736, 0.0010819241705242177]","[-0.09237385188345745, 0.003423342969909926]","[0.6377275531232591, 0.003116530351446656]",,"[-0.8801877137854173, -0.006620654413223015]","[-1.1932544085541443, -0.02569123228612824]","[1.1023257965995368, 0.014436201342394206]","[-0.637267343679138, -0.009252744786418798]","[-1.4162240965766113, -0.05803542004193574]","[0.3588943449550812, 0.000209966350543489]",,
