epoch,G03,G06,G07,G11,G13,G16,G19,G21,G23,G25,G27,G31
08 11 15 0 25 0.0000000,"[0.02661975963099561, 0.004085448242248546]","[-0.05683240010221149, -0.00962412158349596]",,,"[-0.024899998656564115, -0.007621797491880855]","[-0.058560231598969836, -0.010560700483540186]","[0.050292517297280126, 0.024270251342133342]","[-0.05562938964606201, 0.004343780825300847]","[-0.08485701859969907, -0.03822199373912483]","[0.04570653545000414, 0.04191986723819374]",,"[-0.20800062356786234, -0.04393835134161239]"
08 11 15 0 25 30.0000000,"[0.02450438184178161, -0.004230755578428003]","[-0.06338844291894616, -0.013112085633469342]",,,"[-0.02549747336526309, -0.0011949494173979502]","[-0.053796612908331876, 0.009527237381275921]","[0.05853601054841473, 0.016486986502269207]","[-0.058245348458179524, -0.005231917624235027]","[-0.10501762909975554, -0.04032122100011293]","[0.02484348603312725, -0.04172609883375378]",,"[-0.22115305232939, -0.026304857523055336]"
08 11 15 0 26 0.0000000,"[0.024738521825005577, 0.0004682799664479376]","[-0.06539884701646309, -0.004020808195033865]",,,"[-0.028040759542140137, -0.005086572353754093]","[-0.06032842519093651, -0.013063624565209264]","[0.07299642345778867, 0.028920825818747886]","[-0.05780935058103909, 0.0008719957542808743]","[-0.12027735564459441, -0.03051945308967774]","[0.05114836252333266, 0.05260975298041082]",,"[-0.24061930391852712, -0.038932503178274236]"
08 11 15 0 26 30.0000000,"[0.025489402842936215, 0.001501762035861276]","[-0.06816821213781243, -0.005538730242698686]",,,"[-0.016349702270540334, 0.023382114543199606]","[-0.060933970421962136, -0.0012110904620512564]","[0.08002073675739552, 0.014048626599213687]","[-0.06048183150016828, -0.0053449618382583886]","[-0.13773319365263959, -0.034911676016090354]","[0.02735448063712309, -0.047587763772419134]",,"[-0.26631863517770693, -0.05139866251835962]"
08 11 15 0 27 0.0000000,"[0.022582781940583274, -0.005813241804705882]","[-0.06866070367123955, -0.0009849830668542392]",,,"[-0.011230828860329112, 0.010237746820422444]","[-0.059957019943134515, 0.0019539009576552413]","[0.09889758416016048, 0.037753694805529925]","[-0.05920614840877869, 0.00255136618277918]","[-0.14875411306387676, -0.022041838822474347]","[0.028371793211159124, 0.0020346251480720667]",,"[-0.301383708019454, -0.07013014568349418]"
08 11 15 0 27 30.0000000,"[0.020273645230504123, -0.004618273420158303]","[-0.0669732627204146, 0.0033748819016499176]",,,"[-0.02515028916801576, -0.027838920615373297]","[-0.06212891035578494, -0.004343780825300847]","[0.11549758642572816, 0.03320000453113536]","[-0.06770799321011678, -0.017003689602676175]","[-0.1513862129206469, -0.005264199713540307]","[0.016067139153357113, -0.024609308115604023]",,"[-0.33878216707256015, -0.07479691810621225]"
08 11 15 0 28 0.0000000,"[0.02691848275998243, 0.013289675058956618]","[-0.06768377215956195, -0.0014210188782947109]",,,"[-0.03291741296322659, -0.015534247590421657]","[-0.07030780149400617, -0.016357782276442467]","[0.14123727978011602, 0.05147938670877572]","[-0.06877375736883784, -0.002131528317442122]","[-0.1704972097902111, -0.03822199373912838]","[0.02155739884422081, 0.010980519381727394]",,"[-0.37612409453507956, -0.07468385492503882]"
08 11 15 0 28 30.0000000,"[0.028517119514488876, 0.003197273509012888]","[-0.0648256028418942, 0.005716338635335494]",,,"[-0.037269273794429125, -0.008703721662405073]","[-0.0753620822748794, -0.010108561561746443]","[0.16197114393831602, 0.0414677283164]","[-0.07659739378748553, -0.01564727283729539]","[-0.17015002559296377, 0.0006943683944946599]","[0.012821404576083939, -0.01747198853627374]",,"[-0.39998256905062757, -0.04771694903109602]"
08 11 15 0 29 0.0000000,"[0.03809280848044949, 0.019151377931921232]","[-0.06281518926080226, 0.004020827162183882]",,,"[-0.04565807438174385, -0.016777601174629453]","[-0.08916849836854268, -0.027612832187326575]","[0.17642347684178827, 0.028904665806944507]","[-0.08507502702184366, -0.016955266468716257]","[-0.18226092072990063, -0.024221790273873722]","[0.002599808283889171, -0.020443192584389536]",,"[-0.42252498889600265, -0.04508483969075017]"
08 11 15 0 29 30.0000000,"[0.04239621772696722, 0.008606818493035462]","[-0.061814027214994634, 0.002002324091615257]",,,"[-0.05280351190127597, -0.014290875039064233]","[-0.10740750896740026, -0.03647802119771515]","[0.20188866811774475, 0.050930382551912956]","[-0.0848893196561551, 0.00037141473137713987]","[-0.20582066263288645, -0.04711948380597164]","[0.01916752846015024, 0.03313544035252214]",,"[-0.44436496034098205, -0.0436799428899588]"
08 11 15 0 30 0.0000000,"[0.0543698570829001, 0.02394727871186575]","[-0.061709053523297856, 0.000209947383393555]",,,"[-0.043583068171313855, 0.018440887459924227]","[-0.12491986908245717, -0.035024720230113826]","[0.20850928459666762, 0.013241232957845739]","[-0.08022258516773739, 0.009333468976835402]","[-0.21210217492046368, -0.012563024575154458]","[0.036510322254171834, 0.03468558758804319]",,"[-0.4604724615895476, -0.03221500249713105]"
08 11 15 0 30 30.0000000,"[0.059884347307893826, 0.011028980449987458]","[-0.0555325054438419, 0.01235309615891192]",,,"[-0.0416776187983432, 0.0038108987459413157]","[-0.14145528820226144, -0.033070838239608547]","[0.21968361031713513, 0.022348651440935008]","[-0.08780401108083469, -0.015162851826194588]","[-0.20810557829240928, 0.00799319325610881]","[0.040022478903975145, 0.0070243132996066215]",,"[-0.47005621159426014, -0.01916750000942513]"
08 11 15 0 31 0.0000000,"[0.06789369109223031, 0.016018687568672973]","[-0.04610215226478614, 0.018860706358111518]",,,"[-0.04708715429879007, -0.010819071000893743]","[-0.15246005708526872, -0.022009537766014553]","[0.24291230906752737, 0.04645739750078448]","[-0.098332419991493, -0.02105681782131663]","[-0.21563856210439702, -0.015065967623975498]","[0.03990136416762513, -0.00024222947270002848]",,"[-0.4872133075061683, -0.03431419182381634]"
08 11 15 0 31 30.0000000,"[0.07609680328100676, 0.016406224377552903]","[-0.042743392440639565, 0.0067175196482931465]",,,"[-0.03982869153238511, 0.014516925532809921]","[-0.16020295982992455, -0.015485805489311666]","[0.25017077183393277, 0.01451692553281081]","[-0.10115829773627905, -0.005651755489572086]","[-0.22323613854572244, -0.015195152882650829]","[0.04754738271006076, 0.015292037084871257]",,"[-0.5034176929569539, -0.03240877090157124]"
08 11 15 0 32 0.0000000,"[0.08871636893032342, 0.02523913129863331]","[-0.034580651830646694, 0.01632548121998574]",,,"[-0.04555311017362218, -0.011448837282474145]","[-0.16765520048434507, -0.014904481308841033]","[0.258704917691728, 0.017068291715590433]","[-0.09772686527689256, 0.006862864918772971]","[-0.2058448836834419, 0.034782509724561095]","[0.051761987760259975, 0.008429210100398432]",,"[-0.512444358798901, -0.018053331683894225]"
08 11 15 0 32 30.0000000,"[0.09719398319753214, 0.016955228534417444]","[-0.02846868689695413, 0.01222392986738513]",,,"[-0.045819560696877204, -0.0005329010465100481]","[-0.17916862091258284, -0.02302684085647555]","[0.28661650145876627, 0.05582316753407657]","[-0.10042356724657675, -0.00539340393936838]","[-0.1969877841625287, 0.017714199041826362]","[0.048823075285025386, -0.005877824950469179]",,"[-0.537990274265274, -0.05109183093274594]"
08 11 15 0 33 0.0000000,"[0.1045897017449402, 0.014791437094816118]","[-0.018343974806979364, 0.02024942417994953]",,,"[-0.04877460473319051, -0.005910088072626607]","[-0.1815181386850201, -0.004699035544874497]","[0.31775765030769976, 0.06228229769786697]","[-0.10429098809952886, -0.007734841705904216]","[-0.195461801076112, 0.0030519661728334313]","[0.06012658626416956, 0.022607021958288342]",,"[-0.5493502978678549, -0.022720047205161853]"
08 11 15 0 33 30.0000000,"[0.1177259989453896, 0.026272594400898797]","[-0.014815667628947624, 0.00705661435606348]",,,"[-0.049242903666787186, -0.0009365978671933561]","[-0.18333476489452186, -0.00363325241900353]","[0.3373773082060685, 0.03923931579673745]","[-0.11729001055182464, -0.025998044904591566]","[-0.20096015025645286, -0.010996698360681734]","[0.06920167524007681, 0.018150177951814506]",,"[-0.5561162501336832, -0.013531904531656425]"
08 11 15 0 34 0.0000000,"[0.1154733653751725, -0.004505267140434199]","[-0.00728269330053536, 0.01506594865682453]",,,"[-0.04965467100979737, -0.0008235346860203663]","[-0.1887281593503154, -0.010786788911587075]","[0.3537916031059478, 0.03282858979975867]","[-0.10501762909975465, 0.024544762904139983]","[-0.21674468835832705, -0.03156907620374838]","[0.0724716119007549, 0.006539873321356193]",,"[-0.573580158664055, -0.03492781706074366]"
08 11 15 0 34 30.0000000,"[0.12060838931361229, 0.010270047876879573]","[-0.004900883955216394, 0.004763618690637933]",,,"[-0.05872168946337819, -0.018134036907161644]","[-0.19149750550451472, -0.005538692308398652]","[0.3687122349430172, 0.029841263674138748]","[-0.1098216193691759, -0.009607980538842487]","[-0.22651414572872852, -0.019538914740802937]","[0.07460313073462199, 0.004263037667734171]",,"[-0.5921017608308212, -0.037043204333532476]"
08 11 15 0 35 0.0000000,"[0.12158533979244002, 0.0019539009576554633]","[-0.004965467100979788, -0.00012916629152678882]",,,"[-0.0603364767461132, -0.003229574565470017]","[-0.19452524114321765, -0.006055471277405855]","[0.37584958297307236, 0.014274696060110337]","[-0.11590937273588842, -0.012175506733425046]","[-0.2436147385007743, -0.03420118554409157]","[0.0824106355921912, 0.015615009715138404]",,"[-0.6152174248507651, -0.04623132803988783]"
08 11 15 0 35 30.0000000,"[0.11487589066647352, -0.013418898251932987]","[0.0004440683994670954, 0.010819071000893767]",,,"[-0.059262642065065485, 0.002147669362095428]","[-0.19949070824419743, -0.009930934201959563]","[0.3840123330666405, 0.0163255001871363]","[-0.12109283877543842, -0.0103669320791]","[-0.2468927456837786, -0.006556014366008611]","[0.09170371402309341, 0.018586156861804426]",,"[-0.6414900097680888, -0.0525451698346473]"
08 11 15 0 36 0.0000000,"[0.11284127500197716, -0.0040692313289927284]","[-0.002276845137197194, -0.005441827073328579]",,,"[-0.06535845647052962, -0.012191628810928279]","[-0.1969716336343, 0.005038149219794841]","[0.39538850719744967, 0.022752348261618316]","[-0.11880790414876441, 0.004569869253348013]","[-0.25222154751023496, -0.010657603652912684]","[0.09787220106379779, 0.01233697408140877]",,"[-0.6702331892598999, -0.05748635898362231]"
08 11 15 0 36 30.0000000,"[0.10543747644866652, -0.014807597106621275]","[0.0022768546207721976, 0.009107399515938783]",,,"[-0.06976683940874384, -0.008816765876428434]","[-0.2005483923970168, -0.007153517525433584]","[0.41953762483608315, 0.048298235277266954]","[-0.14721199841638022, -0.05680818853523162]","[-0.27376279582622587, -0.043082496631981826]","[0.10506608068443968, 0.01438775924128377]",,"[-0.6863810526036738, -0.032295726687547655]"
08 11 15 0 37 0.0000000,"[0.09855039996291293, -0.013774152971507192]","[0.003084238778564641, 0.0016147683155848871]",,,"[-0.07629057168544673, -0.013047464553405774]","[-0.20766152886009198, -0.014226272926150363]","[0.4295170106227275, 0.019958771573288736]","[-0.1488106446544617, -0.0031972924761629606]","[-0.2775171724651546, -0.007508753277857494]","[0.12476647225680026, 0.039400783144721174]",,"[-0.7019960433516622, -0.03122998149597689]"
08 11 15 0 37 30.0000000,"[0.09347190761505964, -0.010156984695706583]","[0.005546800765025353, 0.004925123972921424]",,,"[-0.0662304522248105, 0.02012023892127246]","[-0.21848866089973742, -0.021654264079290886]","[0.4241801477575209, -0.010673725730413253]","[-0.15434935593001042, -0.011077422551097449]","[-0.28717359510510754, -0.019312845279905844]","[0.1330503276031434, 0.016567710692686255]",,"[-0.7209536339119939, -0.03791518112066328]"
08 11 15 0 38 0.0000000,"[0.09161490034319986, -0.003714014543719557]","[-0.0002745210455819321, -0.01164264362121457]",,,"[-0.0691935762670246, -0.0059262480844282095]","[-0.22869411614727894, -0.020410910495083034]","[0.4368562165466996, 0.025352137578357414]","[-0.1587011977940629, -0.008703683728104927]","[-0.3072050203464869, -0.040062850482758705]","[0.14172979976426836, 0.017358944322249936]",,"[-0.7521755259184939, -0.0624437840130001]"
08 11 15 0 38 30.0000000,"[0.08734379215313925, -0.008542216380121204]","[-0.011868684631386451, -0.023188327171609038]",,,"[-0.07539437384776093, -0.012401595161472656]","[-0.2366146367681466, -0.0158410412417353]","[0.4463350023432906, 0.01895757159318201]","[-0.16847066464803917, -0.019538933707952566]","[-0.3143585189047702, -0.014306997116566578]","[0.1359004169149094, -0.011658765698717932]",,"[-0.7831552074194438, -0.06195936300189975]"
08 11 15 0 39 0.0000000,"[0.08271741975992963, -0.009252744786419242]","[-0.021751176732235984, -0.019764984201699067]",,,"[-0.07992383358802524, -0.009058919480528616]","[-0.24740948671848534, -0.021589699900677495]","[0.45209172204098436, 0.011513439395387515]","[-0.15754663892259857, 0.0218480514508812]","[-0.3106929559457363, 0.007331125918067728]","[0.1485199825642265, 0.0252391312986342]",,"[-0.806811824041075, -0.04731323324326242]"
08 11 15 0 39 30.0000000,"[0.08236217452393113, -0.0007104904719970051]","[-0.025231032325582672, -0.006959711186693376]",,,"[-0.08854680260928838, -0.017245938042526276]","[-0.2554188305028214, -0.016018687568672085]","[0.4508725515730314, -0.0024383409359058916]","[-0.15988807668913418, -0.004682875533071229]","[-0.32336903421848895, -0.025352156545505267]","[0.15162036238744458, 0.0062007596464361825]",,"[-0.8275860502944834, -0.041548452506816824]"
08 11 15 0 40 0.0000000,"[0.07943941257692444, -0.0058455238940133825]","[-0.03047909099447107, -0.010496117337776792]",,,"[-0.09904291046349023, -0.020992215708403705]","[-0.26693226041463414, -0.023026859823625512]","[0.45662927127072517, 0.011513439395387515]","[-0.1713934265950452, -0.023010699811822022]","[-0.33465638518583063, -0.02257470193468336]","[0.15628710635943732, 0.009333487943985475]",,"[-0.8494744733241477, -0.043776846059328633]"
08 11 15 0 40 30.0000000,"[0.08259632399072903, 0.006313822827609172]","[-0.03839155057658703, -0.015824919164231926]",,,"[-0.10177997452838294, -0.005474128129785427]","[-0.2749819662941786, -0.01609941175908891]","[0.4680861695919514, 0.02291379664245241]","[-0.18385956696798056, -0.024932280745870727]","[-0.35497846303386993, -0.0406441556960786]","[0.16704965525331938, 0.021525097787764125]",,"[-0.8710883942753802, -0.04322784190246498]"
08 11 15 0 41 0.0000000,"[0.08304038290662152, 0.0008881178317849958]","[-0.0381816221603435, 0.0004198568324870616]",,,"[-0.10723794264636499, -0.010915936235964097]","[-0.2802946081088304, -0.010625283629303595]","[0.46184502888315726, -0.012482281417588226]","[-0.18614450159465457, -0.004569869253348013]","[-0.37907107753264135, -0.04818522899754285]","[0.17761842625918622, 0.02113754201173368]",,"[-0.8952133003470335, -0.04824981214330659]"
08 11 15 0 41 30.0000000,"[0.09130001720240966, 0.016519268591576264]","[-0.04452774604440962, -0.012692247768132242]",,,"[-0.10841675101910919, -0.0023576167454884]","[-0.2889175676465187, -0.017245919075376648]","[0.45944707849318456, -0.004795900779945406]","[-0.1931122927872495, -0.013935582385189882]","[-0.3861438424169332, -0.014145529768583742]","[0.18515948059350018, 0.015082108668627912]",,"[-0.9109574668701237, -0.03148833304618037]"
08 11 15 0 42 0.0000000,"[0.09357686233960649, 0.004553690274393674]","[-0.04510098073540351, -0.001146469381987772]",,,"[-0.11501314644747751, -0.013192790856736636]","[-0.29946211760183056, -0.021089099910623688]","[0.4671899717542656, 0.015485786522162037]","[-0.19678594523576143, -0.007347304897023842]","[-0.39567109876535866, -0.019054512696850878]","[0.1934917780409533, 0.016664594894906237]",,"[-0.9443754703398293, -0.06683600693941116]"
08 11 15 0 42 30.0000000,"[0.10433941123348855, 0.021525097787764125]","[-0.0433650881998935, 0.0034717850710200143]",,,"[-0.12084251981326144, -0.01165874673156786]","[-0.3019731122058263, -0.005021989207991462]","[0.4851302497405612, 0.03588055597259121]","[-0.21056814027886972, -0.027564390086216584]","[-0.40875084540807194, -0.02615949328542655]","[0.19938574403607556, 0.011787931990244527]",,"[-0.959118465333537, -0.029485989987415362]"
08 11 15 0 43 0.0000000,"[0.11292200867596858, 0.017165194884960044]","[-0.04677229012515012, -0.00681440385051324]",,,"[-0.12191635449430915, -0.002147669362095428]","[-0.3115084390765788, -0.019070653741505073]","[0.4959573912637818, 0.021654283046441236]","[-0.21486346951948554, -0.008590658481231639]","[-0.44602818972482794, -0.074554688633512]","[0.20452883849684222, 0.010286188921533324]",,"[-0.9868362712125602, -0.055435611758046566]"
08 11 15 0 43 30.0000000,"[0.11571558536429816, 0.00558715337665916]","[-0.04585186175333423, 0.001840856743631783]",,,"[-0.12669612371317562, -0.00955953843773294]","[-0.3144231210176833, -0.005829363882209004]","[0.5197754847169713, 0.04763618690637905]","[-0.21526717582374433, -0.000807412608517577]","[-0.4520351999339738, -0.012014020418291693]","[0.2043915827158389, -0.00027451156200664073]",,"[-1.016354562256432, -0.05903658208774364]"
08 11 15 0 44 0.0000000,"[0.11917121990708957, 0.006911269085582816]","[-0.043978703953245754, 0.0037463156001769494]",,,"[-0.1342129569969348, -0.015033666567518365]","[-0.32118100276118483, -0.013515763487003007]","[0.5484137189678104, 0.057276468501678224]","[-0.20338234066412952, 0.023769670319229608]","[-0.4644529171729488, -0.024835434477950002]","[0.19806160936000095, -0.012659946711675918]",,"[-1.0429501008368727, -0.05319107716088123]"
08 11 15 0 44 30.0000000,"[0.12512978801512542, 0.011917136216071711]","[-0.040555360983335786, 0.006846685939819935]",,,"[-0.13623951162268, -0.004053109251490383]","[-0.3253309962148955, -0.008299986907421286]","[0.5690749199743455, 0.041322402013070025]","[-0.20993030347496244, -0.013095925621665838]","[-0.4772985333160129, -0.02569123228612824]","[0.1986913851251566, 0.0012595515303113203]",,"[-1.0613586587896155, -0.03681711590548575]"
08 11 15 0 45 0.0000000,"[0.11610312217317809, -0.01805333168389467]","[-0.03968337471262995, 0.0017439725414116758]",,,"[-0.13803192626520122, -0.0035848292850424457]","[-0.33665064823869306, -0.022639304047595177]","[0.5874108147754231, 0.036671789602155336]","[-0.21139975497079222, -0.0029389029916595533]","[-0.4876977569679948, -0.02079844730396374]","[0.20293827226466243, 0.008493774279011657]",,"[-1.0990881420281653, -0.07545896647709949]"
08 11 15 0 45 30.0000000,"[0.1062529311287852, -0.019700382088785773]","[-0.03550915072478925, 0.008348447975681392]",,,"[-0.14967453195211622, -0.023285211373829995]","[-0.34386874890989005, -0.014436201342393984]","[0.6073776473874639, 0.039933665224081594]","[-0.19933729245139054, 0.02412492503880337]","[-0.4953356955045294, -0.01527587707306921]","[0.20153340391459595, -0.0028097367001329587]",,"[-1.1431314291271744, -0.08808657419801813]"
08 11 15 0 46 0.0000000,"[0.1048157712058373, -0.002874319845895812]","[-0.033143491907698636, 0.004731317634181234]",,,"[-0.15826519991692223, -0.01718133592961202]","[-0.3505539675017265, -0.013370437183672923]","[0.616824141611173, 0.01889298844741827]","[-0.19598662211672058, 0.006701340669339917]","[-0.49678899647213015, -0.002906601935201536]","[0.2106246623858814, 0.018182516942570892]",,"[-1.1613542986813787, -0.03644573910840876]"
08 11 15 0 46 30.0000000,"[0.09691140111319818, -0.015808740185278225]","[-0.03035797625812095, 0.005571031299155371]",,,"[-0.16689622997693743, -0.017262060120030398]","[-0.3622692363403061, -0.02343053767715919]","[0.6320031344820214, 0.03035798574169668]","[-0.20285753859067057, -0.01374183294789999]","[-0.5003092236442601, -0.007040454344259928]","[0.2052474184583164, -0.010754487855130002]",,"[-1.1863834920801946, -0.05005838679763164]"
08 11 15 0 47 0.0000000,"[0.08798162895704653, -0.0178595443123033]","[-0.029800882611780412, 0.0011141872926810764]",,,"[-0.16480507323827887, 0.004182313477317123]","[-0.3709648495460845, -0.01739122641155677]","[0.6316155881895658, -0.0007750925849112633]","[-0.20651502154380408, -0.0073149659062670125]","[-0.5143982502729827, -0.028178053257445157]","[0.2051747553066512, -0.00014532630333041752]",,"[-1.1998265829319574, -0.026886181703525747]"
08 11 15 0 47 30.0000000,"[0.08575321643738398, -0.004456825039325096]","[-0.027750097451905098, 0.004101570319750628]",,,"[-0.18032317978404677, -0.031036213091535814]","[-0.37797304076818794, -0.014016382444206887]","[0.6544405901192747, 0.045650003859417865]","[-0.20488409321641599, 0.003261856654776185]","[-0.5387734468560872, -0.048750393166208994]","[0.2095508277048337, 0.008752144796364991]",,"[-1.2213839817761782, -0.04311479768844162]"
08 11 15 0 48 0.0000000,"[0.08371859128931192, -0.0040692502961441335]","[-0.02829105953716729, -0.0010819241705243843]",,,"[-0.1862898184144095, -0.011933277260725461]","[-0.39156146740685605, -0.02717685327733621]","[0.650016075619982, -0.008849028998585418]","[-0.2096638529517072, -0.009559519470582423]","[-0.5430203434791672, -0.008493793246159953]","[0.21282077384908704, 0.00653989228850671]",,"[-1.2474224172267034, -0.0520768709010504]"
08 11 15 0 48 30.0000000,"[0.07771966108606776, -0.011997860406488314]","[-0.02536828810658614, 0.005845542861162303]",,,"[-0.1846750311316745, 0.003229574565470017]","[-0.40280844679541356, -0.02249395877711502]","[0.6557808753235774, 0.011529599407190894]","[-0.21183574336435762, -0.004343780825300847]","[-0.5494471915536501, -0.01285369614896581]","[0.2191265071872197, 0.012611466676265337]",,"[-1.2694480960373713, -0.04405135762133572]"
08 11 15 0 49 0.0000000,"[0.07602414961291615, -0.0033910229463032238]","[-0.025481332320609583, -0.0002260884280468889]",,,"[-0.18316519857348634, 0.003019665116376302]","[-0.41286048625014826, -0.020104078909469414]","[0.6603910782214084, 0.009220405795661968]","[-0.20402824799036345, 0.015614990747988333]","[-0.5443121676152103, 0.010270047876879573]","[0.2265302962569551, 0.014807578139470754]",,"[-1.2844171604919756, -0.029938128909208665]"
08 11 15 0 49 30.0000000,"[0.07571732751087801, -0.0006136442040762802]","[-0.0214928156984574, 0.007977033244304363]",,,"[-0.18635441104374806, -0.0063784249405234306]","[-0.4243577656337327, -0.022994558767168827]","[0.6567820373693853, -0.007218081704046142]","[-0.20643428786981244, -0.004812079758897969]","[-0.5498024367896495, -0.010980538348878355]","[0.23432165058629595, 0.015582708658681721]",,"[-1.3122318600567942, -0.05562939912963705]"
08 11 15 0 50 0.0000000,"[0.07295604239542985, -0.0055225702308963065]","[-0.015889502309995328, 0.011206626776924147]",,,"[-0.1935644222254682, -0.01442002236344031]","[-0.43863248066099314, -0.02854943005452093]","[0.6550138437774182, -0.003536387183934231]","[-0.21757631253382304, -0.022284049328021194]","[-0.5463871548584915, 0.0068305638623158416]","[0.24337251851164798, 0.01810173585070407]",,"[-1.340458326964623, -0.05645293381565786]"
08 11 15 0 50 30.0000000,"[0.0732467044856655, 0.0005813241804712987]","[-0.011432686754246028, 0.0089136311114986]",,,"[-0.20506978161495404, -0.02301071877897165]","[-0.44891866009895137, -0.020572358875916463]","[0.6681905030730759, 0.0263533185913154]","[-0.2183029725011989, -0.001453319934751729]","[-0.551530258802833, -0.010286207888682952]","[0.2539089979446332, 0.02107295886597038]",,"[-1.3552578440653424, -0.02959903420143872]"
08 11 15 0 51 0.0000000,"[0.07109095511766839, -0.004311498735994235]","[-0.01177986146791803, -0.0006943494273440043]",,,"[-0.22056364814301777, -0.030987733056127453]","[-0.45614485025962503, -0.014452380321347325]","[0.6664384600093378, -0.0035040861274762136]","[-0.2093974213956018, 0.017811102211194196]","[-0.556568389055478, -0.01007626050528998]","[0.2596414871081971, 0.011464978327127895]",,"[-1.3855027855930149, -0.06048988305534486]"
08 11 15 0 51 30.0000000,"[0.07259270766995485, 0.0030035051045729233]","[-0.011666826737469587, 0.0002260694608968855]","[0.022187165125801656, 0.04437433025160331]",,"[-0.2293642350404932, -0.017601173794950853]","[-0.46211146992283747, -0.011933239326424872]","[0.6670520757626901, 0.0012272315067045625]","[-0.2033581196135743, 0.01207860356405499]","[-0.5821627466229611, -0.051188715134966145]","[0.2610705859923934, 0.0028581977683925786]",,"[-1.4209715647390206, -0.07093755829201154]"
