epoch,G03,G06,G07,G08,G11,G13,G16,G19,G21,G23,G25,G27
08 11 15 1 33 0.0000000,"[-0.14874603305797351, -0.0023575788111891427]","[-0.171813254976807, -0.00880056793032491]","[0.4819733383267568, -0.011674925710520867]",,,"[-0.8597041496222442, -0.0458760922874637]","[-0.8185836244702412, -0.04062801465142596]","[0.29871931658980144, -0.0006782083826908369]",,"[-1.080590779879104, -0.03927161685319458]","[0.0008881273153593661, 0.003552528228587093]","[0.30847263291554894, 0.033377650858072094]"
08 11 15 1 33 30.0000000,"[-0.1513216297748825, -0.00515119343381798]","[-0.17509934216571388, -0.0065721743778137665]","[0.46920845585768434, -0.02552976493814496]",,,"[-0.8797113443294937, -0.040014389414499085]","[-0.8331893636829453, -0.029211478425408055]","[0.3077701939987285, 0.018101754817854143]",,"[-1.1150260959228453, -0.06887063208748279]","[-0.004125772403155814, -0.01002779943703036]","[0.32034129857978577, 0.023737331328473665]"
08 11 15 1 34 0.0000000,"[-0.15145080554998436, -0.0002583515502037059]","[-0.18202678074667533, -0.013854877161922907]","[0.45967313847050684, -0.019070634774355]",,,"[-0.8919029826239968, -0.024383276589006186]","[-0.8511377121915676, -0.03589669701724474]","[0.30887631076908284, 0.0022122335407086524]",,"[-1.1568813515645509, -0.08371051128341112]","[-0.001873157800088343, 0.004505229206134942]","[0.3323633895204039, 0.02404418188123625]"
08 11 15 1 34 30.0000000,"[-0.1456456437511804, 0.011610323597607941]","[-0.1848526584914616, -0.00565175548957253]","[0.4671818917483641, 0.015017506555714542]",,,"[-0.9025282757368758, -0.021250586225757928]","[-0.8672855660517665, -0.032295707720397804]","[0.30584859409752996, -0.006055433343105765]",,"[-1.1810789207878691, -0.048395138446636565]","[0.001283753613716243, 0.006313822827609172]","[0.3439737036344366, 0.023220628228065365]"
08 11 15 1 35 0.0000000,"[-0.1385809588727902, 0.014129369756780363]","[-0.1828906870114797, 0.003923942959963789]","[0.4733180872161866, 0.012272390935645028]",,,"[-0.9201132990035976, -0.03517004653344369]","[-0.8880759523169783, -0.04158077253042358]","[0.3071162066665929, 0.002535225138125874]",,"[-1.18204780074437, -0.0019377599130017131]","[0.0003713957642270671, -0.001824715698978352]","[0.36415046466272116, 0.04035352205656917]"
08 11 15 1 35 30.0000000,"[-0.13990507458171497, -0.0026482314178495336]","[-0.17660109471800034, 0.012579184586958725]","[0.4928247009005322, 0.03901322736869117]",,,"[-0.9342668992945078, -0.028307200581820346]","[-0.9070981355066483, -0.038044366379339944]","[0.31054762015882953, 0.006862826984473269]",,"[-1.1877399183291506, -0.011384235169561219]","[-0.00029874209613689473, -0.0013402757207279237]","[0.3739037620213188, 0.01950659471719529]"
08 11 15 1 36 0.0000000,"[-0.14174594080892167, -0.0036817324544133894]","[-0.1716598581511506, 0.009882473133699499]","[0.5194283100032995, 0.053207218205534534]",,,"[-0.9463455028585628, -0.02415720712810998]","[-0.9358413339656093, -0.05748639691792201]","[0.31320394106615534, 0.005312641814651631]",,"[-1.1646807669326433, 0.04611830279301454]","[-0.0010011715293827272, -0.001404858866491665]","[0.37454161779237616, 0.0012757115421146992]"
08 11 15 1 36 30.0000000,"[-0.14186703657812183, -0.00024219153840032703]","[-0.16874516672647077, 0.005829382849359632]","[0.5251607991668634, 0.011464978327127895]",,,"[-0.9643745945247519, -0.03605818333237831]","[-0.957673244371837, -0.043663820812455345]","[0.3161105619685083, 0.005813241804705882]",,"[-1.2022407028173079, -0.0751198717693291]","[0.0027855061660027047, 0.007573355390770864]","[0.3816870363447582, 0.014290837104764087]"
08 11 15 1 37 0.0000000,"[-0.1455487595489604, -0.007363445941677148]","[-0.16702542471918935, 0.0034394840145628436]","[0.535487350183605, 0.02065310203348325]",,,"[-0.9795616674015015, -0.03037414575349917]","[-0.9753793728913341, -0.03541225703899431]","[0.3201717512259006, 0.00812237851478459]",,"[-1.2148198779206916, -0.025158350206767377]","[-0.0025029145980939305, -0.01057684152819327]","[0.37837672810529677, -0.006620616478922869]"
08 11 15 1 37 30.0000000,"[-0.14198816079804688, 0.007121197501827048]","[-0.17610859370099785, -0.018166337963616996]","[0.5445301570702055, 0.018085613773200837]",,,"[-1.0119865698641513, -0.06484980492529946]","[-0.9962585633528642, -0.04175838092306017]","[0.32911766442670576, 0.017891826401610356]",,"[-1.2254128889442635, -0.021186022047143815]","[-0.007096985934846867, -0.009188142673505872]","[0.37832828600418633, -9.688420222087046e-05]"
08 11 15 1 38 0.0000000,"[-0.14653378055011457, -0.009091239504135373]","[-0.18645936576829447, -0.02070154413459324]","[0.5528786050458867, 0.016696895951362478]",,,"[-1.0467286985263562, -0.06948425732440988]","[-1.0207629357110712, -0.04900874471641403]","[0.324152206809301, -0.00993091523480949]",,"[-1.212954800126505, 0.024916177635517123]","[-0.015211293927304581, -0.01622861598491543]","[0.3758738040236276, -0.004908963961117507]"
08 11 15 1 38 30.0000000,"[-0.14395012279445374, 0.005167315511321657]","[-0.18611219105462284, 0.0006943494273432549]","[0.5605084730600942, 0.015259736028415016]",,,"[-1.069400294146833, -0.04534319124095365]","[-1.0332290950511567, -0.024932318680170873]","[0.3235870331570587, -0.0011303473044845802]",,,"[-0.015703794944306626, -0.00098500203400409]","[0.3861115508440509, 0.020475493640846665]"
08 11 15 1 39 0.0000000,"[-0.1475268720735956, -0.007153498558283733]","[-0.19545372107020986, -0.018683060031174037]","[0.5617518550950269, 0.002486764069865366]",,,"[-1.0839898828313088, -0.029179177368951592]","[-1.0483677163432212, -0.030277242584129112]","[0.33112807800779764, 0.015082089701477841]",,,"[-0.025699321775604744, -0.019991053662596237]","[0.3988279912120132, 0.025432880735924535]"
08 11 15 1 39 30.0000000,"[-0.15443816012632894, -0.013822576105466666]","[-0.20568339736830632, -0.020459352596192915]","[0.5603308457003073, -0.002842018789439127]",,,"[-1.110795340344418, -0.053610915026218287]","[-1.0689723857591695, -0.04120933883189659]","[0.3330900400042047, 0.00392392399281416]",,,"[-0.03797978323357665, -0.024560922915943806]","[0.40890426120087753, 0.0201525399777287]"
08 11 15 1 40 0.0000000,"[-0.1618661702466193, -0.014856020240580747]","[-0.2054008152839728, 0.0005651641686670317]","[0.5713194640550863, 0.021977236709557868]",,,"[-1.1406043029621, -0.05961792523536413]","[-1.0807926188058707, -0.023640466093402424]","[0.32752709819452597, -0.011125883619357513]",,,"[-0.03491168549966517, 0.006136195467822958]","[0.42177409839449664, 0.02573967438723823]"
08 11 15 1 40 30.0000000,"[-0.17090897713321973, -0.018085613773200837]","[-0.21420947270377466, -0.017617314839603715]","[0.59074534406544, 0.03885176002070745]",,,"[-1.1642609195837315, -0.047313233243262864]","[-1.0899726814734747, -0.018360125335207922]","[0.3249111488659835, -0.005231898657084955]",,,"[-0.028500968986260755, 0.012821433026808826]","[0.42784570123298105, 0.012143205676968805]"
08 11 15 1 41 0.0000000,"[-0.18227708074170246, -0.022736207216965454]","[-0.2223964438478978, -0.01637394228824629]","[0.5957592532675298, 0.010027818404179545]",,,"[-1.196112577871812, -0.06370331657616113]","[-1.104965966978634, -0.02998657101031865]","[0.32377273103917226, -0.0022768356536224665]",,,"[-0.02842832480174584, 0.0001452883690298279]","[0.4225007583618723, -0.01068988574221752]"
08 11 15 1 41 30.0000000,"[-0.19127143604361785, -0.017988710603830782]","[-0.23108397704777417, -0.017375066399752725]","[0.6048343612105869, 0.018150215886114207]",,,"[-1.2269549941081834, -0.06168483247274281]","[-1.108986794140818, -0.008041654324367986]","[0.32777738870597783, 0.008009315333611156]",,,"[-0.02951830052744686, -0.00217995145140204]","[0.4117059178951088, -0.021589680933526978]"
08 11 15 1 42 0.0000000,"[-0.20214701966794824, -0.021751167248660774]","[-0.2438569584898982, -0.02554596288424804]","[0.6166545942572883, 0.023640466093402868]",,,"[-1.2420693943496932, -0.03022880048301957]","[-1.1231323144258267, -0.02829104057001741]","[0.33987214279826117, 0.024189508184566666]",,,"[-0.037810216912541605, -0.01658383277018949]","[0.40005523220229255, -0.023301371385632486]"
08 11 15 1 42 30.0000000,"[-0.2109072349866401, -0.017520430637383733]","[-0.2514141538688657, -0.01511439075793497]","[0.6169936984486337, 0.0006782083826908369]",,,"[-1.2527673506142367, -0.021395912529087013]","[-1.1401521735238815, -0.034039718196109625]","[0.34708216346355636, 0.014420041330590383]",,,"[-0.03852072635168868, -0.0014210188782941557]","[0.38994668012412115, -0.020217104156342813]"
08 11 15 1 43 0.0000000,"[-0.22203310912242236, -0.02225174827156451]","[-0.25936697554619004, -0.015905643354648724]","[0.609000495708951, -0.015986405479365473]",,,"[-1.2786927513343134, -0.051850801440153305]","[-1.1609990629289548, -0.041693778810146576]","[0.3443773909715455, -0.005409544984021686]",,,"[-0.040030558909876834, -0.003019665116376302]","[0.40514989404552404, 0.030406427842805783]"
08 11 15 1 43 30.0000000,"[-0.22541608999712404, -0.00676596174940336]","[-0.2633716521801457, -0.008009353267911301]","[0.6189314393944856, 0.019861887371069198]",,,"[-1.303156752113737, -0.048928001558847356]","[-1.1793753293088158, -0.03675253275972201]","[0.34637973403031075, 0.004004686117530465]",,,"[-0.037358068507172604, 0.005344980805408461]","[0.40489151404459545, -0.0005167600018571861]"
08 11 15 1 44 0.0000000,"[-0.23141502968394323, -0.011997879373638387]","[-0.26645589095871003, -0.006168477557128682]","[0.6131343576015833, -0.011594163585804562]",,,"[-1.3219205837532035, -0.03752766327893298]","[-1.1954101484385664, -0.032069638259501154]","[0.3451928646188147, -0.0023737388229920775]",,,"[-0.033046607705478515, 0.008622921603388178]","[0.41210153470989086, 0.014420041330590827]"
08 11 15 1 44 30.0000000,"[-0.2388430398042336, -0.014856020240580747]","[-0.26743283195396295, -0.0019538819905058347]","[0.6024363918534645, -0.02139593149623753]",,,"[-1.33219868318526, -0.02055619886411275]","[-1.211614524405777, -0.032408751934421165]","[0.3522333379302247, 0.014080946622820001]",,,"[-0.034176955009963095, -0.0022606946089691604]","[0.42183870050741, 0.019474331595038308]"
08 11 15 1 45 0.0000000,"[-0.24791813826371567, -0.018150196918964134]","[-0.27366590214043063, -0.012466140372935364]","[0.6086856220517356, 0.012498460396542121]",,,"[-1.339642862800929, -0.014888359231338022]","[-1.2290703718973972, -0.03491169498324043]","[0.35566475142246134, 0.006862826984473269]",,,"[-0.034507988678981416, -0.0006620673380366426]","[0.42643276236058814, 0.009188123706356244]"
08 11 15 1 45 30.0000000,"[-0.25650072622262066, -0.01716517591780997]","[-0.2779612408646215, -0.008590677448381712]","[0.6099209335643418, 0.002470623025212504]",,,"[-1.3494607622724404, -0.01963579894302292]","[-1.2368940177996197, -0.015647291804445018]","[0.35052972748402156, -0.010270047876879573]",,,"[-0.03973989681964163, -0.010463816281320426]","[0.4299368484880648, 0.007008172254953315]"
08 11 15 1 46 0.0000000,"[-0.26563235627268944, -0.01826326010013757]","[-0.2891839992026237, -0.022445516676004473]","[0.60800740418547, -0.003827058757743806]",,,"[-1.3743446198843507, -0.04976771522382073]","[-1.253106473772732, -0.032424911946224544]","[0.3517731190025293, 0.0024867830370154387]",,,"[-0.044245154476501014, -0.00901051531371877]","[0.4322460041652936, 0.0046183113544575605]"
08 11 15 1 46 30.0000000,"[-0.2677638656229815, -0.004263018700584098]","[-0.29838020291488077, -0.01839240742451409]","[0.6094687946425481, 0.00292278091415632]",,,"[-1.4047268171930263, -0.06076439461735105]","[-1.2621896427545407, -0.01816633796361744]","[0.35618956297949533, 0.008832887953932111]",,,"[-0.042460800872730964, 0.0035687072075401005]","[0.43591156712432877, 0.007331125918070391]"
08 11 15 1 47 0.0000000,"[-0.27275355377451627, -0.009979376303069554]","[-0.30684976562691224, -0.01693912542406295]","[0.6046567338508, -0.009624121583496237]",,,"[-1.4082147622758496, -0.006975890165646703]","[-1.2764804988264546, -0.028581712143827875]","[0.356197633501822, 1.6141044653306125e-05]",,,"[-0.04025663785434874, 0.004408326036764443]","[0.43593578817488376, 4.844210110999114e-05]"
08 11 15 1 47 30.0000000,"[-0.27342369163488045, -0.0013402757207283678]","[-0.313954822084086, -0.014210112914347484]","[0.6088632494115225, 0.00841303112144498]",,,"[-1.423579453028812, -0.030729381505924636]","[-1.2962939251292638, -0.03962685260561827]","[0.357384502913318, 0.0023737388229920775]",,,"[-0.04614252384356954, -0.011771771978441592]","[0.452027129411646, 0.032182682473524515]"
08 11 15 1 48 0.0000000,"[-0.2692575476529413, 0.008332287963878304]","[-0.3160782703956264, -0.004246896623080865]","[0.6092669462322062, 0.0008073936413675042]",,,"[-1.4425774056843519, -0.03799590531107988]","[-1.3198698080769031, -0.0471517658952787]","[0.35828071023457886, 0.001792414642521667]",,,"[-0.04882306580145057, -0.005361083915762066]","[0.4591483363970479, 0.014242413970803725]"
08 11 15 1 48 30.0000000,"[-0.26119976176749526, 0.016115571770892068]","[-0.3167403282500887, -0.0013241157089245448]","[0.614183971232076, 0.00983404999973958]",,,"[-1.4602916142097504, -0.03542841705079702]","[-1.3340153283619118, -0.02829104057001741]","[0.36397282781935947, 0.011384235169561219]",,,"[-0.05285195400238596, -0.008057776401870775]","[0.4636212929974506, 0.0089459132008054]"
08 11 15 1 49 0.0000000,"[-0.2617649259361625, -0.0011303283373345074]","[-0.32077729645692576, -0.008073936413674154]","[0.6267389252849047, 0.025109908105657386]",,,"[-1.4699884084284864, -0.019393588437472076]","[-1.3465945129488706, -0.02515836917391745]","[0.3648851761852736, 0.0018246967318282792]",,,"[-0.05478970443181286, -0.0038755008588537976]","[0.4686755832618985, 0.01010858052889585]"
08 11 15 1 49 30.0000000,"[-0.2673440182740694, -0.011158184675813754]","[-0.3334775862966599, -0.025400579679468294]","[0.6121977692179641, -0.02908231213388124]",,,"[-1.495510112327879, -0.05104340779878491]","[-1.3670134939662804, -0.0408379620348196]","[0.36457030252805844, -0.0006297473144303289]",,,"[-0.05914155577944058, -0.008703702695255444]","[0.4765395817757545, 0.015727997027711993]"
08 11 15 1 50 0.0000000,"[-0.26916064448357124, -0.0036332524190036963]","[-0.34121241851898887, -0.015469664444657916]","[0.6114226766330533, -0.0015501851698216385]",,,"[-1.521661563541703, -0.052302902427648235]","[-1.395320685064526, -0.056614382196491064]","[0.36639500874346176, 0.003649412430806631]",,,"[-0.062185422979221805, -0.00608773439956245]","[0.47924435426776535, 0.005409544984021686]"
08 11 15 1 50 30.0000000,"[-0.26973390762529004, -0.0011465262834375878]","[-0.3470498624070997, -0.01167488777622161]","[0.6128114039384662, 0.0027774546108259024]",,,"[-1.5399328751970174, -0.03654262331062874]","[-1.4119772189206803, -0.0333130677123088]","[0.3592415007016032, -0.014307016083717095]",,,"[-0.06745770269866513, -0.010544559438886658]","[0.48312791616537076, 0.0077671237952108285]"
08 11 15 1 51 0.0000000,"[-0.2692010255459296, 0.0010657641587208389]","[-0.35595541351269633, -0.017811102211193308]","[0.6062392200770783, -0.01314436772277583]",,,"[-1.5482974642173515, -0.016729178040668202]","[-1.4221180815388834, -0.020281725236406256]","[0.3550026935679991, -0.008477614267208278]",,,"[-0.07100216040492535, -0.007088915412520436]","[0.4857438560103384, 0.005231879689935326]"
08 11 15 1 51 30.0000000,"[-0.2708158128286644, -0.003229574565469573]","[-0.357602501851888, -0.003294176678383387]","[0.6130374639157881, 0.0135964876774195]",,,"[-1.5654626496187367, -0.03433037080277046]","[-1.4312577726277038, -0.0182793821776408]","[0.35979861331509366, 0.00959183949418918]",,,"[-0.07603222013524347, -0.01006011946063623]","[0.4891429968968435, 0.0067982817730101175]"
08 11 15 1 52 0.0000000,"[-0.27305228638707835, -0.004472947116827886]","[-0.3609935437653413, -0.006782083826906593]","[0.6215070266278195, 0.01693912542406295]",,,"[-1.6012059403267491, -0.07148658141602482]","[-1.4472037875611359, -0.031892029866864124]","[0.36701670450271573, 0.014436182375244133]",,,"[-0.07780040424363488, -0.003536368216782826]","[0.5019966930458093, 0.02570739229793162]"
08 11 15 1 52 30.0000000,"[-0.278316495584195, -0.010528418394233352]","[-0.36619315084954485, -0.010399214168407056]","[0.6281115115456644, 0.013208969835689643]",,,"[-1.6243700464478037, -0.046328212242109146]","[-1.473217982993956, -0.05202839086564026]","[0.37132817478798485, 0.008622940570538251]",,,"[-0.07159963511362388, 0.012401538260021994]","[0.5075273337990311, 0.011061281506443699]"
08 11 15 1 53 0.0000000,"[-0.28391172896675543, -0.01119046676512081]","[-0.37714948711501695, -0.0219126725309442]","[0.6271587821173918, -0.001905458856545028]",,,"[-1.6177978625864151, 0.013144367722777162]","[-1.490011763147539, -0.03358756030716581]","[0.3699798380285053, -0.0026966735189590807]",,,"[-0.06698941324864283, 0.009220443729962113]","[0.5175955332655691, 0.02013639893307584]"
08 11 15 1 53 30.0000000,"[-0.2858171688561506, -0.0038108797787903548]","[-0.3827043489187938, -0.01110972360755369]","[0.6220479792295068, -0.010221605775770026]",,,"[-1.6232235580986654, -0.0108513910245005]","[-1.5007904625696493, -0.02155739884422081]","[0.3669036697722672, -0.006152336512476264]",,,"[-0.06395360708761322, 0.006071612322059217]","[0.5044834665992499, -0.02622413333263829]"
08 11 15 1 54 0.0000000,"[-0.28531658783324687, 0.0010011620458074688]","[-0.3908670895287867, -0.016325481219985782]","[0.6203040066880952, -0.0034879450828233516]",,,"[-1.647590674675869, -0.04873423315440739]","[-1.5155415375692585, -0.029502149999218297]","[0.36867993388656073, 0.003552528228587093]",,,"[-0.06937121311038696, -0.010835212045547493]","[0.5020531961856709, -0.004860540827158033]"
08 11 15 1 54 30.0000000,"[-0.28851386134226, -0.00639454701802622]","[-0.40131475528187854, -0.020895331506183723]","[0.6276351326061655, 0.014662251836140783]",,,"[-1.6841978811322615, -0.07321441291278497]","[-1.5219199435426314, -0.012756811946745827]","[0.3674607634186078, -0.0024383409359058916]",,,"[-0.06930662048104841, 0.0001291852586771114]","[0.5062355191465633, 0.008364645921784764]"
08 11 15 1 55 0.0000000,"[-0.29778272820618223, -0.018537733727844508]","[-0.40891232223962914, -0.015195133915501202]","[0.6326490512918304, 0.010027837371329618]",,,"[-1.7053677336840263, -0.04233970510352947]","[-1.5409582772605297, -0.03807666743579663]","[0.3733708894255334, 0.011820252013851285]",,,"[-0.07865623998611238, -0.018699239010127933]","[0.5024972835522878, -0.007476471188550882]"
08 11 15 1 55 30.0000000,"[-0.30238487954883664, -0.009204302685308807]","[-0.41642915552338833, -0.015033666567518365]","[0.6364760910824241, 0.007654079581187468]",,,"[-1.723857034794336, -0.03697860222061955]","[-1.5649943696522897, -0.04807218478351993]","[0.3725715663064928, -0.0015986462380812583]",,,"[-0.08473591334692321, -0.012159346721621667]","[0.5086657611094174, 0.01233695511425914]"
08 11 15 1 56 0.0000000,"[-0.3099662959783589, -0.015162832859044517]","[-0.42373606987447854, -0.01461382870218042]","[0.6381716215227258, 0.0033910608806033693]",,,"[-1.7491849608057137, -0.050655852022755354]","[-1.5867051653221673, -0.04342159133975532]","[0.37105367270955303, -0.0030357871938795356]",,,"[-0.08946723098110443, -0.00946263526836244]","[0.5050405602455905, -0.007250401727653788]"
08 11 15 1 56 30.0000000,"[-0.32257778162177453, -0.025222971286831264]","[-0.436840056534896, -0.02620797332083491]","[0.6460921326600184, 0.01584102227458528]",,,"[-1.7764425477570418, -0.054515173902656144]","[-1.6064217074227563, -0.03943308420117786]","[0.36884141071811904, -0.004424523982867967]",,,"[-0.08689972375367239, 0.005135014454864084]","[0.5081894011370687, 0.00629768178295631]"
08 11 15 1 57 0.0000000,"[-0.3321453905818337, -0.019135217920118297]","[-0.4443972519138635, -0.01511439075793497]","[0.653988451197481, 0.015792637074925064]",,,"[-1.8027070431848893, -0.05252899085569496]","[-1.6257426232249883, -0.038641831604464105]","[0.36754150657617446, -0.002599808283889171]",,,"[-0.08316957764887345, 0.007460292209597875]","[0.5186128458396051, 0.020846889405072844]"
08 11 15 1 57 30.0000000,"[-0.33878216707256015, -0.01327355298145294]","[-0.4544896724309564, -0.02018484103418583]","[0.6549007995633951, 0.0018246967318282792]",,,"[-1.8103288311931944, -0.015243576016610307]","[-1.6437636443688506, -0.03604204228772456]","[0.3691482233365828, 0.003213433520816711]",,,"[-0.08484894807737176, -0.0033587408569966115]","[0.5275022464169736, 0.017778801154737067]"
08 11 15 1 58 0.0000000,"[-0.34369112155010306, -0.00981790895508583]","[-0.4644609782116995, -0.019942611561486245]","[0.6488211451697343, -0.012159308787321521]",,,"[-1.8211156201047816, -0.02157357782317426]","[-1.667605958872595, -0.04768462900748904]","[0.3700040590790603, 0.0017116714849549908]",,,"[-0.089459160458778, -0.009220424762812485]","[0.5347041870763674, 0.014403881318787448]"
08 11 15 1 58 30.0000000,"[-0.34461962044424577, -0.0018569977882854085]","[-0.47354414719350846, -0.018166337963617885]","[0.6493701588101732, 0.0010980272808778224]",,,"[-1.8235620220794386, -0.004892803949314128]","[-1.6848357369033184, -0.03445955606144668]","[0.3767942323954434, 0.013580346632766194]",,,"[-0.09279369923236969, -0.006669077547183377]","[0.5482360916080236, 0.027063809063312405]"
08 11 15 1 59 0.0000000,"[-0.34956892753342217, -0.009898614178352805]","[-0.48930446424482676, -0.03152063410263661]","[0.6548765879964151, 0.01101285837248378]",,,"[-1.8350835130300034, -0.023042981901129522]","[-1.7077172609400388, -0.04576304807344078]","[0.3768911165976636, 0.00019376840444040866]",,,"[-0.09497366016734654, -0.004359921869953709]","[0.5520873714163224, 0.007702559616597604]"
08 11 15 1 59 30.0000000,"[-0.3616233195304972, -0.024108783994150063]","[-0.4968212975285855, -0.015033666567517477]","[0.658873165657319, 0.007993155321807777]",,,"[-1.8531771878419558, -0.03618734962390491]","[-1.7238893453343678, -0.03234416878865787]","[0.3749049240671267, -0.00397238506107378]",,,"[-0.10142471980880963, -0.012902119282926172]","[0.5479454390013636, -0.008283864829917498]"
08 11 15 2 0 0.0000000,"[-0.3665564855750201, -0.009866332089045748]","[-0.49777402695685824, -0.0019054588565454722]","[0.6789449624774817, 0.04014359364032538]",,,"[-1.8556881824459515, -0.00502198920799124]","[-1.7356369057458292, -0.02349512082292282]","[0.3794101817239859, 0.009010515313718326]",,,"[-0.09882493049207053, 0.005199578633478197]","[0.5422936835117915, -0.011303510979144171]"
08 11 15 2 0 30.0000000,"[-0.370431967466724, -0.007750963783407895]","[-0.5028929003670699, -0.010237746820423332]","[0.6855817389682082, 0.01327355298145294]",,,"[-1.8747103751191965, -0.03804438534649002]","[-1.7499681333965262, -0.028662455301394107]","[0.38101689848439424, 0.003213433520816711]",,,"[-0.09741198213610236, 0.0028258967119363376]","[0.5421967993095711, -0.00019376840444085275]"
08 11 15 2 1 0.0000000,"[-0.37794880075048276, -0.015033666567517477]","[-0.5211722730611359, -0.036558745388131975]","[0.6887467209043394, 0.0063299638722624785]",,,"[-1.908774295398711, -0.0681278405590291]","[-1.7596487770870342, -0.019361287381015835]","[0.3726603799863861, -0.01671303699601623]",,,"[-0.10316870183379612, -0.011513439395387515]","[0.5402267573072628, -0.003940084004616651]"
08 11 15 2 1 30.0000000,"[-0.3861761339898142, -0.016454666478662894]","[-0.5432302624118357, -0.044115978701399605]","[0.6938655943145511, 0.010237746820423332]",,,"[-1.9461565944400139, -0.07476459808260572]","[-1.7734713531925008, -0.027645152210933333]","[0.37528439983725526, 0.005248039701738261]",,,"[-0.11028990881919798, -0.014242413970803725]","[0.5475336621747782, 0.014613809735030792]"
08 11 15 2 2 0.0000000,"[-0.3941208851448117, -0.015889502309994974]","[-0.5487528136755806, -0.011045102527489803]","[0.6973535488809495, 0.006975909132796776]",,,"[-1.9288703037858541, 0.03457258130831953]","[-1.7998973349354812, -0.05285196348596077]","[0.37832020599828486, 0.006071612322059217]",,,"[-0.11692667582634941, -0.013273534014302868]","[0.5618648993090503, 0.02866247426854418]"
08 11 15 2 2 30.0000000,"[-0.4055374308544044, -0.022833091419185436]","[-0.5637703297148704, -0.030035032078579604]","[0.7044182147921896, 0.014129331822480218]",,,"[-1.9324389825426689, -0.007137357513629539]","[-1.8259680619588878, -0.05214145404681325]","[0.3805082374555888, 0.004376062914607903]",,,"[-0.12412054596341626, -0.014387740274133698]","[0.577197289005555, 0.030664779393009486]"
08 11 15 2 3 0.0000000,"[-0.4105271284895142, -0.009979395270219626]","[-0.5766886279767496, -0.02583659652375836]","[0.7102960492262336, 0.011755668868087987]",,,"[-1.9679885048462413, -0.07109904460714489]","[-1.843876029405152, -0.03581593489252821]","[0.3705934537818574, -0.019829567347462884]",,,"[-0.12894068676106585, -0.009640281595299172]","[0.5920533282132858, 0.029712078415461637]"
08 11 15 2 3 30.0000000,"[-0.41370016198082227, -0.006346066982616083]","[-0.5902528240812877, -0.027128392209076146]","[0.7102556776474502, -8.074315756667616e-05]",,,"[-1.993041909812037, -0.050106809931591556]","[-1.8766965581661585, -0.06564105752201321]","[0.36224500580617613, -0.016696895951362478]",,,"[-0.1320814476466423, -0.006281521771152931]","[0.593272489197664, 0.002438321968756263]"
08 11 15 2 4 0.0000000,"[-0.41573479661246937, -0.004069269263294206]","[-0.6034294833769454, -0.0263533185913154]","[0.7132188111732398, 0.0059262670515791704]",,,"[-2.006476930141474, -0.026870040658874217]","[-1.8926506625890673, -0.031908208845817576]","[0.35997622170773047, -0.004537568196891328]",,,"[-0.1360457432182396, -0.007928591143194552]","[0.6000626719976223, 0.01358036559991671]"
08 11 15 2 4 30.0000000,"[-0.4185203027784721, -0.0055710123320054095]","[-0.614095148068607, -0.021331329383323272]","[0.7155360278892204, 0.004634433431961238]",,,"[-2.01183802354081, -0.010722186798671984]","[-1.916767479171244, -0.04823363316435314]","[0.3562299440418537, -0.007492555331753525]",,,"[-0.14317502072596833, -0.014258555015457475]","[0.6138690880912856, 0.027612832187326575]"
08 11 15 2 5 0.0000000,"[-0.4224361657325342, -0.007831725908124199]","[-0.629451768299242, -0.030713240461269997]","[0.7164483857387096, 0.001824715698978352]",,,"[-2.0205013546572825, -0.017326662232944656]","[-1.9276430722791495, -0.02175118621581129]","[0.35097379588348865, -0.010512296316730119]",,,"[-0.14848766254061996, -0.010625283629303262]","[0.6288623735964447, 0.029986571010318208]"
08 11 15 2 5 30.0000000,"[-0.4287257485424385, -0.012579165619808652]","[-0.6370735657911228, -0.01524359498376171]","[0.7112729997050613, -0.01035077206729662]",,,"[-2.0683636205081335, -0.09572453170170192]","[-1.9389465737747187, -0.02260700299113827]","[0.3524432473793182, 0.002938902991659109]",,,"[-0.14451530593027107, 0.007944713220697786]","[0.6287654893942247, -0.00019376840443996457]"
08 11 15 2 6 0.0000000,"[-0.43498305874661125, -0.0125146204083455]","[-0.6483851283254434, -0.02262312506864106]","[0.7078900093467846, -0.0067659807165534325]",,,"[-2.099755059868519, -0.06278287872077115]","[-1.95785572223394, -0.03781829691844285]","[0.35224140845255136, -0.00040367785353367935]",,,"[-0.1470343615730183, -0.005038111285494473]","[0.6358382542785166, 0.014145529768583742]"
08 11 15 2 6 30.0000000,"[-0.44250796255269687, -0.015049807612171229]","[-0.652018409195172, -0.007266561739457167]","[0.7052336884394588, -0.005312641814651631]",,,"[-2.11977033458167, -0.040030549426301576]","[-1.9811651641418995, -0.04661888381591872]","[0.3593949164944099, 0.014307016083717095]",,,"[-0.1500055751047098, -0.005942427063382993]","[0.6469641284142988, 0.02225174827156451]"
08 11 15 2 7 0.0000000,"[-0.44712624545642954, -0.009236565807465347]","[-0.6587520698881186, -0.01346732138589335]","[0.7020606359810007, -0.006346104916916229]",,,"[-2.122588132320554, -0.005635595477768263]","[-1.9961342380800788, -0.029938147876358734]","[0.3618170879349374, 0.004844342881054953]",,,"[-0.15282337284359393, -0.005635595477768263]","[0.652220257605514, 0.010512258382430417]"
