epoch,G02,G03,G04,G06,G07,G08,G11,G13,G16,G17,G19,G20,G21,G23,G25,G27,G28,G29,G31,G32
08 11 15 1 1 29.9970000,,"[0.3383058035396971, -0.007767123752273619]",,"[0.09604748773563188, -0.035493004936142825]","[0.2645019955116368, -0.05787394083927211]",,,"[-0.30213458963044104, 0.014710705792822411]","[-0.8335042430644535, -0.03723697201712639]",,"[1.4812515442608856, 0.05026829626876861]",,,"[-0.8980230299348477, 0.011610312925768085]","[0.8704263316794822, 0.027774323245466803]",,,,,
08 11 15 1 1 59.9970000,,"[0.3428595009318087, 0.009107394784223288]",,"[0.09381908470095368, -0.004456806069356389]","[0.2867214550260542, 0.04443891902883479]",,,"[-0.34337623188912403, -0.08248328451736597]","[-0.8197301159507333, 0.02754825422744034]",,"[1.4954374432563782, 0.028371797990985215]",,,"[-0.9300846124897362, -0.06412316510977689]","[0.8644354755542736, -0.011981712250417331]",,,,,
08 11 15 1 2 29.9970000,,"[0.33931504559586756, -0.007088910671882331]",,"[0.09401285903004464, 0.0003875486581819132]","[0.3055417892119294, 0.03764066837175051]",,,"[-0.3586440360704728, -0.030535608362697527]","[-0.8252203893662227, -0.01098054683097871]",,"[1.5162843338330276, 0.041693781153298914]",,,"[-0.9361319865711266, -0.012094748162780888]","[0.8573707847490368, -0.014129381610473501]",,,,,
08 11 15 1 2 59.9970000,,"[0.33845920747262426, -0.0017116762464866042]",,"[0.09053299277002225, -0.006959732520044781]","[0.29323711766937777, -0.02460934308510332]",,,"[-0.3579739005799638, 0.0013402709810179658]","[-0.8398987968066649, -0.029356814880884482]",,"[1.5296224675839767, 0.02667626750189811]",,,"[-0.9730702225460846, -0.07387647194991587]","[0.8801554186566136, 0.04556926781515358]",,,,,
08 11 15 1 3 29.9970000,,"[0.3512644615257159, 0.02561050810618326]",,"[0.0917521573137492, 0.0024383290874538943]","[0.30230414293873764, 0.018134050538719748]",,,"[-0.35717457983264467, 0.0015986414946382865]","[-0.8506774953202694, -0.021557397027208935]",,"[1.5292672152281739, -0.0007105047116056085]",,,"[-0.9809907496892265, -0.015841054286283907]","[0.8751657305047047, -0.009979376303817844]",,,,,
08 11 15 1 3 59.9970000,,"[0.34335201140493155, -0.015824900241568685]",,"[0.10372579785325797, 0.023947281079017557]","[0.2959822543307382, -0.012643777215998853]",,,"[-0.37045619859418366, -0.026563237523077987]","[-0.8481665026611154, 0.005021985318307998]",,"[1.5600450424244627, 0.06155565439257771]",,,"[-0.9781325785916124, 0.005716342195228208]","[0.8844991947398739, 0.018666928470338462]",,,,,
08 11 15 1 4 29.9970000,,"[0.348260961152846, 0.009817899495828897]",,"[0.11688630543358158, 0.02632101516064722]","[0.2990099784110498, 0.0060554481606232]",,,"[-0.3823410242694081, -0.02376965135044884]","[-0.8640479258556297, -0.03176284638902871]",,"[1.574852632416878, 0.02961517998483032]",,,"[-0.967168178918655, 0.02192879934591474]","[0.8879629116590877, 0.0069274338384275325]",,,,,
08 11 15 1 4 59.9970000,,"[0.3545344052836299, 0.012546888261567801]",,"[0.11864642257569358, 0.0035202342842239887]","[0.3425203952856464, 0.08702083374919312]",,,"[-0.37983810611694935, 0.005005836304917466]","[-0.874132266291781, -0.020168680872302502]",,"[1.56832889537327, -0.01304747408721596]",,,"[-0.9972355001991673, -0.06013464256102452]","[0.8810435518989834, -0.013838719520208542]",,,,,
08 11 15 1 5 29.9970000,,"[0.3510949118062854, -0.006878986954689026]",,"[0.10473503753019031, -0.027822770091006532]","[0.3452493846789366, 0.005457978786580497]",,,"[-0.4149839304118359, -0.0702916485897731]","[-0.8874784750532854, -0.02669241752300877]",,"[1.5956510797259398, 0.05464436870533973]",,,"[-0.9748141921263596, 0.044842616145615466]","[0.8958107726848539, 0.0295344415717409]",,,,,
08 11 15 1 5 59.9970000,,"[0.3556001647084486, 0.009010505804326385]",,"[0.1066081905955798, 0.0037463061307789754]","[0.3505297352176058, 0.010560701077338308]",,,"[-0.4147174905592692, 0.0005328797051333822]","[-0.9003079522262851, -0.02565895434599952]",,"[1.5978391147218645, 0.004376069991849363]",,,"[-0.9712778102766606, 0.00707276369939791]","[0.8856618407298811, -0.02029786390994559]",,,,,
08 11 15 1 6 29.9970000,,"[0.34927020320901647, -0.012659922998864204]",,"[0.10458970767649589, -0.004036965838167816]","[0.3731609654823842, 0.04526246052955685]",,,"[-0.4186979390287888, -0.00796089693903923]","[-0.9054591205058387, -0.010302336559107061]",,"[1.5768549671629444, -0.04196829511784017]",,,"[-0.9927221720172383, -0.042888723481155466]","[0.8887218596428283, 0.006120037825894542]",,,,,
08 11 15 1 6 59.9970000,,"[0.35424374320427887, 0.009947079990524799]",,"[0.10468659543403191, 0.0001937755150720477]","[0.3814044495466078, 0.016486968128447188]",,,"[-0.43267391551853507, -0.02795195297949249]","[-0.9114661254916427, -0.012014009971608175]",,"[1.5913153776782565, 0.02892082103062421]",,,"[-0.9874902650626609, 0.010463813909154851]","[0.883441509401564, -0.010560700482528773]",,,,,
08 11 15 1 7 29.9970000,,"[0.35254821748821996, -0.00339105143211782]",,"[0.09780760724970605, -0.013757976368651725]","[0.37331437031025416, -0.016180158472707262]",,,"[-0.4466983317361155, -0.028048832435160875]","[-0.9139528964515193, -0.004973541919753188]",,"[1.5893614874221385, -0.003907780512236059]",,,"[-1.0073602099182608, -0.039739889711199794]","[0.8804622289035251, -0.005958560996077722]",,,,,
08 11 15 1 7 59.9970000,,"[0.3470902375411242, -0.010915959894191474]",,"[0.0885791012988193, -0.018457011901773512]","[0.38863061807296617, 0.03063249552542402]",,,"[-0.4248099051474128, 0.04377685317740543]","[-0.92879278250075, -0.0296797720984614]",,"[1.6088519588811323, 0.038980942917987704]",,,"[-1.0280698447277246, -0.0414192696189275]","[0.8884392728168677, 0.01595408782668528]",,,,,
08 11 15 1 8 29.9960000,,"[0.3659590191382449, 0.037737563194241375]",,"[0.0908478770943475, 0.004537551591056399]","[0.4179228414341196, 0.05858444672230689]",,,"[-0.4619338431584765, -0.07424787602212746]","[-0.954161075202137, -0.050736585402773926]",,"[1.6102487472235225, 0.002793576684780419]",,,"[-1.0509675139583123, -0.04579533846117556]","[0.8961821731909367, 0.01548580074813799]",,,,,
08 11 15 1 8 59.9960000,,"[0.36670182016678154, 0.0014856020570732653]",,"[0.09599904445349239, 0.010302334718289785]","[0.3988602893323332, -0.038125104203572846]",,,"[-0.4625070908878115, -0.0011464954586699605]","[-0.9542741103032313, -0.00022607020218856633]",,"[1.6171600340749137, 0.013822573702782393]",,,"[-1.07561722684477, -0.04929942577291513]","[0.9001626204762943, 0.007960894570715027]",,,,,
08 11 15 1 9 29.9960000,,"[0.37688304486800916, 0.02036244940245524]",,"[0.10060926038568141, 0.009220431864378043]","[0.4251167145348518, 0.05251285040503717]",,,"[-0.47571604293989367, -0.026417904104164336]","[-0.95517031665986, -0.001792412713257363]",,"[1.6281244314159267, 0.02192879468202591]",,,"[-1.0955113945274206, -0.039788335365301464]","[0.9111916115953136, 0.022057982238038676]",,,,,
08 11 15 1 9 59.9960000,,"[0.3722566867072601, -0.009252716321498156]",,"[0.10301529197022319, 0.004812063169083558]","[0.3972212812959697, -0.05579086647776421]",,,"[-0.48559853504411876, -0.019764984208450187]","[-0.9677333540530526, -0.02512607478638529]",,"[1.67896597890649, 0.10168309498112649]",,,"[-1.130641070074489, -0.07025935109413695]","[0.9155596087293816, 0.008735994268135983]",,,,,
08 11 15 1 10 29.9960000,,"[0.3816385954269208, 0.01876381743932143]",,"[0.09670147744327551, -0.012627629053895362]","[0.4467629249838865, 0.0990832873758336]",,,"[-0.48726176442505675, -0.0033264587618759833]","[-0.9841557307372568, -0.03284475336840842]",,"[1.6960342694655992, 0.0341365811182186]",,,"[-1.1132821174542187, 0.03471790524054086]","[0.9152447255883089, -0.0006297662821452832]",,,,,
08 11 15 1 10 59.9960000,,"[0.37165114146773703, -0.019974907918367535]",,"[0.09582141827559099, -0.001760118335369043]","[0.44665796373919875, -0.0002099224893754581]",,,"[-0.46785203375839046, 0.03881946133333258]","[-1.003500870479911, -0.038690279485308565]",,"[1.6914159806328826, -0.009236577665433288]",,,"[-1.145957318130968, -0.06535040135349846]","[0.9079943357155571, -0.014500779745503678]",,,,,
08 11 15 1 11 29.9960000,,"[0.3744204994873144, 0.005538716039154679]",,"[0.10446859886724269, 0.01729436118330341]","[0.46581740300644014, 0.03831887853448279]",,,"[-0.4845812200983346, -0.03345837267988827]","[-1.005454761952933, -0.003907782946043881]",,"[1.6942499312572181, 0.0056679012486711144]",,,"[-1.1538778446811193, -0.015841053100302815]","[0.9180706009619826, 0.02015253049285093]",,,,,
08 11 15 1 11 59.9960000,,"[0.37267652931041084, -0.003487940353807062]",,"[0.10068192472681403, -0.007573348280857317]","[0.4566777128065951, -0.018279380399690126]",,,"[-0.5151087555641425, -0.061055070931615774]","[-1.0119542768097745, -0.01299902971368283]",,"[1.6929581012227573, -0.002583660068921745]",,,"[-1.1489850425095938, 0.00978560434305109]","[0.9140417103908476, -0.00805778114226996]",,,,,
08 11 15 1 12 29.9960000,,"[0.36958421289455146, -0.006184632831718773]",,"[0.0870046855925466, -0.027354478268534876]","[0.49414075500590116, 0.07492608439861215]",,,"[-0.5248539906970109, -0.019490470265736803]","[-1.0210051539961569, -0.018101754372764844]",,"[1.6840687041985802, -0.01777879404835403]",,,"[-1.1707765837090847, -0.04358308239898179]","[0.9124349971862102, -0.003213426409274689]",,,,,
08 11 15 1 12 59.9960000,,"[0.36114695598371327, -0.016874513821676373]",,"[0.07904378983948845, -0.01592179150611628]","[0.48869892467246245, -0.010883660666877404]",,,"[-0.5458300641766982, -0.04195214695937466]","[-1.0500228637210967, -0.058035419449879555]",,"[1.6668954517808743, -0.034346504835411906]",,,"[-1.1899521708364773, -0.03835117425478529]","[0.9026251706081894, -0.01961965315604175]",,,,,
08 11 15 1 13 29.9960000,,"[0.36329462061985396, 0.0042953292722813785]",,"[0.06608512948150747, -0.025917320715961978]","[0.499857098382563, 0.022316347420201055]",,,"[-0.5729423260090698, -0.054224523664743174]","[-1.0655248121820478, -0.031003896921902196]",,"[1.670318798336666, 0.0068466931115835905]",,,"[-1.164139811957284, 0.051624717758386396]","[0.9053945286168528, 0.005538716017326806]",,,,,
08 11 15 1 13 59.9960000,,"[0.3590396582148969, -0.008509924809914082]",,"[0.07604028710193234, 0.01991031524084974]","[0.4907012597295761, -0.018311677305973717]",,,"[-0.6209095525118755, -0.09593445300561143]","[-1.0660173220148863, -0.0009850196656771004]",,"[1.679983293870464, 0.01932899106759578]",,,"[-1.182185048226529, -0.03609047253848985]","[0.9016966681574559, -0.007395720918793813]",,,,,
08 11 15 1 14 29.9960000,,"[0.35422759503126144, -0.009624126367270947]",,"[0.07868046341172885, 0.005280352619593032]","[0.5292785046322024, 0.07715448980525252]",,,"[-0.6133846498923958, 0.015049805238959381]","[-1.0669216023779882, -0.0018085607262037229]",,"[1.6792081977473572, -0.0015501922462135553]",,,"[-1.1929314513326972, -0.02149280621233629]","[0.9110866509436164, 0.01877996557232109]",,,,,
08 11 15 1 14 59.9960000,,"[0.3496254555648193, -0.009204278932884336]",,"[0.08494583228457486, 0.012530737745692022]","[0.5307964035637269, 0.0030357978630490834]",,,"[-0.6113823139457963, 0.004004671893198974]","[-1.08740516654143, -0.04096712832688354]",,"[1.6808633530163206, 0.0033103105379268527]",,,"[-1.2085625831277866, -0.03126226359017892]","[0.9250787744031186, 0.027984246919004363]",,,,,
08 11 15 1 15 29.9960000,,"[0.3521202972624451, 0.004989683395251632]",,"[0.08693202007270884, 0.00397237557626795]","[0.5276637182378181, -0.006265370651817648]",,,"[-0.6245266733712924, -0.026288718850992154]","[-1.0887131435029005, -0.0026159539229411166]",,"[1.683374346466735, 0.005021986900828779]",,,"[-1.2166930321618565, -0.016260898068139795]","[0.9278885016192362, 0.005619454432235216]",,,,,
08 11 15 1 15 59.9960000,,"[0.34948819503188133, -0.00526420446112752]",,"[0.08685935454559512, -0.00014533105422742665]","[0.5610009815136436, 0.06667452655165107]",,,"[-0.6333918505260954, -0.0177303543096059]","[-1.107638438934373, -0.037850590862944955]",,"[1.6897366030607373, 0.012724513188004494]",,,"[-1.2325340852585214, -0.03168210619332967]","[0.9283810109345723, 0.0009850186306721298]",,,,,
08 11 15 1 16 29.9960000,,"[0.3566820699197706, 0.014387749775778502]",,"[0.09754116621479625, 0.02136362333840225]","[0.5381436817879148, -0.045714599451457616]",,,"[-0.6214989495856571, 0.023785801880876534]","[-1.1233503094390471, -0.031423741009348305]",,"[1.6964783366420306, 0.013483467162586749]",,,"[-1.2543094782995468, -0.04355078608205076]","[0.9268146693093513, -0.0031326832504419144]",,,,,
08 11 15 1 16 59.9960000,,"[0.35467166343005374, -0.0040208129794336855]",,"[0.08553522935835645, -0.024011873712879606]","[0.5276475709697479, -0.020992221636333852]",,,"[-0.6501614072585653, -0.05732491534581641]","[-1.1266283257336909, -0.006556032589287497]",,"[1.693038840778172, -0.006878991727717221]",,,"[-1.3015661995123082, -0.09451344242552295]","[0.9341135036547712, 0.014597668690839782]",,,,,
08 11 15 1 17 29.9960000,,"[0.3510706883680541, -0.007201950123999268]",,"[0.09329427788907196, 0.015518097061431035]","[0.5524022445088121, 0.049509347078128485]",,,"[-0.6501210368660395, 8.074078505160287e-05]","[-1.1429941849055467, -0.03273171834371169]",,"[1.7007898152223788, 0.01550194888841361]",,,"[-1.297731082086102, 0.00767023485241225]","[0.9263221599940152, -0.015582687321511914]",,,,,
08 11 15 1 17 59.9960000,,"[0.34074413261259906, -0.020653111510910094]",,"[0.08531723397027235, -0.015954087837599218]","[0.5658291925374215, 0.026853896057218662]",,,"[-0.6789207503170474, -0.057599426902015693]","[-1.1769450667488854, -0.06790176368667744]",,"[1.6918761960114352, -0.01782723842188716]",,,"[-1.3467075506414403, -0.09795293711067643]","[0.9302057195209272, 0.00776711905382399]",,,,,
08 11 15 1 18 29.9960000,,"[0.353250649292022, 0.02501303335884586]",,"[0.08191003441606881, -0.006814399108407088]","[0.5818801681225523, 0.0321019511702616]",,,"[-0.694099742002436, -0.03035798337077722]","[-1.180707518800773, -0.007524904103775043]",,"[1.711245556245558, 0.03873872046824545]",,,"[-1.3794634903279075, -0.06551187937293435]","[0.9198791637618342, -0.02065311151818605]",,,,,
08 11 15 1 18 59.9960000,,"[0.36176057410193607, 0.017019849619828165]",,"[0.09223659373674309, 0.020653118641348556]","[0.6123673331958344, 0.06097433014656417]",,,"[-0.6949717282732308, -0.0017439725415897556]","[-1.1785114094127493, 0.00439221877604723]",,"[1.7248420581454411, 0.027193003799766302]",,,"[-1.3366312842081243, 0.08566441223956645]","[0.9229472567540142, 0.006136185984360054]",,,,,
08 11 15 1 19 29.9960000,,"[0.36543421470560133, 0.007347281207330525]",,"[0.08892628194007557, -0.00662062359333504]","[0.6006601331018828, -0.023414400187903084]",,,"[-0.7125083058854216, -0.03507315522438148]","[-1.1924308673496853, -0.027838915873871883]",,"[1.7503799031255767, 0.05107568996027112]",,,"[-1.3594724366666924, -0.04568230491713621]","[0.9162701146124164, -0.013354284283195739]",,,,,
08 11 15 1 19 59.9960000,,"[0.36480444605695084, -0.0012595372973009944]",,"[0.0999229767403449, 0.02199338960053865]","[0.6111400957615842, 0.020959925319402828]",,,"[-0.7246676466784265, -0.024318681586009916]","[-1.2238223130807455, -0.06278289146212046]",,"[1.7396900173625909, -0.02137977152597159]",,,"[-1.3959585325355874, -0.07297219173779013]","[0.923173325029893, 0.013806420834953315]",,,,,
08 11 15 1 20 29.9960000,,"[0.3689867429493461, 0.008364593784790486]",,"[0.10563124485634034, 0.011416536231990904]","[0.6380020658989451, 0.053723940274721826]",,,"[-0.7283170638511365, -0.007298834345419891]","[-1.2149894319427403, 0.017665762276010355]",,"[1.7270866093458608, -0.0252068160334602]",,,"[-1.3951834358013002, 0.0015501934685744345]","[0.9288493003841722, 0.011351950708558434]",,,,,
08 11 15 1 20 59.9960000,,"[0.35962905528140254, -0.018715375335887074]",,"[0.09574067867652047, -0.01978113235963974]","[0.636169283826348, -0.003665564145194366]",,,"[-0.7732727147267724, -0.08991130175127182]","[-1.2307093765266472, -0.03143988916781382]",,"[1.7375665726140141, 0.02095992653630674]",,,"[-1.4150695288117277, -0.03977218602085486]","[0.9169967686520977, -0.023705063464149134]",,,,,
08 11 15 1 21 29.9960000,,"[0.3693742892355658, 0.019490467908326536]",,"[0.09238999885565136, -0.006701359641738236]","[0.6337713257307769, -0.004795916191142169]",,,"[-0.8013942186116765, -0.05624300776980817]","[-1.2626498493846157, -0.06388094571593683]",,"[1.7437592795467936, 0.012385413865558803]",,,"[-1.4714013478915149, -0.11266363815957448]","[0.9267339285224807, 0.019474319740766077]",,,,,
08 11 15 1 21 59.9960000,,"[0.36930969895911403, -0.00012918055290356278]",,"[0.09259184727125103, 0.0004036968311993405]","[0.6236869858121281, -0.020168679837297532]",,,"[-0.8078372136587859, -0.012885990094218869]","[-1.287800146108566, -0.05030059344790061]",,"[1.7555795149528421, 0.023640470812097192]",,,"[-1.4750103958576801, -0.0072180959323304705]","[0.9232621398950869, -0.0069435772547876695]",,,,,
08 11 15 1 22 29.9960000,,"[0.3678563932480756, -0.0029066114220768213]",,"[0.09354456958681112, 0.00190544463112019]","[0.6291368893353138, 0.01089980704637128]",,,"[-0.8115350753032544, -0.007395723288937006]","[-1.301501607775208, -0.02740292333328398]",,"[1.7559428425738588, 0.0007266552420333028]",,,"[-1.4938630257638579, -0.03770525981235551]","[0.9324502742701952, 0.018376268750216695]",,,,,
08 11 15 1 22 59.9960000,,"[0.36574909783666953, -0.00421459082281217]",,"[0.09721013491071062, 0.007331130647799]","[0.6338601388179086, 0.009446498965189676]",,,"[-0.7833974244458659, 0.056275301714777015]","[-1.3066527760183817, -0.010302336486347485]",,"[1.750751303625293, -0.010383077897131443]",,,"[-1.5471509734961728, -0.10657589546462987]","[0.9305125297678387, -0.0038754890047130175]",,,,,
08 11 15 1 23 29.9960000,,"[0.37302370875841007, 0.014549221843481064]",,"[0.09723435714840889, 4.844447539653629e-05]","[0.6640647170652301, 0.06040915649464295]",,,"[-0.8059963592859276, -0.045197869680123404]","[-1.3258929547373555, -0.03848035743794753]",,"[1.7594469286850654, 0.017391250119544566]",,,"[-1.5503643987176474, -0.006426850442949217]","[0.9277108754449728, -0.005603308645731886]",,,,,
08 11 15 1 23 59.9960000,,"[0.37035123733221553, -0.005344942852389067]",,"[0.09593445300561143, -0.002599808285594918]","[0.669522694666739, 0.010915955203017802]",,,"[-0.8132225269218907, -0.014452335271926131]","[-1.3390776848518726, -0.026369460229034303]",,"[1.7696765990694985, 0.02045934076886624]",,,"[-1.5727291888324544, -0.04472958022961393]","[0.9148652498179217, -0.0256912512541021]",,,,,
08 11 15 1 24 29.9960000,,"[0.3700444270798471, -0.0006136205047369003]",,"[0.09705672979180235, 0.0022445535723818466]","[0.7067354451683059, 0.07442550100313383]",,,"[-0.8294026853945979, -0.032360316945414525]","[-1.3439139699548832, -0.009672570206021192]",,"[1.7658011124003679, -0.007750973338261247]",,,"[-1.5809726726001827, -0.016486967535456643]","[0.929083445109427, 0.028436390583010507]",,,,,
08 11 15 1 24 59.9960000,,"[0.3614618367573712, -0.01716518064495176]",,"[0.09152608666772721, -0.011061286248150282]","[0.7095532476496373, 0.00563560496266291]",,,"[-0.841142182398471, -0.023478994007746223]","[-1.3492912082510884, -0.010754476592410356]",,"[1.7629590876749717, -0.005684049450792372]",,,"[-1.572882593365648, 0.016180158469069283]","[0.9367294577250505, 0.015292025231246951]",,,,,
08 11 15 1 25 29.9960000,,"[0.3584664092923049, -0.0059908549301326275]",,"[0.08347637722908985, -0.01609941887727473]","[0.7174334043966155, 0.015760313493956346]",,,"[-0.8366611505334731, 0.008962063729995862]","[-1.3427109540152742, 0.013160508471628418]",,"[1.7918476148624904, 0.05777705437503755]",,,"[-1.587762848881539, -0.02976051103178179]","[0.9331365579173507, -0.007185799615399446]",,,,,
08 11 15 1 25 59.9960000,,"[0.35505921210278757, -0.006814394379034638]",,"[0.08107841972378083, -0.004795915010618046]","[0.7066385580028509, -0.021589692787529202]",,,"[-0.8392690293403575, -0.005215757613768801]","[-1.3630653354393871, -0.04070876284822589]",,"[1.7958442114759237, 0.007993193226866424]",,,"[-1.6198325049226696, -0.06413931208226131]","[0.9388448272156893, 0.011416538596677128]",,,,,
08 11 15 1 26 29.9960000,,"[0.34434510293067433, -0.02142821834422648]",,"[0.0704046833270695, -0.02134747279342264]","[0.7259029582182848, 0.038528800430867705]",,,"[-0.8553845975548029, -0.03223113642889075]","[-1.3536672791669844, 0.01879611254480551]",,"[1.8019803974311799, 0.012272371910512447]",,,"[-1.6042013731312181, 0.03126226358290296]","[0.9253532871498464, -0.02698308013168571]",,,,,
08 11 15 1 26 59.9960000,,"[0.3438122232328169, -0.0010657593957148492]",,"[0.06811168529384304, -0.004585996066452935]","[0.7235615180807144, -0.004682880275140633]",,,"[-0.8714517201115086, -0.03213424511341145]","[-1.3548379990879766, -0.0023414398419845384]",,"[1.806517947872635, 0.009075100882910192]",,,"[-1.6304255029062915, -0.05244825955014676]","[0.9358574714542556, 0.021008368608818273]",,,,,
08 11 15 1 27 29.9960000,,"[0.341478858346818, -0.00466672977199778]",,"[0.06295244385546539, -0.010318482876755297]","[0.7298834066887139, 0.012643777215998853]",,,"[-0.9161813015271036, -0.08945916283119004]","[-1.3661172816082399, -0.022558565040526446]",,"[1.803134971705731, -0.006765952333807945]",,,"[-1.6967609240819002, -0.1326708423512173]","[0.9332011481756126, -0.005312646557285916]",,,,,
08 11 15 1 27 59.9960000,,"[0.34185025887563825, 0.0007428010576404631]",,"[0.06543921503907768, 0.0049735423672245815]","[0.7485018924653559, 0.03723697155328409]",,,"[-0.9209610695579613, -0.009559536061715335]","[-1.382240922715937, -0.03224728221539408]",,"[1.8009792318334803, -0.004311479744501412]",,,"[-1.7117138457106194, -0.029905843257438395]","[0.9383361697437067, 0.010270043136188178]",,,,,
08 11 15 1 28 29.9960000,,"[0.34253654250642285, 0.001372567261569202]",,"[0.061563728406326845, -0.00775097326550167]","[0.7493415812359672, 0.0016793775412224932]",,,"[-0.945570410865912, -0.049218682615901344]","[-1.3895236090520484, -0.01456537267222302]",,"[1.8019965467974544, 0.0020346299279481173]",,,"[-1.6834550848616345, 0.05651752169796964]","[0.941363893527523, 0.006055447567632655]",,,,,
08 11 15 1 28 59.9960000,,"[0.32574276471859775, -0.033587555575650185]",,"[0.06258104335574899, 0.002034629898844287]","[0.7568422633985392, 0.015001364325144094]",,,"[-0.95433870144916, -0.017536581166496035]","[-1.406874487593086, -0.034701757082075346]",,"[1.8191132829524577, 0.03423347231000662]",,,"[-1.7113101494833245, -0.055710129243379924]","[0.948517398012882, 0.014307008970718016]",,,,,
08 11 15 1 29 29.9960000,,"[0.3028047233237885, -0.04587608278961852]",,"[0.049630457077000756, -0.025901172557496466]","[0.7635597747485008, 0.013435022699923138]",,,"[-0.9932469776504149, -0.07781655240250984]","[-1.4214883037002437, -0.029227632214315236]",,"[1.821309392049443, 0.004392218193970621]",,,"[-1.741353247936786, -0.06008619690692285]","[0.9398702162388872, -0.017294363547989633]",,,,,
08 11 15 1 29 59.9960000,,"[0.29061308977543376, -0.02438326709670946]",,"[0.04526245994202327, -0.008735994269954972]","[0.7656428491100087, 0.0041661487230157945]",,,"[-1.0084744114356, -0.03045486757036997]","[-1.4247986156442494, -0.006620623888011323]",,"[1.8123311789822765, -0.017956426134333014]",,,"[-1.7681021830467216, -0.0534978702198714]","[0.9355506635774873, -0.008639105322799878]",,,,,
08 11 15 1 30 29.9960000,,"[0.2943674687994644, 0.0075087580480612814]",,"[0.04437432788108708, -0.001776264121872373]","[0.7962672711501, 0.06124884408018261]",,,"[-1.0310168300966325, -0.04508483732206514]","[-1.431346574008785, -0.013095916729071178]",,"[1.7961994638317265, -0.032263430301100016]",,,"[-1.7957634721533395, -0.05532257821323583]","[0.9386268306479906, 0.006152334141006577]",,,,,
08 11 15 1 30 59.9960000,,"[0.2941979166935198, -0.00033910421188920736]",,"[0.04740205167036038, 0.006055447578546591]","[0.7813143501107334, -0.029905842078733258]",,,"[-1.059953799333016, -0.057873938472766895]","[-1.4538324730820023, -0.044971798146434594]",,"[1.812880205688998, 0.03336148371454328]",,,"[-1.8075352642845246, -0.023543584262370132]","[0.9223336374443534, -0.032586386407274404]",,,,,
08 11 15 1 31 29.9960000,,"[0.2881747607025318, -0.012046311981976032]",,"[0.04170993052684935, -0.011384242287022062]","[0.7845197006618037, 0.006410701102140592]",,,"[-1.083117909009161, -0.046328219352290034]","[-1.4756886057239171, -0.043712265283829765]",,"[1.8154154201620258, 0.005070428946055472]",,,"[-1.842802197093988, -0.07053386561892694]","[0.9253290660999482, 0.005990857311189757]",,,,,
08 11 15 1 31 59.9960000,,"[0.275280695350375, -0.025788130704313517]",,"[0.021169847808778286, -0.041080165436142124]","[0.7726510213651636, -0.023737358593280078]",,,"[-1.1182314369907544, -0.07022705596318701]","[-1.4794187620536832, -0.0074603126595320654]",,"[1.8261376022128388, 0.02144436410162598]",,,"[-1.8636652361383312, -0.041726078088686336]","[0.9372784832194156, 0.023898834238934796]",,,,,
08 11 15 1 32 29.9960000,,"[0.2811100734397769, 0.011658756178803742]",,"[0.014403893175767735, -0.013531909266021103]","[0.7812497586673999, 0.017197474604472518]",,,"[-1.1247874691398465, -0.013112064298184123]","[-1.5052795645133301, -0.051721604919293895]",,"[1.832604821829591, 0.012934439233504236]",,,"[-1.884633235833462, -0.04193599939026171]","[0.9260153509321754, -0.022526264574480592]",,,,,
08 11 15 1 32 59.9960000,,"[0.28479178456473164, 0.0073634222499094895]",,"[0.012345041046501137, -0.004117704258533195]","[0.7797318591428848, -0.0030357990490301745]",,,"[-1.128517625911627, -0.007460313543560915]","[-1.523017992014502, -0.035476855002343655]",,"[1.835479140514508, 0.005748637369833887]",,,"[-1.8835109593492234, 0.0022445529684773646]","[0.917578091647556, -0.016874518569238717]",,,,,
08 11 15 1 33 29.9960000,,"[0.2871655210037716, 0.004747472878079861]",,"[0.016462745297758374, 0.008235408502514474]","[0.7784561784219477, -0.002551361441874178]",,,"[-1.1115542960360472, 0.033926659751159605]","[-1.5532790876259241, -0.06052219122284442]",,"[1.840727195609361, 0.010496110189706087]",,,"[-1.9160489033565682, -0.06507588801468955]","[0.9310857798700454, 0.027015376444978756]",,,,,
08 11 15 1 33 59.9960000,,"[0.2850905219092965, -0.004149998188950121]",,"[0.009737162239616737, -0.013451166116283275]","[0.7855047204775474, 0.014097084111199365]",,,"[-1.1422917516174493, -0.061474911162804353]","[-1.5754904729128612, -0.044422770573874004]",,"[1.8356890630093403, -0.010076265200041234]",,,"[-1.9504115556555917, -0.06872530459804693]","[0.929559806267207, -0.003051947205676697]",,,,,
08 11 15 1 34 29.9960000,,"[0.2829347796505317, -0.004311484517529607]",,"[0.012837551548727788, 0.0062007786182221025]","[0.7875635731961665, 0.004117705437238328]",,,"[-1.1814503207024245, -0.07831713816995034]","[-1.5946337643199513, -0.03828658281418029]",,"[1.8475415935390629, 0.023705061059445143]",,,"[-1.959236362716183, -0.01764961412118282]","[0.9254098057008378, -0.008300001132738544]",,,,,
08 11 15 1 34 59.9960000,,"[0.27886551749543287, -0.008138524310197681]",,"[0.015106326165550854, 0.004537549233646132]","[0.8233149415391381, 0.07150273668594309]",,,"[-1.181401877416647, 9.688657155493274e-05]","[-1.6051298751372087, -0.020992221634514863]",,"[1.8471136756706983, -0.0008558357367292047]",,,"[-1.9767487204589997, -0.03502471548563335]","[0.9088743948796036, -0.03307082164246822]",,,,,
