epoch,G02,G03,G04,G06,G07,G08,G11,G13,G16,G17,G19,G20,G21,G23,G25,G27,G28,G29,G31,G32
08 11 15 0 4 59.9960000,,"[0.03925545447054901, 0.005005838680517627]",,"[0.017528504715301096, 0.00775097326550167]",,,,"[0.008840954327752115, -0.014856035650154807]","[-0.05525798706548812, -0.004004670114227338]",,"[0.08657676742404874, 0.005716343970561866]",,"[0.16263320179280072, 0.032311873659409684]","[-0.05382890033069998, -0.008251556660979986]","[0.08377511310936825, 0.019587357731325028]",,,,"[-0.13948524038369214, -0.034136582356950385]",
08 11 15 0 5 29.9960000,,"[0.03667179671538179, -0.005167315510334447]",,"[0.0058213052143401, -0.023414399001921993]",,,,"[0.010415372402349021, 0.003148836149193812]","[-0.06771606343590975, -0.024916152740843245]",,"[0.10576042833417887, 0.03836732182026026]",,"[0.18333476252360015, 0.04140312146159886]","[-0.0608774429801997, -0.014097085298999446]","[0.09071062021212128, 0.013871014205506071]",,,,"[-0.15666656658891043, -0.03436265241043657]",
08 11 15 0 5 59.9960000,,"[0.04946090379053203, 0.025578214150300482]",,"[0.014678407105748192, 0.017714203782816185]",,,,"[0.014226266406694776, 0.007621788008691511]","[-0.06895137494848314, -0.0024706230251467787]",,"[0.16022717050873325, 0.10893348434910877]",,"[0.21314371684320577, 0.059617908639211244]","[-0.07264923511138477, -0.023543584262370132]","[0.09477180783960648, 0.008122375254970393]",,,,"[-0.1680911796165674, -0.02284922605531392]",
08 11 15 0 6 29.9960000,,"[0.04413211026258068, -0.010657587055902695]",,"[0.0036494159867288545, -0.022057982238038676]",,,,"[0.012304671839956427, -0.003843189133476699]","[-0.08752141714194295, -0.037140084386919625]",,"[0.18486073494204902, 0.04926712886663154]",,"[0.23294907084550687, 0.0396107080046022]","[-0.07760662931832485, -0.00991478841388016]","[0.11435916557047676, 0.03917471546174056]",,,,"[-0.18297143535528448, -0.02976051147743419]",
08 11 15 0 6 59.9960000,,"[0.044245143808439025, 0.00022606709171668626]",,"[0.007888231419201475, 0.00847763086494524]",,,,"[-0.002325291980014299, -0.029259927639941452]","[-0.09032307176175891, -0.005603309239631926]",,"[0.18600723307099543, 0.00229299625789281]",,"[0.253505301123937, 0.04111246055686024]","[-0.08608425662532682, -0.016955254614003934]","[0.12628436252907704, 0.023850393917200563]",,,,"[-0.2010974115200952, -0.03625195232962142]",
08 11 15 0 7 29.9960000,,"[0.04242043640806514, -0.0036494148007477634]",,"[0.002761285115411738, -0.010253892607579473]",,,,"[0.013023251801314473, 0.030697087562657547]","[-0.09924476568994578, -0.017843387856373738]",,"[0.2010651153541403, 0.030115764566289727]",,"[0.2503726149097929, -0.006265372428288174]","[-0.08899894686510379, -0.005829380479553947]","[0.14372405445419645, 0.03487938385023881]",,,,"[-0.2137331143242136, -0.02527140560823682]",
08 11 15 0 7 59.9960000,,"[0.055306430056589306, 0.025771987297048327]",,"[-0.0007266528555192053, -0.0069758759418618865]",,,,"[-0.0003310312977191643, -0.026708566198067274]","[-0.10375001949432772, -0.009010507608763874]",,"[0.23495140590239316, 0.06777258109650575]",,"[0.2862612402192326, 0.0717772506188794]","[-0.08346830136906647, 0.011061290992074646]","[0.16601617934293245, 0.044584249777471996]",,,,"[-0.2252788363275613, -0.023091444006695383]",
08 11 15 0 8 29.9960000,,"[0.0630089612222946, 0.015405062331410592]",,"[0.003705934537720168, 0.008865174786478747]",,,,"[-0.017504284850474505, -0.03434650710551068]","[-0.12193251332064392, -0.03636498765263241]",,"[0.25955267550307326, 0.049202539201360196]",,"[0.2763464529891735, -0.019829574460118238]","[-0.09704865630010318, -0.027160709862073418]","[0.18465081312797338, 0.037269267570081865]",,,,"[-0.2391014070615256, -0.027645141467928624]",
08 11 15 0 8 59.9960000,,"[0.06619008894449507, 0.006362255444400944]",,"[0.0018085616138705518, -0.0037947458476992324]",,,,"[-0.0031407596998178633, 0.028727050301313284]","[-0.1218921438162397, 8.073900880845031e-05]",,"[0.28940199962380575, 0.05969864824146499]",,"[0.2702667819992257, -0.012159341979895544]","[-0.09583756583924696, 0.0024221809217124246]","[0.18696803147395258, 0.004634436691958399]",,,,"[-0.26337164510437105, -0.0485404760856909]",
08 11 15 0 9 29.9960000,,"[0.06960536376391246, 0.006830549638834782]",,"[0.002018482917264919, 0.000419842606788734]",,,,"[-0.006733658321536495, -0.007185797243437264]","[-0.12967541369425817, -0.015566539756036946]",,"[0.30148060140891175, 0.024157203570212005]",,"[0.27346405847185906, 0.006394552945266696]","[-0.09818707886915945, -0.004699026059824973]","[0.19986209994294768, 0.025788136937990203]",,,,"[-0.283080111866866, -0.03941693352498987]",
08 11 15 0 9 59.9960000,,"[0.08379933444666676, 0.028387941365508595]",,"[0.008744068347368739, 0.01345117086020764]",,,,"[-0.024827339060720988, -0.036187361478368985]","[-0.13165352710802836, -0.003956226827540377]",,"[0.3260980185750668, 0.04923483433231013]",,"[0.28550229045720243, 0.024076463970686746]","[-0.09960809182121011, -0.0028420259041013196]","[0.22013574206130215, 0.04054728423670895]",,,,"[-0.30596970761121156, -0.04577919148869114]",
08 11 15 0 10 29.9960000,,"[0.09192170940514188, 0.01624474991695024]",,"[0.00691128568178101, -0.0036655653311754577]",,,,"[-0.01433122765047301, 0.020992222820495954]","[-0.13062006370955714, 0.0020669267969424254]",,"[0.35024714688188396, 0.048298256613634294]",,"[0.30751990170915633, 0.04403522250390779]","[-0.10379038751671033, -0.008364591391000431]","[0.22049906893334992, 0.000726653744095529]",,,,"[-0.3044437346381983, 0.0030519459460265352]",
08 11 15 0 10 59.9960000,,"[0.09569223420294293, 0.00754104959560209]",,"[0.014936772880901117, 0.016050974398240214]",,,,"[-0.008679475717144669, 0.011303503866656683]","[-0.14106773094454184, -0.020895334469969384]",,"[0.3753732227050932, 0.0502521516464185]",,"[0.28380676535141447, -0.04742627271548372]","[-0.1015700573734648, 0.004440660286491038]","[0.2393355511289883, 0.037672964391276764]",,,,"[-0.3195339125325063, -0.030180355788615994]",
08 11 15 0 11 29.9960000,,"[0.10096451273602725, 0.010544557066168636]",,"[0.006241149007109925, -0.017391247747582383]",,,,"[-0.01481566407255741, -0.012272376710825483]","[-0.15328358940041653, -0.02443171691174939]",,"[0.4016700180036423, 0.05259359059709823]",,"[0.2776786510748934, -0.012256228553042092]","[-0.1080614968923328, -0.012982879037735984]","[0.22486706591917027, -0.028936970419636054]",,,,"[-0.3422620296673813, -0.045456234269749984]",
08 11 15 0 11 59.9960000,,"[0.10170731611833617, 0.0014856067646178417]",,"[0.014080937138714944, 0.015679576263210038]",,,,"[-0.012433854726623395, 0.004763618691868032]","[-0.15765966002027199, -0.008752141239710909]",,"[0.4271755672252766, 0.051011098443268565]",,"[0.2641063725935737, -0.0271445569626394]","[-0.1110730748896458, -0.006023155994625995]","[0.22319576186419, -0.0033426081099605653]",,,,"[-0.35358168165407733, -0.02263930397339209]",
08 11 15 0 12 29.9960000,,"[0.10842482628322614, 0.013435020329779945]",,"[0.016939107641519513, 0.005716341005609138]",,,,"[0.006725585429194325, 0.03831888031163544]","[-0.15967006915616366, -0.004020818271783355]",,"[0.44438918880041456, 0.0344272431502759]",,"[0.26892650924219197, 0.00964027329723649]","[-0.11971218139842676, -0.01727821301756194]","[0.23892378082246069, 0.03145603791654139]",,,,"[-0.3716430663380379, -0.03612276936792114]",
08 11 15 0 12 59.9960000,,"[0.11891286124409817, 0.020976069921744056]",,"[0.020475491270190105, 0.007072767257341184]",,,,"[-0.0024706218391656876, -0.018392414536720025]","[-0.1698270748934192, -0.020314011474511062]",,"[0.45999609835780575, 0.031213819114782382]",,"[0.27875248397776886, 0.019651949471153785]","[-0.10759320981196652, 0.024237943172920495]","[0.2508731991279092, 0.02389883661089698]",,,,"[-0.38571592895391404, -0.028145725231752294]",
08 11 15 0 13 29.9960000,,"[0.11611928218553658, -0.005587158117123181]",,"[0.023309439537115395, 0.0056678965338505805]",,,,"[-0.014662258948192175, -0.024383274218052975]","[-0.1769644300361506, -0.014274710285462788]",,"[0.49265515087972744, 0.06531810504384339]",,"[0.2676427544430453, -0.02221945906944711]","[-0.11463367956821457, -0.014080939512496116]","[0.2545710598833466, 0.007395721510874863]",,,,"[-0.4004347060829332, -0.029437554258038286]",
08 11 15 0 13 59.9960000,,"[0.11497278553906654, -0.002292993292940082]",,"[0.020273642860047403, -0.0060715933541359846]",,,,"[-0.020176753915620793, -0.011028989934857236]","[-0.1837949767095779, -0.013661093346854614]",,"[0.496716338358965, 0.00812237495847512]",,"[0.2637349714948414, -0.007815565896407861]","[-0.11895323104363342, -0.008639102950837696]","[0.29485190426657937, 0.08056168876646552]",,,,"[-0.42544774576776945, -0.050026079369672516]",
08 11 15 0 14 29.9960000,,"[0.11737881474800815, 0.004812058417883236]",,"[0.032610609827315784, 0.024673933934536763]",,,,"[-0.013023251800404978, 0.01430700423043163]","[-0.17857921672612065, 0.010431519966914493]",,"[0.5292058393788466, 0.06497900203976315]",,"[0.2951425649397379, 0.06281518688979304]","[-0.12123008092385135, -0.0045536997604358476]","[0.2978715542685677, 0.0060393000039766775]",,,,"[-0.4298480384013601, -0.008800585267181305]",
08 11 15 0 14 59.9960000,,"[0.11608698705640563, -0.0025836553832050413]",,"[0.028735122008583858, -0.007750975637463852]",,,,"[0.0038431915045293863, 0.03373288660986873]","[-0.1940650174738039, -0.03097160149536649]",,"[0.5176762648661679, -0.02305914902535733]",,"[0.30074587358649296, 0.011206617293510135]","[-0.1205760912198457, 0.001307979408011306]","[0.301084978898416, 0.00642684925969661]",,,,"[-0.4521320893595657, -0.04456810191641125]",
08 11 15 0 15 29.9960000,,"[0.11609506113563839, 1.6148158465512097e-05]",,"[0.029276076982569066, 0.0010819099479704164]",,,,"[0.00024221761850640178, -0.007201947772045969]","[-0.19312844094474713, 0.00187315305811353]",,"[0.5072689677272137, -0.020814594277908327]",,"[0.3121785603407261, 0.02286537350846629]","[-0.13346208724033204, -0.02577199204097269]","[0.3033779754528041, 0.004585993108776165]",,,,"[-0.48462158956363055, -0.06497900040812965]",
08 11 15 0 15 59.9950000,,"[0.11519885262896423, -0.001792417013348313]",,"[0.023801950037523056, -0.010948253890092019]",,,,"[-0.005974709152724245, -0.012433853542461293]","[-0.20737893017940223, -0.028500978469310212]",,"[0.5098687730478559, 0.00519961064128438]",,"[0.3216573568063268, 0.01895759293120136]","[-0.14276325634637033, -0.018602338212076575]","[0.2898460664760023, -0.027063817953603575]",,,,"[-0.49624805102007485, -0.023252922912888607]",
08 11 15 0 16 29.9950000,,"[0.11544914669684658, 0.0005005881357647013]",,"[0.026248352012771647, 0.004892803950497182]",,,,"[-0.0037382296668511117, 0.004472958971746266]","[-0.20933282165333367, -0.00390778294786287]",,"[0.543222184480328, 0.06670682286494412]",,"[0.3200910134028163, -0.0031326868070209457]","[-0.1479467188291892, -0.010366924965637736]","[0.314851032304432, 0.05000993165685941]",,,,"[-0.5188631331279794, -0.045230164215809054]",
08 11 15 0 16 59.9950000,,"[0.12010780355012685, 0.009317313706560526]",,"[0.03021265232564474, 0.007928600625746185]",,,,"[-0.0021395905414465233, 0.003197278250809177]","[-0.21642173321333757, -0.014177823120007815]",,"[0.5424470865618787, -0.001550195836898638]",,"[0.32949714375320127, 0.01881226070076991]","[-0.1579099517166469, -0.019926465774915414]","[0.31369646009625285, -0.002309144416358322]",,,,"[-0.5310628435747731, -0.024399420893587376]",
08 11 15 0 17 29.9950000,,"[0.12020469130766287, 0.0001937755150720477]",,"[0.029340667240830953, -0.0017439701696275733]",,,,"[-0.012151266715591191, -0.020023352348289336]","[-0.23328010243994868, -0.033716738453222206]",,"[0.554081621725345, 0.023269070326932706]",,"[0.33890327410347254, 0.018812260700542538]","[-0.17473602344216488, -0.033652143451035954]","[0.33257331224103837, 0.03775370428957103]",,,,"[-0.537909537516498, -0.013693387883449759]",
08 11 15 0 17 59.9950000,,"[0.122279691591757, 0.004150000568188261]",,"[0.023818097010007477, -0.011045140461646952]",,,,"[-0.008186966401808604, 0.007928600627565174]","[-0.2329571449240575, 0.0006459150317823514]",,"[0.5465405703562283, -0.015082102738233518]",,"[0.32544403035262803, -0.026918487501689015]","[-0.17626199704500323, -0.003051947205676697]","[0.338822535030431, 0.012498445578785322]",,,,"[-0.5624785109503136, -0.0491379468676314]",
08 11 15 0 18 29.9950000,,"[0.11794399195787264, -0.00867139926776872]",,"[0.01996683142715483, -0.007702531165705296]",,,,"[-0.014331228835544607, -0.012288524867472006]","[-0.23608175676326937, -0.006249223678423732]",,"[0.5589098330456181, 0.02473852537877974]",,"[0.3460244810888753, 0.041160901472494515]","[-0.17895869071799098, -0.005393387345975498]","[0.36373868747523375, 0.04983230488960544]",,,,"[-0.5880163563388123, -0.05107569077699736]",
08 11 15 0 18 59.9950000,,"[0.12218280501838308, 0.008477626121020876]",,"[0.021961094478683663, 0.003988526103057666]",,,,"[-0.01701984724331851, -0.005377236815547803]","[-0.2477485876497667, -0.023333661772994674]",,"[0.5606699501877301, 0.0035202342842239887]",,"[0.3428514268523486, -0.006346108473053391]","[-0.19074663100582256, -0.023575880575663177]","[0.36471563321219946, 0.001953891473931435]",,,,"[-0.6018550748226517, -0.02767743696767866]",
08 11 15 0 19 29.9950000,,"[0.13468125237523054, 0.024996894713694928]",,"[0.030196502983017126, 0.016470817008666927]",,,,"[-0.03674446105196694, -0.039449227617296856]","[-0.24853175905536773, -0.0015663428112020483]",,"[0.572320633509662, 0.02330136664386373]",,"[0.3383623203163779, -0.008978213071941354]","[-0.1982392396821524, -0.014985217352659674]","[0.35533372450481693, -0.01876381741476507]",,,,"[-0.6169533267586758, -0.030196503872048194]",
08 11 15 0 19 59.9950000,,"[0.13481850815514917, 0.00027451155983726494]",,"[0.02360817570661311, -0.013176654552808031]",,,,"[-0.012345039861429541, 0.04879884238107479]","[-0.26400141164549495, -0.03093930518025445]",,"[0.5745571124025446, 0.004472957785765175]",,"[0.3497061933907162, 0.022687746148676524]","[-0.21182766513629758, -0.027176850908290362]","[0.3754943317449033, 0.040321214480172785]",,,,"[-0.6329720068440565, -0.03203736017076153]",
08 11 15 0 20 29.9950000,,"[0.1419720102694555, 0.014307004228612641]",,"[0.026458273316166014, 0.005700195219105808]",,,,"[-0.01733473038439115, -0.009979381045923219]","[-0.2562746591324867, 0.0154535050260165]",,"[0.5871201500176539, 0.025126075230218703]",,"[0.3667018201764449, 0.03399125357145749]","[-0.22450373866740847, -0.025352147062221775]","[0.3833260455025993, 0.01566342751539196]",,,,"[-0.6536009018302593, -0.04125778997240559]",
08 11 15 0 20 59.9950000,,"[0.14578290545978234, 0.007621790380653693]",,"[0.02900156304895063, 0.00508657946556923]",,,,"[-0.004174222802248551, 0.0263210151642852]","[-0.26471191782457026, -0.01687451738416712]",,"[0.628054982622416, 0.0818696652095241]",,"[0.38975289393795265, 0.046102147523015446]","[-0.2344023789246421, -0.019797280514467275]","[0.3941774089653336, 0.021702726925468596]",,,,"[-0.6656310596627009, -0.024060315664883092]",
08 11 15 0 21 29.9950000,,"[0.1631337851868011, 0.03470175945403753]",,"[0.026296796484530205, -0.005409533128840849]",,,,"[-0.009478795279392216, -0.01060914495428733]","[-0.26812719056852075, -0.006830545487900963]",,"[0.6070143171073141, -0.04208133103020373]",,"[0.3831564919896664, -0.013192803896572514]","[-0.23572650293135666, -0.002648248013429111]","[0.39705172881122053, 0.00574863969177386]",,,,"[-0.6692320331042083, -0.007201946883014898]",
08 11 15 0 21 59.9950000,,"[0.16007376508787274, -0.006120040197856724]",,"[0.029994655757036526, 0.007395718545012642]",,,,"[-0.011101655455604487, -0.0032457203524245415]","[-0.2680303036991063, 0.00019377373882889515]",,"[0.6121089676889824, 0.010189301163336495]",,"[0.3836732241335312, 0.0010334642877296574]","[-0.24618224394907884, -0.02091148203544435]","[0.40796768460677413, 0.0218319115911072]",,,,"[-0.6946487693874133, -0.05083347256640991]",
08 11 15 0 22 29.9950000,,"[0.15843475675501395, -0.003278016665717587]",,"[0.030826271635305602, 0.0016632317565381527]",,,,"[-0.010560702854490955, 0.0010819052022270625]","[-0.2695401288483481, -0.0030196502984836116]",,"[0.6223467133240774, 0.020475491270190105]",,"[0.4105432671632343, 0.05374008605940617]","[-0.2718008284937241, -0.051237169089290546]","[0.3970194336820896, -0.021896501849369088]",,,,"[-0.7199040271348167, -0.050510515494806896]",
08 11 15 0 22 59.9950000,,"[0.17285479808560922, 0.028840082661190536]",,"[0.03819777031822014, 0.01474299736582907]",,,,"[-0.024262164222818683, -0.027402922736655455]","[-0.2720753433172831, -0.00507042893787002]",,"[0.6529469125343894, 0.06120039842062397]",,"[0.42809599470808735, 0.035105455089706084]","[-0.2768389611173916, -0.010076265247334959]","[0.4084601933295744, 0.02288151929496962]",,,,"[-0.7439401211565837, -0.04807218804353397]",
08 11 15 0 23 29.9950000,,"[0.1720474056292005, -0.001614784912817413]",,"[0.03399932646425441, -0.008396887707931455]",,,,"[-0.031536776332359295, -0.014549224219081225]","[-0.2815056950144026, -0.018860703394238953]",,"[0.6429513857037819, -0.01999105366121512]",,"[0.42462420489528085, -0.006943579625612983]","[-0.2797697995138151, -0.005861676792846993]","[0.41824579885724233, 0.01957121105533588]",,,,"[-0.7685090946645232, -0.049137947015879035]",
08 11 15 0 23 59.9950000,,"[0.16901160776615143, -0.006071595726098167]",,"[0.040361584280617535, 0.012724515632726252]",,,,"[-0.018004867059062235, 0.02706381854659412]","[-0.28416201888558135, -0.0053126477423575125]",,"[0.657282614540236, 0.028662457672908204]",,"[0.4222989117297402, -0.004650586331081286]","[-0.29066960656018637, -0.02179961409274256]","[0.43272235873837417, 0.028953119762263668]",,,,"[-0.7848345841825903, -0.03265097903613423]",
08 11 15 0 24 29.9950000,,"[0.18532094912734465, 0.03261868272238644]",,"[0.03818969623898738, -0.004343776083260309]",,,,"[-0.02045126903340133, -0.004892803948678193]","[-0.28459801083545244, -0.0008719838997421903]",,"[0.6630474012035847, 0.011529573326697573]",,"[0.4287661313829858, 0.012934439306491186]","[-0.29108137627372344, -0.0008235394270741381]","[0.44489784709730884, 0.024350976717869344]",,,,"[-0.7984876022651406, -0.027306036165100522]",
08 11 15 0 24 59.9950000,,"[0.17620548027480254, -0.018230937705084216]",,"[0.04084601951763034, 0.005312646557285916]",,,,"[-0.016357785832042282, 0.008186966402718099]","[-0.27918040333088356, 0.010835215009137755]",,"[0.6749887466157816, 0.02388269082439365]",,"[0.42198402858889494, -0.013564205588181721]","[-0.3011899390221515, -0.02021712549685617]","[0.4585427911010811, 0.027289888007544505]",,,,"[-0.8248005449804623, -0.05262588543064339]",
08 11 15 0 25 29.9950000,,"[0.17535771861003013, -0.0016955233295448124]",,"[0.04512520297066658, 0.008558366906072479]",,,,"[-0.016503115692103165, -0.00029065972012176644]","[-0.2877064745171083, -0.017052142372449453]",,"[0.6922104422701523, 0.03444339130874141]",,"[0.424107472751416, 0.004246888325042164]","[-0.305178462756885, -0.007977047469466925]","[0.462119542158689, 0.007153502115215815]",,,,"[-0.8272388724319626, -0.004876654903000599]",
08 11 15 0 25 59.9950000,,"[0.1852482824197068, 0.019781127619353356]",,"[0.0435830823971628, -0.0030842411470075604]",,,,"[-0.020863038747847895, -0.00871984611148946]","[-0.2932290438589007, -0.01104513868358481]",,"[0.7154068470772472, 0.0463928096141899]",,"[0.4010160291892362, -0.046182887124359695]","[-0.3209064799357293, -0.03145603435768862]","[0.4637101072053156, 0.0031811300932531594]",,,,"[-0.8590097927487932, -0.0635418406336612]",
08 11 15 0 26 29.9950000,,"[0.18528057873481885, 6.459263022406958e-05]",,"[0.04824981332785683, 0.00933346186138806]",,,,"[-0.015485800747228495, 0.0107544760012388]","[-0.2875692175507538, 0.011319652616293752]",,"[0.7210747471672221, 0.011335800179949729]",,"[0.39400785574889596, -0.01401634688068043]","[-0.3341073567262356, -0.0264017535810126]","[0.4748682812119114, 0.0223163480131916]",,,,"[-0.8850401478969161, -0.052060710296245816]",
08 11 15 0 26 59.9950000,,"[0.18690344009519322, 0.003245722720748745]",,"[0.048976468553519226, 0.0014533104513247963]",,,,"[-0.013435022699923138, 0.004101556094610714]","[-0.2883120194519506, -0.001485603802393598]",,"[0.7414937204794114, 0.040837946624378674]",,"[0.3868543530415991, -0.014307005414593732]","[-0.3292952947485901, 0.009624123955290997]","[0.48757664809409107, 0.025416733764359378]",,,,"[-0.9170775080681324, -0.06407472034243256]",
08 11 15 0 27 29.9950000,,"[0.19733495769105502, 0.02086303519172361]",,"[0.05158434854638472, 0.005215759985730983]",,,,"[-0.00754912604134006, 0.011771793317166157]","[-0.291194412783625, -0.0057647866633487865]",,"[0.7396690118930564, -0.0036494171727099456]",,"[0.36984257928395436, -0.034023547515289465]","[-0.33310619112489803, -0.0076217927526158755]","[0.4962964947976616, 0.01743969340714102]",,,,"[-0.9256035795508524, -0.017052142965439998]",
08 11 15 0 27 59.9950000,,"[0.2021470208546816, 0.00962412632725318]",,"[0.052512849810227635, 0.0018570025276858362]",,,,"[-0.023511289132329694, -0.03192432618197927]","[-0.299849667746912, -0.017310509926574014]",,"[0.7350022785904002, -0.009333466605312424]",,"[0.3827770174050329, 0.025868876242157057]","[-0.3405503553294693, -0.014888328409142558]","[0.5051697454396162, 0.01774650128390931]",,,,"[-0.9402093217272522, -0.029211484352799744]",
08 11 15 0 28 29.9950000,,"[0.2141933292896283, 0.02409261686989339]",,"[0.05444252023517038, 0.003859340849885484]",,,,"[-0.020871112826171156, 0.005280352612317074]","[-0.29856591235511587, 0.0025675107835922972]",,"[0.7568180408379703, 0.043631524495140184]",,"[0.38964793328625547, 0.013741831762445145]","[-0.3495447153727582, -0.017988720086577814]","[0.5016333629973815, -0.007072764884469507]",,,,"[-0.9535151607988155, -0.026611678143126483]",
08 11 15 0 28 59.9950000,,"[0.20975266663299408, -0.008881325313268462]",,"[0.055621315566895646, 0.0023575906634505372]",,,,"[-0.021258661489810038, -0.0007750973272777628]","[-0.31205745212446345, -0.026983079538695165]",,"[0.7592482958407345, 0.00486051000552834]",,"[0.3713281830861206, -0.03663950040026975]","[-0.3673235117857985, -0.03555759282608051]","[0.48819026740375193, -0.0268861911872591]",,,,"[-0.9799734342627744, -0.05291654692791781]",
08 11 15 0 29 29.9950000,,"[0.21030169212644978, 0.001098050986911403]",,"[0.05540331900010642, -0.0004359931335784495]",,,,"[-0.016341636489414668, 0.00983405000079074]","[-0.3090620234693233, 0.005990857310280262]",,"[0.786522035692542, 0.054547479703614954]",,"[0.35103031858318445, -0.04059572900587227]","[-0.3685346010624926, -0.002422178553388221]","[0.5081651735017658, 0.03994981219602778]",,,,"[-0.9949263554501613, -0.029905842374773783]",
08 11 15 0 29 59.9950000,,"[0.2159776662956574, 0.011351948338415241]",,"[0.053320244638598524, -0.0041661487230157945]",,,,"[-0.042420436406246154, -0.05215759983366297]","[-0.32737369988717546, -0.03662335283570428]",,"[0.7997955791888671, 0.026547086992650293]",,"[0.34113975240370564, -0.01978113235895762]","[-0.3697214704734506, -0.0023737388219160493]","[0.5229646906022936, 0.02959903420105547]",,,,"[-1.0229509715766198, -0.056049232252917136]",
08 11 15 0 30 29.9950000,,"[0.22250947857901338, 0.013063624566711951]",,"[0.062282308366775396, 0.017924127456353744]",,,,"[-0.030947379258577712, 0.022946114295336884]","[-0.3403969513915399, -0.026046503008728905]",,"[0.8183494741151662, 0.037107789852598216]",,"[0.34398177652769846, 0.005684048247985629]","[-0.3709810030377412, -0.0025190651285811327]","[0.5322012682645436, 0.018473155324500112]",,,,"[-1.0316627436088766, -0.017423544064513408]",
