epoch,G02,G03,G04,G06,G07,G08,G11,G13,G16,G17,G19,G20,G21,G23,G25,G27,G28,G29,G31,G32
08 11 15 1 10 29.9920000,,"[0.2415004000067711, 0.04583887755870819]",,"[-0.12839899957180023, 0.10125196352601051]","[-0.2163148932158947, 0.10390082746744156]",,,"[-0.11814039200544357, 0.131404809653759]","[0.007247716188430786, -0.0201902873814106]",,"[0.06757896766066551, -0.1622118093073368]",,"[0.2276272363960743, -0.223201684653759]","[-0.2337455339729786, 0.04496614634990692]","[0.2054201290011406, -0.30974769964814186]",,,,,
08 11 15 1 10 59.9920000,,"[0.17316103726625443, 0.33170124143362045]",,"[0.1783798635005951, 0.2529566287994385]","[-0.19411079585552216, -0.06887198239564896]",,,"[-0.29929498210549355, -0.48707830533385277]","[0.07521529868245125, -0.43964799493551254]",,"[-0.6556903645396233, -0.06973236054182053]",,"[-0.12508494779467583, -0.61358792334795]","[-0.18703093752264977, 0.11509503051638603]","[0.19974202662706375, -0.091030303388834]",,,,,
08 11 15 1 11 29.9920000,,"[-0.09785495698451996, -0.32071784138679504]",,"[0.13675430417060852, 0.16708781942725182]","[0.0403384305536747, -0.2449689283967018]",,,"[-0.48726028203964233, 0.5900395251810551]","[0.13832473754882812, -0.038400255143642426]",,"[-0.23183440789580345, -0.137496467679739]",,"[-1.1225182488560677, -0.390624575316906]","[-0.22658130526542664, -0.30721747875213623]","[-0.18804923444986343, -0.5679303593933582]",,,,,
08 11 15 1 11 59.9920000,,"[-0.1032579280436039, 0.14868350327014923]",,"[0.055443987250328064, 0.013452745974063873]","[0.4915115423500538, 0.057113826274871826]",,,"[0.149370014667511, -0.36771681532263756]","[0.06146092340350151, 0.28178194910287857]",,"[0.16288429126143456, 0.019329097121953964]",,"[-1.050829891115427, 0.3565968945622444]","[-0.11791828647255898, 0.19450808688998222]","[0.13395604863762856, -0.212977085262537]",,,,,
08 11 15 1 12 29.9920000,,"[-0.00736134871840477, 0.17797653004527092]",,"[-0.0926324650645256, -0.2050962671637535]","[0.3777247220277786, 0.19702504947781563]",,,"[-0.32223717868328094, -0.31920061632990837]","[0.3625703752040863, 0.025288209319114685]",,"[0.020517174154520035, 0.006679710000753403]",,"[-0.10119091719388962, -0.2546033337712288]","[0.31140557304024696, 0.035794246941804886]","[0.1384824961423874, -0.04790829122066498]",,,,,
08 11 15 1 12 59.9920000,,"[-0.020219337195158005, 0.17880581319332123]",,"[0.029983900487422943, -0.06747039034962654]","[0.47502460330724716, -0.220549825578928]",,,"[-0.4863901548087597, 0.39606068655848503]","[0.4847119450569153, -0.35642367228865623]",,"[-0.02120908722281456, -0.1867906041443348]",,"[-0.10510251298546791, -0.4458545818924904]","[0.051512014120817184, 0.10582619905471802]","[0.07621846348047256, -0.4836379401385784]",,,,,
08 11 15 1 13 29.9920000,,"[-0.36218224465847015, -0.41989414766430855]",,"[0.1326468288898468, -0.10228223353624344]","[0.2973012365400791, -0.2830609902739525]",,,"[-0.30846038088202477, 0.6563907526433468]","[0.36926479265093803, 0.691943384706974]",,"[0.11349336057901382, 0.16092829406261444]",,"[-0.4240322858095169, -0.362165242433548]","[-0.10636216774582863, -0.4366550073027611]","[0.19020594283938408, -0.2237151563167572]",,,,,
08 11 15 1 13 59.9920000,,"[0.10916163772344589, 0.16602031886577606]",,"[0.7538931295275688, 0.04231294244527817]","[0.19482648000121117, 0.10534019023180008]",,,"[0.18303848430514336, -0.03712145611643791]","[-0.483026709407568, -0.20271063968539238]",,"[-0.2218240387737751, 0.5220412649214268]",,"[0.16039378568530083, 0.38262635841965675]","[0.17758381366729736, 0.3329313322901726]","[0.20206397026777267, 0.13732681795954704]",,,,,
08 11 15 1 14 29.9920000,,"[0.06271421909332275, -0.0720011480152607]",,"[0.22130714356899261, 0.25334127619862556]","[0.5827581472694874, 0.17062928900122643]",,,"[-0.17842401936650276, -0.7046271078288555]","[-0.12234016880393028, -0.2722257561981678]",,"[-0.2855946384370327, 0.3111143074929714]",,"[-0.39974919334053993, -0.03580368310213089]","[0.19790850952267647, -0.4089653193950653]","[-0.15548811852931976, -0.1965126246213913]",,,,,
08 11 15 1 14 59.9920000,,"[-0.2523225247859955, 0.05366810783743858]",,"[0.4256616309285164, 0.5514800995588303]","[0.014302991330623627, -0.17032291367650032]",,,"[-1.268122773617506, -0.1453508697450161]","[0.14880288764834404, 0.14919131249189377]",,"[-0.01488819345831871, -0.3044244237244129]",,"[0.1783822663128376, -0.4911986365914345]","[0.08113496378064156, -0.3368282616138458]","[0.3007938079535961, -0.3537832051515579]",,,,,
08 11 15 1 15 29.9920000,,"[-0.23077275604009628, -0.11615099385380745]",,"[-0.10997519642114639, -0.12713231518864632]","[-0.012156974524259567, -0.5546617619693279]",,,"[-0.0566958487033844, 0.21043923124670982]","[-0.2554098218679428, 0.3051467649638653]",,"[-0.5176868252456188, -0.17646601051092148]",,"[-0.2629018910229206, 0.15056300163269043]","[0.04999480023980141, 0.3837462030351162]","[0.03695695847272873, -0.5021344497799873]",,,,,
08 11 15 1 15 59.9920000,,"[-0.36051516607403755, -0.10744715854525566]",,"[0.3590593934059143, 0.07802153751254082]","[0.20059018954634666, -0.01712236925959587]",,,"[-0.24267476797103882, 0.1893797591328621]","[0.1522686593234539, 0.19639553502202034]",,"[0.25641975179314613, 0.22412899881601334]",,"[0.9029307290911674, 0.5230559632182121]","[0.11343592405319214, 0.6655860505998135]","[-0.20979660004377365, -0.4190005734562874]","[-0.31296785920858383, 0.11252609267830849]",,,,
08 11 15 1 16 29.9920000,,"[-0.08835207670927048, -0.2932260297238827]",,"[-0.2507375702261925, 0.21203169971704483]","[0.36848706379532814, -0.0040748827159404755]",,,"[0.3214329704642296, 0.8256749846041203]","[-0.0679904855787754, 0.1816045269370079]",,"[-0.08644028380513191, -0.4770539477467537]",,"[0.17382752150297165, 0.6006473265588284]","[-0.3294415511190891, 0.6748751141130924]","[-0.017570368945598602, -0.5489805601537228]","[0.3259442448616028, -0.6154539808630943]",,,,
08 11 15 1 16 59.9920000,,"[0.04411117732524872, 0.6313809081912041]",,"[0.12041471153497696, -0.21838941052556038]","[-0.29913369193673134, -0.7464942149817944]",,,"[0.26202191784977913, -0.717095036059618]","[-0.014258567243814468, 0.38597967475652695]",,"[0.03460967168211937, -0.16778545454144478]",,"[-0.09553895518183708, 0.17269890382885933]","[-0.2710244208574295, 0.6552960760891438]","[0.49915189296007156, -0.6500758938491344]","[0.10693373531103134, -1.2652174681425095]",,,,
08 11 15 1 17 29.9920000,,"[-0.064253319054842, 0.14003447443246841]",,"[0.29652127623558044, 0.3084570877254009]","[0.021808572113513947, -0.13525226712226868]",,,"[0.06461185961961746, -0.31529320031404495]","[0.07558596506714821, 0.755833126604557]",,"[-0.0668260045349598, 0.1364651843905449]",,"[-0.5926325656473637, 0.5443808361887932]","[-0.7379887476563454, -0.5505495816469193]","[-0.04729470610618591, 0.06502684578299522]","[0.054920509457588196, -1.7674387656152248]",,,,
08 11 15 1 17 59.9920000,,"[0.08530011400580406, 0.24882769212126732]",,"[0.3550305441021919, 0.08261401578783989]","[-0.16340024396777153, -0.05617570877075195]",,,"[0.3991371840238571, 0.2497878111898899]","[0.37827299535274506, 0.22611390426754951]",,"[-0.2237452007830143, 0.49692878872156143]",,"[0.5508382841944695, 0.5440444983541965]","[0.47521571815013885, 0.6594357490539551]","[-0.1998438499867916, -0.0720716305077076]","[0.2831650897860527, -1.3792150616645813]",,,,
08 11 15 1 18 29.9920000,,"[-0.1905207298696041, 0.5723991617560387]",,"[0.06868356466293335, -0.015679705888032913]","[0.03524133935570717, -0.4061395972967148]",,,"[-0.09370775520801544, -0.25753382220864296]","[-0.2501721680164337, 0.2594432681798935]",,"[0.15009687468409538, 0.32694876194000244]",,"[-0.3227587789297104, 0.17045413702726364]","[0.043052297085523605, -0.5281662419438362]","[-0.10065742582082748, 0.25106625258922577]","[0.6059647090733051, -0.5985622927546501]",,,,
08 11 15 1 18 59.9920000,,"[-0.21399280428886414, 0.32078880071640015]",,"[-0.07344184815883636, -0.028170812875032425]","[-0.08822889998555183, -0.31025395914912224]",,,"[-0.13016091659665108, -0.03734308108687401]","[0.2022964395582676, 0.5125531852245331]",,"[-0.4688929580152035, -0.3780822940170765]",,"[-0.16572635993361473, 0.6138770282268524]","[-0.0018788427114486694, -0.23581791669130325]","[-0.31498245894908905, 0.3316194452345371]","[0.8282843753695488, -0.15339168533682823]",,,,
08 11 15 1 19 29.9920000,,"[-0.03208296000957489, 0.023516908288002014]",,"[-0.15282627940177917, -0.03316513076424599]","[-0.45717156305909157, 0.2849806174635887]",,,"[-0.08246979862451553, 0.6972500719130039]","[0.31742242723703384, 0.1522282138466835]",,"[-0.30212465673685074, 0.13478144630789757]",,"[0.0534035824239254, -0.17228887230157852]","[0.07703739777207375, -0.4953852966427803]","[-0.08174604177474976, 0.17374515533447266]","[0.7909994348883629, -0.2972361482679844]",,,,
08 11 15 1 19 59.9920000,,"[-0.02382996678352356, 0.15857135131955147]",,"[-0.11101420223712921, -0.11239112913608551]","[0.20466292276978493, 0.011847414076328278]",,,"[-0.35045602917671204, 0.24761942774057388]","[-0.5622673891484737, 0.3206719681620598]",,"[0.09438009932637215, 0.08173118531703949]",,"[0.3353966288268566, 0.012567497789859772]","[-0.3007938265800476, 1.04287551343441]","[-0.059819117188453674, -0.08017059415578842]","[0.1701691821217537, 0.49565819650888443]",,,,
08 11 15 1 20 29.9920000,,"[-0.06389236077666283, -0.16621291264891624]",,"[0.12804273515939713, 0.3010095991194248]","[0.29486922919750214, 0.03207879513502121]",,,"[-0.37751419097185135, -0.33872735872864723]","[0.2033540904521942, -0.03767476975917816]",,"[-0.20056187734007835, -0.3623412027955055]",,"[0.14249523356556892, -0.6394762508571148]","[-0.2857055403292179, 1.040204904973507]","[-0.04450634866952896, -0.5940468646585941]","[0.10877489671111107, -0.24110649526119232]",,,,
08 11 15 1 20 59.9920000,,"[0.22079388424754143, -0.12112482637166977]",,"[0.3073069863021374, 0.13279147818684578]","[-0.26919279247522354, -0.14485002309083939]",,,"[-0.10400352254509926, 0.15583030506968498]","[-0.3306426480412483, -0.019778314977884293]",,"[-0.09795266762375832, 0.15265687182545662]",,"[-0.4996538683772087, -0.28570110723376274]","[-0.037693094462156296, -0.2969440296292305]","[0.256851963698864, -0.18560416623950005]","[0.0030453763902187347, -0.39739929884672165]",,,,
08 11 15 1 21 29.9920000,,"[-0.22023531794548035, 0.29228076338768005]",,"[-0.05199383944272995, -0.4201233722269535]","[-0.021068621426820755, 0.4363454803824425]",,,"[-0.007994230836629868, 0.24342160671949387]","[0.30051105469465256, 0.4201198183000088]",,"[0.2469733990728855, 0.25476717203855515]",,"[-0.09655014425516129, 0.15928556770086288]","[-0.039257459342479706, -0.09440808743238449]","[-0.13178176432847977, 0.10291337221860886]","[-0.6275517269968987, -0.6383570022881031]",,,,
08 11 15 1 21 59.9920000,,"[0.2779041491448879, 0.36897657439112663]",,"[0.1294020265340805, 0.01460963487625122]","[-0.06852339208126068, 0.2502252757549286]",,,"[-0.32318582385778427, 0.44054849073290825]","[-0.1862776093184948, -0.857981875538826]",,"[-0.42609649524092674, 0.07444576174020767]",,"[0.03851613774895668, 0.11178066581487656]","[0.22520888969302177, -0.36470602452754974]","[-0.3279775455594063, -0.16557611152529716]","[0.3991819694638252, 0.03926532715559006]",,,,
08 11 15 1 22 29.9920000,,"[0.0010094083845615387, 0.02060004696249962]",,"[-0.0522240474820137, -0.007247958332300186]","[0.0592225156724453, 0.12437869608402252]",,,"[-0.10835005342960358, 0.4463754743337631]","[-0.4509673938155174, 0.2486972026526928]",,"[0.3038870505988598, 0.15010390058159828]",,"[-0.039656441658735275, 0.2659735456109047]","[0.14605066552758217, 0.4875432625412941]","[-0.42959626019001007, -0.44238607957959175]","[0.06042607128620148, -0.6983243934810162]",,,,
08 11 15 1 22 59.9920000,,"[0.01840902864933014, -0.15073678642511368]",,"[-0.15860994160175323, -0.4246199168264866]","[0.21784089133143425, -0.18602698668837547]",,,"[0.0694984421133995, 0.030334025621414185]","[0.1145157665014267, -0.31849510967731476]",,"[0.028102193027734756, 0.1548115871846676]",,"[0.27947236225008965, 0.08846589177846909]","[0.06010381132364273, -0.4521941989660263]","[-0.27682068943977356, -0.5289720632135868]","[-1.003044255077839, -0.4524662047624588]",,,,
08 11 15 1 23 29.9920000,,"[-0.2603198140859604, -0.1358211413025856]",,"[0.47397636622190475, 0.35754427686333656]","[-0.07164787501096725, 0.42797135189175606]",,,"[-0.13707037642598152, -0.1467364989221096]","[0.25763093680143356, 0.5903958305716515]",,"[-0.16992345452308655, -0.09061817079782486]",,"[0.21972138062119484, -0.44011789187788963]","[0.4195205681025982, 0.023515954613685608]","[0.18747945874929428, -0.3416011817753315]","[0.3021959774196148, 0.13142377138137817]",,,,
08 11 15 1 23 59.9920000,,"[-0.1843855418264866, -0.022730212658643723]",,"[-0.11860520392656326, 0.11544891819357872]","[0.20051370188593864, 0.5104072391986847]",,,"[-0.10955554991960526, -0.5209863148629665]","[-0.14873911440372467, 0.10569881275296211]",,"[-0.41458042338490486, -0.13492655381560326]",,"[-0.16451143473386765, -0.13089172169566154]","[-0.4093989245593548, 0.3222326934337616]","[-0.1909235343337059, 0.3103075958788395]","[-0.5649484843015671, 0.18097513541579247]",,,,
08 11 15 1 24 29.9920000,,"[-0.01959608495235443, -0.00511961430311203]",,"[0.16114124655723572, -0.42260703817009926]","[-0.08246434852480888, -0.05569007992744446]",,,"[-0.027668416500091553, 0.30884601548314095]","[0.08827843144536018, -0.441528145223856]",,"[0.11546137928962708, 0.6192379742860794]",,"[0.23297467082738876, 0.20100735872983932]","[-0.12408948689699173, 0.5420093834400177]","[-0.12837368249893188, 0.2486496903002262]","[-0.2396370731294155, 0.11571840569376945]",,,,
08 11 15 1 24 59.9920000,,"[-0.2506837658584118, -0.2609928846359253]",,"[0.020925208926200867, -0.023330528289079666]","[0.06985074654221535, 0.003515925258398056]",,,"[-0.4605823680758476, -0.4213552325963974]","[0.28835050389170647, 0.006441179662942886]",,"[-0.5397946424782276, 0.5876897983253002]",,"[-0.5961729101836681, -0.5728085413575172]","[0.1563970074057579, -0.05387991666793823]","[-0.035124219954013824, -0.21500379219651222]","[-0.11746302247047424, 0.39894888550043106]",,,,
08 11 15 1 25 29.9920000,,"[-0.06214800477027893, -0.09596170112490654]",,"[-0.17298785597085953, 0.44880590215325356]","[-0.01945338025689125, 0.034494660794734955]",,,"[-0.14781741797924042, 0.5310608483850956]","[0.3015486001968384, 0.4505469985306263]",,"[0.6111609153449535, -0.02890140190720558]",,"[0.022836029529571533, -0.21437490731477737]","[-0.005600634962320328, -0.8392302021384239]","[0.14678076282143593, -0.4150743968784809]","[-0.15646785125136375, -0.9728317894041538]",,,,
08 11 15 1 25 59.9920000,,"[-0.2046007588505745, -0.41742079332470894]",,"[0.21816866099834442, 0.09445783868432045]","[-0.7138318568468094, 0.3699778877198696]",,,"[0.14845623075962067, 0.6019764728844166]","[0.2920244596898556, -0.15924730896949768]",,"[0.1379815973341465, -0.06089743226766586]",,"[0.4723168686032295, -0.2364540472626686]","[-0.34406528621912, 0.025683220475912094]","[0.36239859461784363, -0.7456256188452244]","[0.03840257599949837, -0.1324402056634426]",,,,
08 11 15 1 26 29.9910000,,"[0.1465269811451435, 0.05495180934667587]",,"[-0.14757507294416428, -0.10891607776284218]","[-0.709355678409338, 0.09569474309682846]",,,"[0.07824581116437912, -0.20536427572369576]","[0.4118439145386219, 0.3066619038581848]",,"[0.09199800714850426, -0.12379730492830276]",,"[0.6417450085282326, -0.5479463189840317]","[-0.27093055099248886, -0.4498651847243309]","[-0.026814185082912445, -0.40569789707660675]","[0.5062293484807014, -0.24178564921021461]",,,,
08 11 15 1 26 59.9910000,,"[-0.09954280778765678, -0.2254236862063408]",,"[-0.09327063336968422, -0.15433696657419205]","[0.13983113691210747, -0.316438764333725]",,,"[0.08056087791919708, -0.2095588780939579]","[0.009704578667879105, 0.05559742823243141]",,"[0.4349134638905525, -0.11025926470756531]",,"[0.6612337194383144, -0.8995028287172318]","[-0.004112992435693741, 0.6028668135404587]","[0.12160823494195938, -0.33435792103409767]","[0.7775792181491852, -0.34866007789969444]",,,,
08 11 15 1 27 29.9910000,,"[-0.05959668383002281, 0.04957951232790947]",,"[-0.021049320697784424, 0.1036103330552578]","[-0.08998565748333931, -0.04388706758618355]",,,"[0.3524608761072159, -0.3324916698038578]","[-0.047976985573768616, 0.36701610311865807]",,"[-0.019629940390586853, 0.12769364938139915]",,"[-0.21498646587133408, -0.4310957118868828]","[-0.0635252483189106, -0.5529393143951893]","[-0.19540106505155563, 0.1464475654065609]","[0.06952159106731415, -0.1511845774948597]",,,,
08 11 15 1 27 59.9910000,,"[-0.018960900604724884, 0.2198914997279644]",,"[0.12694362923502922, -0.09213030710816383]","[-0.42871734127402306, -0.19742373749613762]",,,"[0.0021155811846256256, 0.10872948542237282]","[0.3269091807305813, 0.5505089946091175]",,"[0.1811094619333744, -0.1428304836153984]",,"[24021552.342538357, 24021938.36634969]","[0.7762653343379498, -0.7185111790895462]","[-0.41420068591833115, 0.0700310468673706]","[0.08884509652853012, -0.6482378952205181]",,,,
08 11 15 1 28 29.9910000,,"[-0.012964282184839249, 0.23603179678320885]",,"[0.14746001362800598, 0.08999722450971603]","[-0.5047678388655186, 0.2187654823064804]",,,"[0.14934059232473373, -0.2559363432228565]","[-0.17897816374897957, -0.03382834792137146]",,"[0.22939489409327507, -0.1560477763414383]",,,"[-0.014776516705751419, -0.31838714703917503]","[-0.14326469600200653, -0.5806079804897308]","[0.1421699896454811, -0.7752301655709743]",,,,
08 11 15 1 28 59.9910000,,"[-0.08134882897138596, -0.3925633318722248]",,"[-0.21077492833137512, 0.14957517012953758]","[-0.036252710968256, 0.35565802082419395]",,,"[0.13057466223835945, -0.5454779826104641]","[-0.0038717277348041534, -0.06393883377313614]",,"[0.016792286187410355, 0.05440891906619072]",,,"[-0.788923766463995, 0.42231152206659317]","[-0.12847033888101578, 0.06446835398674011]","[-0.37592433393001556, -0.39017387107014656]",,,,
08 11 15 1 29 29.9910000,,"[0.15307198837399483, -0.17048120871186256]",,"[-0.0053420290350914, -0.4867505319416523]","[-0.0605078749358654, -0.29667672142386436]",,,"[0.0524723082780838, 0.6329899542033672]","[-0.2361835092306137, 0.29871420189738274]",,"[0.0028444379568099976, -0.3942613899707794]",,,"[0.31796636059880257, -0.008538585156202316]","[-0.1489003673195839, -0.30554744973778725]","[-0.47141801938414574, 0.4931173697113991]",,,,
08 11 15 1 29 59.9910000,,"[0.1848166286945343, 0.009704947471618652]",,"[-0.038799189031124115, 0.022271212190389633]","[0.14559287205338478, 0.3343726173043251]",,,"[-0.03337661921977997, 0.05254601314663887]","[0.48060252889990807, -0.4152856469154358]",,"[0.1629868783056736, -0.019637227058410645]",,,"[1.019469317048788, 0.1849730685353279]","[-0.11021428927779198, 0.32690930739045143]","[0.06233365833759308, 0.8865394368767738]",,,,
08 11 15 1 30 29.9910000,,"[-0.07824279367923737, -0.216479130089283]",,"[-0.03610523045063019, -0.087009746581316]","[0.06588493287563324, 0.045904092490673065]",,,"[0.08151066303253174, 0.18818215653300285]","[-0.1147971861064434, 0.06363562494516373]",,"[0.06559682637453079, 0.25703710317611694]",,,"[0.5011273697018623, -0.23335111141204834]","[-0.31375063210725784, 0.00021630153059959412]","[0.19243312627077103, 0.15949493274092674]",,,,
08 11 15 1 30 59.9910000,,"[0.07390473783016205, -0.3185475654900074]",,"[-0.014673616737127304, 0.026972156018018723]","[-0.07580406591296196, 0.039630867540836334]",,,"[0.1370214745402336, 0.2659102492034435]","[-0.3432324789464474, 0.29229680448770523]",,"[0.13298043236136436, -0.09394180774688721]",,,"[0.3569676801562309, 0.8402701318264008]","[-0.05003152787685394, -0.05586862191557884]","[-0.06302710622549057, -0.19843624904751778]",,,,
08 11 15 1 31 29.9910000,,"[-0.1311601586639881, -0.14373327046632767]",,"[-0.1517159342765808, -0.5424485243856907]","[0.11085283756256104, -0.14555586129426956]",,,"[0.8187064379453659, -0.0370149128139019]","[0.017806023359298706, -0.16203635931015015]",,"[-0.06384919211268425, -0.35991761833429337]",,,"[-0.47613587975502014, -0.017956160008907318]","[0.012537308037281036, -0.2841995395720005]","[0.45736127346754074, -0.02227555587887764]",,,,
08 11 15 1 31 59.9910000,,"[-0.09507980570197105, -0.33781150355935097]",,"[0.08184145763516426, -0.23336812481284142]","[0.3252982199192047, 0.35689394548535347]",,,"[-0.5624884031713009, 0.2537129409611225]","[0.0031766071915626526, 0.2831011489033699]",,"[0.12714317440986633, -0.0885431207716465]",,,"[0.4658767580986023, -0.20766472071409225]","[0.18505992740392685, -0.2769867777824402]","[-0.3186285197734833, 0.3645436242222786]",,,,
08 11 15 1 32 29.9910000,,"[0.02288420870900154, -0.47324806079268456]",,"[0.2191491350531578, -0.13458405062556267]","[-0.08224152773618698, -0.029457423835992813]",,,"[-0.08632389456033707, -0.1021796278655529]","[0.21325608715415, 0.3763912729918957]",,"[-0.005512021481990814, -0.15851324424147606]",,,"[0.19009707868099213, -0.015546783804893494]","[-0.1952805146574974, -0.4781179055571556]","[0.3434888422489166, 0.3498290814459324]",,,,
08 11 15 1 32 59.9910000,,"[0.41190653294324875, 0.04042539745569229]",,"[0.1026933565735817, -0.28692247718572617]","[-0.27402186021208763, -0.0017119422554969788]",,,"[-0.35842452198266983, 0.0784086287021637]","[0.06934330239892006, 0.2893853262066841]",,"[0.08951854333281517, 0.378881748765707]",,,"[-0.7546216994524002, -0.43037811666727066]","[-0.27245937287807465, 0.053849127143621445]","[0.3588310182094574, 0.47948775812983513]",,,,
08 11 15 1 33 29.9910000,,"[-0.14967838674783707, 0.01998857408761978]",,"[0.19089161604642868, 0.32662687078118324]","[-0.37470247596502304, -0.10081562027335167]",,,"[-0.29233237355947495, -0.02698345109820366]","[-0.28569354489445686, -0.08665528893470764]",,"[0.32766569778323174, 0.37039805576205254]",,,"[-0.5159142948687077, 0.4084514304995537]","[-0.028994370251893997, 0.05688183754682541]","[0.2539791762828827, 0.30608686804771423]",,,,
08 11 15 1 33 59.9910000,,"[0.3208838105201721, -0.09166518598794937]",,"[-0.26068105548620224, -0.006886497139930725]","[0.004032935947179794, -0.35869329050183296]",,,"[-0.3359750956296921, 0.3270012103021145]","[-0.1245078556239605, -0.15035918727517128]",,"[0.09664154797792435, 0.24330509081482887]",,,"[0.524888064712286, 0.017475862056016922]","[0.03480976074934006, 0.0007583312690258026]","[0.322273600846529, -0.22832249850034714]",,,,
08 11 15 1 34 29.9910000,,"[-0.01929732784628868, 0.09439249336719513]",,"[-0.17738324403762817, 0.1710583083331585]","[-0.07665073126554489, -0.7291593700647354]",,,"[0.3593839481472969, 0.35001425072550774]","[0.1269460953772068, -0.47764893248677254]",,"[-0.29357095435261726, 0.036251459270715714]",,,"[-0.09281178563833237, 0.5382647998631]","[0.03635440021753311, 0.3528973087668419]","[0.04439600557088852, -0.2201935201883316]",,,,
08 11 15 1 34 59.9910000,,"[0.10517360642552376, 0.059494875371456146]",,"[0.35964473336935043, 0.0002870596945285797]","[0.6957049109041691, -0.15672827512025833]",,,"[-0.556276224553585, 0.33321334049105644]","[-0.1301511526107788, 0.20380986854434013]",,"[-0.005484867841005325, -0.09656507894396782]",,,"[0.34683476760983467, 0.5918711498379707]","[-0.08571188896894455, 0.5129505842924118]","[-0.24046766012907028, 0.15512270107865334]",,,,
08 11 15 1 35 29.9910000,,"[-0.2103068195283413, -0.19976229220628738]",,"[0.1855815052986145, -0.1893099620938301]","[0.07031988725066185, 0.37526316940784454]",,,"[-0.12725628912448883, 0.27203670516610146]","[-0.0898587517440319, 0.32312770932912827]",,"[-0.23567014560103416, 0.20070315897464752]",,,"[-0.11986261233687401, 0.25105516612529755]","[-0.25358136370778084, -0.07515551149845123]","[-0.035845909267663956, -0.21813318505883217]",,,,
08 11 15 1 35 59.9910000,,"[-0.11610792577266693, 0.14388792216777802]",,"[0.06884808093309402, 0.18430990725755692]","[-0.17547036334872246, 0.11156009882688522]",,,"[0.8915551602840424, -0.10957389324903488]","[0.1367216408252716, 0.04263551905751228]",,"[-0.15505357831716537, 0.7782267965376377]",,,"[0.19427969679236412, -0.005628019571304321]","[0.13354790210723877, -0.0938638411462307]","[-0.17247877642512321, 0.6089018955826759]",,,,
08 11 15 1 36 29.9910000,,"[-0.18123001232743263, -0.32369720935821533]",,"[0.04412539303302765, 0.17208265513181686]","[-0.2436673417687416, -0.1506965458393097]",,,"[0.1385810673236847, 0.2813997268676758]","[-0.761444378644228, -0.16731099784374237]",,"[0.023504965007305145, 0.5262582004070282]",,,"[-0.5532134287059307, -0.007119826972484589]","[-0.08330027759075165, 0.23638947308063507]","[-0.13711129873991013, 0.10674917325377464]",,,,
08 11 15 1 36 59.9910000,,"[0.055423181504011154, -0.11983690410852432]",,"[-0.1306636780500412, -0.061497095972299576]","[0.06555507332086563, -0.4393177628517151]",,,"[-0.5588008984923363, 0.46366578713059425]","[-0.17050441354513168, 0.5040150061249733]",,"[0.17665139958262444, 0.482743039727211]",,,"[0.5783074460923672, 0.44364842772483826]","[0.1674707978963852, -0.36927712336182594]","[0.2561827301979065, 0.9769711457192898]",,,,
08 11 15 1 37 29.9910000,,"[0.16789477318525314, -0.0822216309607029]",,"[-0.01059812307357788, -0.08510420471429825]","[-0.4922873489558697, -0.32429686188697815]",,,"[-0.5638676583766937, 0.3140615411102772]","[-0.5125008337199688, 0.05371130630373955]",,"[-0.20604069903492928, 0.45380134508013725]",,,"[-0.05091046914458275, -0.25815483182668686]","[0.05872132256627083, -0.14109254255890846]","[0.5567357465624809, 0.3078708238899708]",,,,
08 11 15 1 37 59.9910000,,"[0.03895296901464462, -0.08326397463679314]",,"[0.23550721257925034, -0.17009498178958893]","[0.16346590220928192, 0.06933269649744034]",,,"[-0.05147765576839447, 0.6878378726541996]","[0.45125845074653625, -0.0790279358625412]",,"[0.09472772106528282, 0.3224276378750801]",,,"[0.8679623790085316, -0.342125553637743]","[0.20029225945472717, -0.20546547695994377]","[0.4545650966465473, -0.2644673250615597]",,,,
08 11 15 1 38 29.9910000,,"[-0.19580861181020737, 0.009090535342693329]",,"[0.016851212829351425, 0.12100259959697723]","[0.015106458216905594, 0.44033194333314896]",,,"[0.306293074041605, 0.4820409007370472]","[-0.13457530364394188, -0.22719117254018784]",,"[-0.28665949031710625, 0.540284339338541]",,,"[-0.2868141271173954, 0.7294887006282806]","[-0.03003041446208954, -0.0727795846760273]","[-0.30926887691020966, -0.7752521149814129]",,,,
08 11 15 1 38 59.9910000,,"[-0.07768525928258896, -0.05152316391468048]",,"[-0.2344917692244053, 0.5097151510417461]","[0.2070770524442196, -0.054384443908929825]",,,"[-0.2615729793906212, 0.04078931733965874]","[-0.7160656563937664, -0.13345059007406235]",,"[-0.051201581954956055, -0.17242680862545967]",,,"[-0.4919293448328972, 0.43491965904831886]","[0.0892229713499546, 0.2823079116642475]","[-0.3607158847153187, -0.5037301704287529]",,,,
08 11 15 1 39 29.9910000,,"[-0.2709869034588337, -0.0645054392516613]",,"[-0.09859822690486908, 0.018635984510183334]","[0.11784252524375916, -0.22795073688030243]",,,"[0.1927342191338539, 0.5061545558273792]","[-0.16009068489074707, 0.13043593615293503]",,"[-0.05319904908537865, 0.24606827273964882]",,,"[0.051019761711359024, -0.36299191787838936]","[-0.0007724910974502563, 0.07427535578608513]","[0.3709602952003479, -0.41692114993929863]",,,,
