epoch,G03,G06,G07,G08,G11,G13,G16,G19,G21,G23,G25,G27
08 11 15 1 33 0.0000000,"[0.05025130709012349, 0.3198376262560485]","[0.2487963381533822, 0.4869970993449293]","[0.05778005917867024, -0.19780542297909665]",,,"[-2.319311895780265, -4.055138187234601]","[-0.5947171988897025, -1.0877224270254373]","[0.13847517662992082, 0.15244648673882089]",,"[4.242937610546748, 1.4803891173253456]","[-1.2130160916907093, 0.15108629800379259]","[0.4829658083050381, 1.7408908496653366]"
08 11 15 1 33 30.0000000,"[-0.2022991235057513, -0.10572456177324074]","[0.2934818807368478, 0.41039180917044504]","[0.06543986697991688, 0.5298401381199558]",,,"[-3.303090074472129, -3.6767755166937905]","[-1.0027684661559761, -1.0215110544115305]","[0.1333238079523047, 0.1008504412447413]",,"[3.1266968111197153, 0.752621620024244]","[-0.818601853058984, 0.11553099490702134]","[1.0690044126837384, 1.368591655329399]"
08 11 15 1 34 0.0000000,"[-0.13179512868324916, 0.020728703774511636]","[-0.017375571715334992, -0.3981868608544268]","[-0.05617594520250957, 0.015478726786871677]",,,"[-3.473855757527053, -2.805330263202389]","[-1.122848966997117, -1.0636419419199228]","[-0.18345065719137588, -0.6064895012105505]",,"[3.7736447463432947, 1.030128180111448]","[-0.6513521362406514, 0.3246655885130165]","[0.8733865878908764, 1.7456962506329345]"
08 11 15 1 34 30.0000000,"[0.10221346666415532, 0.19201767090708]","[-0.01622649102161322, -0.6711478217194475]","[-0.2565184662739436, -0.47191426499436306]",,,"[-3.161360138468444, -1.592008398597439]","[-1.0212481263093651, -0.9543842140585184]","[-0.40589968419323363, -0.33912789008269706]",,"[1.182672784725825, 3.0846510520825783]","[-1.066678582535436, -0.00042081139981764437]","[0.9732932857601773, 0.6751636753832626]"
08 11 15 1 35 0.0000000,"[-0.10039364347855251, 0.14518564585596305]","[0.23787342937042322, -0.9162771834681429]","[0.5690515657265981, -0.716933820086221]",,,"[-3.4755217371508476, -1.691077681009968]","[-0.19438672987744213, -0.6806895796209573]","[-0.2242278785134355, -0.39995815536628165]",,"[-3.0534771223862966, 2.419120549286405]","[-0.7084945503932736, -0.05859515331685561]","[0.5326785556404721, -0.6135252972090912]"
08 11 15 1 35 30.0000000,"[0.11118134309848149, 0.013240512646734537]","[-0.06592992513130103, -0.9746098949263491]","[0.6141911764939626, -0.4551317129905026]",,,"[-2.7975063113495704, -1.325621993963917]","[-0.3073240163736045, -0.5400990907102823]","[0.03716396981229386, -0.3302183814967672]",,"[-0.23210689326127365, 4.049254848683874]","[-0.527348353372266, -0.15971219800412673]","[0.3160244635670315, -1.4063481648410034]"
08 11 15 1 36 0.0000000,"[0.11867416848738988, 0.7570102030411361]","[0.2535752672081193, -0.8911637200663485]","[0.8143256922562917, 0.18245309249808384]",,,"[-2.3348335264250633, -1.343693868940075]","[-0.7035064938478172, -0.6045723173767328]","[0.0313250988100966, -0.10601381144175925]",,"[0.5978181074062984, 3.040237798417608]","[-0.16024503748243069, 0.13411520160734636]","[0.6095683387844693, -1.2465537299359513]"
08 11 15 1 36 30.0000000,"[0.10604615708192189, 0.1863346213474868]","[-0.17939099489400778, -0.6559850557396807]","[0.6460793783267339, 0.22145858065535617]",,,"[-2.2966182915493842, -1.9625607298066217]","[-1.0956019851379097, -1.037243715301156]","[-0.3944135040665666, -0.17061064324031272]",,"[3.0237410376469294, 1.948406650746862]","[-0.15593747685973858, 0.29191022850573045]","[0.3795470557539593, -1.0227681954348755]"
08 11 15 1 37 0.0000000,"[0.006005214651425672, 0.22484746221452934]","[-0.0996577125663558, -0.458576245481769]","[-0.131370214621226, 0.22406541959693027]",,,"[-2.6048382459208366, -2.1777463720490533]","[-1.1354755404405297, -1.16507247723639]","[-0.18156758255014815, 0.25283055820812783]",,"[4.203540519873301, 6.268264829243223]","[0.20942854989940907, 0.499198881164193]","[0.32329500833441127, -0.49832057551986697]"
08 11 15 1 37 30.0000000,"[-0.01697020779053371, 0.5062706882134078]","[-0.25100545405099783, -0.26649197774628774]","[0.6104850788911184, 0.40247288004805637]",,,"[-1.8728706477209922, -1.6495157794406015]","[-0.7428339811973274, -1.2196325872093439]","[0.08460166001071534, 0.20451390066494546]",,"[2.437929184238116, 1.0934923878560463]","[0.13389013816292072, 0.16785584129393083]","[0.13562212506224025, -0.11901248590595248]"
08 11 15 1 38 0.0000000,"[0.07563673903544743, 0.2630920672789214]","[0.1623787823443612, -0.3071736826250948]","[0.5577111711104711, 0.0459783192103107]",,,"[-2.412060195021331, -2.2023525403191644]","[-1.1058713140897454, -1.4732956055551767]","[-0.15586399591217437, 0.11609771170963845]",,"[3.2750940332810083, 7.2005509874473015]","[0.09817103405172611, -0.3820506807416679]","[0.05795852461744655, 0.2543597559487152]"
08 11 15 1 38 30.0000000,"[0.08568065067132313, -0.23384914156049508]","[0.20273624540617075, -0.5556798561165728]","[0.14241735835870106, -0.08231833918641018]",,,"[-1.9113569645211097, -1.665555076425274]","[-1.3587163778953255, -1.3480375621467828]","[-0.26588763600836196, 0.319852092054983]",,,"[0.20171830911810185, -0.04569687210023421]","[0.2288991920082699, 0.1773219744717407]"
08 11 15 1 39 0.0000000,"[0.15770188917716343, 0.4127671087160705]","[0.25893140764286127, -0.6741541905949511]","[-0.17675715486208599, 0.18199558214594913]",,,"[-2.735095599107444, -1.461024733011921]","[-1.896579975169152, -0.6168478492647409]","[-0.22259258783111968, 0.3291093788420161]",,,"[0.29626707841331745, 0.7999255184084175]","[-0.013624567595230452, 0.5597934166943359]"
08 11 15 1 39 30.0000000,"[-0.14815599272648494, 0.015194367803633035]","[-0.2547107991452018, -0.1648147537062563]","[-0.10942308406035106, 0.9477714415018756]",,,"[-3.9726820675656196, -1.7001407758643228]","[-1.7825116011314095, -0.039873278513550714]","[0.2588076859091719, -0.5717196532214681]",,,"[-0.09138321022813534, 0.2504512790590523]","[0.6594937107889782, 1.1868698040997314]"
08 11 15 1 40 0.0000000,"[-0.3622023070851962, -0.08776976522058266]","[0.06019099236776437, -0.4188019766161837]","[0.15403244098027546, 1.1005434508745868]",,,"[-2.6264560459181663, -2.4946241692950326]","[-1.3415256532840432, -0.016530520096421197]","[-0.18952534652004638, -0.4072379239524404]",,,"[-0.015487274931123007, -0.3944475974887611]","[0.2462404779522549, 1.3526720295702743]"
08 11 15 1 40 30.0000000,"[-0.5988146568338076, -0.037934291921556174]","[0.11014040739585962, -0.2973127050946154]","[-0.00452784995237987, 0.503613945407172]",,,"[-1.3867786912247535, -1.7492394612481195]","[-1.2734150531701744, -0.8140259746462106]","[-0.36786671287069717, -0.291606865140299]",,,"[0.3445164199608066, -0.37292567156255263]","[-0.10691526910375249, 1.5309013019358444]"
08 11 15 1 41 0.0000000,"[-0.5431605110565821, 0.03225430492311698]","[0.012189911616345306, -0.5904791935036577]","[-0.34650182525316875, 0.02460953251769138]",,,"[-2.0945513634011146, -2.627523960297306]","[-0.8526603969745338, -1.1451609048992395]","[-0.2926935956502954, -0.06088092109809318]",,,"[0.2654194395678737, -0.03899412117898482]","[-0.4858057685763706, 2.1619112531697082]"
08 11 15 1 41 30.0000000,"[-0.19906024436155956, -0.13917854782193917]","[-0.05397802411268149, -0.4450597001860537]","[-0.5286723057428996, -0.3099961314971249]",,,"[-3.111099311523139, -2.2471872733285028]","[-0.9628794285468757, -1.036959371343255]","[-0.1532154039169351, -0.7458296485866109]",,,"[0.3110900308626392, 0.19324831403791887]","[-0.5352469124467243, 2.9382297138726043]"
08 11 15 1 42 0.0000000,"[0.25416762580474217, 0.11177724245935661]","[-0.27893965511272345, -0.04703874724606649]","[-0.6980376819769541, -0.8377183411891262]",,,"[-2.8126258192583915, -3.2696509377410012]","[-0.8251892718486488, -1.0938257936388254]","[-0.7025563747311632, -0.5684196122611562]",,,"[0.13584384430820728, 0.2527449402958153]","[0.10908047476698268, 2.3159805278336334]"
08 11 15 1 42 30.0000000,"[0.23129156430562336, -0.274539980851114]","[-0.10596115707109366, 0.3139711634566389]","[0.056612359484036756, 0.41706491665293766]",,,"[-2.816801631264388, -2.406029062097271]","[-0.6720949205569923, -1.0994170818477869]","[0.15960975432147584, 0.12957871773590646]",,,"[0.19411698837454106, -0.00026102624833601595]","[0.7095427475302349, 0.17647201223724363]"
08 11 15 1 43 0.0000000,"[0.08383698960145314, -0.42136496659368294]","[0.24573979706813898, 0.21954813761015757]","[0.04487747152646382, 0.6631901826088626]",,,"[-1.7828416613861915, -1.4732529686142999]","[-0.7080440613441169, -0.7455552134662866]","[0.1361980035280188, 0.7291044823204478]",,,"[0.27332394678766514, 0.09535285569727403]","[1.0466556213228833, -0.11244307057506564]"
08 11 15 1 43 30.0000000,"[-0.15404893259207408, -0.08557975646108407]","[0.2253021392350396, 0.022537382071217138]","[0.4958479424317678, 0.6740616674845417]",,,"[-1.5675810514017936, -2.3336021916319925]","[-1.073306569736451, -0.5440361861139535]","[0.04546870732059083, 0.5181617371117075]",,,"[0.3591729338901737, 0.003251639381050886]","[0.6160873732893597, -0.633112799092598]"
08 11 15 1 44 0.0000000,"[-0.20558561931053798, -0.14347291346639413]","[0.3569225463395318, -0.5820537342379488]","[0.06773188908894856, 0.3316684182112415]",,,"[-1.5949236540123817, -2.4363155083109933]","[-0.7157046589069068, -0.8947329882532358]","[0.07061315768708787, 0.5488399646555384]",,,"[-0.15233892093723034, -0.28956660889089125]","[0.08173355081964839, -0.23763440148479464]"
08 11 15 1 44 30.0000000,"[0.11850102444489796, -0.22830415125936288]","[0.3515698704247674, -0.4427901788304247]","[0.30127297540505726, 0.1290072019522388]",,,"[-3.0053819803521034, -1.8838112221409875]","[-0.7052669766359031, -1.1606606308370828]","[-0.35257092422495284, 0.5974214903389414]",,,"[0.001306259228537332, 0.44663455821573717]","[-0.9392808862597812, -0.042823936506576565]"
08 11 15 1 45 0.0000000,"[0.049507701893647504, 0.29213770870119316]","[0.23057241172840204, -0.008236093694964808]","[0.28227724333604176, 0.06946625964095188]",,,"[-2.9913002340123054, -1.7686536626269418]","[-0.8506513032130897, -0.7259018931537866]","[-0.5176237330461542, -0.2072833993161718]",,,"[0.22387116511041905, 0.21106941737234575]","[-1.088753435817467, -0.2384918739045334]"
08 11 15 1 45 30.0000000,"[-0.09006820420424144, 0.4781904334202407]","[-0.016960917102793793, 0.4635432974745832]","[-0.4876174012819926, 0.3970568592970569]",,,"[-2.2522106258198615, -2.1364206836869317]","[-1.0121464821510018, -0.5644702974706888]","[-0.08587048506985107, -0.06154725632319846]",,,"[0.24612354595834995, -0.4577333655208351]","[-0.3987860568435062, -0.3131480474913788]"
08 11 15 1 46 0.0000000,"[-0.10321345726648967, 0.23645816389471275]","[0.03132914186765756, 0.1264249102522932]","[-0.2542725483576457, 0.42865003303935123]",,,"[-2.3182061402127143, -1.6031909154107171]","[-1.1385564002208413, -0.6602487329393625]","[0.11238507622232041, -0.07680327376971641]",,,"[0.07649494071180607, -0.3311317142099144]","[-0.4333709218175281, -0.3978258629286957]"
08 11 15 1 46 30.0000000,"[-0.17249809006849925, -0.05666377004236001]","[-0.27721080003927145, 0.29627256256838663]","[0.32753896911938984, 0.25803561167170597]",,,"[-2.3146866349503394, -2.222606019799908]","[-1.3988031986169518, -1.2420635435730218]","[-0.5756670565033952, -0.027120567175249244]",,,"[0.06990391124660755, -0.5250218238681557]","[0.31273670116354335, -0.48627833621150973]"
08 11 15 1 47 0.0000000,"[-0.3731544295946757, -0.0032801365479828704]","[0.1283628586058816, 0.11951923531790598]","[0.16616955598195393, -0.24022403700898098]",,,"[-2.7856198189780113, -2.2039093093325692]","[-0.8654266539029777, -0.9713006380945444]","[-0.5687699869895975, 0.003779672769208764]",,,"[0.32213559110338474, -0.14392432831227797]","[0.411946784648193, -0.9480587203944397]"
08 11 15 1 47 30.0000000,"[-0.4408705810705821, -0.5402595287188889]","[-0.13912766991804038, -0.032762257630626124]","[-0.15856346289316814, -0.7933046851928036]",,,"[-2.9079356728121635, -2.2372606561829644]","[-0.2670743259601295, -0.7817313138395547]","[-0.1449761644626657, -0.15796030244479575]",,,"[0.025950969352076303, -0.2594209786504509]","[0.6010988316862713, -0.47158574657089236]"
08 11 15 1 48 0.0000000,"[-0.28339975873629253, -0.8771521782502534]","[-0.08281498967359457, -0.43528368907670156]","[0.07185824414094288, -1.0087243948752682]",,,"[-2.7676557539030906, -1.7214434163024026]","[-0.08504175571724773, -0.9349597159773111]","[-0.16419270938883224, 0.3301752141987284]",,,"[-0.04880534748857235, 0.08076971508562547]","[0.28272842982698787, 0.14084114535205838]"
08 11 15 1 48 30.0000000,"[-0.0004352236787478203, -0.2840224241837861]","[0.25664089055111017, -0.32008789318303243]","[-0.15125998655954997, -0.8279111568505566]",,,"[-2.6200486956164237, -1.9967947618414956]","[-0.8168540093116462, -0.852328560128808]","[-0.3125791952634851, 0.2870246700321635]",,,"[-0.007192528651406516, 0.49679994322359544]","[-0.3537675180108417, 0.945102218822174]"
08 11 15 1 49 0.0000000,"[-0.023702179888884234, -0.2615113740786912]","[0.3456908705954751, -0.8086236997197069]","[0.42861685355504353, -0.6721025441462796]",,,"[-2.5441612986847755, -1.7747164086749154]","[-1.1498836967162789, -0.9842995021492242]","[-0.5884360924984018, -0.4324738599980871]",,,"[0.3904577951567867, 0.49868909753859025]","[-0.13250428816388737, 0.9803508709227371]"
08 11 15 1 49 30.0000000,"[0.04466285010178883, 0.26166209224611503]","[-0.031751981067160706, -0.18105541008214132]","[0.184796275695165, -0.4926350895936291]",,,"[-2.304881313256919, -1.2454617337634164]","[-1.1313929202966393, -1.7268296245485544]","[-0.32666192507992187, -0.17482338032374778]",,,"[0.22397938479358936, -0.015498789772391497]","[-0.379651058521973, -0.7637067844117356]"
08 11 15 1 50 0.0000000,"[-0.20304941187302272, -0.008763793669641196]","[-0.12684659479806815, 0.2988116161276899]","[0.06730216940244038, 0.06156631962706638]",,,"[-1.9370441673323509, -1.8958972857644159]","[-1.122633809130639, -1.5641899917274713]","[0.07754024559011063, 0.08409557559837899]",,,"[0.19207327921564366, -0.025600570067763506]","[-0.2385826148660053, -0.6135758717501831]"
08 11 15 1 50 30.0000000,"[-0.27745536516110103, -0.0553948914632203]","[-0.02715696959445868, -0.04379178422192709]","[0.17971040507157643, 0.35652006821086]",,,"[-2.8597683100029823, -2.2157986478259164]","[-0.39899417189881203, -0.6510932955890893]","[0.19201893055190644, -0.20723574540267387]",,,"[-0.01448365192239498, -0.06222853325307387]","[0.34479224303652156, -0.269675504132576]"
08 11 15 1 51 0.0000000,"[-0.45531042466561, 0.21995937470346671]","[0.4911783206587037, 0.0470452622820936]","[0.26329051156838734, 0.4495185281460483]",,,"[-2.732982346229255, -1.7632984386136132]","[-0.27079395381733773, -0.23787657059729095]","[0.047427315947910165, -0.009492418977121497]",,,"[0.35457288582498814, 0.1244356904178856]","[0.3933509103386532, -1.0900892575228882]"
08 11 15 1 51 30.0000000,"[-0.06947779456774394, 0.39315767232328636]","[0.12323595018436517, -0.8755441142867006]","[-0.24780145088831584, -0.11890296979496884]",,,"[-2.1083401529118415, -2.341398985808094]","[-0.8183082732371986, -0.3579810921102762]","[-0.09040659970293441, -0.625442422243456]",,,"[0.7076664875882366, -0.0074465896934272635]","[0.44703876593996394, -1.713066171571083]"
08 11 15 1 52 0.0000000,"[-0.4197824428478877, 0.5609745049849151]","[-0.21007333515832816, -0.8461854292700686]","[-0.3270045499006907, -0.756779092984895]",,,"[-2.377581098489463, -2.5246804223706323]","[-0.907419094722718, -0.022355726733803705]","[-0.1372317031646768, 0.22256781974186501]",,,"[0.48388332237179066, -0.17492434643208998]","[0.3999368957607876, -1.0161189098799897]"
08 11 15 1 52 30.0000000,"[-0.18867414246002834, 0.6390149259939788]","[0.19773213745405283, -0.6234224571535982]","[-0.3357105533281962, -0.09589077873776364]",,,"[-2.8726674852892753, -1.6088660375525552]","[-1.275029146950692, -0.5051845524460077]","[0.27585970306148133, 0.508352868941923]",,,"[-0.7350736026031277, -0.2554454829543831]","[-0.4799434729487766, -0.41082676844245913]"
08 11 15 1 53 0.0000000,"[-0.055287046233812975, 0.13020415250211936]","[0.1799840498094758, -0.2874743624279894]","[-0.5621727834145228, 0.8992727513735492]",,,"[-2.885741585306823, -1.5043584720542031]","[-1.116889977734536, -1.0486422542482614]","[-0.017635452809433128, 0.3383280716215571]",,,"[-0.7527848769289753, -0.4743458058685066]","[0.17489795008589137, -0.04603039817459109]"
08 11 15 1 53 30.0000000,"[-0.1678724194566409, -0.19112968798726815]","[-0.22027058719346915, 0.2720889763285719]","[-0.12311236361662548, 1.1973255838577945]",,,"[-2.587779187969863, -2.22152738434573]","[-0.83641376523301, -0.38640006519854064]","[0.20625322007884583, 0.3380083523069819]",,,"[-0.13782583068435406, -0.6421942587941887]","[0.1954492888777386, 0.7973703037058639]"
08 11 15 1 54 0.0000000,"[-0.04690162638823192, -0.31996228154748696]","[-0.02130394248912726, 0.5268491820742689]","[-0.07880656222502391, 0.7519463415568073]",,,"[-2.446994536928832, -2.154314459984501]","[-0.9733461978845298, -0.4421269509941339]","[0.24953145974626145, 0.50698434629788]",,,"[0.32255948443586613, -0.4099370714277031]","[0.17232815543104518, 0.07429455621593473]"
08 11 15 1 54 30.0000000,"[0.07927608688672383, 0.25295950118452293]","[-0.2420898285383979, 0.37195930046339853]","[0.21627770562966664, 0.0039103742068011815]",,,"[-3.3652684031054374, -1.042968200271328]","[-1.068111503403634, -0.9103977892547845]","[0.20275913619746766, 0.05273311653484902]",,,"[0.12720666934425617, -0.539264487847686]","[0.19738065818239559, 0.036989916399650546]"
08 11 15 1 55 0.0000000,"[-0.046997262040774035, 0.14604518953710777]","[-0.3028076049561301, -0.153742922718326]","[0.13010685344537098, -0.24529092355320858]",,,"[-2.504321151785552, -1.7763367907454568]","[-1.09631743459031, -0.7410822425037622]","[0.20149445229520402, 0.26079002836098275]",,,"[0.14373877753193165, -0.19140506051480788]","[0.19529796758581508, -0.0705611963713837]"
08 11 15 1 55 30.0000000,"[0.1600026359160741, 0.3772373015061019]","[-0.49829730211446677, -0.40918534832696096]","[-0.11387772659460704, -0.22877221150944638]",,,"[-1.6982004282996055, -1.7194789664198953]","[-1.2742612454108895, -0.6054678175598383]","[-0.08286531573782363, -0.36088374933848777]",,,"[-0.06447195898120617, 0.3859960112720726]","[0.16287433722902644, -0.38056175009853366]"
08 11 15 1 56 0.0000000,"[-0.1007610912124316, 0.27549548093229514]","[0.014113122535248657, -0.410645200187961]","[-0.5528889129559199, -0.026117358046273464]",,,"[-2.056057059578597, -1.755284758036335]","[-1.5407992097549141, -1.3165340933948755]","[-0.4513702050472299, -0.05698486349234977]",,,"[0.04295554120714451, -0.03743501268327254]","[-0.314533386436211, -1.5103935261214447]"
08 11 15 1 56 30.0000000,"[0.0551355352004369, -0.09856187161058205]","[0.3956576380257806, -0.4552481009314455]","[0.003641666968663526, 0.08852453188349796]",,,"[-2.559231185726821, -2.3091660903145868]","[-1.000256562512368, -1.5557363841682672]","[0.012705330488582467, -0.27777834913382926]",,,"[-0.2797217730743191, -0.15110378228127974]","[-0.11472003540109288, -0.7633432556832505]"
08 11 15 1 57 0.0000000,"[-0.20764885644117992, 0.24589544180780631]","[0.21560819627096262, -0.3662661446879305]","[0.2313370128472646, -0.08867834849903988]",,,"[-2.6162508068606254, -2.16250276726981]","[-1.251153552811593, -1.9512229476124048]","[0.25932733410348496, -0.12666696986804404]",,,"[-0.22458798329656338, -0.11750473342835921]","[-0.22174720844339024, -0.3772759397471619]"
08 11 15 1 57 30.0000000,"[-0.3387849385539691, 0.3871523404493926]","[0.18428858549644556, -0.5955501927683748]","[0.17864774366219838, 0.5069907571499546]",,,"[-1.9743336824700233, -2.3255796150614816]","[-1.785279208701104, -1.5034275267273187]","[0.1800164102887114, -0.16934674164901176]",,,"[-0.2809887219530842, -0.19056514166295546]","[-0.11541588982652318, -0.7074527253354264]"
08 11 15 1 58 0.0000000,"[0.08068943222363789, 0.2856983954086898]","[0.3540551680450639, -0.6207004918406405]","[-0.05426670412222545, 1.1426881368582447]",,,"[-2.6330210356041786, -2.6775041685750085]","[-1.9133739861659707, -0.8438879165798425]","[0.18916286223878465, 0.1591358862196406]",,,"[-0.19617646823947643, 0.26843614615499956]","[0.23742925742555965, -1.5507785786832047]"
08 11 15 1 58 30.0000000,"[0.31024635781844456, 0.21189058963209373]","[-0.0304981079573432, -0.061821772033969324]","[0.11443430384000142, 0.8036048080151279]",,,"[-4.29488166552037, -1.6483258025099832]","[-1.530903363507241, -0.49718540050089355]","[-0.06799903071175017, 0.38864126124729714]",,,"[-0.38583492379014706, 0.04346783198416215]","[-0.604972560015427, -1.8028648306573105]"
08 11 15 1 59 0.0000000,"[0.32572749455769856, 0.4754275644198058]","[-0.28308570949981604, 0.16439974469443186]","[0.21105747123559315, 0.1273909922068317]",,,"[-2.9232509521767494, -1.6112208829571801]","[-1.1389840337447823, -0.5072542790323495]","[0.11442996257295213, -0.044891677113870765]",,,"[-0.3641262043577931, -0.2796797778457405]","[-0.5582910813958515, -1.340670536919899]"
08 11 15 1 59 30.0000000,"[0.16281865735848744, 0.5037835801020263]","[-0.12498991756389533, 0.12054281098147257]","[0.631014691789945, -0.03808188779900479]",,,"[-2.3629711506888267, -1.537048550074299]","[-0.7844724002294242, 0.3719047095626593]","[0.20535711639871201, 0.14525527575363717]",,,"[-0.3467477921706936, -0.2698354449123146]","[-0.5725347884566654, -1.2695412446702194]"
08 11 15 2 0 0.0000000,"[0.601484784980615, 0.3455118948593734]","[-0.13710396556804572, 0.18205449146529062]","[0.6808953007062276, 0.06868323342253757]",,,"[-1.60828446727246, -1.107348220174511]","[-0.5772345009259879, -0.08247200287878509]","[0.18084323847045503, 0.24351110377659402]",,,"[0.03868828077490116, -0.26337813101708907]","[-0.017451603022323958, -0.5126781572545243]"
08 11 15 2 0 30.0000000,"[0.121788123746713, -0.2457071280106904]","[-0.20178367762515936, 0.6343640254189573]","[0.05524164636929829, 0.3506365831320484]",,,"[-2.3221287218853828, -1.0036646888901788]","[-0.7481341603212058, -0.8800011787563562]","[-0.2937721640492479, -0.5564731278146307]",,,"[-0.05738766382758831, -0.0308990206569435]","[-0.009390134421097152, -0.16465474264270785]"
08 11 15 2 1 0.0000000,"[0.1729837377866109, -0.4364642387256028]","[-0.7286963295812408, 1.0032709704091154]","[0.3096789886554082, 0.22431720451762271]",,,"[-2.696897291950881, -2.090814070527752]","[-1.6960926893167199, -0.5767624143511056]","[-0.3765537024165193, -0.8165372230733434]",,,"[-0.04929464201753353, 0.5349326554685829]","[-0.4441140778930057, -0.3321525414431763]"
08 11 15 2 1 30.0000000,"[0.47385166039069493, 0.028171878494322122]","[-0.503129592227439, 0.13817298573752268]","[0.3448781614502271, -0.29247285767147946]",,,"[-3.9935044882819053, -3.2721055911233026]","[-1.5226532462053002, -0.8307526770979166]","[0.137633305725952, -0.3463194735969106]",,,"[-0.09583850841348385, 0.45959147550165635]","[-0.6269461550385822, -0.2861143608535004]"
08 11 15 2 2 0.0000000,"[0.3764216398199399, 0.41462103668600303]","[0.13194798113157358, -0.5279187692950167]","[0.42303018470605214, 0.4340492750828464]",,,"[-2.717904516868293, -1.3537152872731286]","[-1.514458918850869, -1.617938882485032]","[0.22451269322385392, -0.1732475676263372]",,,"[-0.2310407001835606, -0.18721772991120833]","[-0.5202806033761371, -0.06281928317195895]"
08 11 15 2 2 30.0000000,"[0.45240627427895863, 0.8801210785284637]","[0.48015679599096384, -0.544609068209926]","[0.6137681995828946, -0.11143757744381833]",,,"[-1.6093271015211936, -2.8425397144009668]","[-0.968146080058068, -1.2528670344501733]","[0.1607501178358992, 0.19484933534016213]",,,"[-0.22826565693443035, -0.10626854263246077]","[-0.833685893622147, 0.09679823024623868]"
08 11 15 2 3 0.0000000,"[0.12826346804698308, 0.5360182488337157]","[0.7007009181504449, -0.2971394492934145]","[0.4156557341416677, -0.3092411790663998]",,,"[-1.5891640422865745, -3.4573410467555123]","[-1.2375816049985588, -0.8923370454460382]","[-0.05214148319015899, 0.5280630669866999]",,,"[-0.41641326139991497, 0.30269039906561357]","[-0.373277265635239, 0.051042516068153354]"
08 11 15 2 3 30.0000000,"[0.09198806633551915, 0.09349642340093833]","[0.2431873995189866, 0.15501882297297342]","[0.025304408868153883, 0.36939164654662204]",,,"[-2.670397707633674, -2.5034160779168206]","[-0.49772910205647347, -1.5263769540935754]","[-0.2509719387317697, 0.7139532051359614]",,,"[-0.2613628644806645, 0.2045070651918648]","[0.19255070010115016, -0.22865062551147464]"
08 11 15 2 4 0.0000000,"[0.050612898667653394, 0.5493220353499053]","[0.3358823228006562, 0.6385377363612257]","[0.13995202084382374, 0.01020322398593021]",,,"[-2.2066785482689735, -1.519974382345875]","[-0.3152746203355491, -1.4971894685178995]","[-0.35439350760231414, 0.6506404361998042]",,,"[-0.39436484019582485, -0.13005213700234908]","[0.03145795682360042, 0.19092394812458036]"
08 11 15 2 4 30.0000000,"[0.2867360730965932, -0.35664900001138466]","[0.009546579731007476, 0.669012369339665]","[-0.06039146135250728, -0.3522300009305279]",,,"[-1.690490120463073, -2.225891874854763]","[-0.6226244810037315, -0.7880127940326929]","[-0.2256730899835626, 0.11188923635830483]",,,"[-0.3662039552194378, 0.2233082626014946]","[0.06645747641016353, -0.1906531711066437]"
08 11 15 2 5 0.0000000,"[-0.02613550970951717, -0.21805878337472695]","[-0.1551725995416442, 0.8222608880450331]","[-0.3756782616178195, 0.09784157232691837]",,,"[-2.595134311728179, -2.833939151590069]","[-0.9749539288692176, -0.5336142990738153]","[0.19966698878755174, 0.09616465189804635]",,,"[0.022323713793108713, 0.042749044671654524]","[-0.2752807625205387, -0.15450185136444095]"
08 11 15 2 5 30.0000000,"[-0.03084902266661327, 0.034757059253752054]","[0.33450125337888803, 0.7839407787968717]","[-0.3523918891946475, 0.5070949758713443]",,,"[-2.3834560303017494, -3.57206189793845]","[-1.0031496080569924, -0.27925021089613433]","[0.10090480440606675, -0.06302032551417747]",,,"[0.0772953342335918, -0.38871892057359236]","[-0.44607849797319066, -0.3593376387799454]"
08 11 15 2 6 0.0000000,"[0.13053930749495823, -0.48131257649511117]","[0.3964393603925904, 0.4114355461051069]","[-0.08130337844292324, 0.7958545948689182]",,,"[-2.8842460451647636, -2.0211829261233407]","[-1.4331102314405144, -0.7586386267095804]","[0.1385883434986075, -0.2874160625661413]",,,"[0.12354023118192936, -0.3794635560363533]","[-0.9413811006219257, -0.7048619647467804]"
08 11 15 2 6 30.0000000,"[-0.12342468450466793, -0.25823246296495217]","[0.05762725503494348, 0.059196220462521154]","[-0.062377927700678515, 0.28973661021639896]",,,"[-2.6966052291914817, -3.520404414956768]","[-1.6162466946057976, -0.7649313572794199]","[0.1838981851314505, -0.2292962290967504]",,,"[-0.45897229652230953, -0.34514323137700575]","[-0.18081413587640416, -0.5339245756114197]"
08 11 15 2 7 0.0000000,"[0.13812195708354313, -0.5264999603852631]","[0.019613796782990356, -0.10646232801179067]","[0.09849508305390675, -0.07263680143902707]",,,"[-1.4441647766157981, -3.904070840900143]","[-1.7217655423097313, -0.3583302859216928]","[0.33260965043058, -0.4166332848990957]",,,"[-0.0028276581627628694, -0.0631054665893318]","[-0.5380165465743412, -0.6840622832024765]"
08 11 15 2 7 30.0000000,"[-0.2247600833574931, -0.323000434599817]","[-0.23904510407398138, -0.3780929728100695]","[-0.27071524212757747, -0.25182301147530484]",,,"[-1.5379002628847953, -2.5786212996890145]","[-0.9845132025890052, -0.2349319968372583]","[0.23257066005220017, -0.16419845006118217]",,,"[-0.1644821305138371, 0.028048527613282026]","[-0.5208852179915775, -0.45760753349906924]"
